@relation thedata

@attribute 125061 real
@attribute 132158 real
@attribute 1431 real
@attribute 283871 real
@attribute 38 real
@attribute 39 real
@attribute 4190 real
@attribute 4191 real
@attribute 4594 real
@attribute 48 real
@attribute 50 real
@attribute 5095 real
@attribute 5096 real
@attribute 51179 real
@attribute 54363 real
@attribute 81888 real
@attribute 84693 real
@attribute 9380 real
@attribute DependentVariable {BRCA,Control}

@data
7.519447852,7.798052338,9.60730722567,6.866355134,12.56790862,7.4409698455,13.20549015,13.40233131,7.669687358,12.80969082,9.83366143,9.529050369,11.11027794,5.634273399,5.5610216895,8.661262487,10.5206165,9.344385311,Control
7.870403386,7.441203595,9.151714148,6.530800854,11.5155078,7.4912144285,12.88068749,13.61228456,7.497579542,11.98311306,8.806639133,9.209368754,10.92005899,5.347383161,5.75520277,8.998358512,10.67317238,9.281368556,BRCA
7.5799383465,7.713354077,9.25147759833,6.822829314,11.2456925,7.952710478,12.78039731,13.82374193,7.6866007675,10.95307261,9.203617871,9.397546894,10.92743375,5.4315470595,5.4259455415,8.369075052,10.57985358,9.257317784,BRCA
7.2464528155,7.850001018,9.232588409,7.470600158,10.95576997,7.155509218,12.45547628,14.19932039,7.9240334695,11.76088636,8.922629835,10.18798331,11.46692035,5.5768266945,5.9379322835,8.616430414,10.49812646,9.697975811,Control
8.1772383385,7.692111778,9.41727851533,6.79954431,11.70867451,7.6718899015,13.11936595,13.73376056,8.061653968,12.21001994,9.628364027,9.870981558,11.30449979,5.251757378,5.413776257,8.349370945,10.60791771,9.533437358,BRCA
7.8436529655,7.02741154,9.32168994233,7.367460893,11.82101269,7.6679207005,13.34505663,13.43914135,7.538700717,12.16730219,10.13386823,9.188910928,11.03612228,5.2432377465,5.5207377005,7.553285857,9.802791438,8.783220184,BRCA
7.655196706,7.408968939,8.53965388867,7.873876433,9.665780528,6.883110591,11.94573106,14.24008548,7.629451078,11.54965727,7.853014942,8.589380674,11.37601291,4.933572557,5.6466262945,7.86531745,10.21623692,9.856885003,BRCA
7.5793310775,7.381458863,9.26427471233,6.391635094,12.03524768,7.485282547,13.15952927,13.43392773,7.534505471,11.50429776,9.183164615,9.695555047,11.01529328,4.68734736,5.536844834,8.780499681,10.79947614,9.848083443,Control
7.564455063,7.100875508,9.182602555,6.662529973,11.89363345,7.811400851,13.02515173,13.85125179,7.7550388515,10.98643958,10.0579109,9.832257559,11.24081833,5.3943576965,5.715760063,8.181973558,10.2632842,9.700123715,BRCA
7.8926589205,7.93180289,9.267483717,7.576562054,12.05089371,7.4221075335,13.02515173,13.57316849,7.762365008,12.4925881,9.80023708,9.911339974,10.88094205,5.017386799,5.4310055005,8.737113061,10.4466003,9.591279754,BRCA
7.0290414415,8.292967048,8.867682724,7.225475281,12.21001994,7.1883466315,13.26600764,13.44200721,7.293675787,12.15837941,10.21036424,9.765178804,11.09506419,5.2952785925,5.583758738,9.527897792,10.10831572,9.995340046,BRCA
8.1444361715,7.673540745,9.240556209,6.517555719,12.14617574,8.216740629,13.50703833,13.69898245,7.847994404,12.26420808,9.682521122,10.05863143,11.58622772,5.313156365,5.4951859305,7.787692219,11.06699751,9.487850645,Control
7.7464358505,7.961798569,9.82192827767,6.457877938,12.66642048,7.463376154,13.75148289,13.73376056,7.2800397595,12.86854581,9.851593336,10.04737654,11.26849246,4.8813347825,5.57185433,8.614232355,10.58594865,9.632550476,Control
6.330515453,8.145449628,9.582040219,7.729792574,11.55629063,7.179789303,12.6014308,13.83559602,7.788330465,11.35833542,8.636643764,10.06979248,10.66574031,5.1247047285,5.624549366,8.932599462,10.31472516,9.463432989,BRCA
7.859904437,7.136276314,9.36833332933,7.055936178,11.6604752,7.4573617275,12.81938184,13.83906107,7.734979036,11.84288763,9.324653748,9.928970257,11.66997027,5.4569317225,5.375793065,8.234327819,10.18277954,9.125523977,BRCA
6.5582152575,7.181378708,9.39786088,7.693297243,11.70232867,7.8301635795,12.79374357,13.93643461,7.994611353,11.43680016,8.680448425,10.17182765,11.05985498,5.513639741,5.6054573795,9.047881282,10.57043948,9.564845477,BRCA
6.191612555,7.29407188,9.42045137167,7.338293201,11.43055462,7.884182657,12.83212363,13.94018008,7.900058452,11.36882578,8.501858203,10.06234339,11.04119731,5.065752802,5.5794815545,9.025417223,11.00670145,9.394034498,BRCA
6.1191181475,7.652183735,9.57160324367,7.65026396,11.90810746,7.5834057285,13.31403233,14.35403309,7.6967809515,11.980959,9.036799417,10.26387982,11.64681981,5.391413887,5.5688868575,8.846556878,10.22738163,9.809149576,BRCA
5.8111655425,7.636409152,9.63407940133,7.507043619,11.70381504,7.686434417,12.87743566,13.95070399,7.771062639,11.16161393,9.358432047,10.09194478,11.49848788,5.5954175945,5.6193614105,9.254279357,10.35482269,9.606803599,BRCA
7.3800700205,7.743759193,9.613584217,8.165147094,11.43506351,7.519361883,12.9500565,13.86388477,8.265379753,9.471899285,8.374356081,9.750271987,11.10798549,5.398760317,5.5427663485,9.76786627,10.30671996,10.14390647,BRCA
