ID	6898	259307	2806	5053	2805	DependentVariable
Instance1	9.590026107	5.3139324875	10.97008092	4.7150442715	9.713172168	Control
Instance2	9.054591515	5.3868104	11.37383049	5.3262521715	9.446732392	BRCA
Instance3	9.576891081	5.5205412945	11.74755745	5.2800131335	9.940893908	BRCA
Instance4	8.895061065	6.1854901165	11.92672973	5.060652638	10.41429442	Control
Instance5	7.445824194	5.8195336145	11.56729791	5.4159650265	9.570406539	BRCA
Instance6	10.6672848	6.2042813735	11.58210918	5.340113991	10.20351353	BRCA
Instance7	10.9783031	5.2726163765	11.50616141	4.9609336325	10.3362558	BRCA
Instance8	10.33226629	5.680256454	11.31514972	5.4448314705	9.869532589	Control
Instance9	10.7819664	6.08065771	11.70655442	5.2773139425	10.29228169	BRCA
Instance10	10.72311933	5.6441686615	12.01315176	5.0966711815	9.589230319	BRCA
Instance11	8.361287094	6.1814092435	11.50362218	5.313212157	9.98368522	BRCA
Instance12	11.60242527	5.430295187	11.18215551	5.063841559	10.36525103	Control
Instance13	9.900855914	5.4945647125	10.95100801	5.094726675	9.822925735	Control
Instance14	10.43324145	5.927412341	12.46042141	4.458417158	10.42590328	BRCA
Instance15	11.36922669	5.94260971	11.86567539	5.34753873	10.1079628	BRCA
Instance16	9.534133176	5.638618965	12.10567621	5.390277857	10.35624868	BRCA
Instance17	12.46365343	5.2232653195	12.41104094	5.226883424	10.16869754	BRCA
Instance18	12.49559531	6.339948893	12.3239471	5.2169649115	10.71990666	BRCA
Instance19	12.08367055	5.379516066	12.12695617	5.2637335585	10.27801993	BRCA
Instance20	5.842294551	5.186425375	12.11775357	5.1564890945	10.15345105	BRCA
