@relation thedata

@attribute 10815 real
@attribute 1103 real
@attribute 22999 real
@attribute 5864 real
@attribute 60482 real
@attribute 6572 real
@attribute 6616 real
@attribute 6804 real
@attribute 6812 real
@attribute 6844 real
@attribute 6857 real
@attribute DependentVariable {BRCA,Control}

@data
8.549265941,5.494372823,4.466446628,5.723156638,5.127232159,5.077255017,6.78737685,6.586768964,7.410489684,10.05577764,5.549215754,Control
9.218624457,5.55294782175,4.911705061,5.672079654,5.609778043,4.943700135,6.609192948,6.975192016,7.18529977367,10.58383522,5.938057117,BRCA
8.760937063,5.718323118,5.36790503,5.066316611,4.894588914,4.354981714,7.114893166,7.081033649,6.48546311533,10.30762238,6.236545833,BRCA
9.469728867,5.5071908215,4.700180125,6.360369215,5.611623335,5.734852697,8.223815268,7.715191761,6.57239004733,10.51475871,5.114378737,Control
8.122803572,5.76818500825,5.84386532,5.653784658,5.193782829,4.957695542,7.3756054295,6.458370212,6.82339386,10.6829685,6.633580605,BRCA
7.575257723,5.428788493,5.395072441,5.499695432,5.614718124,4.620038905,6.477823674,6.86505622,7.517797043,9.907754874,6.647318557,BRCA
8.952028549,5.66859481375,5.36650691,5.447092526,5.532793245,5.242422681,8.418540522,6.698639127,6.31398031067,9.785085055,6.063724706,BRCA
8.419065983,5.58548870425,5.193979903,5.487205952,4.937828406,5.224977213,6.8454990825,6.560413565,7.00778646933,10.28801852,6.2950853,Control
8.290227544,5.568358614,5.488973851,6.143184845,5.210049084,4.835180387,7.2681816375,6.832007438,6.956630158,10.82820416,5.87615546,BRCA
8.880242515,5.336764042,5.806589092,5.177231401,5.279296008,5.127025752,6.8123894965,6.971661738,6.571316384,10.65531183,5.139972076,BRCA
8.18589271,5.8909675935,5.704879743,5.606154407,5.958907183,5.061140288,7.2233732875,6.922498552,7.228641719,10.98552909,6.097089942,BRCA
7.694795113,5.565636855,5.715283369,5.503198645,5.10518698,4.605899234,6.8815510025,6.294671862,7.04003560967,10.45871961,6.363088376,Control
8.336429709,5.70209202375,5.032994809,5.612950486,5.297385178,4.431796925,6.2958628705,6.691782333,7.45962413033,10.57581366,5.403618168,Control
9.838645,5.659484358,5.676811285,5.673281687,5.341906825,4.764223297,7.746916147,8.021647846,7.33583168833,11.2546007,6.528263138,BRCA
8.309761823,5.517131432,5.185877691,5.985791427,5.443947436,5.089806641,8.463316998,7.319810118,7.14027804567,9.127737169,6.360325315,BRCA
9.540709807,5.66697744925,5.777361355,5.890696716,4.789744015,5.262105418,6.7390347675,7.808322499,6.91298685167,10.96223109,6.810253901,BRCA
9.712381316,5.618761829,5.76182462,6.257911667,5.515077886,4.726575091,6.572423344,8.045051277,7.46054400933,11.18913904,6.514442352,BRCA
8.759589567,5.79986191625,5.477767371,6.017928169,4.808399575,4.555946662,7.077503195,7.506587513,7.161030027,10.57996904,6.140886634,BRCA
9.765178804,5.575576097,5.185679507,6.088635217,5.711089607,5.013251478,7.2922706905,8.124252034,7.29899473467,11.18170219,6.392794485,BRCA
10.0595882,5.8797966985,5.377654117,5.54782863,5.027033758,5.167730486,6.6321609555,7.53871493,7.618235163,7.975462708,6.190817922,BRCA
