@relation thedata

@attribute 10113 real
@attribute 10130 real
@attribute 10134 real
@attribute 10273 real
@attribute 10277 real
@attribute 10294 real
@attribute 10299 real
@attribute 10427 real
@attribute 10477 real
@attribute 10483 real
@attribute 10484 real
@attribute 10525 real
@attribute 10802 real
@attribute 10808 real
@attribute 10905 real
@attribute 10952 real
@attribute 10956 real
@attribute 10960 real
@attribute 10961 real
@attribute 10970 real
@attribute 11231 real
@attribute 11253 real
@attribute 118424 real
@attribute 1388 real
@attribute 1409 real
@attribute 1410 real
@attribute 143630 real
@attribute 1603 real
@attribute 1649 real
@attribute 1650 real
@attribute 1965 real
@attribute 201595 real
@attribute 2081 real
@attribute 22824 real
@attribute 22872 real
@attribute 22926 real
@attribute 23193 real
@attribute 23471 real
@attribute 23480 real
@attribute 23640 real
@attribute 23645 real
@attribute 25956 real
@attribute 26232 real
@attribute 26270 real
@attribute 267 real
@attribute 27102 real
@attribute 27248 real
@attribute 285126 real
@attribute 2923 real
@attribute 29927 real
@attribute 29978 real
@attribute 29979 real
@attribute 30001 real
@attribute 3300 real
@attribute 3301 real
@attribute 3303 real
@attribute 3304 real
@attribute 3305 real
@attribute 3306 real
@attribute 3309 real
@attribute 3310 real
@attribute 3312 real
@attribute 3320 real
@attribute 3326 real
@attribute 3337 real
@attribute 3703 real
@attribute 3998 real
@attribute 4121 real
@attribute 4217 real
@attribute 4287 real
@attribute 440275 real
@attribute 468 real
@attribute 4780 real
@attribute 5034 real
@attribute 50613 real
@attribute 5071 real
@attribute 51009 real
@attribute 51128 real
@attribute 51360 real
@attribute 51465 real
@attribute 51619 real
@attribute 51726 real
@attribute 54431 real
@attribute 54788 real
@attribute 55176 real
@attribute 55432 real
@attribute 55666 real
@attribute 55741 real
@attribute 55757 real
@attribute 55768 real
@attribute 55829 real
@attribute 5589 real
@attribute 55968 real
@attribute 5599 real
@attribute 5601 real
@attribute 5602 real
@attribute 5609 real
@attribute 5610 real
@attribute 5611 real
@attribute 56605 real
@attribute 56681 real
@attribute 56886 real
@attribute 56893 real
@attribute 57134 real
@attribute 573 real
@attribute 578 real
@attribute 581 real
@attribute 5886 real
@attribute 5887 real
@attribute 596 real
@attribute 6048 real
@attribute 6184 real
@attribute 6185 real
@attribute 6238 real
@attribute 6400 real
@attribute 64215 real
@attribute 64374 real
@attribute 6500 real
@attribute 6745 real
@attribute 6746 real
@attribute 6747 real
@attribute 6748 real
@attribute 7095 real
@attribute 7184 real
@attribute 7186 real
@attribute 7321 real
@attribute 7322 real
@attribute 7323 real
@attribute 7324 real
@attribute 7325 real
@attribute 7326 real
@attribute 7327 real
@attribute 7353 real
@attribute 7415 real
@attribute 7466 real
@attribute 7494 real
@attribute 7841 real
@attribute 79139 real
@attribute 79748 real
@attribute 7991 real
@attribute 80267 real
@attribute 80331 real
@attribute 80700 real
@attribute 811 real
@attribute 81567 real
@attribute 821 real
@attribute 823 real
@attribute 824 real
@attribute 84447 real
@attribute 8454 real
@attribute 85479 real
@attribute 8720 real
@attribute 91319 real
@attribute 92552 real
@attribute 9373 real
@attribute 9451 real
@attribute 9601 real
@attribute 9632 real
@attribute 9695 real
@attribute 9709 real
@attribute 9871 real
@attribute 9978 real
@attribute DependentVariable {BRCA,Control}

@data
8.198618308,9.787507202,12.93836212,10.564153555,9.277729746,11.61514235,12.20475003,7.059249355,6.68811223329,10.188874597,6.5788644975,8.7366216615,6.205212267,10.43684194,7.4110608345,11.88448737,8.787283181,7.724481665,9.57790273967,11.60282424,6.8615185385,10.96434468,6.045485786,6.756693497,5.589622123,14.39263877,7.00745097,12.91025583,8.792628551,11.13386163,9.04464761,8.854713453,7.4700325605,7.073394829,9.97231824033,10.30423184,8.69026092,13.13613647,12.30057257,6.59217406967,13.86848405,5.4030427225,9.584681225,8.635846085,10.1085116705,12.10871075,11.11718547,5.549215754,5.568040657,12.67386451,10.64202486,9.96205894533,8.447053385,9.515715461,12.90439101,11.35464901,12.99983714,7.934930906,8.4230014675,10.24263856,9.573941152,13.00739367,11.0093826917,13.42222975,11.67671314,11.57537865,6.461565904,8.958814497,9.636896969,9.3952593165,10.17662856,10.153974076,10.76873043,12.49390804,6.848782926,5.7475167035,9.572511293,8.019125198,7.069103653,10.39884818,9.643766526,11.31824638,7.854378281,7.7919128312,5.616777635,6.590001095,10.04397092,8.93910984,8.680993366,8.335882847,9.81472143833,9.1994976385,11.02623966,5.939777752,7.621649748,6.7523535558,7.887344199,11.56729791,6.838892299,6.7502552425,9.273737986,6.81148001267,10.52477214,8.870434945,6.409395709,7.353546324,7.63009585267,11.17150852,9.849237412,8.4944607845,7.459384586,13.17297049,9.143141549,10.1073637437,7.061158182,5.739045575,9.46013446933,8.3326087685,11.46383867,8.44102609433,7.313248403,12.87187546,9.25070175,13.36626624,7.722570406,4.932168974,7.81449217633,9.04886255525,10.0092425685,11.62550351,9.643597994,8.168933155,6.560010286,11.33884516,12.0199261,13.448087525,8.742226161,11.23391938,5.980374532,7.4240677965,7.090770606,7.980898043,10.71573921,10.20043922,8.0608451716,10.740741435,11.2551704,8.739789996,8.5670648495,8.851515697,4.436037191,10.294655402,5.7983667465,4.762364039,6.19850300967,7.067383603,8.029730494,9.445372667,7.95536094,11.90625806,6.723494141,10.96486087,Control
8.804373971,9.230279356,12.57793866,10.3637143,9.325879453,11.49594259,13.01560762,7.04062754283,6.67843026971,10.32810408,5.9852914775,8.8269176915,6.274080497,10.365683,6.668232747,11.90579323,8.682837603,7.453231788,9.36041631233,11.53391627,6.369379227,10.56875683,6.1546632055,6.788982952,5.501288856,13.21182067,7.488003031,12.47123454,9.578250555,11.61103415,9.062600116,8.121094588,7.345177712,6.84856387,9.812412811,10.41378687,8.931462291,13.12816518,12.27508364,6.73055748967,13.06098469,5.4529068515,9.728286664,8.607544043,9.8577422845,12.18459653,10.90332852,5.044843524,5.456322582,12.4899797,10.95523962,9.660904199,8.430098238,9.5284505295,12.55220564,11.57740772,12.82863739,8.219968468,9.002942803,10.68983665,10.16800173,12.993883495,11.030777654,13.65917147,11.25779165,11.49398064,6.791557296,8.274076565,9.908805826,10.0656299635,10.82735881,9.57262420067,10.9042999,12.62461163,6.966306806,6.150422189,9.023353173,7.67650563433,6.549750501,11.33112984,9.280156639,11.50667219,7.617887543,7.5384842266,5.932044187,6.9086686995,9.943533534,9.486312704,8.82901003,8.657212253,9.83427997367,9.293133432,10.935267615,5.0886580415,7.563421716,6.347242776,7.798165773,11.99021932,6.86647878,6.6835524075,8.629266563,7.23186280967,10.21214407,8.405589443,6.458780312,7.709154696,7.28221449733,11.47190394,9.747668991,7.97569312475,7.3644217305,13.2860567,9.519946342,10.2191952557,6.891604874,6.232378353,9.03855887733,8.2971822775,11.7240492,8.618752732,7.252336945,13.1007987,9.417505048,13.6548665,8.156008632,5.03365563,7.88469464667,8.64025604375,9.6892558675,11.33417845,9.048665422,8.1677456045,6.1336755165,10.91337959,11.72826504,13.671749085,8.838495753,10.88836296,6.126297286,6.9720827725,6.6830244185,7.991821018,10.87349431,9.793246096,7.8368116948,10.024358415,11.68974045,8.297078042,8.615444781,9.109152314,4.60619529,10.1467761475,5.938120489,5.143343669,6.32226291267,6.909956444,7.615925915,9.539134438,7.338605197,11.01953519,6.675361225,10.89468537,BRCA
8.516892845,9.869983621,12.47196608,10.59591118,9.381283981,11.40094894,12.74140174,7.09499237717,6.628254935,10.878880515,5.8403426045,9.0901397185,5.834857349,10.65722043,6.918601128,11.92126273,8.796137888,7.608404767,9.85902965167,11.85143099,6.4640755435,11.33983485,6.53578262325,6.897576627,5.651633855,13.38809538,7.040347606,12.82061982,8.778833709,11.72569442,8.757715954,8.5896522,7.2167941,6.941696526,9.651102686,10.43762494,8.750255707,13.18229429,12.306113825,6.99944020033,12.89271362,5.2363797605,9.266400712,8.489166708,9.688656541,12.44183936,10.99511368,5.36790503,5.874312082,12.75228661,10.74539725,9.771435786,8.350343781,9.5610643445,12.57561022,12.42106423,13.57553219,7.942780038,8.9238215915,10.84558436,9.391867114,13.12928165,11.1437694107,13.91614961,11.53806051,11.79550409,6.617140962,8.104626434,9.513535713,9.338314482,10.49616,9.80783744233,10.60309338,12.95796723,6.935698777,5.767940105,9.560576985,7.717854219,6.480512034,10.92977641,9.323393222,11.49924312,7.898942001,7.9003592992,6.183095044,6.935871987,9.64277427,9.200899294,9.062458458,8.957588996,9.78150986267,10.0630527505,10.979992355,5.6701097255,7.8060539105,5.84197348,8.166013814,11.56651327,6.63423431,6.508763299,8.31858927,7.211898739,10.90509007,7.862143138,6.941696526,7.285959595,7.63291516533,11.27393851,9.348673457,7.84053328475,7.527857378,13.26893746,9.590110341,10.1431606553,6.947055725,6.36768175,8.86877287467,8.6127798505,11.48188533,8.84342992567,7.492896919,13.33560463,8.573383166,13.50983997,8.551997661,5.717135739,7.71670846233,8.9246383145,9.963199446,10.85687312,9.415353585,7.8726560675,6.1343475285,10.98665645,11.22528745,13.836512475,9.275729428,10.90219441,5.329313116,7.7699785445,6.8640134105,8.661173397,10.81930117,10.1258529,7.7754893768,10.266515741,11.88601099,7.742008106,8.649519756,8.792189283,5.052471595,10.7689124215,5.8285550895,5.210828387,6.225625348,6.687134631,8.191739213,9.190946915,6.880260407,11.74718312,6.758360231,11.00293473,BRCA
9.126898749,8.713559323,12.78039731,10.57278923,9.544288856,10.9484368,13.36355512,6.76308608083,6.69335634429,10.21513527,6.33474331,9.0804704675,5.332538997,11.06951037,7.423978269,11.82899735,9.100032254,8.345849991,9.47472852267,11.5054743,6.48419838,11.52630619,6.34044413925,7.497774262,5.91205775,13.00320258,7.439916311,12.31729538,9.124600272,11.72725479,9.881236778,6.605705905,7.334936986,6.519955124,9.82426478133,10.18974462,9.947783437,12.99135537,11.74128869,5.95372982367,12.13049665,5.569015427,9.413057256,8.866792965,8.0713001795,12.45835798,11.24631027,5.525294697,5.763551833,12.96206732,11.04119731,9.165522009,8.861467793,9.578983571,12.37603319,11.27393851,12.30526243,8.593784309,7.414661847,10.91800436,8.937668895,12.94444888,10.6939344647,13.80946823,10.97903948,10.83540327,6.026142315,8.4332945,10.2853274,10.469778726,11.49113672,9.12714489533,9.992241287,13.17957018,7.275242521,5.166541835,9.258413586,7.747769209,6.065341406,11.06078055,9.529748305,11.72083647,7.60444444,7.3761109942,5.673352364,6.587035998,9.890739697,9.555155231,9.563330297,8.848952379,9.47919134167,9.980527584,10.88918389,5.7758281875,6.9189611885,6.4393043462,8.473463378,11.79550409,6.273148105,6.0345829345,9.158313751,7.28579693433,11.15778289,7.531266674,5.051166787,7.706567029,7.33493823133,11.80901857,9.261261134,7.5957045875,7.388059612,12.68497545,10.31472516,10.4299012413,6.335306046,6.323194968,9.103442935,8.522296209,11.28060711,8.49689617067,7.476667486,13.22888561,9.0557848,13.591191,9.141437341,5.249456007,8.52365689267,8.3639902815,9.0746207545,10.98200978,8.2986193415,8.018287434,6.015363252,10.97540039,11.72922572,13.67678811,9.490330011,10.16944939,4.95653443,7.2850636945,6.640789285,7.986995525,10.61640207,9.9831294,6.8990220706,10.193047214,11.65213254,8.249778486,8.2544381055,9.609927196,4.628224624,9.7855895,5.681954346,5.504788206,6.19157273233,6.551443438,8.121716271,9.5279010825,6.96336177,9.900267015,6.621982704,11.11718547,Control
8.809238474,9.881695635,12.41355925,10.70681758,10.01714982,11.55806922,12.7232493,6.88498888217,6.71327095057,10.916969735,6.2825676925,9.6621775635,7.00660975,10.31178269,6.9704960835,12.53234503,9.158989008,7.376236382,10.0147466637,11.91235432,7.1937681765,10.90219441,6.16887493575,6.347449187,5.111669081,13.17144427,7.351957601,12.5801856,9.442057669,11.76088636,9.021133451,8.979097265,7.498148666,6.769378768,10.1142423203,10.79813582,9.197463138,13.06294253,12.382043105,7.14102079733,11.97142151,5.4746892285,9.294495039,9.168052243,10.3186232335,12.40728377,11.20683445,6.301501339,5.432300734,12.81400365,11.04825205,9.91223145567,8.902586999,10.078901184,12.45384813,11.18505522,12.21264541,7.459720794,8.26847119,10.57466711,9.104429135,13.346918195,11.2182175033,13.95556321,11.50955249,12.09022832,6.568568473,8.654762326,9.842350785,9.0963150885,10.66032156,9.608528428,10.64717983,13.12486126,6.435633281,5.9769749115,9.10062366,8.31538202333,6.464795367,11.22708057,9.65317699,11.31587145,7.786053283,7.7920901162,5.782022708,7.247097548,9.542955006,9.410229325,8.317029418,9.102776955,9.822841438,9.9698828475,11.143399545,5.704258658,8.1880407455,6.3743216144,8.264326623,12.04827069,6.843202272,6.3844002755,8.398680773,6.977470499,10.50744312,8.013882508,6.256449903,7.072805548,6.91556020333,11.6627575,10.17351822,7.8450723755,7.786174897,13.24583793,10.55605122,10.5438547573,6.629907089,6.824675979,9.204903855,8.478964386,11.83915468,8.78763863967,7.536171678,13.69061737,8.748143466,13.48222565,8.106250323,4.615340623,7.90936397667,8.531981883,10.1134177805,11.10769786,9.4567783015,7.765149941,6.019830748,11.06473959,11.08506262,13.30464088,9.080731686,10.89468537,5.224591417,7.951156976,7.1277501385,8.572606562,10.89309124,9.790259344,8.418363274,10.077551416,11.8267889,7.584306987,9.01967766,9.330659861,5.07693448,10.1827285915,6.3594203165,4.880699299,6.41255352533,7.300126299,8.83146649,9.350290972,8.095662229,11.27917853,7.538811912,11.46239505,BRCA
8.351735565,10.08234238,12.65381248,10.369906095,9.275193989,11.52630619,12.76915812,7.27119773,6.64983244814,11.36003052,7.035992134,8.686376157,7.008739888,11.50889917,7.4819921295,11.23083122,9.099519506,7.371278148,9.43294536133,11.92850738,7.311313664,11.33884516,6.67529479325,6.477196153,5.670735019,13.01841933,6.593395324,11.93696372,8.879798508,11.4210814,9.234303192,9.694223417,7.793673412,7.932570767,10.252251021,10.46360129,8.368136601,13.13820464,11.17193285,7.48066656467,13.25616376,5.2302931295,9.441326359,7.97381376,10.954974855,12.62053951,11.31492605,5.741070021,5.495864018,13.48222565,11.20395376,10.5358818007,8.929717871,9.788038946,13.45429804,12.41355925,13.53768073,7.494777849,9.5837922405,10.9484368,8.691116347,14.0346627,11.374489615,14.03142469,12.28574906,11.89117053,7.241175503,9.214356235,9.445998278,8.507954573,9.444332211,10.5461605397,11.7626666,13.11754819,6.902197593,6.4893079575,8.979097265,7.84336096967,7.199086131,11.29042226,8.864867955,11.88529801,8.193470332,7.6502336294,5.94146509,6.99707861,9.651433455,9.01555522,8.864094135,9.107427072,9.79334122733,8.99213207,11.187156785,6.517858181,8.3174977465,6.511764621,7.443878302,11.45478009,6.919760544,7.133866845,8.815928507,6.99061455767,10.57244471,9.420287182,6.190027732,7.171104536,6.71227636133,10.91950976,10.45470056,7.89616385625,7.0560542405,13.32746778,9.675666492,10.010822004,6.849127091,6.343235137,9.01864683633,8.648627771,11.98345514,8.207279618,7.702278545,12.23392978,9.175325691,13.78304532,7.922110302,5.499695432,7.64135601667,9.22160397925,9.996990863,10.88810796,9.7291083195,7.581808483,6.1435907115,11.34599024,11.42495241,14.38337722,8.801903231,11.50362218,5.588872948,7.5102501915,7.5687976755,9.330659861,10.84822018,9.250826081,8.6855046804,10.55011626,12.36339568,8.175725588,8.573643372,9.684319572,5.156043878,10.986290123,5.6629577655,4.867663307,6.528778398,7.289468224,7.762300848,9.2698364205,8.609743075,11.58596741,7.479540047,10.11198692,BRCA
7.694795113,8.330806123,12.57220763,9.8418881525,9.712381316,11.31639767,13.89601165,6.82521326317,6.65795056514,9.595973873,6.72682131,9.271409923,5.677022787,10.5070268,7.557561767,11.90502978,7.582877963,7.970653989,9.290297049,11.2835892,6.049308085,10.9073904,6.45037774225,6.587706739,5.618834209,12.30454677,8.475775095,12.01615373,8.400240246,11.47602735,10.27966894,7.056478197,7.344295108,6.537843983,11.0296494733,10.69680263,9.839216043,12.62301161,11.92499412,5.573688623,11.95215345,5.6388388955,9.085353696,8.796405612,9.0109902205,12.9844599,10.8129396,4.904497645,5.71384099,12.78963253,10.7377039,9.011582061,9.505712886,9.269623665,12.10466109,10.45145612,11.21413864,8.1487195,7.7559959895,11.46239505,7.954852246,12.701373425,10.4929184813,13.34981755,9.888111979,11.09066178,6.552903924,8.994771422,10.88558411,11.68178526,12.3726448,8.68348982967,9.497054006,12.79172868,7.476910459,5.017212395,8.418349278,7.85281846467,5.79064906,11.62416272,9.463954014,11.37070935,7.409604074,6.9255029158,5.857863615,5.981439595,9.457124909,9.398829783,9.996191392,8.61463727,9.48701002333,9.4053810835,10.291066392,5.6011167705,6.747341416,5.495877927,8.963388234,12.77087865,7.5011826,6.3432222345,9.246990599,7.75747642667,11.46383867,6.397508323,6.365014999,8.025390316,7.38616007233,11.68315485,9.250826081,7.264331835,6.9363414185,12.8865864,11.42560159,11.35453652,5.903165591,6.401567006,9.58559459833,8.47178547,10.81892586,8.053532106,7.773569684,13.49469877,9.061452962,13.61588998,8.283761058,5.178725843,9.37924404067,8.2964469305,9.4235422705,11.39318948,9.011395007,8.051921689,6.125391845,11.08706186,12.13760287,13.33945072,8.82140818,10.08017501,6.440500143,7.0065398495,7.5423579165,7.918000231,10.78233917,9.246990599,7.4557653406,9.92376169,11.27204377,8.429386994,8.392556334,8.84970309,4.421396708,8.3813583265,5.763374147,5.082373945,6.601148156,5.765011707,8.644470219,9.4809589825,6.714524154,9.789687395,7.056478197,11.10530635,BRCA
8.076990747,10.04271995,12.25199131,10.480230545,9.073606794,11.42512686,11.90369558,7.0061473535,6.792877453,10.4263561,7.13026666,8.9635510065,5.943283297,10.82442203,6.975385152,12.20870084,9.102934387,7.994411603,9.98822808233,11.41529827,6.321695625,11.00193963,6.4025842805,6.911485243,5.72261032,13.52035475,5.967463325,13.07564465,9.856531013,11.39527989,8.729128822,9.564845477,7.5030418035,8.055636456,9.804907714,10.46823993,8.960915006,13.19781415,12.700632445,6.938913121,12.67639685,5.9901240215,9.327744125,8.594232333,10.142344938,12.19216651,11.21967391,5.604820987,5.495064524,12.66575012,10.39839664,9.99034506967,8.732490639,9.3028516595,12.86518429,11.62774602,12.81545941,7.516174992,8.825478429,10.37973064,9.782425408,12.980359775,10.7716702567,13.53466038,11.35660343,11.86989657,7.296597643,9.286350482,8.478204487,8.4249138745,9.787507202,10.3256012193,10.81962051,12.61931219,6.524937838,5.844305507,9.805889394,8.02591584067,6.613204258,10.20323209,9.31002259,11.67671314,7.863432685,7.7025154586,5.982771878,7.10172272,9.541213345,9.261261134,9.347987324,8.724600075,10.1459630357,9.7035351795,10.603131665,5.401013329,7.762308173,6.3190254744,8.267911597,11.05745385,6.026363672,7.2090188725,8.597895308,6.63663410867,10.32749963,9.141232957,5.989996857,7.224100886,7.43240197667,10.87994333,8.938213094,8.05261194825,7.8073777175,13.11936595,9.153033331,9.42832784667,6.761953818,5.460424154,9.16165670833,8.7601337405,11.59869472,8.724536955,7.841566117,13.7976418,8.861816698,13.54473631,7.748127633,5.07383228,7.65760771033,9.076772582,10.53697429,11.26511118,9.8630108645,7.4258984885,6.3013990835,11.12425722,11.56729791,14.02458781,8.494986676,11.09277384,6.112601751,8.2082862955,6.8662465515,8.093075668,10.38874414,10.4984955,8.5111991308,10.472897715,11.60505131,8.449727594,8.566909824,8.496295686,4.709583584,10.579756474,6.571204297,5.5893225,6.326554178,6.96728715,8.52620688,9.0059690685,8.299953361,12.345100415,7.709068515,11.15845524,Control
8.201561731,10.09533805,12.4899797,10.79881458,10.13828816,11.45657274,12.04827069,6.99437200517,6.46212343029,11.01205853,6.187178385,9.3145707125,6.402846327,10.83473198,6.9228681925,12.26420808,8.81716045,7.654924404,10.054284176,12.19911107,7.0305450345,11.39369628,6.67273495225,6.501722262,5.511603435,13.19976669,6.617067477,12.81545941,9.174452064,11.94088626,8.943233566,9.028818534,7.147648479,6.782674344,9.88928584767,10.51584792,9.180394752,12.94056784,12.550834455,7.497168389,12.96853095,5.500596323,9.704855164,8.655317053,9.7840622685,12.58378567,11.0791816,5.422242462,5.661287319,12.93044173,11.11250811,9.851041095,7.954023416,9.450692944,12.68387193,11.58210918,12.88816775,7.423202332,8.7674989085,10.57829275,8.26375173,13.484557835,11.3126835957,14.18150639,11.4706641,12.04611629,6.468262051,8.611320985,9.024350935,8.564707906,9.894560542,10.227199369,10.49245938,12.93429355,6.382066833,6.2171886225,9.526636716,8.18419788033,6.518736253,10.84149381,9.319317118,11.47029296,8.2026273075,7.7487713772,6.024037736,7.0497609085,9.264196925,9.117877553,8.839503892,9.233320757,9.76440993767,9.7534827255,10.886593555,5.8779809975,8.3694050275,6.1710283688,8.382668468,11.15153369,5.961629839,6.031821374,8.841046241,6.753735226,10.96917084,7.491895425,6.390302791,7.662634777,7.18054352333,11.16642377,9.561608303,7.87109163775,7.663096418,13.29472201,10.18698428,9.84157945233,6.483941201,6.642055755,9.03674180433,8.403286026,11.56243576,8.85561356133,7.369926904,13.63244094,8.635410801,13.58717103,8.550151431,5.247558487,7.73500103767,8.8458484785,10.4854444445,10.84003064,9.6349224305,8.3037027215,6.4566254235,11.14549296,10.83822324,13.888844135,9.162303911,10.50744312,6.112810233,8.260954286,6.9968487225,8.307520882,10.61346285,10.24073801,7.968945044,9.77405725,11.85690996,7.692966108,8.707033011,9.363686411,4.166672403,10.6737484035,6.0320973405,5.352274105,6.49992288633,7.100087051,8.759839198,9.3225024095,8.386381079,11.883243805,7.231199876,11.16113206,BRCA
8.995895112,9.468797688,13.2433667,11.022677655,10.11844835,11.43680016,13.16637029,6.95852453,6.39342746714,10.39676013,5.8698523325,9.117977647,5.770968585,10.12611757,7.024452096,12.15911615,9.095911979,7.555818311,9.79924488467,11.54843435,6.4969014395,11.27518768,6.4950067175,7.066307529,5.416004724,14.06996075,8.245078613,12.79680929,9.727801838,11.34672441,9.041249229,8.064420951,6.679424706,6.492338421,9.91723172967,10.60435889,9.658908167,12.76570158,12.26983786,6.71218858733,11.88529801,5.726288742,9.868360018,8.619835842,9.817631576,12.60023009,11.11086842,5.586623085,5.69321599,12.84430567,10.98782199,9.49952634067,8.251531081,9.6961923565,12.24637996,11.97407764,12.67203307,8.142414874,8.6419748955,10.76460648,7.518970032,12.892541355,10.9901063043,13.74350963,11.19977372,11.82274022,6.308981159,8.229757489,9.918602815,10.290587982,11.27653172,9.523841594,10.43185304,12.73729283,6.760856726,6.084153137,9.716228343,7.84272787833,5.959544861,10.69680263,9.762698087,11.27567948,7.6654187025,7.6942881258,5.357033992,6.7259581245,10.10887108,9.705218147,8.641854076,8.810267259,9.738844627,9.590211995,11.184038865,5.5839936855,7.524249938,6.6645194764,8.896605722,12.19541382,6.942488481,6.2142986175,9.507299682,7.07947954733,10.85788793,7.760206182,5.956644051,7.521759667,7.481413311,11.58622772,9.377612436,8.23267903825,7.425639607,13.146867,10.44156469,10.5654758987,6.755759284,6.169980729,9.423630651,8.7247164775,11.55806922,8.45085759967,7.199527884,13.25089354,8.76397678,13.40015501,8.509301078,4.73770262,8.01037228767,8.80346790275,9.894298353,11.35799469,9.2551995795,8.142612092,6.0651422935,11.16600002,11.88705885,14.07231996,8.983763988,10.73861188,5.512788847,7.6388633055,7.0335013045,8.409816389,10.92233559,10.24482795,7.4509333574,10.2584080005,11.49594259,7.982909641,8.6307733355,9.078305028,4.490583929,10.609241944,6.106229517,5.144669712,6.41784686533,6.534579623,8.473625724,9.2315323815,8.095886355,11.051717735,6.035025182,11.1379023,BRCA
