ID	920	1234	355	356	919	940	915	916	917	DependentVariable
Instance1	7.587142037	5.0969811815	6.109057762	5.714184545	8.7285712195	6.411176756	7.280935014	6.11956952	6.720624337	Control
Instance2	7.564704211	5.199818081	5.4568451785	6.1044474	9.701700705	5.313618859	8.193154688	6.912593359	7.355551793	BRCA
Instance3	7.27775495	5.2580703925	5.8381822935	6.144867877	10.17915014	6.037388399	8.37636907067	7.731643389	8.04094875	BRCA
Instance4	7.757275197	4.8089754805	5.9473627115	6.331145921	10.0511208	5.706538322	8.21299733433	7.627900667	7.285266093	Control
Instance5	7.922110302	5.122460336	6.4964374115	6.16425895	9.3494460205	5.593959684	8.28606754333	7.904094356	7.74183962	BRCA
Instance6	7.239410274	5.7395753315	6.60785894	5.609260937	8.381411497	6.062214149	6.930751522	6.389657687	6.529942434	BRCA
Instance7	7.114005486	5.269756538	5.6801733885	5.032113243	9.811707063	6.314112464	8.51372939333	7.380766509	7.791799626	BRCA
Instance8	7.840024324	5.094001894	6.0495207925	5.582112807	9.1744218995	5.651777341	7.87859624933	6.876858011	6.566324756	Control
Instance9	7.470071357	5.5815958645	6.337979385	6.069858551	8.5153541335	5.802975918	7.83390275633	6.663348622	6.735255184	BRCA
Instance10	6.98547517	5.494948245	5.7598219305	5.434637608	11.141348535	5.909779853	8.282150397	7.296207587	7.591674041	BRCA
Instance11	7.572626574	5.476713145	6.208641296	6.110410879	9.612806537	6.661853347	8.51785897267	7.570768631	6.995713808	BRCA
Instance12	8.062317545	5.274553208	6.375481896	5.613687265	9.0080471655	6.267072826	7.581881758	6.88402128	6.472573571	Control
Instance13	7.324655646	5.44376233	5.903314583	5.647898183	9.0364114565	5.612950486	7.36965209267	6.499212576	6.042212717	Control
Instance14	7.340030607	5.815593995	5.6600815695	5.601853411	9.450971204	5.532169853	7.90980533	7.678848562	6.149448008	BRCA
Instance15	7.504284952	5.3501798975	6.0033585645	5.964982644	9.327483072	6.086301455	6.772887585	6.107798352	6.777686415	BRCA
Instance16	7.060753003	5.456655096	5.5939594105	6.072969298	10.315147335	5.476714818	7.87435355567	7.259487003	7.154213379	BRCA
Instance17	7.078260574	5.454992331	5.620415832	5.974650478	11.79381229	5.331822758	7.794650782	7.444975776	6.514442352	BRCA
Instance18	7.628739198	5.4770915855	5.7709950315	5.963191597	8.947881972	6.282074289	8.18961236433	7.680572483	6.785946496	BRCA
Instance19	7.524289246	5.2824126215	5.7781471465	6.180213143	8.294422198	5.672857555	7.67099175533	7.868808861	6.114789302	BRCA
Instance20	7.818200484	5.4101039815	5.81841107	5.606894664	7.8549590105	5.762422735	6.22075007433	6.848156962	7.653850253	BRCA
