@relation thedata

@attribute 10000 real
@attribute 10681 real
@attribute 146850 real
@attribute 207 real
@attribute 208 real
@attribute 23236 real
@attribute 23533 real
@attribute 2782 real
@attribute 2783 real
@attribute 2784 real
@attribute 2785 real
@attribute 2786 real
@attribute 2787 real
@attribute 2788 real
@attribute 2790 real
@attribute 2791 real
@attribute 2792 real
@attribute 2793 real
@attribute 387 real
@attribute 5170 real
@attribute 51764 real
@attribute 5294 real
@attribute 5330 real
@attribute 5331 real
@attribute 54331 real
@attribute 55970 real
@attribute 59345 real
@attribute 94235 real
@attribute DependentVariable {BRCA,Control}

@data
6.02664600925,6.888464479,5.771100681,9.746089281,7.466690585,6.8772890085,6.033979735,13.02719506,8.698011038,5.893611729,5.692518737,5.516024013,8.440434347,8.735353884,9.885094283,12.98372673,5.028139516,6.38362276,12.37603319,7.1007852408,5.232287804,6.299304767,7.476788978,5.876585242,9.177283189,10.1038422,7.4230773135,5.641987591,Control
5.94776533325,7.24025073833,5.682862067,9.68028616833,6.43012268,6.8906417385,6.539395847,13.00956452,8.720142595,6.113748025,5.195063332,5.853378958,8.487841164,9.217703977,8.481901451,12.07225833,5.682862067,6.120295558,12.57624761,7.4312568682,5.31868854,7.09127967,7.453231788,6.036839159,7.381134364,9.681370693,8.3643319965,5.277995204,BRCA
5.52044016575,6.84021840933,5.983798094,9.69256516467,6.416760061,6.771545835,5.844744204,12.9979954,8.686203838,6.074361597,5.30807618,5.92077637,8.83146649,10.16381668,8.913937397,10.57663577,4.963487128,6.323194968,12.07257321,7.2445861642,5.206732344,6.323194968,7.462177348,5.98687237,6.36768175,9.362086899,7.196995946,5.72110688,BRCA
5.58777326775,6.610917172,5.71562658,9.98949733167,5.863140121,7.226006717,5.341462114,13.11510467,9.066695429,5.455665247,5.693773551,5.504788206,8.646667718,10.21758854,6.563810693,9.832676886,5.29683478,6.198794315,12.17972416,6.9971733014,4.790526167,6.299945779,7.601141445,6.1476177,4.851263383,7.986995525,6.7231615275,5.842043069,Control
5.87271996825,6.84786461333,5.452209317,9.506100771,6.860966288,6.848015995,6.042212717,12.87743566,8.97289446,5.954086504,5.349976695,5.228252321,9.506942805,9.669660678,9.337042659,11.68740205,5.536217098,6.63172683,12.74633592,7.3395574808,4.850263431,7.300126299,6.773076963,5.887775801,7.573687183,9.546605663,9.010303599,5.615159695,BRCA
6.0241266485,6.695170111,5.594855484,9.688092646,7.477052175,6.727722821,5.759695977,12.98372673,8.838889641,6.143337929,6.086619917,5.268482349,8.217135121,9.433805075,9.258413586,11.15310882,5.717272857,6.186714102,13.08540943,7.3955993004,5.178725843,6.725540512,7.658927519,5.94872421,8.547261958,11.06412655,7.9243325035,5.093825554,BRCA
5.88751933675,7.252915346,5.93517168,10.0480993307,6.742953157,7.4861886795,5.942169184,12.64120964,7.985772397,5.821334729,5.86196234,5.66903474,8.678425073,9.675551824,6.875906358,10.10831572,5.442621133,7.026996771,12.27941189,7.3536038904,4.959319531,7.476910459,6.111350232,5.48205062,6.049582442,9.132211242,8.7523926965,5.486079796,BRCA
5.55851851825,6.439102376,5.032113243,9.436876068,6.689303092,6.719520862,6.015923042,12.98945487,8.510330132,6.338875075,5.380600673,5.967463325,9.414337005,8.751335778,10.49178825,12.76004735,5.865554662,6.403016818,11.89259415,7.0445753338,5.229406468,6.726903149,6.898937271,6.202570157,8.11035427,10.18190731,7.0132000305,5.42266296,Control
5.650041658,6.907508702,5.178725843,9.58057105933,6.500527718,6.995146243,5.978888461,12.96993872,9.04011237,6.092128797,5.789736585,5.496742949,8.843419494,9.919504381,9.495266002,11.3442156,5.659076304,5.886008211,12.60350703,7.1591884674,5.411944154,6.426437217,7.321975714,5.352274105,6.738839176,9.085353696,7.2793614545,5.104977394,BRCA
5.56331123875,6.995387545,5.78136709,9.75364579767,6.827314517,6.432879816,5.906897358,13.02126635,8.934008606,6.563963185,6.135253322,5.619861398,8.872952717,9.681765982,8.717951507,11.6604752,4.958159726,6.083910741,12.28213433,7.3339069032,4.607083101,6.76752611,7.469827229,5.586623085,7.211063618,8.350852048,7.9356885615,5.034976365,BRCA
5.4786784915,6.97244898767,6.417308765,9.592833039,5.479142629,6.4844860445,5.758230711,13.00161496,9.350724377,6.530878866,5.346435058,6.298205225,8.442664802,9.226485123,8.286304921,12.94317143,5.704879743,5.994246645,12.64120964,6.4696508394,5.452703528,6.847562044,7.616550911,5.199683385,7.365471921,7.23239964,7.5026355755,5.091711732,BRCA
5.7708818765,6.389883566,5.406852318,9.66262953467,6.97372929,6.6696596965,6.146498034,13.04989878,8.378404463,6.225261069,5.478819157,6.055397005,9.163298157,9.260367468,9.92562903,12.82636383,5.291135005,6.187456621,12.30040269,7.150559257,5.285412622,6.739109305,7.210454923,5.628781795,8.135274649,10.07238089,7.2400353085,5.551986008,Control
