@relation thedata

@attribute 10005 real
@attribute 10455 real
@attribute 10478 real
@attribute 10654 real
@attribute 10901 real
@attribute 11001 real
@attribute 11264 real
@attribute 1384 real
@attribute 1610 real
@attribute 189 real
@attribute 1891 real
@attribute 1962 real
@attribute 196743 real
@attribute 2053 real
@attribute 215 real
@attribute 2180 real
@attribute 2181 real
@attribute 2182 real
@attribute 225 real
@attribute 23305 real
@attribute 23417 real
@attribute 23600 real
@attribute 255027 real
@attribute 25824 real
@attribute 26061 real
@attribute 26063 real
@attribute 30 real
@attribute 3155 real
@attribute 3295 real
@attribute 3417 real
@attribute 3418 real
@attribute 373156 real
@attribute 390916 real
@attribute 4358 real
@attribute 4598 real
@attribute 4843 real
@attribute 5052 real
@attribute 51 real
@attribute 51179 real
@attribute 51268 real
@attribute 51703 real
@attribute 5189 real
@attribute 5190 real
@attribute 5191 real
@attribute 5192 real
@attribute 5193 real
@attribute 5194 real
@attribute 5195 real
@attribute 5264 real
@attribute 54363 real
@attribute 54677 real
@attribute 55670 real
@attribute 55711 real
@attribute 55825 real
@attribute 570 real
@attribute 5824 real
@attribute 5825 real
@attribute 5826 real
@attribute 5827 real
@attribute 5828 real
@attribute 5830 real
@attribute 6342 real
@attribute 6647 real
@attribute 6648 real
@attribute 7498 real
@attribute 8309 real
@attribute 8310 real
@attribute 83594 real
@attribute 84188 real
@attribute 8443 real
@attribute 847 real
@attribute 8504 real
@attribute 8528 real
@attribute 8540 real
@attribute 8799 real
@attribute 8800 real
@attribute 92960 real
@attribute 9409 real
@attribute DependentVariable {BRCA,Control}

@data
7.184878131,8.12277239467,8.257342021,9.246806572,10.834146178,6.963246156,7.9869026665,6.6027365055,5.204582147,6.299304767,12.91282298,8.035405516,7.40068401333,9.361132921,7.790610985,10.57487757,9.36743804333,7.61801199833,5.269327313,5.17575651075,8.311181937,6.93423366833,6.400884238,12.9195480167,11.40523204,9.348811751,10.72999053,8.814022522,11.09730811,11.019667085,10.23494347,12.77497238,6.026142315,10.69407078,7.568661331,5.496412483,12.68579899,7.088856485,5.634273399,4.787133774,7.1683391694,8.370296306,7.438877341,8.868437624,7.52858313033,5.3424259625,6.674931906,8.146417366,9.82420848167,5.5610216895,8.67536707,6.6221082325,7.0141421335,9.934575887,4.993687096,11.24301642,8.956696408,5.68180085125,7.86276935367,10.5013399,11.89117053,7.2964269455,13.18229429,10.0686847377,6.350767395,10.04737654,9.62089845,5.726430204,10.09482363,10.38104028,10.8175146855,5.217435519,6.211149067,9.249416378,11.11405807,8.223423907,6.400884238,8.444035388,Control
6.722504021,7.89659654667,8.286605263,9.126898749,10.5896940385,6.033319063,8.786422149,6.4177160345,5.166927545,5.823883874,12.51861757,6.802099894,7.56304774433,9.233116997,7.025142677,9.407990591,8.68339575033,7.25839761733,5.1497794455,4.96313867175,7.860530081,6.402667179,6.443942775,12.8042321633,11.04675588,9.626394018,10.59929946,8.919117419,10.91180038,10.2259511465,10.94627781,12.88816775,6.4719236,10.37600085,7.561137318,5.36548732067,12.913702655,6.27776847133,5.347383161,4.863209057,6.9398158152,8.21383465,8.132681099,8.239671468,7.03426227267,5.331459121,6.7305500025,8.305344864,8.554551381,5.75520277,9.290572499,6.8346015685,6.0942299005,9.105660483,4.576912188,10.70699261,8.967342365,5.90936401775,7.453948356,10.24291242,11.6923846,7.1981423495,13.0689563,9.162561416,7.94301456,10.33515616,9.006046297,5.761891089,10.20970043,10.40696526,9.866045097,4.726030068,5.86328205133,8.601288997,11.22557215,7.575484648,6.168126147,8.8945482,BRCA
7.383663527,8.02252381033,8.083334552,9.075560123,10.668165561,6.053334703,8.691122491,6.33679859,5.672716149,5.346612346,12.92639149,6.935698777,7.78462432967,9.807850411,6.786534696,7.449646227,9.63438035067,7.49453125067,5.438211863,5.12512734925,8.114394519,7.403785913,6.501722262,13.0476050267,11.08987103,9.933831202,10.75166563,8.773107158,11.12068843,9.924167319,11.71243039,12.84191128,6.592573364,10.83920007,7.945240623,5.691198038,12.785441405,6.260049093,5.4315470595,5.42627419,6.870678267,8.644569358,9.279059817,9.285044463,7.174543134,5.2522168715,6.3757544045,8.34267599,8.24923663867,5.4259455415,9.62228117,6.6530243965,5.7607280805,7.75854158,5.48205062,10.41507918,8.771143714,5.55090118775,7.97255830033,10.33946621,11.79600727,6.9330807505,12.92133986,9.25043909033,8.714658623,9.571573066,9.783317959,5.788040457,10.34145242,10.26387982,9.7836577405,4.757305356,5.819707848,8.44984106,11.47029296,7.522544507,6.445723082,9.001600054,BRCA
7.59548338,7.78390480333,8.398338745,10.07797768,10.557784559,5.504788206,8.326636932,6.872572651,5.62000808,6.281471652,12.42696975,4.910026549,7.87828331867,9.955468697,7.287761142,9.110431842,9.088033357,7.32197072767,4.967541341,5.11257201125,7.620899996,6.13048027067,6.235732444,12.87358984,11.26465094,10.36934682,10.7601172,9.092513451,10.55438287,9.0684602725,11.29402062,13.0381217,6.767724723,10.45556383,8.157600995,5.37344951167,12.829347045,6.11308810333,5.5768266945,5.203995173,6.7188169246,7.625089858,9.257317784,8.585921278,7.19824577367,5.7348863905,6.38353451,8.716426052,7.74073492933,5.9379322835,9.316802576,7.221259254,5.950739866,8.636770627,4.441925913,10.67301333,8.430505998,5.78710863125,7.55510057033,9.603214212,11.36417449,6.8103280455,13.10574654,8.527925954,7.607850191,9.638010974,9.887921655,6.187258653,10.82171841,10.54095891,9.442940266,4.319754917,5.41386779067,8.71258815,11.35660343,7.941284061,6.760291233,8.971458517,Control
7.197317764,8.08999967233,7.962839807,8.858261675,10.891577883,7.801322174,9.0463816895,6.738280066,5.111669081,5.878916116,12.6048903,6.860966288,7.16293343833,9.54766629,7.41187347,10.36808656,9.38050594133,7.83124089233,4.950575083,5.1981347685,8.11582544,6.97442544467,6.593656759,13.1396357333,11.10846093,9.62411055,10.35399067,9.223652493,10.87758344,10.596267702,11.5761703,12.90439101,6.64810992,10.70522655,8.220258753,5.24425162867,12.893574365,6.33714486733,5.251757378,5.364932404,6.9235852174,8.26935011,7.988231821,9.377612436,7.486406418,5.407502661,6.8577860585,8.205794624,9.000331811,5.413776257,8.527663806,7.0080275275,6.01088294,8.315875398,5.588723066,10.92822987,8.944376143,5.7867670845,7.77588197,10.3235449,11.60505131,7.8570900495,13.22219118,9.436329922,13.38150649,9.562147541,9.848568613,6.144052107,9.717642636,10.39134057,10.7680640095,5.56971228,6.00241781533,9.557291911,11.20290453,7.643136691,6.765439022,8.85569348467,BRCA
6.738737864,8.19776118867,8.439354191,8.571090032,10.174477371,6.354474751,8.151026744,6.6163148365,5.346435058,5.625863148,12.56021108,7.684715533,7.67073693233,9.37470323,6.859289787,10.22738163,9.72362093767,7.79900244733,5.1611106325,5.49671547825,8.062317545,7.389363753,6.545354989,12.1760672,10.9783031,8.749183209,10.55582601,8.111397999,11.02017803,11.076686035,11.19478472,12.49990449,6.93378248,9.766156644,7.910644417,5.431006781,12.785635035,7.16167000633,5.2432377465,5.226326687,7.320905349,9.073720587,7.98019832,8.752306314,7.49505845467,5.3673944885,6.850516238,7.208676062,9.22903318367,5.5207377005,9.256055991,6.702850565,7.005903224,8.892854791,5.36773034,11.35006362,9.012820836,6.117664022,7.31286363067,10.17634806,11.93859466,8.003273693,12.40728377,9.916006976,7.77185443,10.19564323,9.563330297,6.120295558,10.05145066,10.44311479,10.2219737915,5.256643908,6.10535258233,9.453981066,10.98552909,6.737352562,5.968327676,8.65710554033,BRCA
6.00034443,7.90418760967,8.24541143,9.183449993,10.101913393,5.857863615,8.2202675445,6.857974453,5.068037933,6.365014999,11.97001249,5.650629048,7.82322460833,8.668176866,6.579810423,7.758624856,8.89589242333,7.25153831367,5.261231905,5.33524655925,7.168173481,5.992893276,6.637136088,12.65300021,10.33896506,10.13179303,9.768523916,9.714864166,10.02722219,8.4049364745,10.04541878,12.57793866,6.464509503,10.43109042,7.812114918,5.26103280633,12.48913618,6.096097165,4.933572557,5.733361967,6.4557258074,6.801938282,9.46837006,8.429386994,7.25563684767,5.7259619655,5.9798262205,8.465485927,7.68469672367,5.6466262945,11.27393851,7.5038463375,6.2382911185,8.504820105,4.899068355,10.02390718,7.928135074,6.075088145,7.86992295233,8.949703533,11.30449979,7.3238721285,12.74140174,9.28549456133,8.239337323,10.0436019,9.701311282,6.219367603,10.93024227,9.822443813,9.657563976,4.800655715,5.0667107,9.522974333,11.19937192,8.624156769,6.107065996,8.638814975,BRCA
7.218444873,8.37970426033,7.537453572,9.368397941,10.723215915,6.539938605,8.2234058085,6.82658296,4.55165352,6.176228636,12.91155214,7.330157527,7.47440170167,8.622345752,6.811667297,8.533136119,9.64574115067,7.302964573,5.0921280275,5.29599076125,8.11035427,7.81210927067,6.96728715,12.9464672233,10.93699877,9.82226056,10.30642947,8.933566092,11.38105635,10.760653466,10.18798331,12.92133986,5.830554026,11.02951865,7.352023833,5.32847452233,13.12379124,6.80441426667,4.68734736,5.600664669,6.874233711,8.988642886,8.608754849,9.046251708,7.17733689067,5.146901172,6.7858787315,7.593542621,9.33942584567,5.536844834,9.243971962,6.616755752,6.7129235545,8.973741217,4.703782956,10.41792663,9.181476004,5.7293631965,8.36728324633,10.8875331,11.65775177,7.7267805215,13.16916718,9.18973716167,6.94866253,10.15840177,9.693199925,5.767529834,9.243971962,10.30909577,10.3436672635,5.321757891,5.97049618367,9.236840051,11.44759484,7.245697978,6.590329269,8.75943485133,Control
7.478610125,8.454288831,8.105412415,9.299655142,11.047414266,6.196730592,8.5310174435,6.4747107535,5.203995173,6.092128797,12.65463721,7.223376994,7.509142302,10.36260717,7.029952853,8.141763738,9.73168807067,7.884258546,5.2620930375,5.215456913,7.814392003,7.17517287233,7.309387959,13.0573520967,11.19443078,9.148896698,10.30105061,8.749183209,11.10564356,10.171859162,11.63993091,13.02719506,6.544582464,10.96434468,8.257554173,5.32697615567,13.178195,6.705124989,5.3943576965,5.572973961,7.3931216474,8.574301293,9.382548986,9.296423637,7.14833972667,5.2442842955,6.930201071,7.948076801,8.70917423533,5.715760063,9.153704732,6.844235043,6.180573567,7.739546258,5.352274105,10.49127719,9.106668358,5.63543350425,8.07382792467,10.257176,12.16002117,7.2983490845,13.41290062,10.4409552987,6.74994022,9.238668129,9.765178804,6.101403861,9.571942743,10.51709631,10.3644012085,5.442455259,5.89527711833,8.709412238,11.42963442,7.349615459,6.690351179,9.057170954,BRCA
7.31211405,8.418006159,8.324631881,9.810861239,11.0025689195,6.560107813,9.127936978,6.498880504,4.863456876,6.382499203,13.09148337,7.358126164,7.46520207533,10.00927618,7.160832288,9.855639818,8.83096170867,7.58275249733,5.3485472105,5.248491502,7.898935572,6.94116491067,6.709397913,13.15271679,11.18913904,9.704068386,10.87119702,9.263739335,10.93055646,10.0849120045,10.59307853,12.95796723,5.941347708,10.28960428,8.051672711,5.609631797,13.11094467,6.54412221033,5.017386799,5.185877691,6.9946644886,8.005541922,9.667879322,8.783973152,7.50616876567,5.755523014,6.2928612975,7.882002749,8.90833815467,5.4310055005,10.19994869,6.9280243145,6.1635652645,8.923001412,5.250782787,11.05985498,9.033320526,5.846379451,7.908703622,10.14434632,11.71129928,6.892680553,13.43914135,8.446618179,7.084333057,9.636706687,10.05069253,5.98664487,10.88264708,10.02803075,10.524733561,4.900880389,5.80908172033,8.214053297,11.20355006,8.467861387,6.584816439,9.103573894,BRCA
