ID	8968	128312	3013	8360	3012	8362	8361	8364	54145	8363	8366	8365	8368	8367	8970	8349	126961	8932	8350	7343	8355	5595	8294	8354	8352	8359	8358	8357	8356	474382	8338	8339	8340	121504	8346	8345	8348	8347	8342	8341	8344	8343	8370	3018	3014	3015	3017	3021	3020	653604	8337	8335	85236	8334	255626	8330	DependentVariable
Instance1	5.507248571	5.118745153	5.174537499	5.257964097	6.080503777	8.127196202	5.169936271	14.05593823	9.603728853	6.059945345	5.68566776	7.01480474	4.668481241	6.730643776	9.079385528	8.440029384	5.50383468	5.85490842925	6.922498552	6.89133739275	5.802717488	11.634256725	5.536217098	6.468262051	5.002265111	5.952107108	5.805622164	5.957224679	5.478900032	5.213358218	10.76039169	6.680046949	4.871364705	5.823629162	4.708204487	5.264922245	5.261729425	5.568040657	6.49377991	5.279853137	5.139767484	6.139557107	6.917524621	5.155031965	7.8736305755	12.06323168	7.428939017	12.84903075	14.592922175	6.035630095	10.55455797	5.434637608	12.04345466	8.487007054	4.663367841	6.051867589	Control
Instance2	5.810964386	5.096779711	4.964758163	4.689877288	5.730104109	6.839868676	5.268108014	13.96600025	8.215303806	5.817246707	5.919108385	5.776374632	4.881923051	6.170531632	7.646272708	8.322132227	5.115003321	5.40820526	5.915587375	6.63711005125	5.776374632	11.27623323	5.157863534	6.093502736	5.605858198	5.385785842	4.998208198	5.46091556	4.584732512	4.663367841	9.674329611	5.789606185	5.323740468	5.808134829	4.905220009	5.076613872	5.124960054	5.70044752	6.432128971	5.331285345	5.076613872	5.36458228	6.546165695	5.110416751	7.8908509875	12.24301336	6.353301929	12.8865864	14.737138445	6.48510929	8.9788285505	5.580530872	11.42963442	6.276594949	4.173910121	5.576228285	BRCA
Instance3	6.056156059	4.628224624	4.558389106	5.144669712	6.272308437	7.800286988	5.066316611	14.10257573	9.670085752	5.395243853	5.598879718	6.079650777	5.245658467	5.995434345	8.797792112	8.532999807	5.407702206	5.55725126475	6.272308437	6.88471708825	5.690704299	11.198356615	4.720021333	6.311708018	5.59156816	5.042218873	5.028581582	5.403788568	5.312711681	4.419595675	9.896635567	6.451215749	4.919591852	5.583918611	4.47893856	4.919591852	5.001702332	4.971786376	6.236545833	5.202624638	4.933585915	5.583918611	7.132579734	5.16953547	8.4900776405	12.53965448	7.52248330367	12.77284039	14.75973063	6.165314669	9.582685718	5.757030749	12.29684318	8.190863129	4.950248224	5.316879984	BRCA
Instance4	5.78869305	5.693773551	4.916490079	4.814821191	6.528106825	8.863443805	5.352274105	14.49088818	8.044122393	5.850631456	5.916363929	6.090118375	4.366293438	6.701137054	4.92244912	9.896446364	5.254944744	5.4982994775	6.629251419	6.73656485675	5.776111392	11.274247985	5.689726348	6.217042247	4.910026549	5.554290497	4.893861206	5.391983545	5.579475285	4.748208435	10.88094205	6.311526388	5.438135838	5.332538997	4.608266403	5.450890591	5.01682082	4.938534277	5.89251929	5.229406468	5.377480603	5.438135838	7.152338403	4.766080198	8.530230259	12.30321003	6.90529433767	13.2433667	14.722206265	7.123296633	10.5173890535	5.182703468	12.79374357	6.408122185	4.667062321	5.859106883	Control
Instance5	5.749273627	5.406342144	5.057679059	5.241660263	5.776374632	6.890693297	5.133924369	14.08054111	9.171627882	5.403788568	4.870871734	5.148335483	5.213747029	5.759829109	8.821312505	8.186907968	4.805822905	5.50034781475	6.391506215	7.07141316575	5.908039034	11.21839075	5.297935366	5.866173125	5.718917257	4.972360944	5.014814152	5.391468086	5.249266367	4.927672792	9.72142441	5.957921126	5.025484272	6.139403622	4.734183662	4.649642211	5.297935366	6.022207581	6.718844926	5.689866096	5.029244428	5.65593226	7.365100051	5.17473722	8.185466732	12.39294532	6.983161939	12.78963253	14.78905083	5.930034295	9.383214294	4.985285523	11.858053	7.142926798	4.91887665	5.291135005	BRCA
Instance6	5.673988298	5.36773034	4.900638916	4.925775462	5.545359333	6.326794047	5.447257868	12.24753009	8.035817876	5.080669653	5.804912672	6.261065912	4.985513237	5.109685724	7.866569768	8.772645411	4.980495207	5.670428054	6.224296576	6.98730767525	5.857863615	11.07534033	5.163308771	5.424175738	5.148742216	4.862465343	5.377480603	5.492182674	5.313256056	5.401742447	8.508201951	6.195057794	5.241850906	5.214330049	5.062436111	5.075972442	5.515077886	5.625863148	6.237741162	5.234397132	5.249266367	5.440131024	6.331549038	4.972360944	7.6042942415	12.29242381	6.330174048	13.44437567	14.16263594	5.943107442	8.316796841	5.427783188	10.93481154	7.455781587	5.46712559	4.769786816	BRCA
Instance7	5.135259094	5.36650691	4.732013908	5.114586962	6.194663913	8.740068382	4.93712219	14.7817055	7.601810012	6.149549624	6.62585904	7.246291987	5.139972076	8.870627591	6.097827379	8.33257494	5.567888595	5.622363499	6.046584505	6.89760154625	6.883746426	11.151396135	5.149758548	6.430289978	6.239078755	5.077041333	5.920240442	5.579701547	5.337721125	5.046808884	10.66841992	6.5560888	4.595204309	6.053334703	5.213941395	5.650629048	5.460260315	5.899484569	5.971607496	6.117700885	5.579701547	6.13566376	6.893972281	5.744303238	8.160140768	11.25779165	7.23571497	12.61604227	14.920806015	5.814301269	9.692660621	5.391983545	13.074006	6.658144078	4.867169068	6.488889022	BRCA
Instance8	6.058647282	5.844744204	5.2209212	4.898947471	6.264072495	8.533603375	5.540872931	13.7210223	10.42177586	6.211553127	5.256643908	7.126784799	4.688059546	5.716175548	9.433126963	8.732490639	5.517599514	5.81499758325	6.664060114	6.9809377205	5.943283297	11.40345044	5.047681518	5.996056084	5.741879005	5.154424477	5.467940713	5.745379368	5.767529834	4.81315432	10.17096442	6.9557694	5.163308771	5.929442617	4.918399651	5.193979903	5.479142629	5.313437469	6.272261775	5.002490161	5.277995204	5.638081984	7.831435711	5.346169084	7.787027341	12.45804007	8.36211980967	12.24439068	14.71973806	6.276594949	10.0318327905	4.983234478	12.29242381	9.946928611	4.835559392	5.93470004	Control
Instance9	5.738099861	5.419801156	5.255700175	5.545359333	5.993510911	7.364881259	5.178725843	13.31043176	10.00810682	5.69600164	5.117810604	6.715691352	4.497725104	5.936526788	8.876387348	9.982822895	5.54798282	5.818649465	6.242988873	6.9504892375	6.059891283	10.99057863	5.570167841	5.91379373	5.863264042	5.662925563	4.820703945	5.274272145	5.292976103	5.511603435	10.68693842	6.853562589	4.715361226	5.751417692	4.672729652	5.250403832	5.229983196	5.763950127	6.314610999	5.700724934	5.144669712	6.316060301	7.621669354	5.233246971	8.5057825605	12.89900003	7.731063702	13.07564465	14.902030635	6.011904408	10.549058171	5.427950757	12.3968015	8.894060699	4.897254041	5.839966671	BRCA
