ID	6121	1577	54490	1579	1576	50700	9249	1562	125	126	127	128	124	53630	157506	1592	10720	1559	340665	158835	1557	1558	1555	1553	79799	54657	1551	54658	54659	56603	10170	54575	8694	54576	54577	54578	216	54884	145226	9227	51109	54579	1548	1549	284541	10901	1543	1544	131	130	10941	8854	64816	317749	8608	54600	5959	7365	7364	7363	8228	7367	7366	DependentVariable
Instance1	4.716458988	6.026142315	5.745513828	6.328365825	5.081735071	5.596123584	12.11445497	5.831251023	10.96541655	9.6928862	6.262508033	7.868808861	13.65917147	6.037717843	9.601214178	5.7562670555	6.6481657865	5.45451419	5.68566776	4.176945829	5.011016147	6.137611747	4.8997521625	5.0553050655	5.218245385	4.917445181	5.264922245	4.845504173	5.73309076	10.23091542	6.5499815405	4.989378887	10.13541467	5.316518	5.692518737	5.34774693033	10.137118032	12.02464979	5.105815554	5.631985502	9.6384313575	5.533260613	5.667190506	5.6868600275	4.828740173	10.834146178	5.821079567	5.147928634	5.169936271	5.609704182	5.564691589	9.2949631845	5.1516093565	9.447765722	5.093191733	5.048771569	11.88529801	5.057462456	7.321999924	6.04208923	6.499212576	5.67688054775	4.938324343	Control
Instance2	5.002940155	6.015254046	6.918449222	6.033319063	5.119990277	5.874189107	12.06519405	4.888269882	10.78521972	9.225400943	6.19947933	7.350146089	12.45678569	4.928146734	8.679648221	5.92241252925	7.937870279	5.214524337	5.576228285	4.624139064	4.771900633	5.899424146	5.2804050785	5.1448679035	5.033900371	5.442455259	5.501288856	4.95444207	5.773212576	8.276811994	5.80482165775	4.255773643	9.260026318	5.34066129	5.789606185	4.89087691633	10.2706930805	10.62199486	4.44952763	6.168126147	9.673336217	4.569042829	5.039150733	4.899988218	5.3503236695	10.5896940385	8.886611969	4.98710623	5.301232095	5.946445035	5.301232095	8.593195801	5.3758344395	8.86238252	6.211893768	5.420053896	10.25166618	5.346080415	9.04325120967	4.716563977	7.089426976	5.59827444375	5.1072423805	BRCA
Instance3	4.489785835	5.190428437	5.001702332	5.539167536	4.806596392	5.980831476	11.11140976	5.135874705	8.439977457	6.558195394	5.1797990125	7.012460079	10.37227772	6.064587171	8.15122097	7.67993413475	5.9412922905	5.112503363	5.329313116	5.905393774	4.525994391	5.960124324	5.2980693585	5.6510240955	4.7157349535	5.664561948	5.245658467	5.301049141	5.568952692	6.981998527	5.52607013675	4.277092785	9.01143772	5.275017526	4.689178439	5.20032288667	8.166738199	9.44114996	5.070616072	5.841225451	9.595131394	5.629656239	5.033215116	5.100882184	5.179648122	10.668165561	4.844123557	4.747402994	5.057354142	5.970630084	5.932280461	8.149069627	4.715631588	8.678284212	5.995434345	5.535750687	8.234603256	4.428384769	7.92662426633	4.95623024	6.970252957	6.06882033	5.8333037745	BRCA
Instance4	5.312711681	5.203995173	5.460424154	5.549369797	5.584068992	6.006528756	11.61805062	5.460424154	9.933831202	7.149216488	5.3573935195	6.513100351	11.67143283	5.193979903	8.699078855	7.01049456225	6.1921094465	5.144669712	5.273526379	5.057029153	4.92244912	5.633294061	5.437870183	5.6412953675	4.9021860855	4.832651143	5.402254249	5.464840793	5.490579154	7.589016492	5.3934253605	4.845002284	9.822599161	5.693773551	4.681187829	5.147294809	8.7478253225	9.698696475	5.660003917	5.268575917	9.8005434495	4.851263383	5.229406468	6.203983216	4.4477078555	10.557784559	7.345363384	5.677798027	5.801553978	6.528106825	5.062004299	8.4113937595	5.1616151485	8.700215255	6.621982704	5.62000808	10.55887534	4.978894894	7.682566087	4.8851370905	6.132222731	6.086641113	4.908600668	Control
Instance5	5.593959684	5.567432314	5.185877691	5.780579955	5.197326058	5.241660263	11.86608512	4.714811949	10.54993411	8.718559525	6.084648569	6.877379619	13.18229429	5.863697681	8.812242398	5.84249806275	5.8896958225	5.494584616	5.776374632	5.346612346	5.200272115	6.060539901	5.543792467	5.841531388	4.401800999	5.409060987	5.588723066	4.708756286	5.902080364	8.411766376	6.133177293	5.022158329	9.764714513	4.694341356	4.980952113	4.743827314	9.751713309	10.29412707	5.265859966	6.251156317	10.381796593	6.02414858	5.130324729	5.4139593525	5.08966918	10.891577883	6.454345052	4.841735742	5.038053386	5.854002662	5.518229233	8.0666472505	5.041888608	9.439312046	5.989826604	4.854508448	9.539954171	5.671725924	6.35246380333	5.519435083	7.441058314	5.3441354815	5.2005104115	BRCA
Instance6	6.006753142	6.100931012	10.67589996	6.153405728	5.342529189	5.249266367	11.4905076	5.377480603	10.03551433	8.716211674	5.779174922	7.695265054	13.03513077	6.20653151	8.830119917	5.56123223425	10.6100650295	4.519748404	5.844869715	5.057462456	5.861342069	5.679488016	5.113218362	5.4400429355	4.847091857	5.186075849	5.028139516	4.63288196	5.591867317	8.557780662	7.30293841525	4.769786816	9.555356578	5.67695229	4.774802056	5.01757128133	10.1207332755	10.88216751	5.440131024	6.108007529	9.5988446685	5.688048317	5.234397132	5.495975867	4.8692463625	10.174477371	5.743764871	5.040904755	5.10518698	5.69000583	5.79064906	9.500552494	4.9272180185	8.758990275	5.518071829	5.291135005	8.681986034	6.729624567	10.0165137127	5.5416179735	7.131859853	5.24320125275	5.3544884755	BRCA
Instance7	5.268482349	5.646674804	9.510754836	8.643748998	4.649642211	5.709711946	11.21989318	4.342031665	7.873876433	6.194663913	5.4084174235	5.86196234	9.616503414	5.401230463	8.525208673	8.147913393	10.034899063	5.219373048	5.614644516	5.255511354	4.904497645	6.488889022	4.864967766	5.3621893625	4.800901095	4.547045185	5.072332275	5.229406468	5.197326058	5.654644083	5.6612959285	4.189689145	8.93668293	5.51191964	5.129706745	5.09458734533	9.6761316425	8.616687708	5.346080415	5.46859248	10.4670666955	4.276931831	4.948613986	5.8328492495	5.0592133425	10.101913393	5.981059894	4.981180512	4.904497645	6.335440044	5.98687237	9.42643559	5.4155921825	8.193748493	4.998433881	5.057462456	8.352927454	5.391983545	9.33237919567	5.387177849	6.234822818	5.4831119085	5.1462816115	BRCA
Instance8	5.528970731	5.517599514	5.167931151	5.956063188	5.364932404	5.57856988	12.02131498	5.506693372	9.812803484	9.137478628	5.379819241	7.793800193	13.10298289	5.893733061	9.591859431	7.19551181575	5.402536842	4.607083101	5.281894103	5.334149236	6.007201809	6.190817922	5.1632701255	5.520568082	4.96422506	4.840729162	4.846005888	4.867045482	5.384232247	8.320508512	6.22376090475	5.384232247	8.874398256	5.167931151	5.536217098	5.15894364167	10.5980063685	10.43366919	5.559423936	5.692100223	9.818774181	4.937828406	5.273526379	5.5246541575	5.0838818895	10.723215915	5.859479655	5.273526379	4.918399651	5.757697518	5.341462114	9.726780742	5.2353643615	9.147091136	5.619127766	4.348143714	10.3235449	5.265109838	6.291945442	5.5091785575	6.792436083	6.5300702935	6.692204361	Control
Instance9	5.69600164	6.274732813	8.923536316	6.507997257	5.835425946	5.56072355	11.24345683	4.948613986	8.050530436	7.163325442	5.286166152	7.384915658	10.81594784	5.221694654	8.176623375	6.10094608225	9.5456637855	5.352274105	5.221694654	5.092557633	5.287261033	6.337091664	5.0189983305	5.724689425	4.6728027165	5.298485344	5.686368332	5.011910695	5.766072507	7.481882409	5.38405247725	4.528802152	8.662188695	4.749683847	4.347200447	5.13439949667	9.0682075815	9.772677934	4.778749175	6.169830446	9.871084613	5.582188094	5.391468086	5.2493603095	4.9423577225	11.047414266	5.167931151	5.241850906	4.920187583	5.531234258	5.0188247	8.8961627045	5.3230765195	9.779251973	5.781235931	5.221694654	8.215303806	5.836814906	9.392384844	5.2415956165	7.345163761	5.400347364	5.208036869	BRCA
Instance10	4.579318777	5.970169897	6.730983353	5.411944154	4.854508448	5.871604195	11.76843466	5.408721412	10.51195055	7.703490296	5.5590900495	6.839333325	12.68048706	5.655216748	8.626659179	5.74493773925	7.292380092	5.32446073	5.871604195	5.109790179	5.246228736	6.152087694	5.511947247	5.267633249	5.034665276	4.73770262	5.787909903	4.958159726	4.981865493	8.144506733	5.9001802095	4.618426738	9.606322445	4.656520763	4.799361019	4.71463742167	9.8389993355	11.33884516	5.177231401	5.300134022	9.9759025335	5.557663769	6.009890885	5.8300379875	4.801959183	11.0025689195	5.856743757	5.542111953	4.963487128	6.129803967	5.2209212	8.111380987	5.4861945155	9.610111812	6.201296302	4.790265497	11.82578773	5.888750097	8.53381039433	5.5971585195	7.476545984	6.45814549825	6.387905425	BRCA
Instance11	5.139358212	6.427778475	7.725027274	5.564234295	5.083225336	5.541492575	12.39966386	5.404469963	10.19503414	10.38874414	6.592045787	7.040183193	12.63275562	5.883872025	7.923967901	6.03568038575	8.0997323895	4.541969328	5.507882823	4.756771821	5.224977213	5.967866753	5.4108585	5.277469767	4.727758549	4.399365004	4.990967619	4.924350826	5.868150426	8.442664802	6.2566768735	4.313881619	9.943115915	5.259471408	5.099517451	4.61709260833	11.42485272	11.70800194	4.987561048	5.618834209	9.4462554775	5.312711681	4.990967619	5.125667049	4.8485523615	11.434775735	8.159670966	4.547045185	5.787779337	5.58030474	5.56971228	9.722741841	4.942571063	10.09063551	6.117908631	5.099517451	11.25869721	5.71081418	8.639412074	5.729465955	6.68096118	5.7598949785	5.5690297595	BRCA
Instance12	5.151586144	5.532793245	13.34055118	6.008659014	4.32324994	5.701972633	11.88284182	5.321036278	10.55403266	9.113990271	5.938127412	7.447581521	13.33171827	5.550601546	9.079192165	6.448757564	13.45875072	4.124871089	5.574564199	5.83447816	5.555211263	5.955133321	5.254808295	5.087437039	4.622356738	4.915773338	5.432467779	4.461934912	5.425938643	8.977681421	6.29323363825	5.30707441	9.237545271	5.527642182	5.229790979	4.99146069233	10.7955408295	11.35799469	4.769786816	5.529517425	9.758203545	5.531078267	5.328415757	5.647965995	5.178952533	11.0503378975	5.535906174	5.255511354	4.549507972	5.620081415	5.236886004	8.556063217	5.330975331	10.02058454	5.899786645	5.028139516	10.54658128	9.701844069	11.7220646317	5.7741947575	7.795651903	5.67693137575	5.3504690505	Control
Instance13	5.131148296	5.939585825	5.914690831	6.335440044	5.346257748	5.144669712	12.50103733	5.100463921	11.35660343	8.737501821	6.0505347045	7.578148344	14.08516788	5.68215979	9.720244739	5.42614437	6.606693953	4.542585892	5.422074229	5.135259094	4.642152489	6.252481536	5.295894453	5.5021896915	5.184895689	5.321757891	5.968097233	4.827579315	5.795397636	9.731803154	6.1766863125	4.79482043	10.38104028	5.242898987	5.32446073	4.887923041	10.3479422995	12.16931758	5.31868854	5.766072507	9.619774303	5.59052062	5.6098519	5.4313222975	5.00957526	10.7854829135	5.702942321	5.249645622	4.963024656	5.836309985	5.15826759	8.92301952	4.572181593	9.485839935	5.655216748	5.164817697	12.27941189	5.043313058	7.44836663133	5.5181136965	6.451298186	5.75778513	5.655860989	Control
Instance14	5.538857248	5.652064272	5.731598207	6.805554052	5.172738766	5.607930386	10.9376315	5.481404906	8.628446565	7.023674317	5.141764623	7.676100105	11.17659722	5.734581769	8.947652369	5.5788510345	6.6699357665	4.081589455	5.790779367	4.933113756	5.354567863	7.119696279	5.0142821485	5.40722417	5.3291006545	5.401230463	5.831124321	4.854508448	5.815070224	9.417336261	6.0881806655	4.680625393	9.579571039	4.202081312	5.078643187	4.93610003867	8.159371112	10.10956988	5.588872948	6.531307861	9.0319786735	5.206341637	5.580003175	5.04733699	4.9114149615	10.725431316	6.167423791	5.109999067	5.149758548	5.511287161	5.18190882	8.487753829	5.115486711	9.36630097	6.58079041	5.196047562	9.789786757	4.847259412	7.00704151733	5.5523504485	5.88722747	5.35621693575	5.323490159	BRCA
Instance15	6.056047647	5.297201735	7.702901859	6.728060379	4.981066318	5.614423668	11.14213915	5.307438771	9.13733773	8.073955593	5.246647124	7.802615113	11.33246195	5.257964097	9.476443016	6.5446397315	9.0691229195	4.911105817	5.850631456	4.499944863	5.472171943	7.055936178	5.083882626	5.6716993555	4.9109703175	5.179522246	5.537460123	4.917683858	5.456979618	9.436951516	5.67161931075	4.819682582	9.173128136	5.149758548	5.109163334	5.20830034733	8.857578785	10.18243816	5.771166725	6.086301455	9.2232584305	5.064162066	4.981066318	5.171509486	5.356475401	10.4427690035	5.718232318	4.619453945	4.683996719	5.734581769	5.760760691	10.3097522925	5.082368334	9.399940699	5.790388412	5.083225336	9.568545732	5.44808429	9.01621344367	5.384625629	6.26987998	6.2902303295	6.1461996255	BRCA
Instance16	5.335936286	4.816870089	11.65369613	6.546165695	4.816870089	5.853877943	11.91142767	5.097833303	9.4656486	8.595435709	6.277338049	7.78903004	11.34542758	5.990620943	8.423768416	6.3472332385	11.32870583	5.258529523	5.558582385	4.847509986	5.06588596	6.735729052	5.1433287845	5.3663148385	5.001851644	4.959899085	5.829222461	5.178327476	5.217435519	8.609567645	6.0537879005	5.205559906	9.093306057	4.713162871	4.742021934	5.09290961133	8.3118895175	10.41378687	5.46091556	6.11442494	8.877644109	5.619861398	5.43205013	5.4155975425	5.288142473	10.8904418995	5.401571806	4.134646682	5.467451694	5.890696716	5.573807162	8.253276552	5.5729777865	9.581855449	6.506966537	4.618426738	9.682152382	6.332936692	10.7580498313	5.256080676	6.289101891	6.0592160015	5.533068037	BRCA
Instance17	5.86431694	5.603041174	7.10972914	7.092072953	5.666764579	5.31868854	11.26747744	4.949548063	8.758990275	7.668390635	5.274938286	7.666474566	10.66204549	5.476876799	8.747967306	6.01617662375	10.0298261845	5.31868854	5.96919151	4.562658614	5.10518698	7.053766063	4.7014211325	5.5671360405	5.1740683305	5.677234257	5.249456007	4.898705674	5.559423936	8.983614374	5.8758594135	4.739053821	9.272712079	5.027254978	5.088323162	5.14548719033	7.491978621	10.01823535	5.61508611	6.42631141	8.832658728	5.895551805	5.233246971	5.159732007	5.280602475	10.8824744535	5.357737827	5.176533465	5.551986008	5.589247584	5.86196234	7.5859669915	5.153023985	9.563425638	6.592012667	4.894103816	9.045064165	5.179920282	9.43377691133	5.555276293	6.317915095	6.04835388725	6.105862067	BRCA
Instance18	5.090018442	5.50716927	6.421480524	8.447539034	5.391639926	5.534350549	11.25229009	5.682019293	9.428140886	7.589615804	5.1571038305	8.00718306	11.85143099	5.398325783	10.00575124	6.83311077075	7.8302061435	5.08524538	5.986986106	4.708480413	5.297385178	6.909896458	4.950476999	5.401148199	5.486255987	4.492329381	5.666480557	4.673294659	5.636777762	9.208795915	5.932819168	5.109581261	9.392387798	5.36790503	5.070616072	4.78111573167	9.0986616895	10.27372018	4.91887665	6.451133307	9.029438801	5.687348561	5.442621133	5.580144506	4.983456508	10.8791171135	5.897368259	4.931459981	4.832144764	6.153811034	5.547365958	9.8717345265	4.7671928475	9.31255464	5.878425719	4.91887665	10.56738599	5.541027867	7.891347881	5.0699161965	6.344212118	5.605852588	5.095472868	BRCA
Instance19	5.063730771	5.597539553	6.667328462	6.985105106	5.499376536	5.573049727	10.83114513	4.944168843	8.284894788	7.874076306	5.541454166	7.500047382	10.66287331	4.776645376	11.53476504	6.7008590925	8.6318400445	5.196441066	5.579701547	4.596397442	5.290582217	6.716857607	4.8352454725	5.2443677925	5.0997240195	5.31307462	5.402254249	4.558695017	5.975682485	10.57382967	5.59841141675	4.505933891	9.174913904	5.003390009	5.041123858	4.899158506	8.1329195525	10.16800173	4.937593039	6.353063548	9.0028179215	5.440131024	4.833536883	5.03208028	5.118782462	10.900295626	5.737829543	4.878003385	4.725212151	5.644873832	5.818908863	10.3224303915	4.7936445115	9.562147541	6.299945779	5.379907907	8.540884674	5.404129306	8.42737447133	5.380945835	5.629947603	5.66121578	6.0923372425	BRCA
Instance20	5.814429456	5.088959125	5.167730486	5.833276737	5.377654117	5.577739426	12.16288073	5.587673458	7.136430133	8.486876366	6.3488353595	7.406483789	9.442057669	5.377654117	5.461734198	5.74782499775	5.236568653	5.388199225	5.20184089	5.20184089	4.586234078	5.233438728	4.8152796915	5.51746625	5.180509672	4.616223203	4.953976689	5.26763996	4.379943219	8.08792836	6.37806796925	5.356153716	10.53497911	5.19062597	5.870494956	4.78205714967	9.1323494815	10.76077007	4.554108019	5.97155002	8.317524682	5.301415026	4.941119518	5.4017644025	5.142229627	9.619907216	6.130936659	5.113545539	5.255700175	5.80517071	5.870494956	8.6690087345	4.8861924	9.312418499	6.018707189	4.415681682	12.00461736	5.015037253	5.502132457	5.675354702	6.010506426	5.23868839375	4.99195193	BRCA
