ID	8566	57026	29968	316	493911	55163	DependentVariable
Instance1	12.44264168	8.912680643	7.0079780485	9.387350221	6.8797246715	11.27393851	Control
Instance2	12.27401999	9.477151683	5.9778487825	8.687945234	6.510636458	11.42512686	BRCA
Instance3	12.37603319	9.306130703	6.847757283	6.963130532	6.514923644	11.83178435	BRCA
Instance4	12.1490422	9.495905543	6.722817304	6.532671997	6.4953838365	11.45329393	Control
Instance5	11.976813	9.464934258	6.329470978	7.215681326	6.6169152885	11.82899735	BRCA
Instance6	12.28299001	9.708558488	5.778122528	9.344806934	6.7443318085	11.47828693	BRCA
Instance7	11.87062298	9.184485567	6.853418228	7.146291501	6.003503947	11.17659722	BRCA
Instance8	11.41099996	9.253688629	6.5733104545	9.269086417	6.8853342115	11.54684638	Control
Instance9	12.06924173	9.612141036	5.980624115	6.58075273	6.4423407215	12.08543106	BRCA
Instance10	12.14532727	9.01326762	6.288389029	7.914909976	6.603591631	11.75128055	BRCA
Instance11	12.23565236	9.073834372	6.01853877	9.866042932	6.3528835665	10.98982397	BRCA
Instance12	11.92203438	9.315325713	6.3794545435	9.350851427	6.504944055	11.64626856	Control
Instance13	12.54078076	9.468797688	6.0522067165	9.413057256	7.028157574	11.66436963	Control
Instance14	11.9029781	9.465755721	6.30062512	8.393649073	6.9241898045	11.25593456	BRCA
Instance15	12.53234503	9.921153309	6.7227327125	9.169875611	6.3633290125	11.98210419	BRCA
Instance16	11.92604216	10.00764092	6.8808960225	7.948281259	6.5421053735	11.30031411	BRCA
Instance17	11.84561169	9.957153248	6.752544337	7.682241667	6.710202488	10.94914844	BRCA
Instance18	12.39780304	9.836003445	6.947269014	8.749652525	6.504437555	11.32260436	BRCA
Instance19	11.97407764	9.924501194	6.4226635385	8.069558687	6.9561560355	10.85352421	BRCA
Instance20	12.37349196	10.76252761	6.893966828	9.045064165	6.810370906	11.19671294	BRCA
