ID	3126	3127	3111	4049	3125	3112	941	942	940	7124	3382	3458	652614	5799	3107	3106	3630	3553	3109	5798	3108	3134	3133	3105	3558	3113	3593	3115	3135	3117	2571	3118	3119	1363	3592	2572	3552	3329	5551	355	356	3002	3123	3122	DependentVariable
Instance1	10.872628553	4.927435762	8.653437275	6.097300677	8.455307825	6.986698549	4.757305356	6.79245448633	6.411176756	8.519696323	8.6938684646	5.676529235	5.619861398	6.392493991	7.1758807525	13.44200721	5.169936271	9.000106455	11.71707458	4.286615936	12.53699151	10.594465176	11.15733448	13.37563667	5.726430204	12.55918115	4.636656248	7.781935242	7.607850191	11.54630621	5.38304633667	5.298302041	9.05221557	10.17606751	6.597386379	5.784118687	5.428620839	8.878158015	7.168850407	6.109057762	5.714184545	7.102871006	5.209464331	13.17461947	Control
Instance2	11.272491057	4.805564985	9.739840141	5.99820185	10.05747773	7.281144442	5.244897759	6.92323968	5.313618859	7.177920594	8.823645947	5.277995204	6.633253641	5.786342332	7.231893633	13.43914135	5.773212576	8.25032344	12.24572955	5.148437177	12.64414927	10.634747645	11.8267889	13.47671849	5.368428976	13.34981755	5.272407006	8.649032592	7.383490734	11.98934847	5.555093649	5.536838744	10.20167708	10.30496191	6.147057976	5.641409649	5.19062597	8.80035986775	7.806889715	5.4568451785	6.1044474	6.93387098	6.166218956	13.80159564	BRCA
Instance3	11.203772912	5.616777635	10.36525103	6.212526175	9.645289663	7.608404767	4.516306872	6.76904778167	6.037388399	8.414834386	9.0053680888	5.336114869	5.59156816	6.234487549	5.6473148935	13.62353635	5.870864797	8.349592102	12.12389031	5.465820435	12.41967063	10.52874487	10.78908143	13.104967985	5.465820435	13.42453443	5.379561399	8.937801287	7.409287238	12.03603115	5.46421904767	6.236545833	10.70468636	9.145347007	6.608332915	5.149148835	5.173838258	9.088125406	7.415237106	5.8381822935	6.144867877	5.829159022	6.220528877	13.830710045	BRCA
Instance4	10.460565705	5.99820185	9.910005977	7.242795702	9.452334495	7.829676956	5.660003917	6.47797389533	5.706538322	8.370459788	9.170222683	5.464840793	5.520195335	5.423251451	6.083925915	13.074006	5.793122872	7.718260793	12.44264168	5.182703468	12.73729283	10.303546001	10.75721104	13.09890984	4.899672619	12.65253473	5.412113573	8.826152109	7.738820392	10.73799536	5.54813415467	6.235732444	10.52975779	9.541213345	5.82808014	5.850631456	5.28559757	8.60479399275	7.699192644	5.9473627115	6.331145921	6.431711224	5.78869305	13.10958531	Control
Instance5	9.409379341	5.56971228	9.620316579	5.897247233	11.12211636	7.554207264	5.661216049	6.589569865	5.593959684	6.675961001	9.0136787314	5.115211455	6.047784427	5.792862671	5.467187666	13.54172225	5.536217098	7.361595391	11.97837451	5.294355387	12.54078076	10.8504276905	11.55095369	13.79174456	5.536217098	13.40746897	4.805822905	8.252229158	8.192380514	11.62550351	5.30357325	5.561716584	9.840864894	10.45621094	6.568568473	5.651059765	5.488491912	9.0447527455	7.469827229	6.4964374115	6.16425895	6.758893179	12.58150432	13.67035693	BRCA
Instance6	9.4130184875	13.23175973	9.126537434	6.125574263	10.51325413	7.231847873	5.443615974	7.12296279167	6.062214149	6.320264091	9.0940359528	5.298302041	5.541879718	6.291866548	7.3842858505	14.1577113	5.73607124	8.525208673	11.80634431	5.447257868	12.60891324	10.5095484925	11.36882578	13.645184875	5.032554093	12.82188064	4.790265497	7.960568361	7.716066843	11.3294966	5.448684967	5.78110476	6.358348455	10.5511798	6.123713395	5.703219255	5.388199225	9.497139958	7.152236984	6.60785894	5.609260937	6.172733142	12.50251243	13.80707185	BRCA
Instance7	8.787562717	11.67464041	9.037218243	6.101508918	9.4537342	8.219678124	4.932168974	7.111896621	6.314112464	6.423120638	8.9202518886	5.213941395	5.564234295	5.771893004	6.46426733	12.24154982	5.705709271	5.250782787	12.38541089	7.96549734	13.03029388	9.4125106255	10.42231215	12.91617066	4.759703782	11.51045032	5.328236218	8.154072682	7.509777231	9.519577839	5.79339804	5.920240442	7.503032882	11.17512864	5.850631456	6.046584505	4.765549899	8.76656036375	7.574141491	5.6801733885	5.032113243	6.853313064	10.54658128	12.56767587	BRCA
Instance8	10.614422057	5.464350722	9.091403071	6.162145193	9.770623066	7.56483756	5.212093857	6.889955486	5.651777341	6.14308278	8.369644763	5.989996857	5.66903474	6.180461809	6.750056149	12.95796723	5.451879748	7.134583224	12.15504123	4.668481241	12.60023009	10.2140968565	11.15889068	13.284951405	4.823508981	13.04549694	5.256643908	7.851001152	7.405718266	12.09119909	5.31003055167	5.651777341	8.982538116	11.1256332	7.117464214	5.820441464	5.193979903	9.10688767225	6.635867278	6.0495207925	5.582112807	6.796724685	11.59208337	13.646442645	Control
Instance9	9.5314758395	12.95548196	9.779514641	6.095613938	10.89786457	7.754087662	5.028581582	6.54146572467	5.802975918	8.252974189	8.9860671668	5.178725843	5.503993644	6.245558053	7.621467235	13.95556321	5.541182786	9.153147365	11.79378019	5.39361462	12.23971048	11.184447875	11.03869289	14.251632585	5.307438771	13.32090986	4.809043025	7.884523325	8.100269585	12.05538931	5.29941082167	5.841225451	9.306774385	10.29144157	7.818711782	5.821079567	5.872096916	9.4119868745	6.731764076	6.337979385	6.069858551	6.011904408	12.10466109	13.92629211	BRCA
Instance10	9.642308618	6.698430771	9.513254412	6.501961052	9.397268784	7.082364963	5.287630431	6.567837574	5.909779853	6.105390642	9.1544874618	5.114586962	5.689586587	6.163906872	6.198324399	13.03258307	5.233822166	6.678428044	11.68597092	4.867663307	12.08864757	10.267808214	11.09785784	13.036925645	5.044406414	12.38431166	4.314057196	7.134300849	7.731830036	10.29950601	5.29248360533	5.241850906	8.930486858	9.882975841	5.69321599	5.921252584	5.376786337	8.876164833	7.678267594	5.7598219305	5.434637608	7.254464427	11.29724747	12.911595045	BRCA
Instance11	9.558860226	5.387510099	9.699746436	7.277568994	10.83822324	7.711014946	4.893133131	6.75804793267	6.661853347	6.992205122	8.8417846972	5.77657203	5.561334729	5.914690831	5.754910936	13.6548665	6.062214149	8.823033698	12.16828986	5.69300685	12.33906368	11.205721865	11.53735445	13.99568036	4.879474508	12.91282298	5.211023147	7.910644417	8.703506626	10.84714372	5.39489482267	5.515077886	9.158313751	11.11942121	6.371476641	5.662640784	5.038053386	8.92888667775	7.593430574	6.208641296	6.110410879	6.887163104	12.12065594	13.336444535	BRCA
Instance12	9.3921496365	5.257964097	9.822443813	6.564534887	11.43314739	7.953456048	5.360022921	6.84553593567	6.267072826	7.871691396	8.778374557	4.921497326	6.122160836	5.955133321	6.535043833	13.39262134	5.773212576	8.814719539	12.69228318	5.41262171	12.30321003	10.73582642	11.44807772	13.610250215	5.572595075	13.49077697	5.622060057	8.695855636	7.538152306	11.67143283	5.59080149	5.447257868	5.420222366	10.82536054	6.861865828	5.613687265	5.557051033	9.09710020625	7.310797082	6.375481896	5.613687265	7.184357478	12.13760287	14.133262905	Control
