ID	805	1959	1147	5577	801	5970	5533	4214	5567	2776	5568	5532	1960	5530	5335	7434	5573	5576	7432	5575	808	4773	4790	4772	4792	4609	DependentVariable
Instance1	13.59313376	10.83319472	9.004698798	4.767140212	13.11037161	8.69026092	9.584314798	10.46146439	5.4829326402	9.668318219	5.48205062	11.8054921	7.662804641	7.181967161	7.6745180755	7.190568257	9.78527191267	8.786482932	6.929158006	7.409181146	12.33572539	5.358259724	12.34771002	6.1646303325	15.00532806	11.83974258	Control
Instance2	13.5121695	11.64933041	8.974945912	5.442455259	12.75620088	8.669346719	9.028818534	11.6627575	5.5428379012	8.930930318	5.804719114	11.54241539	8.1546050485	7.328338472	7.862876923	6.750074255	9.789873514	8.66542575	6.5731092635	7.391761545	12.47764072	5.287134046	12.34109771	6.4733698555	13.91249272	10.569760214	BRCA
Instance3	13.47944813	12.07463999	8.986710369	5.112503363	12.13760287	9.073024297	8.789730168	11.77105209	5.4641368762	9.213384421	5.527329405	11.24175993	8.0047726485	7.238491368	7.7021225845	6.281193427	9.801472324	8.815320146	5.9170928285	7.677704008	12.54827894	5.0508794315	12.51631937	6.05907682475	14.51605303	11.54593261	BRCA
Instance4	13.35270561	10.48569377	8.742495656	5.7109519	12.20536419	7.67194989	8.74769044	12.00382718	5.1156792046	7.435526765	5.655216748	11.56978693	6.9357521195	6.422323287	8.054801422	6.569935808	9.34823014567	8.115695415	5.7632563765	6.105076296	12.76004735	4.8161306655	12.26985874	5.969107067	14.35403309	10.2570662725	Control
Instance5	13.37889296	10.89668076	8.684828488	5.377654117	12.34682957	9.268495874	9.157246578	11.72645885	5.466218321	9.924501194	6.407145055	11.00452968	7.5911075405	7.7125980515	7.930765467	6.100668251	7.772929909	9.518791383	5.540574562	7.418993406	12.45248586	5.183721743	12.37603319	6.17905477475	13.73047547	11.50644256	BRCA
Instance6	13.71343219	12.06801669	9.33884841	5.316879984	13.11510467	9.673230059	9.836169177	11.51112271	5.6759717936	10.54993411	5.625863148	11.73619062	9.020739586	7.745704965	7.6687152575	6.080237268	9.84054935	9.231287868	5.9152111805	7.890402801	12.66384721	6.0739409315	12.87483063	7.79825655525	13.77694807	12.17961768	BRCA
Instance7	13.29267684	11.24231983	8.17437786	4.904497645	12.34260121	7.262755244	7.747456426	12.26224618	5.5322651396	7.39744174	6.430289978	11.41213066	6.7640626775	6.5896621115	8.590203577	8.260379892	9.55785931	8.344585666	5.076891434	7.572418149	12.61750082	5.0860843655	12.52075501	5.88961529475	15.02279519	10.2032142635	BRCA
Instance8	13.44200721	10.82850567	8.824657385	5.023045997	12.57155186	9.194320487	9.508320259	10.99477083	5.3094441946	9.665460782	5.233822166	11.39154181	7.5116822205	7.480559564	7.7549264415	6.326973765	7.854087509	8.118825763	5.85198214	7.90344675	12.74796537	5.2291868665	12.20475003	5.9603886785	14.22362506	11.820520445	Control
Instance9	13.70458133	11.96427598	8.659854224	5.398154738	12.3148028	9.012625324	9.212004536	11.9611296	5.291675395	9.303998235	5.844493149	10.77439198	8.1855142205	7.5245411315	8.1175343725	5.635327242	9.60954968233	9.026662535	5.878580744	7.548207573	12.4865699	5.2554434645	12.42766909	6.02825469225	14.37348409	12.140966635	BRCA
