@relation thedata

@attribute 10645 real
@attribute 1385 real
@attribute 57172 real
@attribute 801 real
@attribute 805 real
@attribute 808 real
@attribute 814 real
@attribute 815 real
@attribute 816 real
@attribute 817 real
@attribute 818 real
@attribute 84254 real
@attribute 8536 real
@attribute DependentVariable {BRCA,Control}

@data
7.036894678,10.707890538,7.045216672,13.11037161,13.59313376,12.33572539,5.12403454,4.967873236,6.3931703428,6.71763387475,8.533227316,5.627745625,10.00123968,Control
7.834754256,11.4528809893,8.076523188,12.75620088,13.5121695,12.47764072,5.020239923,5.03365563,6.9553527598,6.8818081325,8.715636586,5.8617849835,9.00192967,BRCA
7.4445517285,10.8440250817,7.020066336,12.13760287,13.47944813,12.54827894,4.850435434,5.935819934,8.109608713,6.405921396,8.2596790005,5.651922249,8.091489767,BRCA
8.068959137,11.337274206,7.00203053,12.20536419,13.35270561,12.76004735,4.9603811275,5.198898037,8.725184586,6.1456479,7.7082282335,5.6077019775,9.013141976,Control
7.273143229,11.0490871027,8.468726998,12.34682957,13.37889296,12.45248586,4.957250341,5.062220221,6.9100805066,7.045711086,8.3252183155,5.959320298,8.388696618,BRCA
7.858657057,10.8002004453,6.590366699,13.11510467,13.71343219,12.66384721,4.630667642,5.093825554,6.3166102882,7.03324440275,8.4054699995,5.8127258035,8.825873953,BRCA
7.977039588,11.1354255073,8.33257494,12.34260121,13.29267684,12.61750082,5.102706884,5.754494213,9.356122659,6.55286557675,7.7168387545,5.779055132,9.05429304,BRCA
7.381677406,10.258386433,8.407279583,12.57155186,13.44200721,12.74796537,4.781675766,5.619127766,7.580338669,6.064234489,8.729778512,5.259453925,9.004115895,Control
7.8713801845,10.6759547673,7.370755236,12.3148028,13.70458133,12.4865699,4.710335668,5.662925563,7.4789113804,6.4879534175,8.057131251,5.7038311865,8.559856117,BRCA
7.7424298445,11.1110274023,7.639433192,12.71572616,13.30755735,12.57561022,4.9414115465,4.482788153,7.9155472442,6.59589787525,8.3082798515,5.4464671825,9.254793094,BRCA
7.740730526,11.005151922,8.966585569,12.72208073,13.38150649,12.59449147,4.650608089,4.893133131,6.6343243228,6.093509969,8.432536035,6.0893288935,10.33742988,BRCA
6.5601168885,10.78322175,8.251531081,12.77087865,13.60583775,12.7232493,4.9725463575,5.487045126,7.4279636484,6.32819879025,8.398001158,5.7435779185,8.946775538,Control
7.404897749,10.4041484903,6.829694594,12.97797754,13.47298527,12.52742331,4.8612079925,5.032994809,6.2234283246,6.3057024235,8.5689651635,5.7069975805,9.705421205,Control
6.82127077,10.5074705227,6.658358333,12.99135537,12.16391545,13.2860567,5.0582051015,5.825792781,7.3891393726,5.77084102,8.8803822835,5.8873922785,9.154432785,BRCA
8.0930267705,9.90083481867,7.297010529,13.22427159,12.44601199,13.16228672,4.8425685345,6.622202397,7.102716789,6.31097129675,9.045054579,5.721831073,9.123436726,BRCA
6.772464259,10.2584479883,7.147335003,12.53522562,12.2076581,13.15138292,4.860483971,5.504788206,6.7947153724,6.125065043,8.936266678,5.2690494515,8.493566406,BRCA
6.929735635,10.0323493423,6.73894048,12.56790862,12.15610687,13.15138292,5.241351489,5.487527549,7.080579106,5.8364187005,9.0825127945,6.0391019495,8.995725554,BRCA
7.5150415385,9.692770319,8.006159321,12.61931219,12.43207997,13.08540943,5.350576023,5.612213331,7.7021154506,5.76965114525,8.845940063,5.6947053315,9.260026318,BRCA
5.846768272,9.570767933,7.45176979,12.52524557,12.39881323,13.04201932,4.804413236,5.718300827,7.6402182504,5.6454289565,9.010547562,6.028891133,8.968033945,BRCA
7.616794815,10.2933462963,6.310890502,12.50816376,8.929717871,10.82365605,4.9212815895,4.953976689,6.6682021408,6.17753520375,9.6265515845,5.422689693,8.687437909,BRCA
