@relation thedata

@attribute 1050 real
@attribute 10746 real
@attribute 11183 real
@attribute 11184 real
@attribute 1147 real
@attribute 1326 real
@attribute 1385 real
@attribute 1386 real
@attribute 1432 real
@attribute 1616 real
@attribute 2002 real
@attribute 2353 real
@attribute 2872 real
@attribute 2885 real
@attribute 3265 real
@attribute 3551 real
@attribute 369 real
@attribute 3725 real
@attribute 4149 real
@attribute 4205 real
@attribute 4207 real
@attribute 4208 real
@attribute 4209 real
@attribute 4214 real
@attribute 4215 real
@attribute 4216 real
@attribute 4217 real
@attribute 4293 real
@attribute 4294 real
@attribute 4296 real
@attribute 4609 real
@attribute 4790 real
@attribute 4792 real
@attribute 5058 real
@attribute 5062 real
@attribute 5594 real
@attribute 5595 real
@attribute 5596 real
@attribute 5597 real
@attribute 5598 real
@attribute 5599 real
@attribute 5600 real
@attribute 5601 real
@attribute 5602 real
@attribute 5603 real
@attribute 5604 real
@attribute 5605 real
@attribute 5606 real
@attribute 5607 real
@attribute 5608 real
@attribute 5609 real
@attribute 5871 real
@attribute 5879 real
@attribute 5894 real
@attribute 5970 real
@attribute 6195 real
@attribute 6196 real
@attribute 6197 real
@attribute 6198 real
@attribute 6199 real
@attribute 6300 real
@attribute 6416 real
@attribute 6464 real
@attribute 6667 real
@attribute 673 real
@attribute 6772 real
@attribute 6885 real
@attribute 7040 real
@attribute 7042 real
@attribute 7043 real
@attribute 7046 real
@attribute 7186 real
@attribute 7786 real
@attribute 7867 real
@attribute 8491 real
@attribute 8550 real
@attribute 8569 real
@attribute 8717 real
@attribute 8737 real
@attribute 8986 real
@attribute 9020 real
@attribute 9064 real
@attribute 9175 real
@attribute 9252 real
@attribute 9261 real
@attribute 9448 real
@attribute DependentVariable {BRCA,Control}

@data
12.99639586,7.5897722855,8.416919769,6.474070412,9.004698798,10.80733502,10.707890538,8.727649179,7.09994864525,9.030281671,9.719046985,14.72004222,11.24236857,9.4954151895,7.4423513115,7.1307406325,10.17550624,14.72492149,6.8375421116,7.78313105,6.663490948,9.521659876,10.4068032,10.46146439,7.727140233,8.1704885395,9.636896969,6.186565552,6.319315918,9.485326755,11.83974258,12.34771002,15.00532806,9.037678125,8.225782395,8.27215776867,11.634256725,5.8147044715,10.28757997,7.03030591433,5.939777752,7.4995792045,7.621649748,6.7523535558,9.595220702,10.49127719,11.44994835,5.86129168933,6.92162116733,5.85530403967,7.887344199,10.43894285,8.85850435833,10.11570732,8.69026092,6.75911088,7.65857270567,6.52702968625,10.80480483,9.8141439395,6.752518218,8.585478725,9.15105029633,10.08912308,6.513534664,10.31346778,9.487800372,5.682300273,6.78103548,9.289875449,6.451380618,7.722570406,6.350767395,10.72737618,8.543419637,8.6131693455,7.6838955385,8.13891188267,9.943694688,7.917075341,7.12458953,10.64831289,6.840309404,7.256578464,7.3429582785,8.068481945,Control
11.96210624,7.254019895,8.166357216,7.698416725,8.974945912,10.36118197,11.4528809893,7.390558334,6.60639379225,9.473939649,9.192268846,13.75148289,11.53764798,9.5539178325,7.8897640555,7.787354885,10.06599536,14.11502538,6.6132613134,7.902708426,6.316829651,10.58265505,10.70325065,11.6627575,7.609246281,8.036449489,9.908805826,6.680926028,5.452044542,9.912253574,10.569760214,12.34109771,13.91249272,9.447476465,8.658878356,7.85669691467,11.27623323,6.3882099015,10.14474144,7.157624222,5.0886580415,7.383968157,7.563421716,6.347242776,9.166697324,9.559434991,11.52169626,5.85702554217,7.31862520433,6.054235957,7.798165773,10.53926573,9.23532012167,10.34726733,8.669346719,6.746992115,7.51923145167,6.64235424625,10.83272413,9.498162056,6.478329262,8.106593131,8.42779587067,10.32795428,5.99820185,10.329653278,9.4310771815,5.101199635,6.166218956,9.578863787,6.425850025,8.156008632,6.678780134,11.28922369,7.959684859,8.3752710795,7.3510555305,7.57672874133,10.07879165,7.958452847,7.618204007,10.77988986,8.036999319,7.931104142,7.508147197,7.57646645967,BRCA
9.656023072,7.099749051,8.30103981,7.691529493,8.986710369,9.118734206,10.8440250817,7.432878264,6.58493097,9.369221698,9.676230874,14.33042537,11.26220667,9.480270588,7.856102429,7.4532495275,10.30533535,14.41297137,6.665051653,7.507995028,6.52305663,9.044121624,10.32680616,11.77105209,7.4638150875,8.1426863055,9.513535713,7.087943107,5.583918611,9.785984134,11.54593261,12.51631937,14.51605303,9.822754492,7.83784169,8.11094053067,11.198356615,6.6860773665,9.962375907,6.689778979,5.6701097255,7.0833900895,7.8060539105,5.84197348,10.50005538,9.65317699,11.72288448,5.82716031317,7.23629484767,6.35618041933,8.166013814,10.60938218,9.280236709,10.45388564,9.073024297,7.136685014,7.197314467,6.2422901355,10.9243451,10.2425466365,6.215392848,8.6701660175,8.45925672733,10.30951646,6.84843868,10.0589241477,8.9013859115,5.014814152,5.995434345,9.330514214,6.18913825,8.551997661,6.791654965,11.524772,8.200605777,8.6506075105,7.22130858,7.91175192233,9.929872764,7.808660365,7.363480204,10.5411695,7.348642132,7.428122563,7.067906808,7.55338172233,BRCA
11.7674087,7.2297368405,7.8678787585,7.6894721935,8.742495656,8.425615737,11.337274206,6.4694836,6.0589973865,9.851765094,9.684192438,12.01436934,11.485756425,9.432546201,8.398114105,7.4011955135,10.35265071,14.08054111,6.3501149108,7.016310012,6.648325671,9.709937252,10.46847669,12.00382718,6.539903837,8.3087359185,10.2853274,7.290182754,5.759562832,10.257618,10.2570662725,12.26985874,14.35403309,10.03852848,7.70770520067,7.98209816267,11.274247985,6.7189522505,9.836169177,7.046663354,5.7758281875,7.0038486335,6.9189611885,6.4393043462,10.578656,9.580847928,11.42772678,5.05698450317,7.62681052767,6.36100294267,8.473463378,10.95004389,9.422761191,10.09500831,7.67194989,7.5978930125,6.97936211167,6.33404855075,11.19937192,9.9489026305,6.355796501,8.231806127,7.73867912133,9.80247643,6.723630657,10.100698262,8.417672848,4.808914358,5.797150007,10.06419075,5.673352364,9.141437341,7.279381043,11.77058762,6.408122185,8.4311802525,7.550181463,7.18497456933,10.01119619,8.570881384,7.782574222,10.53604832,8.324001746,7.4437513505,7.5757878185,6.99350962167,Control
12.19128143,7.7935442875,8.691300151,7.3265682065,8.684828488,8.860001471,11.0490871027,7.558059277,6.730522711,9.396953172,9.981439248,12.40857396,11.40201826,9.66718229,7.697637374,7.5245616955,10.14697308,13.43392773,7.0390496008,7.945504008,5.86196234,10.17606751,9.976772145,11.72645885,7.0459737065,8.2072773585,9.842350785,7.144329712,4.638105195,9.757873796,11.50644256,12.37603319,13.73047547,9.507874464,8.07563913267,7.82991936767,11.21839075,6.507280352,9.954407582,6.79859870533,5.704258658,6.931778481,8.1880407455,6.3743216144,11.00715715,9.966174165,11.8471671,6.07725681717,7.30377612233,5.979395943,8.264326623,10.33946621,9.29741101033,10.22872886,9.268495874,7.021079646,7.28840672033,6.76922237325,10.47933595,9.731993461,6.095297454,8.6043275615,8.10318445333,10.75902287,6.818713579,10.5729125313,9.2133861525,4.828848945,6.737352562,9.272076349,6.53056679,8.106250323,6.571984385,11.29922535,8.127028494,8.749129863,7.490961799,7.786651762,9.484878832,8.062452471,7.444230413,10.18682028,7.573687183,7.794648318,7.645516256,7.236588117,BRCA
12.07584355,7.841849263,9.1117823395,7.1742404065,9.33884841,10.87230572,10.8002004453,8.61053686,6.87151716925,8.235417282,9.979768545,13.96600025,11.050839388,9.9164802245,7.3388634815,7.5689740425,10.77106872,13.80946823,6.7679002552,8.516705752,6.127948551,9.550766562,10.91587586,11.51112271,7.516631177,8.3583418895,9.445998278,7.1507656,5.572291894,9.354624679,12.17961768,12.87483063,13.77694807,9.3312535,8.35808952433,8.18650002,11.07534033,6.1389807175,11.24081833,6.70524643733,6.517858181,7.4215310095,8.3174977465,6.511764621,10.15284924,10.23164154,11.5852209,7.15443493,7.05307250933,5.98125183967,7.443878302,10.45584633,9.14697742367,10.624983,9.673230059,7.5246001185,7.361977291,7.19245125,11.22643043,10.1743432895,5.996451597,8.9337864765,8.70127661067,9.923045577,6.520033725,10.5815088053,9.9163703245,5.321216715,7.238598499,9.540317507,6.537921615,7.922110302,6.410964842,11.31140223,8.925377244,8.944402292,7.9775367345,8.01981551,10.12499078,6.898090799,8.197856947,10.98045221,6.97665326,7.69743404,7.5964459115,8.02464955667,BRCA
9.697849875,7.727730022,9.309973532,7.891445025,8.17437786,7.890402801,11.1354255073,6.689582656,6.362735412,9.700778298,9.212867878,10.44201071,11.60735899,9.167523377,7.9742866725,7.550193916,10.66411416,13.91249272,6.926938337,7.842729237,6.060269679,10.64474883,10.09149526,12.26224618,6.6799591085,7.890181034,10.88558411,5.701348918,5.46859248,9.76328754,10.2032142635,12.52075501,15.02279519,9.354305108,8.02893851733,8.451561107,11.151396135,6.1131752385,10.20130339,7.32404088833,5.6011167705,6.239058915,6.747341416,5.495877927,9.662659976,8.977681421,11.16076662,5.4415442,7.036661383,6.79660585167,8.963388234,11.14357791,9.62804284167,9.961088297,7.262755244,6.923040761,7.46619594767,6.5621458705,11.68974045,9.6883434395,6.107065996,8.457614913,8.36198243367,10.3743606,6.949071249,11.3817422673,8.575344218,4.73770262,6.518854253,11.79415195,7.387675143,8.283761058,7.108213734,11.77105209,6.598801111,7.866317614,6.9360294185,6.84780819533,9.601752743,8.40714147,6.740661566,11.13223641,9.309829381,7.844629794,7.3846532985,7.19204142967,BRCA
10.41990782,6.266308923,8.0463447385,6.8986588765,8.824657385,9.914654631,10.258386433,8.441575941,7.0975611175,8.817432296,9.290572499,14.08516788,10.6280523315,9.1611827995,7.7095138065,7.4520617975,10.26119615,13.96294256,7.0799700492,7.642631408,6.500009775,8.670303166,10.37227772,10.99477083,7.490035246,8.068051145,8.478204487,6.222848625,5.659219053,9.31805757,11.820520445,12.20475003,14.22362506,8.901176988,7.68379282967,8.171538624,11.40345044,6.584397126,10.16171172,7.14839452233,5.401013329,6.487104221,7.762308173,6.3190254744,10.21059864,10.00443156,11.28922369,5.8607249385,6.796289882,5.93944441167,8.267911597,10.53833958,8.82865486733,10.12277013,9.194320487,6.824884907,7.49696018667,6.575528975,10.38915837,9.8900263955,6.332712967,8.519260169,8.53051419067,10.1003079,6.880413479,9.76574384767,8.9471097785,5.167931151,7.822174254,10.56613044,6.018039483,7.748127633,6.456769707,11.03612228,8.537326283,8.731566002,7.2742748985,8.008015864,9.671351374,7.659908731,7.797176966,10.14390647,6.32224872,7.921844917,7.097562405,7.89211064333,Control
10.0776573,7.4878088285,8.4401676895,7.1634039155,8.659854224,9.2670448,10.6759547673,7.598929252,6.41978303225,9.320067806,10.01823535,14.82357723,10.934482423,9.3657406255,7.94496816,7.530604743,10.30631839,14.44356588,6.8624420014,7.29632232,6.308617188,8.626175475,10.19459101,11.9611296,7.0317903905,8.154143817,9.024350935,7.383015446,5.553676326,9.421602612,12.140966635,12.42766909,14.37348409,9.625618044,7.77701585767,7.91861634733,10.99057863,6.540140927,10.07596747,6.63685147833,5.8779809975,6.9655385505,8.3694050275,6.1710283688,10.55937736,9.452231522,11.82274022,6.020187685,7.59891329933,6.398579306,8.382668468,9.968379206,9.29235500067,9.9831294,9.012625324,7.242305488,6.894570391,6.443440984,10.83540327,10.173879045,6.387246745,8.505661469,8.16926655967,10.31961599,6.894518054,9.956344037,9.204869818,5.46083367,6.303694572,9.938499406,6.385953509,8.550151431,6.227476961,11.27393851,8.02917833,9.1104104155,7.165259291,7.927182045,9.108531726,8.056205688,7.392491577,10.3906422,7.261274872,7.9904688245,7.4254276565,7.458190085,BRCA
12.67483341,7.381040729,8.295378139,7.400487096,8.645245129,7.853467268,11.1110274023,6.79980331,6.2012063225,9.83968846,9.726661428,11.55023948,11.34867369,9.70078824,8.148239231,7.6541093245,10.44466839,13.15952927,6.8567213522,7.098982487,6.124747507,9.596921694,10.26978741,11.43790563,6.992861854,8.281412746,9.918602815,7.803584057,5.630093262,9.980729078,9.975804059,12.09766027,13.54172225,9.599773923,7.95022355167,7.74245236133,11.551814785,5.5596931095,9.70471686,6.691964128,5.5839936855,6.9279187635,7.524249938,6.6645194764,10.19143901,9.69476318,11.64681981,5.75900304267,7.51244247967,5.92169088967,8.896605722,10.5846199,9.23513699733,10.28660429,8.33670864,6.8978346455,6.81342298733,6.26822091,10.84783275,9.8976062935,6.271748387,8.616861979,8.39504068233,10.38034502,6.877072814,10.3519697093,8.9430429875,5.062004299,6.274406692,9.642061229,6.276734513,8.509301078,6.98547517,11.09393927,7.071143553,8.2279334285,7.1768613545,7.73106613,9.863923404,8.294162511,7.396307489,10.52635279,8.338291947,8.0356480365,7.581342169,7.48905969433,BRCA
