@relation thedata

@attribute 1022 real
@attribute 1025 real
@attribute 10762 real
@attribute 11097 real
@attribute 11198 real
@attribute 129401 real
@attribute 2068 real
@attribute 2071 real
@attribute 22916 real
@attribute 23165 real
@attribute 23225 real
@attribute 23279 real
@attribute 23511 real
@attribute 23636 real
@attribute 25920 real
@attribute 2957 real
@attribute 2958 real
@attribute 2959 real
@attribute 2960 real
@attribute 2961 real
@attribute 2962 real
@attribute 2963 real
@attribute 2965 real
@attribute 2966 real
@attribute 2967 real
@attribute 2968 real
@attribute 348995 real
@attribute 4331 real
@attribute 4686 real
@attribute 4927 real
@attribute 4928 real
@attribute 51497 real
@attribute 53371 real
@attribute 5430 real
@attribute 5431 real
@attribute 5432 real
@attribute 5433 real
@attribute 5435 real
@attribute 5436 real
@attribute 5437 real
@attribute 5438 real
@attribute 5439 real
@attribute 5440 real
@attribute 5441 real
@attribute 55746 real
@attribute 57122 real
@attribute 5901 real
@attribute 5902 real
@attribute 5903 real
@attribute 5905 real
@attribute 6749 real
@attribute 6827 real
@attribute 6829 real
@attribute 6872 real
@attribute 6874 real
@attribute 6875 real
@attribute 6877 real
@attribute 6878 real
@attribute 6880 real
@attribute 6881 real
@attribute 6882 real
@attribute 6883 real
@attribute 6884 real
@attribute 6908 real
@attribute 6917 real
@attribute 6921 real
@attribute 6923 real
@attribute 6924 real
@attribute 7175 real
@attribute 7469 real
@attribute 7514 real
@attribute 79023 real
@attribute 7936 real
@attribute 79902 real
@attribute 8021 real
@attribute 8086 real
@attribute 8178 real
@attribute 81929 real
@attribute 8480 real
@attribute 8731 real
@attribute 8732 real
@attribute 902 real
@attribute 904 real
@attribute 9150 real
@attribute 9631 real
@attribute 9688 real
@attribute 9818 real
@attribute 9883 real
@attribute 9972 real
@attribute DependentVariable {BRCA,Control}

@data
9.361681261,10.30035288,6.28022878033,9.6648727675,11.66916423,7.2678836785,8.220113618,10.0776573,7.88145338567,10.53897001,6.645049976,9.944646595,8.948514067,9.4780677085,8.71481121475,6.19672199167,10.74598122,10.27876338,8.647639314,11.58443655,10.15511583,10.64948099,6.107234293,5.474931823,8.439499644,10.43957668,8.3668938445,6.69676284,8.059859689,10.65747949,6.766641794,10.76402632,8.4982454305,11.4871292,9.502643438,9.734545643,9.588630847,12.07353083,11.06244102,10.33896506,11.03306523,7.484019523,6.365977347,9.950818724,10.70099474,9.872136606,10.31245505,10.0236002615,5.945099216,10.70560671,8.188701494,10.68956587,10.94111386,8.164904587,9.687087433,5.911039136,7.971286497,7.834513538,6.350618223,10.89144978,6.021097265,9.785191339,7.3903396625,9.808393548,7.69516215867,10.4289609365,10.7153314145,8.711943205,10.73458709,7.416293235,11.18170219,10.87230572,8.551430581,10.73828676,10.56852647,7.158562039,8.691587488,8.61174871767,7.571167906,10.14362273,9.43438904,8.45525079,8.433503159,7.07162794567,7.400200831,10.32181006,6.03436478667,9.1153257685,9.744439113,Control
9.155780297,10.56172258,6.28489948567,9.4416045875,12.03723816,7.1869489675,8.497094498,10.50841903,7.51004890567,10.4051391,7.623298306,10.06496539,9.07757757,9.602807458,8.54949965075,6.546755609,10.36236061,10.07359638,8.485226676,11.41027128,10.98225228,10.72254311,6.586162299,5.210049084,8.965352223,9.94572954,8.921735544,7.086882265,8.25492364,9.904401726,6.824600342,10.981471505,8.242744387,11.94573106,9.076489033,9.498501844,9.975440003,12.14356347,11.20928598,11.03103278,11.31379869,6.750074255,6.504704302,8.536044277,10.79163118,10.16400217,9.706824548,9.670697232,5.044843524,10.62072869,7.769806651,10.52231943,11.76903417,9.135722787,9.75485875,5.99820185,8.225979952,7.4807953015,5.5164426775,11.18055585,5.428620839,8.631014334,7.7342694025,10.0579109,7.36046158267,10.312101354,10.392543967,8.029730494,10.82235197,7.799979524,11.36961249,10.78405837,8.601288997,10.96132689,10.58008449,6.991610063,8.949243917,7.884970577,7.305644941,10.66444309,9.832676886,7.832012647,9.433126963,7.14929121367,7.6631158415,10.48239483,5.56283592867,9.331495089,9.026662535,BRCA
9.394656215,10.31397736,6.48209168833,9.7955411235,12.09587508,7.5858335005,8.892012333,10.71269919,7.94825784867,10.93899899,7.919118257,10.10125057,9.349613594,9.9134145385,8.83819816225,6.85562510067,10.38640712,10.18842847,8.561241279,11.23391938,11.02694718,11.17512864,6.582656103,5.664561948,8.580466923,10.27514127,9.1231107235,6.839081327,8.146621018,10.74842792,6.87867607,11.4799612,8.419646614,11.65775177,9.480992671,9.55547611,9.936402792,12.38193096,11.27344029,11.02625388,11.43055462,6.90941648,6.401780305,8.618450775,10.97348951,10.14873431,10.34072947,10.317806515,5.90202005,11.18028854,8.791424313,10.91737229,11.62135377,8.307388572,10.16084871,5.458620899,7.588473151,7.773135859,6.070670496,11.29154789,6.095402957,9.210172782,7.1818242975,10.09283678,7.362647587,10.168662834,10.539595686,8.294288896,10.77184043,7.395536545,11.3442156,11.02156667,8.859830691,10.8492802,10.85124954,7.628593402,8.748277668,8.57418991167,7.90182937733,10.67109897,9.247619677,7.667131787,8.897861429,7.175120268,7.834746884,10.63133194,5.945402415,9.184940914,9.755547386,BRCA
9.99050151,10.11489441,6.13564318433,8.725553334,11.91142767,6.0686045945,8.85164062,10.43052602,7.58612819967,10.4760984,8.215849806,9.560920839,9.614162807,9.7641065265,8.54354174375,7.05714631167,9.683346055,9.386358915,8.088365735,11.44938612,11.21644291,10.8849167,6.970019164,6.002540089,7.704562712,10.44466839,8.954544083,7.265055029,8.803470139,10.67862239,6.97341843633,11.162653415,8.422447157,11.94385185,8.607368346,9.5760667495,9.42569906,12.34948589,11.08706186,11.73846187,11.62261253,7.827852559,6.648325671,8.674016666,10.74842792,10.51689201,9.043848309,9.690091307,5.082373945,11.51729675,8.93233371,10.6002268,11.83833739,7.892431063,9.991097026,5.540408023,7.816841466,7.639337982,5.5449805545,11.70539708,5.504788206,8.173203811,6.6136457995,9.728779829,6.74089657333,10.050980994,10.7255934155,8.539198683,10.82887651,8.236482005,11.04568478,10.77639419,9.18800839,10.67254493,10.75691093,7.810926842,8.908123216,7.144783444,7.11799945933,10.92486095,9.96450012,7.517316273,9.092513451,7.27769495633,7.5634028845,10.62174996,5.71183285833,9.5489799265,8.789559014,Control
9.627078354,10.36619136,6.61995662867,9.273737981,11.71011775,7.5611171875,8.312657375,9.889641277,7.93509094333,10.45025788,7.766050346,9.716228343,8.571526197,9.8283234625,8.9363143475,6.393300929,10.39839664,9.659657526,8.460968914,11.1371034,11.01557728,11.02198648,7.045217151,5.206341637,8.732388881,9.47543003,8.713297444,6.867961695,8.173353743,10.38135939,6.60734282267,11.113912375,8.644246817,11.82274022,9.566592153,9.5036457565,9.787507202,12.13760287,11.3442156,10.79386361,11.5269639,6.693630261,6.908516092,7.919118257,10.51270618,9.863230401,10.46214465,10.472084425,6.183690582,10.86373739,8.444405271,11.07640162,11.44205205,9.091903594,9.595509779,5.931866956,7.773437814,8.0452593375,6.3218157935,11.62333067,5.757564188,8.913428843,6.9668096915,9.633676921,7.74437634867,10.4151315645,10.3104713005,8.305675466,10.12116474,7.400753782,11.24345683,10.58989012,8.729783122,10.55491043,10.44585319,7.41187347,9.057451034,8.52278816767,7.382879181,10.71405897,9.474446754,8.195898639,9.376755481,7.32058660367,7.9042128665,10.26227726,5.86548072367,8.7499691525,9.278322331,BRCA
9.01498366,10.67791364,6.74734580867,9.6473876935,11.93079102,8.0406116585,8.645353223,10.75975321,8.084937371,10.89604874,7.441390364,10.68029603,8.935534242,9.647092859,9.0391301595,6.12875716333,9.709023968,9.681765982,7.788752789,11.27072181,10.5362572,10.94132297,6.922969386,5.527329405,8.769772669,9.72642302,8.490716209,6.499332184,8.315298042,10.79163118,7.501134809,11.29505313,9.349364842,11.63953303,10.07813116,9.9366689445,10.20626383,10.92233559,10.31037169,9.875964751,9.599160216,6.361510132,5.738505243,7.686957644,11.02951865,10.58354379,11.35299256,10.116185412,6.835359227,11.45168263,8.557780662,10.71201129,10.73293927,8.460644928,9.783674007,6.364489812,7.327600078,7.6045245685,6.2796543925,10.35756331,5.868397398,8.850359642,7.645528089,9.121838552,8.590482648,9.588315391,9.581731624,8.740220206,10.79624673,7.048816858,11.78440594,10.38787223,8.627160965,10.93414071,10.38522909,6.875169162,9.741758161,9.264684213,7.42526526267,10.30357275,9.407990591,8.0884774495,8.602996767,7.207519942,7.9929258645,11.03904603,6.181169694,9.0253311545,10.41359385,BRCA
9.547121611,9.739662964,6.971693019,7.963427229,11.45963412,6.0253561645,8.838495753,10.0173308,7.31864934033,10.09113158,7.649114461,10.5411695,9.235907197,9.597454927,8.4061443345,6.77246409467,9.240762195,8.997272028,8.020564879,11.2607492,10.47933595,10.21664921,6.719438847,6.082580853,8.357575234,9.822443813,9.0898110315,5.895672973,9.040817876,10.10297665,6.583680554,10.41509076,7.9662791415,11.94707994,7.728874776,9.310331427,8.931979298,12.15346979,10.67974863,11.62683849,11.33246195,6.933398915,6.973327498,8.661565351,10.09962433,10.09372163,9.805502513,9.4176405165,5.28356184,11.4461297,8.369075052,10.00748325,11.538548,8.2889014185,9.802294663,6.512547399,6.78836312,7.182653392,5.775584767,11.63838852,6.035630095,8.121094588,8.751271778,9.568545732,7.92873725133,9.6829248285,10.68291734,8.772975245,10.55979796,8.210952703,10.95483991,10.55491043,9.768523916,10.12172813,10.19220376,7.580354917,9.0923747,7.412940477,6.680431951,10.55438287,10.36385855,7.0980443305,10.2758862,6.984358523,8.244454268,10.74125232,5.96643391133,10.0248169055,8.090034492,BRCA
9.825825817,10.24684186,6.54759325767,10.2476641185,11.51973221,8.0799720185,7.900747773,10.17798975,8.28694858433,10.49296002,7.04734514,10.05901354,8.527976511,9.7110048545,8.39148310675,5.942053216,10.89094843,10.31245505,8.703844,11.43055462,10.18342483,11.07640162,6.479895483,5.520745364,8.78938784,9.751904322,8.391776024,6.573196985,8.714478327,10.71990666,6.84616120133,10.834701835,8.654195741,11.36417449,9.579754867,9.9425822725,9.659501442,12.42339047,11.18055585,11.02111204,11.33541843,5.975453214,7.098982487,8.961436038,10.71490255,10.10831572,10.51975691,10.3406692055,5.455829609,10.59585913,8.226413547,11.09785784,10.35421112,7.303212255,10.18512356,5.265109838,7.705565218,7.53936133,6.626526383,11.14770754,5.884604788,10.02000108,7.054603226,10.09936791,8.33785800367,10.350985893,10.9364970335,8.573761846,10.63068602,7.431291005,10.88698849,11.19977372,8.793457915,10.87818911,10.23748518,6.930592839,9.038034948,8.57418226267,7.88850129767,10.22471354,9.339995336,8.2150115435,7.901456932,7.330917413,7.847019682,10.09936791,5.60097907267,8.5971275445,9.660094472,Control
10.15470456,10.28488803,6.375129507,9.6269068455,11.99166543,8.1950312805,8.755431019,10.24019539,8.102910264,10.94214079,7.909294774,9.760949066,8.757432619,10.2074034015,8.71152100125,6.17643489533,10.61564829,10.03037096,8.446185008,11.12137181,10.89238744,11.32848436,7.1126508515,5.082799703,8.620110863,9.751444107,8.726991346,7.327824597,8.472326439,10.92822987,6.846979965,11.46096842,9.104528772,11.48468963,9.777995431,9.5458512545,9.969027107,12.19349773,11.62550351,11.34089896,11.31701417,6.260971855,6.517673816,8.771812245,11.14957584,10.40557791,10.97507253,11.02304684,6.048874401,11.09993968,8.725588759,11.08076443,11.14107911,8.2507507325,9.845200356,6.522546714,7.581748786,7.940330264,6.85104186,10.8507848,6.153507065,9.368168734,6.561836431,10.068557,7.93997874133,10.3065809345,10.318720793,8.368507689,10.65349026,7.772382418,11.39833769,11.04774441,8.608754849,10.81621191,10.45696041,7.685311433,9.048433146,8.92060182067,7.356748726,10.26119615,9.206233641,8.2231503775,8.77081346,7.209285101,7.605598727,10.39839664,6.13996439133,8.651042911,9.775001605,BRCA
9.154553037,10.52792683,6.488023506,9.087620074,11.83281498,7.0389208815,8.379801934,10.10676612,7.503244585,10.5220521,8.020912072,9.226822258,8.968033945,9.5666536195,8.611721355,6.51099236,10.38034502,10.04541878,8.132128405,11.20148395,10.67333141,10.59878323,7.07342704,5.287630431,8.305344864,10.12301596,8.9027815345,6.996504912,8.368136601,10.43232295,6.389484251,11.153986715,8.7062533825,12.0199261,8.832954179,9.4451757265,9.532570767,12.31595909,11.31223081,11.14633337,11.64258438,6.154418781,6.645878602,9.146391192,10.73828676,9.923803275,9.562147541,10.41180642,6.021041727,10.93590557,8.733287497,10.88991099,11.61281105,8.961559041,9.518988037,6.22371757,7.564418422,7.952250149,6.237159834,11.22892405,5.416004724,8.918297617,7.3391111975,9.813452991,7.448378636,10.0572264215,10.3885563575,8.208735647,10.50407936,7.845993534,10.84633682,10.64603237,8.919117419,10.59585913,10.56852647,7.582877963,8.699295794,7.88713234333,7.65162541167,10.51229137,9.584498023,8.1149854775,9.602588049,7.13411305333,7.505618187,10.25455658,6.20494726733,9.284031921,8.632641862,BRCA
