@relation thedata

@attribute 10130 real
@attribute 1649 real
@attribute 1965 real
@attribute 2081 real
@attribute 22926 real
@attribute 27230 real
@attribute 3309 real
@attribute 4189 real
@attribute 467 real
@attribute 468 real
@attribute 4800 real
@attribute 51360 real
@attribute 51726 real
@attribute 5611 real
@attribute 7494 real
@attribute 8720 real
@attribute 9451 real
@attribute 9695 real
@attribute 9709 real
@attribute DependentVariable {BRCA,Control}

@data
9.787507202,8.792628551,9.04464761,7.4700325605,10.30423184,9.31409667,10.24263856,10.45834538,8.519354394,10.153974076,7.0217369475,7.069103653,11.31824638,6.838892299,13.448087525,10.294655402,7.067383603,7.95536094,11.90625806,Control
9.230279356,9.578250555,9.062600116,7.345177712,10.41378687,8.615731813,10.68983665,10.62860528,8.16018857967,9.57262420067,6.971421907,6.549750501,11.50667219,6.86647878,13.671749085,10.1467761475,6.909956444,7.338605197,11.01953519,BRCA
9.869983621,8.778833709,8.757715954,7.2167941,10.43762494,9.228506749,10.84558436,10.18974462,8.46789872067,9.80783744233,6.7927225475,6.480512034,11.49924312,6.63423431,13.836512475,10.7689124215,6.687134631,6.880260407,11.74718312,BRCA
8.713559323,9.124600272,9.881236778,7.334936986,10.18974462,8.01924478,10.91800436,10.33515616,7.013878081,9.12714489533,6.1798394185,6.065341406,11.72083647,6.273148105,13.67678811,9.7855895,6.551443438,6.96336177,9.900267015,Control
9.881695635,9.442057669,9.021133451,7.498148666,10.79813582,9.812386363,10.57466711,10.4944859,7.24682804833,9.608528428,6.5463967475,6.464795367,11.31587145,6.843202272,13.30464088,10.1827285915,7.300126299,8.095662229,11.27917853,BRCA
10.08234238,8.879798508,9.234303192,7.793673412,10.46360129,9.968379206,10.9484368,9.928659427,8.07855435967,10.5461605397,7.218232192,7.199086131,11.88529801,6.919760544,14.38337722,10.986290123,7.289468224,8.609743075,11.58596741,BRCA
8.330806123,8.400240246,10.27966894,7.344295108,10.69680263,7.197071986,11.46239505,10.39950254,6.57166316167,8.68348982967,5.9733615015,5.79064906,11.37070935,7.5011826,13.33945072,8.3813583265,5.765011707,6.714524154,9.789687395,BRCA
10.04271995,9.856531013,8.729128822,7.5030418035,10.46823993,9.30874921,10.37973064,10.55192478,7.91870763233,10.3256012193,7.170345094,6.613204258,11.67671314,6.026363672,14.02458781,10.579756474,6.96728715,8.299953361,12.345100415,Control
10.09533805,9.174452064,8.943233566,7.147648479,10.51584792,10.3311496,10.57829275,10.30263925,7.87329184767,10.227199369,6.6981597815,6.518736253,11.47029296,5.961629839,13.888844135,10.6737484035,7.100087051,8.386381079,11.883243805,BRCA
9.468797688,9.727801838,9.041249229,6.679424706,10.60435889,9.619688628,10.76460648,9.847089115,6.683059571,9.523841594,6.681295219,5.959544861,11.27567948,6.942488481,14.07231996,10.609241944,6.534579623,8.095886355,11.051717735,BRCA
9.992241287,10.33946621,8.700908799,7.463299098,9.821790372,9.323291882,10.55803347,9.79243288,8.23788086,10.0119242083,6.9137551535,5.973388132,11.48554018,6.276501899,13.075939965,10.619811364,6.640538236,7.952451696,11.34944839,BRCA
9.779251973,9.000388183,8.798262085,7.4829284445,10.35594598,10.08304749,10.81946085,10.55310634,7.635731765,10.1390444913,6.8927613895,6.76964324,11.67233485,6.7151422,13.770088675,10.3350944335,7.138018634,8.667644801,12.50134667,Control
9.905883786,8.687621616,8.735937695,7.595934146,10.38589505,9.63571863,10.6537276,10.49020937,8.446690596,10.0956083517,6.8108005215,7.045817327,11.71243039,6.749739143,13.26715357,10.430188576,6.579923533,8.058737407,11.749633165,Control
10.46181223,9.4642502,7.356850554,7.098701627,10.52777537,9.482556459,10.5046306,9.69033901,7.83778867167,9.26197813267,7.0971736265,6.800256447,11.43790563,6.303603253,14.44160157,11.003723854,5.932280461,8.855757038,11.93395368,BRCA
10.68061031,8.739789996,8.580617665,6.93315708,10.34983164,10.10193009,10.86754538,10.30553771,6.81933026633,8.49149394467,7.050494961,7.003211842,11.31049934,7.318228986,14.37559347,11.0575678005,6.26697916,9.061783706,12.094885645,BRCA
9.977409132,9.836003445,7.698359359,7.3573912935,10.29711147,9.680166591,10.02737426,10.20200782,8.121171383,8.98498628567,7.2313024135,6.446591737,10.91120492,6.829726302,14.0535701,10.4156850965,5.856494782,8.391319992,11.866506705,BRCA
10.40712464,9.959060514,7.382107644,7.512256486,10.45584633,9.83034927,10.7354251,10.03551433,8.18499000033,9.07986003567,7.203983527,6.641730707,11.19255807,6.531268867,14.497203905,10.9463146845,6.0290173,9.0669241,11.977481075,BRCA
10.48746854,9.708429162,7.86996565,7.409586555,10.60821349,9.709739135,10.96317807,10.53162541,6.854141589,8.95132230367,6.804371932,6.667115534,11.38023121,6.471354636,14.263134545,10.5439642575,6.300403471,8.778718744,11.99642328,BRCA
10.93533103,9.431613101,7.437629589,7.237681147,10.85521521,9.847234001,10.549732,10.36960311,6.94761465433,9.24075260667,7.044461241,6.749739143,11.05745385,6.91701733,14.097245615,11.001257587,6.170932156,8.792335721,12.30812348,BRCA
9.948696154,10.28587065,8.730980488,6.0593970625,10.72951477,8.622089465,11.06573943,10.18954079,7.737193704,9.07764866567,7.1760956985,7.46131803,11.63107485,5.334149236,12.46853796,10.290895068,5.577739426,9.004881345,11.578331505,BRCA
