@relation thedata

@attribute 107 real
@attribute 108 real
@attribute 109 real
@attribute 111 real
@attribute 112 real
@attribute 113 real
@attribute 114 real
@attribute 115 real
@attribute 1385 real
@attribute 156 real
@attribute 196883 real
@attribute 23236 real
@attribute 2767 real
@attribute 2769 real
@attribute 2776 real
@attribute 3708 real
@attribute 3709 real
@attribute 3710 real
@attribute 5136 real
@attribute 5137 real
@attribute 5153 real
@attribute 5321 real
@attribute 5330 real
@attribute 5331 real
@attribute 5332 real
@attribute 5566 real
@attribute 5567 real
@attribute 5568 real
@attribute 5573 real
@attribute 5575 real
@attribute 5576 real
@attribute 5577 real
@attribute 55811 real
@attribute 801 real
@attribute 805 real
@attribute 808 real
@attribute 814 real
@attribute 9630 real
@attribute DependentVariable {BRCA,Control}

@data
8.2081635635,7.149597572,12.63069834,6.614529956,10.327292123,7.377212971,5.645450388,8.748277668,10.707890538,4.673577309,10.97207892,6.8772890085,12.11539657,8.935666829,9.668318219,10.99802289,9.844635599,11.35799469,7.51070125725,6.400884238,7.91184304,5.689167221,7.476788978,5.876585242,6.9141724395,6.36946717,5.4829326402,5.48205062,9.78527191267,7.409181146,8.786482932,4.767140212,4.917445181,13.11037161,13.59313376,12.33572539,5.12403454,6.639670365,Control
6.3425008425,6.461320332,13.03258307,5.841225451,10.2384186075,7.013074525,5.65593226,8.080472632,11.4528809893,4.771900633,10.9073904,6.8906417385,12.64178371,9.171240063,8.930930318,10.75503384,9.525335383,12.08864757,7.302862322,5.76593995,6.962552276,5.663779561,7.453231788,6.036839159,7.100683958,6.0929297895,5.5428379012,5.804719114,9.789873514,7.391761545,8.66542575,5.442455259,5.091500179,12.75620088,13.5121695,12.47764072,5.020239923,5.605858198,BRCA
7.5711783515,6.767195028,12.19349773,6.323194968,9.769915947,7.338293201,6.0290173,8.026856932,10.8440250817,4.95444207,9.496554786,6.771545835,12.18094263,9.060122471,9.213384421,11.137683,10.74066222,12.01135666,5.959958017,6.385953509,6.804231473,5.682862067,7.462177348,5.98687237,6.8982166245,5.9034588485,5.4641368762,5.527329405,9.801472324,7.677704008,8.815320146,5.112503363,5.515393331,12.13760287,13.47944813,12.54827894,4.850435434,5.95414468,BRCA
7.0913602235,6.763813641,12.23565236,6.331145921,10.3820872935,7.478529234,5.876032641,8.120096744,11.337274206,5.182703468,10.39270411,7.226006717,12.07926902,9.612320761,7.435526765,10.00164081,9.439182162,11.97218475,6.01900601475,5.956702124,6.450638557,5.460424154,7.601141445,6.1476177,7.2768077175,6.323322532,5.1156792046,5.655216748,9.34823014567,6.105076296,8.115695415,5.7109519,5.224205518,12.20536419,13.35270561,12.76004735,4.9603811275,5.391983545,Control
7.084991265,6.854560258,12.7347446,5.680472929,9.671974648,7.297193996,5.824138541,8.28785217,11.0490871027,4.778486368,9.358629843,6.848015995,12.56435203,9.312021348,9.924501194,10.864964,9.689574849,11.58766984,6.74562531875,5.699476154,6.344522837,5.599028548,6.773076963,5.887775801,6.6548276045,6.52394041,5.466218321,6.407145055,7.772929909,7.418993406,9.518791383,5.377654117,6.212477538,12.34682957,13.37889296,12.45248586,4.957250341,6.316965376,BRCA
6.50402659,6.543500233,12.65857307,6.872247394,9.753034207,7.806535324,6.352798794,8.529822044,10.8002004453,4.950248224,10.16002932,6.727722821,12.03287579,9.80023708,10.54993411,11.45443311,9.814991395,12.06588572,7.72772594175,6.304424909,6.787253282,6.376000002,7.658927519,5.94872421,6.9752829565,5.9174340255,5.6759717936,5.625863148,9.84054935,7.890402801,9.231287868,5.316879984,5.294814856,13.11510467,13.71343219,12.66384721,4.630667642,6.506966537,BRCA
6.201503818,6.456482249,13.34505663,5.057462456,9.1297731835,7.967285529,5.779661087,8.167494826,11.1354255073,4.95444207,9.341019005,7.4861886795,12.83993603,9.550891589,7.39744174,9.557684409,7.511675823,12.23463043,6.68615010625,5.961514085,7.029787251,5.333433796,6.111350232,5.48205062,6.945356743,6.330484187,5.5322651396,6.430289978,9.55785931,7.572418149,8.344585666,4.904497645,6.381677589,12.34260121,13.29267684,12.61750082,5.102706884,5.583918611,BRCA
7.6188571805,7.109938036,12.39966386,6.091811548,9.643814388,7.667823176,5.862458365,8.80888466,10.258386433,4.584732512,9.812386363,6.719520862,11.35299256,9.068624547,9.665460782,10.66388964,9.583290187,11.37383049,7.47864321375,6.238171237,7.120344487,5.891304496,6.898937271,6.202570157,6.5861642735,5.9718598575,5.3094441946,5.233822166,7.854087509,7.90344675,8.118825763,5.023045997,6.222848625,12.57155186,13.44200721,12.74796537,4.781675766,6.749873197,Control
8.092918242,6.816347305,12.05932765,6.099511534,9.557649091,7.357466507,5.813403636,8.17986074,10.6759547673,4.931459981,9.898586698,6.995146243,12.07015459,9.270663911,9.303998235,10.78521972,10.67301333,11.74966846,6.33624571475,6.101403861,6.507997257,5.847816088,7.321975714,5.352274105,7.024481502,6.3825279205,5.291675395,5.844493149,9.60954968233,7.548207573,9.026662535,5.398154738,5.287261033,12.3148028,13.70458133,12.4865699,4.710335668,6.020263967,BRCA
7.599297253,7.016310012,11.61491238,6.072647808,10.0619138165,7.247645413,5.659004925,8.633940747,11.1110274023,4.067773563,9.608828239,6.432879816,12.53965448,8.89464433,8.352640608,11.44285036,9.67905828,11.77144213,6.29758044475,5.906897358,6.425178655,5.838328613,7.469827229,5.586623085,7.1430110225,6.3457281585,5.3589494338,5.913135501,9.492243668,7.121070136,8.794173061,5.778347403,5.312893162,12.71572616,13.30755735,12.57561022,4.9414115465,5.69321599,BRCA
