@relation thedata

@attribute 100 real
@attribute 10606 real
@attribute 122622 real
@attribute 132 real
@attribute 158 real
@attribute 159 real
@attribute 1633 real
@attribute 1716 real
@attribute 22978 real
@attribute 2618 real
@attribute 270 real
@attribute 271 real
@attribute 272 real
@attribute 2766 real
@attribute 30833 real
@attribute 3251 real
@attribute 353 real
@attribute 3614 real
@attribute 3615 real
@attribute 471 real
@attribute 4860 real
@attribute 4907 real
@attribute 51292 real
@attribute 5198 real
@attribute 5471 real
@attribute 7498 real
@attribute 84618 real
@attribute 8833 real
@attribute 93034 real
@attribute 9615 real
@attribute DependentVariable {BRCA,Control}

@data
9.086873394,9.020020571,7.00916001233,7.436573073,11.70928645,9.5476228025,7.794851492,9.3864340305,9.906646791,8.06803691033,7.38961225,5.16209216667,5.52985442225,7.538462746,10.91047056,9.8149994075,10.2846063125,7.109460079,12.14433968,11.58929079,9.692598558,8.013882508,8.350100294,8.031881916,8.620110863,6.350767395,5.980374532,10.20626383,4.8950638875,5.599623716,Control
8.635646596,9.08656909833,6.77223276467,7.14692654425,11.59532989,9.6123935465,7.2347296775,9.834607654,10.39822827,7.69135888233,7.595390134,5.66617813767,4.9417720545,7.849500691,11.30718958,9.9325975015,10.41973449,7.00556198633,12.72208073,10.95576997,9.25541878,7.951694331,8.40855910733,8.705564246,8.290227544,7.94301456,5.143343669,10.02877671,5.400356387,5.301232095,BRCA
8.321388251,9.50679227233,6.368644342,7.3406830635,12.23463043,9.7215995865,7.55618079,9.940736117,10.5013399,7.803674043,6.463855889,5.508637273,5.440003636,7.518242268,11.48278541,10.2171466125,11.167651705,7.10735653367,13.45429804,11.59290561,8.66705043,7.020066336,8.753262552,9.018381808,9.23553628,8.714658623,5.770175754,10.84461576,5.4349492835,5.917677146,BRCA
8.618937076,9.70946775067,6.515340765,6.6570584775,12.55220564,8.856270335,6.9443344805,9.8846707345,10.88836296,7.488430529,7.171229662,5.39082822733,5.437023285,7.93180289,11.93949851,9.1659038605,11.02357489,7.18314271567,13.2092074,11.75448264,9.626585664,6.574181472,8.59526600767,8.960350342,9.075560123,7.607850191,5.208879341,10.81469083,6.1029119045,4.754101184,Control
8.133631753,9.278796971,6.829527269,7.3490163655,11.78113439,9.7284822005,7.193690502,9.73574804725,10.48569377,7.66646509333,7.78560143,5.48316866233,5.53521304425,7.667078047,11.28286272,10.166450049,10.962011615,6.978737646,12.86854581,11.27014362,9.338569892,7.625783943,8.78451801467,8.825086879,8.962217233,13.38150649,4.509722249,10.59878323,5.0844784145,5.358792935,BRCA
8.217983287,9.30535278067,7.06778512333,7.1141425905,11.69454954,10.562819107,7.8135609365,9.2469163055,10.09998588,8.20934363967,6.340122152,5.29014491967,5.321740441,8.389159281,10.43684194,10.233049482,9.311417059,6.95766233033,12.97619003,11.31701417,10.89405437,8.440257839,8.23728429667,8.237976077,8.876809389,7.77185443,5.159277237,10.57581366,4.5827648675,5.557510609,BRCA
7.446217194,9.19443575833,6.844981819,6.696314987,11.90579323,8.988691264,6.574167269,10.4373536492,10.86957864,7.24879049533,8.631760133,5.33349002367,5.803419637,7.312545209,11.88149458,8.8978085215,10.36134469,6.984471973,12.0948349,11.60957135,8.950804556,7.484019523,8.38940901367,8.899554147,7.585190017,8.239337323,5.025927152,10.42828194,5.163737181,5.250782787,BRCA
8.743488986,9.14251381767,6.66753475033,7.624434511,12.10010062,9.8667531445,7.6913063075,9.880035393,10.20970043,7.94081413333,8.058155641,5.40203589067,5.542051272,7.578601249,11.5155078,10.110040167,11.04405508,6.63447261633,12.58929307,11.07399778,9.030143702,8.755289134,8.698266317,8.290941698,8.573761846,6.94866253,5.083438106,10.53323265,4.968024817,5.247463545,Control
8.423768416,9.60618490967,6.42085294333,7.56480015325,12.28491381,10.0259546485,7.3854032445,9.81733611825,10.54869216,8.15213927267,7.493537511,5.295659432,5.42342032575,7.589915367,11.41436827,10.40614817,11.38681727,6.91637538633,13.52808598,11.55749974,9.510972362,6.969476102,8.85937791067,9.106668358,9.401680126,6.74994022,5.244897759,10.9042999,5.574872188,4.745656394,BRCA
7.702122675,8.970061217,6.76847749733,7.32034384775,11.66204091,9.249646524,6.812584605,9.8378405575,10.3731319,7.63868673067,7.784080438,5.46293069433,5.619345899,7.748010194,11.4871292,9.544101994,10.779486995,6.97845441,12.49828211,11.61377578,8.525443607,7.206333395,8.74876436,8.622675197,8.551228685,7.084333057,5.029686155,10.13990978,5.333155571,5.203799462,BRCA
9.009465537,8.92917955633,6.76343131833,6.69779971125,11.97142151,8.949406684,6.6485865845,9.5675012985,10.12088945,7.78487978833,8.893893904,5.37424445233,5.74251565475,7.921991334,11.4706641,9.0712946915,11.45032412,6.72127818467,13.22219118,12.02214941,9.449938467,9.209600263,8.87489313333,8.570881384,8.694463343,7.831198166,5.224977213,10.54355899,5.1981917385,5.35386248,BRCA
8.707368731,9.26591043933,6.60655091067,7.33834701725,11.68597092,9.799297095,7.460022291,9.737826998,10.49423086,7.91479169667,8.811375597,5.19987490167,5.6299771185,6.969476102,11.16513329,10.144409093,10.545944245,6.678845043,12.48456748,11.11140976,9.062674312,7.958293333,8.76427032333,8.823813933,8.45863333,7.178966366,4.632010888,10.45584633,5.0404448705,5.142424925,Control
9.122000391,8.959744749,6.835411809,7.5097051345,11.69812525,9.562584696,7.4703099275,9.50229818425,10.26174268,8.13360145267,7.125209709,5.53242019733,5.74537098125,7.507995028,11.12925744,9.770764066,10.5435328,7.370633651,12.46365343,11.21484138,9.089570397,8.28785217,8.49919932367,8.873391145,8.486876366,7.619781863,5.564234295,10.55803347,4.9823300605,5.272407006,Control
8.925948346,9.54491507267,6.85728623633,7.067069924,11.85143099,8.8952900365,7.5152183045,9.92962042025,9.669284207,7.98024780733,7.573270608,5.24837698833,5.447072821,8.970940718,11.40689869,9.790316001,10.556927885,7.45009874433,12.79172868,12.15735176,8.63870843,6.851939905,8.216808988,7.823910338,8.538015376,7.434004992,4.783733416,10.15158143,4.9862913385,5.263796174,BRCA
9.306620611,9.308986594,6.98583618567,7.4892811905,12.30526243,9.137596541,7.932324997,9.5267827935,10.30423184,8.10930807267,8.793791152,5.53642168467,5.526842257,7.617451165,10.8441842,9.621540871,10.203741152,7.274267016,13.53768073,12.37045183,9.105424774,7.720554015,8.34005414067,7.399643492,9.919913997,8.328238603,4.591324374,10.56773774,5.0894740075,4.666494361,BRCA
8.418148959,9.63982533267,6.745670579,7.60419874725,12.17369752,8.7715994965,7.2933835575,10.0202331677,10.01630727,8.00239354267,8.200139826,5.595273903,5.750775321,7.951592348,11.72645885,9.966450434,10.89252935,7.46168210467,13.11366653,12.31303756,8.702935506,7.049034762,8.32145586233,7.525385978,9.221889841,7.646560735,5.262105418,10.36546703,4.7070939405,4.979352307,BRCA
