@relation thedata

@attribute 10672 real
@attribute 107 real
@attribute 128272 real
@attribute 2149 real
@attribute 2185 real
@attribute 22899 real
@attribute 23229 real
@attribute 23236 real
@attribute 23365 real
@attribute 23370 real
@attribute 27237 real
@attribute 2768 real
@attribute 2770 real
@attribute 2776 real
@attribute 2782 real
@attribute 2792 real
@attribute 387 real
@attribute 4660 real
@attribute 50649 real
@attribute 50650 real
@attribute 5290 real
@attribute 5294 real
@attribute 5295 real
@attribute 5578 real
@attribute 5579 real
@attribute 6093 real
@attribute 6885 real
@attribute 7984 real
@attribute 8874 real
@attribute 9002 real
@attribute 9138 real
@attribute 9181 real
@attribute 9459 real
@attribute 9639 real
@attribute 9826 real
@attribute 9828 real
@attribute DependentVariable {BRCA,Control}

@data
8.4534541335,8.2081635635,8.606369237,11.7906038575,6.25614507167,6.974876651,7.42286607,6.8772890085,8.942471345,10.94302045,5.922204539,8.214096299,7.1915641815,9.668318219,13.02719506,5.028139516,12.37603319,7.3213517445,6.3517901525,11.35888208,6.685313404,6.299304767,7.0703331436,8.688181342,6.21136540967,8.331209336,9.487800372,7.0197435475,7.11874968225,6.5856284605,6.62915280967,11.83642135,12.79680929,10.89447128,7.02290830967,9.676706901,Control
8.420983873,6.3425008425,9.149455709,11.750443977,6.39478587333,7.013074525,7.466547848,6.8906417385,8.967342365,10.980761,6.234966481,7.532532906,6.0573658185,8.930930318,13.00956452,5.682862067,12.57624761,8.550400766,6.1249982985,11.66148208,7.098719371,7.09127967,7.6111323212,9.433471275,6.479820979,8.399610251,9.4310771815,7.360409146,6.81468351325,5.996252561,7.065017645,11.86434298,11.91536041,10.89019608,7.21726232233,9.387667941,BRCA
8.355686187,7.5711783515,10.26278816,11.386995669,6.332382502,6.954781196,7.473768904,6.771545835,8.842775487,11.31587145,6.681523496,7.5482059275,5.457103785,9.213384421,12.9979954,4.963487128,12.07257321,7.1923046205,6.0455148775,11.67556248,6.212526175,6.323194968,7.448654099,8.48506563,5.889051372,7.854652002,8.9013859115,7.6149854675,6.9184467285,5.7067820295,6.82586201267,11.64258438,12.27822446,10.74066222,7.14763954633,9.154932713,BRCA
8.470632059,7.0913602235,10.49549809,10.928805556,6.660246028,7.006413395,6.492979261,7.226006717,9.400581223,11.08987103,7.902979691,7.534292972,5.725019338,7.435526765,13.11510467,5.29683478,12.17972416,7.739516337,6.641050264,12.06924173,5.584068992,6.299945779,7.6522265588,9.211511834,6.312672729,7.179165475,8.417672848,7.091127183,6.8753532685,6.1589432285,7.033690337,12.14617574,12.44726543,10.84257057,8.05055294367,9.296423637,Control
9.0143276255,7.084991265,9.709023968,11.7514471335,6.22310588433,5.784249584,7.306383297,6.848015995,8.361144506,10.6623838,6.309981606,7.521638948,6.8901006515,9.924501194,12.87743566,5.536217098,12.74633592,7.6832427075,6.1770987645,11.21556957,7.405441727,7.300126299,7.950268865,8.977409535,7.50900425433,7.894031227,9.2133861525,7.353366134,7.042316968,6.014131866,6.81636221267,11.49963678,11.8295207,9.986276218,7.28998991667,8.542839504,BRCA
9.5554462935,6.50402659,9.767150378,12.191046306,6.30853884,6.44303107,7.699678504,6.727722821,8.091899625,11.12068843,6.245415441,8.378260395,6.5536864175,10.54993411,12.98372673,5.717272857,13.08540943,8.156859977,6.1064243495,11.63008747,7.460253403,6.725540512,7.4183463498,8.467749328,6.98490046733,9.001704532,9.9163703245,8.0065401475,7.04212019375,5.793522485,6.943744339,11.42649031,12.2142175,11.05985498,7.03831259267,8.851312673,BRCA
8.505339801,6.201503818,9.682880991,12.426379765,6.20690718667,6.324635677,6.62585904,7.4861886795,10.10617723,11.0724812,7.569269157,7.2729672355,5.366277458,7.39744174,12.64120964,5.442621133,12.27941189,8.917446952,6.621286377,12.32769025,6.662423158,7.476910459,8.3350079456,9.024558716,6.81582852467,8.073955593,8.575344218,7.398166653,7.086501719,6.911174781,6.66013393767,11.9128857,11.65213254,10.90400629,8.002113911,9.186362588,BRCA
8.291126504,7.6188571805,9.185817698,12.080271783,6.16225577733,6.010338577,7.187206373,6.719520862,8.742748263,10.97310559,6.26697916,7.7170366325,6.2928801065,9.665460782,12.98945487,5.865554662,11.89259415,7.4539681055,6.290448296,11.59376472,6.020263967,6.726903149,7.757716558,8.419813926,6.87117032933,7.856831861,8.9471097785,7.3275873295,6.878128638,7.038632647,6.94678504233,11.46940666,12.04345466,10.73923235,6.58638857667,9.32491247,Control
8.848894832,8.092918242,9.801595657,11.6814712815,6.34899972867,6.189039385,7.416293235,6.995146243,8.532863482,10.84509426,6.442284701,7.3061893255,6.2675959045,9.303998235,12.96993872,5.659076304,12.60350703,7.2074709075,6.4100339915,10.98367433,7.205282841,6.426437217,7.6719006758,8.419971893,6.13414385767,7.307431087,9.204869818,7.764117206,6.68912259525,6.035268306,6.84858083833,11.42258795,11.90965135,10.34961328,6.90880436167,9.13113101,BRCA
8.389578647,7.599297253,9.657506535,11.2871386965,6.460940443,6.82419862,7.626842693,6.432879816,9.242210154,11.15442592,6.803650446,7.907067338,6.489380715,8.352640608,13.02126635,4.958159726,12.28213433,7.892070953,6.284706067,11.56729791,7.606018576,6.76752611,7.3060563712,8.01888328,6.39658479233,7.897680799,8.9430429875,7.0243493185,6.83729661375,5.208642,6.83702017467,11.94269603,12.55918115,10.22147267,7.28371304933,9.296423637,BRCA
