@relation thedata

@attribute 10672 real
@attribute 107 real
@attribute 128272 real
@attribute 2149 real
@attribute 2185 real
@attribute 22899 real
@attribute 23229 real
@attribute 23236 real
@attribute 23365 real
@attribute 23370 real
@attribute 27237 real
@attribute 2768 real
@attribute 2770 real
@attribute 2776 real
@attribute 2782 real
@attribute 2792 real
@attribute 387 real
@attribute 4660 real
@attribute 50649 real
@attribute 50650 real
@attribute 5290 real
@attribute 5294 real
@attribute 5295 real
@attribute 5578 real
@attribute 5579 real
@attribute 6093 real
@attribute 6885 real
@attribute 7984 real
@attribute 8874 real
@attribute 9002 real
@attribute 9138 real
@attribute 9181 real
@attribute 9459 real
@attribute 9639 real
@attribute 9826 real
@attribute 9828 real
@attribute DependentVariable {BRCA,Control}

@data
8.5717472095,6.45574924,9.376006585,11.75733557,6.64403477267,6.955013775,7.333381522,6.4844860445,8.584390499,11.06412655,6.189879523,7.853596491,6.097670028,6.808774778,13.00161496,5.704879743,12.64120964,6.2150863915,6.86795903,11.11336307,6.657000843,6.847562044,6.9076540764,8.202296649,6.39932068633,6.841316277,8.596587527,7.127628679,6.9155758595,6.804593667,7.55477452833,11.58990637,11.72288448,10.65863127,7.160270403,9.125000832,BRCA
8.5570198115,6.928720816,8.820131982,11.9564860075,6.47380877667,6.418869319,7.344808806,6.6696596965,8.717266109,11.07640162,6.582936515,7.824689506,6.6687748565,9.546605663,13.04989878,5.291135005,12.30040269,6.7934792275,5.8507392895,11.61752958,6.822223857,6.739109305,7.509195938,8.474558864,6.68769140167,8.010333857,9.0816140535,6.7795826835,7.0280872375,6.1096319405,6.964729076,11.28124924,12.22228482,10.58354379,6.75902851233,9.116857992,Control
8.1488016765,6.6365159435,9.437815065,11.749596883,6.29282598867,6.920088188,7.394079193,6.8308282135,8.680993366,10.88698849,7.010810952,8.27787209,7.184102984,9.998851701,13.26893746,5.465820435,12.38074251,7.4553755765,6.6186871925,11.32023378,6.672535396,6.521369295,7.3656981534,8.584390499,6.24070564267,8.228615647,9.1999885685,7.4812417145,6.82722657275,6.1136713175,7.07433236567,11.87062298,12.61931219,10.8409276,6.97687083067,9.682240186,Control
6.9824309615,7.5681815995,10.35054176,10.9551055265,6.61150973733,7.147411327,7.593057023,6.0566410755,9.101726968,11.01404508,7.290182754,7.975217304,5.4787995935,9.061277435,13.29995283,5.973617732,11.64892389,6.522482528,6.2814389675,11.06473959,4.904979261,5.09930704,7.1534205814,7.646632733,6.35314852433,6.165666403,8.733092931,8.118436281,7.17812552075,6.0368405125,7.727279445,11.77387079,11.94088626,10.94530503,6.85179277033,9.972804328,BRCA
7.555290803,8.248473233,10.03037096,12.47184107,6.25544650767,7.28181675,7.878512509,6.1713175965,9.303010758,11.31639767,7.663239867,7.759504455,6.159811817,9.803614982,13.17700839,6.049636893,11.744773,6.606060128,6.7615365545,11.4521693,5.472171943,6.107798352,7.0222287176,7.883225397,6.73899581333,6.754958049,9.2660120735,7.4607373415,6.97920365725,6.445534396,7.183012295,12.47196608,12.3148028,11.46296756,6.49978576033,9.798905567,BRCA
7.1053956975,7.7603213985,9.928970257,11.106139519,6.46065986433,6.594328803,7.298523434,6.211869299,8.874183054,11.19124141,6.744602197,7.6567115775,5.6032236615,8.90929393,13.33363132,5.732683853,11.37964115,6.7413607975,6.5869313135,11.31639767,4.944168843,6.07692847,6.9209080238,8.420129842,6.39469361333,6.390947607,8.692934023,8.5665438105,6.84138416125,5.9744242255,6.95788567333,12.01384441,12.08741818,10.63612184,6.75918551067,10.11282428,BRCA
6.970794802,8.9607456695,10.29747263,10.837073227,6.65640928767,6.902016657,7.488003031,5.8868527975,9.192268846,11.05798176,7.265898928,7.5260455805,5.6081323905,8.5896522,13.36856584,5.542111953,11.16916418,6.7795959815,6.080841847,11.44639338,5.538546893,5.439300032,6.8965544166,7.621284726,6.135427533,5.819036642,8.4734774435,7.645996026,7.13296659575,6.085969302,7.42533658167,11.87223249,12.09712198,10.4760984,7.00616258367,9.925777364,BRCA
7.221473383,8.247227253,10.37529501,11.4335031145,6.47103919267,6.928669743,7.542337622,6.0972822555,9.086614694,10.95307261,7.309387959,7.962070869,5.800661023,8.886520521,13.36355512,5.655216748,11.66819594,6.7639472735,6.159652135,11.42384353,5.070616072,6.101508918,6.895239566,7.779918143,6.82794277033,6.462793134,8.580432115,7.717619644,6.99163943775,6.109719723,7.05176361233,12.07225833,12.0234322,10.37781545,6.901094345,9.663033731,BRCA
7.2319628505,9.5775018565,9.828097252,10.9875720195,6.605324117,6.953268513,7.457526834,6.0356141115,8.822746975,11.28033307,7.206333395,7.680914872,5.52926424,8.45292188,13.29267684,6.118635505,11.52630619,6.5624381805,6.6047649325,11.04491678,5.353156751,5.379907907,7.0040046146,7.098719371,6.69079792733,6.132068463,8.5357374825,7.8098681835,7.13941373125,5.8103717685,7.59954643233,11.68740205,11.6799266,10.26978741,6.869329802,9.768664506,BRCA
6.895077292,6.364286878,10.85219028,9.600415897,6.21975276833,6.709397913,8.054171682,5.0579964415,7.591767528,11.05137569,8.493075988,6.163731976,5.47662364,9.284894137,13.38150649,5.537615426,9.38829779,6.25801717,5.5186800855,8.608754849,5.027033758,5.039808741,7.4112322548,7.791197286,6.127634878,5.833276737,7.348718546,7.284669954,7.06399239075,5.3804824545,6.66947468633,12.93245566,12.42398457,9.676230874,7.01191404267,10.44063591,BRCA
