@relation thedata

@attribute 10053 real
@attribute 10113 real
@attribute 10427 real
@attribute 10484 real
@attribute 10618 real
@attribute 10717 real
@attribute 10802 real
@attribute 11316 real
@attribute 1174 real
@attribute 1176 real
@attribute 1211 real
@attribute 1213 real
@attribute 130340 real
@attribute 1314 real
@attribute 1315 real
@attribute 1362 real
@attribute 1522 real
@attribute 152503 real
@attribute 162 real
@attribute 164 real
@attribute 1777 real
@attribute 1785 real
@attribute 22818 real
@attribute 22820 real
@attribute 22872 real
@attribute 23431 real
@attribute 23557 real
@attribute 2495 real
@attribute 2512 real
@attribute 2580 real
@attribute 25977 real
@attribute 26258 real
@attribute 2647 real
@attribute 27131 real
@attribute 2799 real
@attribute 286451 real
@attribute 3312 real
@attribute 3482 real
@attribute 372 real
@attribute 375 real
@attribute 388552 real
@attribute 4074 real
@attribute 408 real
@attribute 4952 real
@attribute 51128 real
@attribute 51429 real
@attribute 5286 real
@attribute 54885 real
@attribute 55330 real
@attribute 55738 real
@attribute 5878 real
@attribute 6272 real
@attribute 6456 real
@attribute 6643 real
@attribute 6810 real
@attribute 6844 real
@attribute 6845 real
@attribute 7037 real
@attribute 7163 real
@attribute 7164 real
@attribute 81567 real
@attribute 8301 real
@attribute 84062 real
@attribute 8546 real
@attribute 8673 real
@attribute 8729 real
@attribute 8773 real
@attribute 8775 real
@attribute 8905 real
@attribute 8907 real
@attribute 9026 real
@attribute 9276 real
@attribute 9632 real
@attribute 9685 real
@attribute 9698 real
@attribute 9829 real
@attribute 9871 real
@attribute DependentVariable {BRCA,Control}

@data
6.388969257,8.198618308,7.059249355,6.5788644975,11.03657221,10.17875856,6.205212267,10.657621645,9.30100447133,10.412142195,9.38372377367,6.414182583,4.949548063,12.13981521,11.07740677,11.05105615,11.75935364,11.47029296,8.592222961,9.8003749615,11.08036472,8.5364472205,11.2607492,10.91699926,9.97231824033,8.732287115,6.72451769,11.18913904,14.87845029,6.4835135808,10.61845,10.516837945,9.407703867,8.9584744345,13.8269571,11.95919971,13.00739367,11.71614222,11.68597092,9.435961159,5.313256056,10.5183387,9.851239619,9.292087988,8.019125198,5.224784328,8.178255417,5.848756106,9.378376757,8.177703181,10.3794363535,11.53262879,5.899182429,11.30449979,10.35684839,10.05577764,10.55403266,11.69988051,7.028415209,9.164338106,8.0608451716,8.9290295525,7.145538914,11.23824666,12.26795863,9.254793094,7.854654485,7.434463778,10.928763925,11.19411678,7.363751588,11.29880451,9.445372667,11.2910039,12.471766115,5.0427179075,6.723494141,Control
6.59182572,8.804373971,7.04062754283,5.9852914775,10.76306733,10.73217615,6.274080497,10.541049315,8.733876752,9.324505732,9.53175688367,6.386384717,4.845755052,12.16828986,10.87563823,10.56458326,10.593284,10.65394475,9.2814931165,10.226900679,10.83920007,9.195826915,11.31896656,10.88402951,9.812412811,8.34613819,6.720419132,11.62333067,14.61752065,6.7845918982,10.52692981,10.697482463,9.991727722,8.1352180185,13.24583793,12.1476375,12.993883495,11.80411298,11.42649031,9.02931504067,5.558429323,10.6857083,9.618220979,9.2225408525,7.67650563433,5.166927545,7.91055448,5.79709584375,9.386358915,9.043300581,9.9650670645,10.99825389,6.168126147,11.27014362,10.7254091,10.58383522,10.09301842,11.11536902,7.103480496,9.861506146,7.8368116948,8.193619451,7.24627408333,11.28307404,12.94623653,9.499970984,7.410702718,7.499549197,10.61215264,10.74445149,8.06317845333,11.11355354,9.539134438,11.17659722,12.57342878,5.769536799,6.675361225,BRCA
6.497696684,8.516892845,7.09499237717,5.8403426045,10.81670392,10.41961292,5.834857349,10.96654944,9.78889699433,9.4887273615,9.71986458233,6.314475052,4.565547983,12.30980751,11.16975297,10.7254091,11.10487081,9.912478141,9.089230266,10.179820315,10.8933738,8.9856132425,11.74803988,10.8590069,9.651102686,8.289259417,6.436091549,11.53930922,14.450475135,6.7508280572,10.52153201,10.491093808,10.15718937,8.7626220055,13.03029388,11.7987959,13.12928165,11.81615379,11.74533621,8.92200073633,5.535750687,10.70325065,9.7593120705,9.354770974,7.717854219,4.713300367,7.379120836,5.54174414725,9.811222598,8.5336614035,10.1124076005,10.63274105,5.956992456,10.8875331,10.43822556,10.30762238,10.19721704,10.5824857,7.88721726267,9.79251898933,7.7754893768,8.401285023,7.04282256133,11.35799469,13.2433667,9.393380334,7.665126013,7.084997347,9.8452116845,10.24052337,7.77996028633,11.32233677,9.190946915,10.96223109,12.863210695,5.4216702075,6.758360231,BRCA
7.270204498,9.126898749,6.76308608083,6.33474331,10.74160205,10.65680049,5.332538997,10.633873625,8.61758522733,7.849010927,9.798891922,6.015142517,4.851263383,12.32274087,10.94250372,10.69235639,11.01557728,9.996191392,9.5572930835,9.084737844,10.94111386,9.120304698,11.17614527,10.47933595,9.82426478133,8.237641539,6.697492797,11.53607976,14.14542511,7.014254572,10.42864835,10.256485876,10.98982397,7.9460849395,13.20549015,11.72288448,12.94444888,12.16093036,11.09442761,9.036098299,4.502624818,10.12513612,9.832294359,9.140894251,7.747769209,5.254944744,5.568952692,5.467255151,9.356689167,9.1271838005,9.464560522,10.7627975,6.183293584,11.03013967,10.86526952,10.51475871,9.926592927,11.14654022,7.66494069133,9.64091360133,6.8990220706,7.9607960825,6.74797851233,11.59799678,13.57316849,9.532073946,6.970589726,7.723082599,9.9373209245,10.86373739,7.69290602517,10.92031584,9.5279010825,10.64717983,12.59555757,5.792439414,6.621982704,Control
6.539008037,8.809238474,6.88498888217,6.2825676925,11.03103278,9.900399337,7.00660975,11.206260475,9.68873284933,9.6579811175,9.756818775,6.41397111,4.961867826,12.28023003,10.89425716,10.64076035,11.10122084,10.46800313,9.0996435285,10.30333782,10.64114433,8.683910162,11.67143283,11.33349936,10.1142423203,8.412867378,6.64652676,12.13627672,14.71613912,6.6099670112,10.23786157,10.81479083,10.85195222,8.7143789325,12.8619748,12.19541382,13.346918195,11.66377168,11.93616504,9.30135474967,5.104767778,10.96296126,9.575311034,9.1723230225,8.31538202333,5.429625378,8.107637037,5.77402985975,9.318577337,8.361477899,10.401246762,11.04525817,5.577890454,10.99848485,10.37805668,10.6829685,10.23494347,11.27981094,7.135634247,10.3478470763,8.418363274,8.3296660775,7.08864278333,11.46435444,12.9597684,9.356529619,8.2608094875,7.092072953,10.08567151,10.11530417,7.90822062617,11.06028744,9.350290972,11.27344029,12.740760705,5.289119573,7.538811912,BRCA
6.69797923,8.351735565,7.27119773,7.035992134,10.79666855,10.47788501,7.008739888,10.59742198,8.76846916333,9.667815823,9.413046261,7.03100122,4.963718308,12.20235811,11.20569569,11.12236553,11.48188533,10.83500053,9.013759983,10.508658115,10.05335613,8.5819029505,11.55749974,10.58774028,10.252251021,7.959250151,6.847624679,11.38730129,14.928466305,6.7165114516,10.69932543,10.856859545,9.108629731,8.9791513785,13.78998546,11.69988051,14.0346627,11.95519228,12.09022832,9.44563937567,5.14017664,11.35725248,9.761911373,9.53489369,7.84336096967,5.643936437,8.49584616,6.01982782975,9.102619505,8.6807595895,10.3987765675,11.13812156,5.413806667,11.72826504,10.33342405,9.907754874,10.97151861,12.6473067,7.55590026,9.75682195567,8.6855046804,9.64687951,7.19149026533,11.52942337,11.94707994,8.343586732,8.5564312715,6.380595804,10.554185905,10.63888864,7.791218592,11.54512148,9.2698364205,11.16548507,12.51788146,5.2501297105,7.479540047,BRCA
6.361071425,7.694795113,6.82521326317,6.72682131,10.55829421,10.30286483,5.677022787,10.130317888,8.418201138,8.4828341005,9.730725188,5.952340119,5.072332275,12.49990449,10.48141377,10.60376104,10.7975726,9.880004788,8.6343563875,9.6073954125,10.71141341,9.112055634,10.66068255,10.57985358,11.0296494733,7.328093974,6.717817344,11.32669367,14.13206333,7.2001850258,10.13904003,10.6754290615,10.83660293,8.052961528,12.74633592,11.82101269,12.701373425,12.47123454,10.024773,8.593332009,5.328236218,10.64717983,9.6377944955,8.331241242,7.85281846467,5.205168882,5.38008113,5.26116792725,8.92274875,8.810813116,9.318331587,9.742389917,5.259377247,10.727993,11.26574119,9.785085055,9.823694088,10.65082538,7.787352253,8.815077408,7.4557653406,7.447183646,6.42994720633,11.18792748,13.07564465,9.321195924,7.923708555,7.103579269,10.266256292,11.25022455,7.437856777,11.06871466,9.4809589825,10.18228296,12.56411415,5.5062913435,7.056478197,BRCA
6.08693831,8.076990747,7.0061473535,7.13026666,11.14837189,9.997137528,5.943283297,11.098591845,9.77823477233,10.757603225,9.89617905533,6.394296014,4.783733416,12.12504541,11.12236553,10.7357001,11.76992885,10.6860017,8.5778568495,9.845217114,11.19124141,8.241658674,11.55255397,10.50240945,9.804907714,8.612113902,6.664060114,11.25593456,14.83470255,6.57200037,10.60390937,10.452323585,10.45090222,9.2314112885,13.22427159,11.81023031,12.980359775,11.80861644,11.66377168,9.138314752,5.018602184,10.95483991,9.620566341,9.379068303,8.02591584067,4.983234478,7.509302192,5.6504272495,9.563177738,7.827331406,10.633209425,10.7162281,5.502721434,11.13587136,10.43324145,10.28801852,10.60154822,10.80014785,6.96591223533,9.493409884,8.5111991308,8.4306923695,7.07136443733,11.26252082,13.17297049,8.70989467,8.395175267,7.114786375,10.932619925,10.76123148,7.95353282083,11.40394419,9.0059690685,11.51112271,12.53175044,5.5793787675,7.709068515,Control
6.640032041,8.201561731,6.99437200517,6.187178385,10.77384001,10.29060673,6.402846327,11.16038515,10.213135914,9.7453605085,10.0363647903,6.61574411,4.435721265,12.16189092,11.13812156,10.83920007,11.57959421,9.999936995,9.076509823,10.3013856,10.69485433,8.4047203115,11.72725479,11.11317258,9.88928584767,8.197119763,6.616552979,11.91235432,14.47509816,6.7074616156,10.54158093,10.582567075,10.47070999,9.1022875885,12.94623653,11.87114877,13.484557835,11.50810934,11.8471671,9.39829013367,5.319049979,10.57425791,9.651217869,9.3056963645,8.18419788033,5.244897759,7.410580934,5.87277019125,9.62411055,8.6141219015,10.2274045235,10.42274839,6.041117697,11.137683,10.41191374,10.82820416,10.39442548,11.32122928,7.31718563167,10.5367674767,7.968945044,8.791773534,7.18834874433,11.29330224,12.91499054,9.206233641,7.976401326,7.352685983,9.8712755735,10.31926034,7.61784008617,11.15310882,9.3225024095,10.96573399,12.67762713,5.276403948,7.231199876,BRCA
6.95239509,8.995895112,6.95852453,5.8698523325,10.81429428,10.26387982,5.770968585,10.69498762,9.401956753,9.071900331,9.884582852,6.052030675,4.476070854,12.08449626,10.50876069,10.69998038,11.34028702,10.56803712,8.909532721,10.10400826,10.99562604,8.9795770955,11.49993694,11.09442761,9.91723172967,7.920146076,6.638005485,11.43412272,14.835532695,6.7818755144,10.36118197,10.5733204815,10.66888523,7.9687705665,13.58717103,12.09243847,12.892541355,11.68668229,11.48747845,8.762425327,5.488652576,10.69048718,10.120159067,9.329541657,7.84272787833,5.831251023,7.434463778,5.58176235325,9.275729428,9.0113517305,10.0828817995,11.42512686,5.696975347,10.74199802,10.73727294,10.65531183,9.612141036,10.48897012,7.591134326,8.987746952,7.4509333574,8.004348399,7.54304307433,11.23315994,13.45429804,9.616108215,7.672863814,7.359664193,9.9908152835,10.6279946,7.69309572667,10.8955187,9.2315323815,10.48322153,12.561644165,5.015015778,6.035025182,BRCA
