@relation thedata

@attribute 107 real
@attribute 109 real
@attribute 114 real
@attribute 1385 real
@attribute 1742 real
@attribute 27330 real
@attribute 2902 real
@attribute 2903 real
@attribute 2904 real
@attribute 2905 real
@attribute 2906 real
@attribute 3265 real
@attribute 4747 real
@attribute 5170 real
@attribute 5567 real
@attribute 5594 real
@attribute 5894 real
@attribute 5923 real
@attribute 5924 real
@attribute 6195 real
@attribute 6196 real
@attribute 6197 real
@attribute 801 real
@attribute 805 real
@attribute 808 real
@attribute 814 real
@attribute 815 real
@attribute 816 real
@attribute 817 real
@attribute 818 real
@attribute 84254 real
@attribute 88 real
@attribute DependentVariable {BRCA,Control}

@data
8.2081635635,12.63069834,5.645450388,10.707890538,8.85288926,7.366412106,6.288309337,5.73309076,5.765475903,5.84424205,5.451055498,7.4423513115,5.07383228,7.1007852408,5.4829326402,8.27215776867,10.11570732,5.609342323,6.338429429,6.75911088,7.65857270567,6.52702968625,13.11037161,13.59313376,12.33572539,5.12403454,4.967873236,6.3931703428,6.71763387475,8.533227316,5.627745625,6.68951277,Control
6.3425008425,13.03258307,5.65593226,11.4528809893,8.71258815,6.20906888,6.079541724,5.420053896,5.287261033,5.934994833,5.066101302,7.8897640555,4.732013908,7.4312568682,5.5428379012,7.85669691467,10.34726733,5.4226454465,5.667687262,6.746992115,7.51923145167,6.64235424625,12.75620088,13.5121695,12.47764072,5.020239923,5.03365563,6.9553527598,6.8818081325,8.715636586,5.8617849835,6.68426165,BRCA
7.5711783515,12.19349773,6.0290173,10.8440250817,8.943878208,6.385953509,6.23418041267,6.089429956,5.469732364,5.79507289,5.387682411,7.856102429,4.971786376,7.2445861642,5.4641368762,8.11094053067,10.45388564,5.6524911955,5.321216715,7.136685014,7.197314467,6.2422901355,12.13760287,13.47944813,12.54827894,4.850435434,5.935819934,8.109608713,6.405921396,8.2596790005,5.651922249,6.570846646,BRCA
7.0913602235,12.23565236,5.876032641,11.337274206,8.818774784,5.838328613,6.45691638667,5.327517838,4.645326303,6.340211188,4.736756024,8.398114105,4.984374307,6.9971733014,5.1156792046,7.98209816267,10.09500831,5.626407627,5.182703468,7.5978930125,6.97936211167,6.33404855075,12.20536419,13.35270561,12.76004735,4.9603811275,5.198898037,8.725184586,6.1456479,7.7082282335,5.6077019775,7.162091995,Control
7.084991265,12.7347446,5.824138541,11.0490871027,8.419687541,6.471354636,6.003456948,5.588723066,5.518229233,5.778741634,5.206341637,7.697637374,4.885099957,7.3395574808,5.466218321,7.82991936767,10.22872886,5.523825652,5.527485802,7.021079646,7.28840672033,6.76922237325,12.34682957,13.37889296,12.45248586,4.957250341,5.062220221,6.9100805066,7.045711086,8.3252183155,5.959320298,6.308617188,BRCA
6.50402659,12.65857307,6.352798794,10.8002004453,7.431102924,7.104889949,6.12810835567,5.70895367,4.569953748,6.064587171,4.512547026,7.3388634815,5.925887445,7.3955993004,5.6759717936,8.18650002,10.624983,5.1523846775,6.134996739,7.5246001185,7.361977291,7.19245125,13.11510467,13.71343219,12.66384721,4.630667642,5.093825554,6.3166102882,7.03324440275,8.4054699995,5.8127258035,6.448203566,BRCA
6.201503818,13.34505663,5.779661087,11.1354255073,9.772562477,6.745442819,6.32230220733,5.832707292,5.188253784,5.472984221,5.072332275,7.9742866725,4.77796061,7.3536038904,5.5322651396,8.451561107,9.961088297,5.1035551,5.414821571,6.923040761,7.46619594767,6.5621458705,12.34260121,13.29267684,12.61750082,5.102706884,5.754494213,9.356122659,6.55286557675,7.7168387545,5.779055132,6.401567006,BRCA
7.6188571805,12.39966386,5.862458365,10.258386433,8.983991943,7.289814009,6.325284749,5.54798282,5.185481295,6.498295252,4.93252334,7.7095138065,4.888756945,7.0445753338,5.3094441946,8.171538624,10.12277013,5.4833273435,5.745379368,6.824884907,7.49696018667,6.575528975,12.57155186,13.44200721,12.74796537,4.781675766,5.619127766,7.580338669,6.064234489,8.729778512,5.259453925,6.884418198,Control
8.092918242,12.05932765,5.813403636,10.6759547673,8.939638805,6.640032041,6.57114183333,6.068139401,5.511603435,6.179665925,5.172938736,7.94496816,5.620154746,7.1591884674,5.291675395,7.91861634733,9.9831294,5.3404876065,5.589022814,7.242305488,6.894570391,6.443440984,12.3148028,13.70458133,12.4865699,4.710335668,5.662925563,7.4789113804,6.4879534175,8.057131251,5.7038311865,6.341457111,BRCA
7.599297253,11.61491238,5.659004925,11.1110274023,9.017365988,6.268944869,6.591071042,5.538702079,5.190230876,6.031666056,4.049108953,8.148239231,4.987561048,7.3339069032,5.3589494338,7.74245236133,10.28660429,5.0743020605,5.238033268,6.8978346455,6.81342298733,6.26822091,12.71572616,13.30755735,12.57561022,4.9414115465,4.482788153,7.9155472442,6.59589787525,8.3082798515,5.4464671825,6.908516092,BRCA
