@relation thedata

@attribute 1131 real
@attribute 23236 real
@attribute 2767 real
@attribute 2769 real
@attribute 2770 real
@attribute 2771 real
@attribute 2775 real
@attribute 2776 real
@attribute 3630 real
@attribute 3708 real
@attribute 3709 real
@attribute 3710 real
@attribute 4082 real
@attribute 5330 real
@attribute 5331 real
@attribute 5578 real
@attribute 6616 real
@attribute 6804 real
@attribute 6812 real
@attribute 6844 real
@attribute 6861 real
@attribute 9630 real
@attribute DependentVariable {BRCA,Control}

@data
6.499212576,6.8772890085,12.11539657,8.935666829,7.1915641815,11.95442182,5.32399731333,9.668318219,5.169936271,10.99802289,9.844635599,11.35799469,12.55838012,7.476788978,5.876585242,8.688181342,6.78737685,6.586768964,7.410489684,10.05577764,5.354567863,6.639670365,Control
7.270111035,6.8906417385,12.64178371,9.171240063,6.0573658185,11.95691889,5.80333317067,8.930930318,5.773212576,10.75503384,9.525335383,12.08864757,12.40857396,7.453231788,6.036839159,9.433471275,6.609192948,6.975192016,7.18529977367,10.58383522,5.309804873,5.605858198,BRCA
7.135045173,6.771545835,12.18094263,9.060122471,5.457103785,11.84327345,5.697396068,9.213384421,5.870864797,11.137683,10.74066222,12.01135666,12.71111204,7.462177348,5.98687237,8.48506563,7.114893166,7.081033649,6.48546311533,10.30762238,5.496822826,5.95414468,BRCA
7.91055448,7.226006717,12.07926902,9.612320761,5.725019338,11.56304622,5.12699757367,7.435526765,5.793122872,10.00164081,9.439182162,11.97218475,12.08918571,7.601141445,6.1476177,9.211511834,8.223815268,7.715191761,6.57239004733,10.51475871,5.134643221,5.391983545,Control
6.580602003,6.848015995,12.56435203,9.312021348,6.8901006515,12.12850358,5.43099958733,9.924501194,5.536217098,10.864964,9.689574849,11.58766984,12.68048706,6.773076963,5.887775801,8.977409535,7.3756054295,6.458370212,6.82339386,10.6829685,5.771100681,6.316965376,BRCA
6.603185402,6.727722821,12.03287579,9.80023708,6.5536864175,11.63993091,5.06825095367,10.54993411,5.73607124,11.45443311,9.814991395,12.06588572,12.9168993,7.658927519,5.94872421,8.467749328,6.477823674,6.86505622,7.517797043,9.907754874,5.036295892,6.506966537,BRCA
8.018076529,7.4861886795,12.83993603,9.550891589,5.366277458,11.48011881,5.72716198833,7.39744174,5.705709271,9.557684409,7.511675823,12.23463043,11.96009799,6.111350232,5.48205062,9.024558716,8.418540522,6.698639127,6.31398031067,9.785085055,4.920902135,5.583918611,BRCA
6.988971848,6.719520862,11.35299256,9.068624547,6.2928801065,11.95442182,5.32302536333,9.665460782,5.451879748,10.66388964,9.583290187,11.37383049,13.11183912,6.898937271,6.202570157,8.419813926,6.8454990825,6.560413565,7.00778646933,10.28801852,5.593212758,6.749873197,Control
8.215303806,6.995146243,12.07015459,9.270663911,6.2675959045,11.46383867,5.793978829,9.303998235,5.541182786,10.78521972,10.67301333,11.74966846,12.80969082,7.321975714,5.352274105,8.419971893,7.2681816375,6.832007438,6.956630158,10.82820416,4.314057196,6.020263967,BRCA
7.830675431,6.432879816,12.53965448,8.89464433,6.489380715,11.67867508,5.527496062,8.352640608,5.233822166,11.44285036,9.67905828,11.77144213,12.90048482,7.469827229,5.586623085,8.01888328,6.8123894965,6.971661738,6.571316384,10.65531183,5.71081418,5.69321599,BRCA
5.729492441,6.4844860445,11.36612562,9.246622521,6.097670028,11.98415862,5.31994319167,6.808774778,6.062214149,9.330368553,8.417642766,11.5968724,12.69883927,7.616550911,5.199683385,8.202296649,7.2233732875,6.922498552,7.228641719,10.98552909,5.644873832,6.563429392,BRCA
6.02879635,6.6696596965,11.23978961,8.878435012,6.6687748565,12.06588572,5.67424901833,9.546605663,5.773212576,10.4353997,9.772677934,11.78113439,12.89900003,7.210454923,5.628781795,8.474558864,6.8815510025,6.294671862,7.04003560967,10.45871961,5.445520838,6.288640599,Control
6.658286918,6.8308282135,11.54241539,8.70989467,7.184102984,12.19850959,5.34585836067,9.998851701,5.252865266,10.86238187,9.630713575,11.47029296,12.39041358,7.225668073,5.637792259,8.584390499,6.2958628705,6.691782333,7.45962413033,10.57581366,5.182107523,5.916841601,Control
5.83390919,6.0566410755,11.88448737,8.919415413,5.4787995935,12.44264168,5.51542661367,9.061277435,5.69544494,11.40394419,9.432772131,12.30526243,12.89900003,8.314312607,5.427447991,7.646632733,7.746916147,8.021647846,7.33583168833,11.2546007,5.805041697,6.469727786,BRCA
6.405231362,6.1713175965,11.6188926,9.589230319,6.159811817,11.06323009,5.42576550867,9.803614982,5.133205159,10.55627639,10.64514978,12.12065594,12.76703924,7.715929611,5.661643617,7.883225397,8.463316998,7.319810118,7.14027804567,9.127737169,5.407702206,7.034802057,BRCA
6.246413431,6.211869299,12.24637996,9.006446093,5.6032236615,12.03914706,5.90680015067,8.90929393,5.247843274,11.43117909,10.02677279,11.98934847,12.90439101,8.095424881,5.276693226,8.420129842,6.7390347675,7.808322499,6.91298685167,10.96223109,5.304521308,6.193383055,BRCA
6.152087694,5.8868527975,12.05836733,9.226822258,5.6081323905,12.10567621,5.72491249667,8.5896522,5.034316149,11.63501532,10.62223972,11.82192354,12.99332148,8.03491053,4.800655715,7.621284726,6.572423344,8.045051277,7.46054400933,11.18913904,4.957695542,6.767724723,BRCA
7.35297282,6.0972822555,11.74635698,9.710479778,5.800661023,11.80901857,5.747383259,8.886520521,5.636777762,10.51995589,10.68629503,11.43832419,12.99983714,7.95691498,5.321757891,7.779918143,7.077503195,7.506587513,7.161030027,10.57996904,4.880699299,6.442492064,BRCA
6.369122367,6.0356141115,11.79550409,9.810861239,5.52926424,12.54827894,5.37597226133,8.45292188,5.780317481,10.92093732,9.595686927,11.71457622,12.67639685,8.341164221,5.532793245,7.098719371,7.2922706905,8.124252034,7.29899473467,11.18170219,5.438302209,6.718296974,BRCA
5.59724157,5.0579964415,11.7820728,10.57174817,5.47662364,12.35457868,5.51468784233,9.284894137,5.123512303,10.58930965,10.11297736,8.747421913,9.347278715,8.136146677,5.255700175,7.791197286,6.6321609555,7.53871493,7.618235163,7.975462708,5.345725686,5.80517071,BRCA
