@relation thedata

@attribute 10053 real
@attribute 1174 real
@attribute 130340 real
@attribute 162 real
@attribute 164 real
@attribute 3105 real
@attribute 55690 real
@attribute 567 real
@attribute 8905 real
@attribute 8907 real
@attribute DependentVariable {BRCA,Control}

@data
6.388969257,9.30100447133,4.949548063,8.592222961,9.8003749615,13.37563667,8.787544391,13.51420146,10.928763925,11.19411678,Control
6.59182572,8.733876752,4.845755052,9.2814931165,10.226900679,13.47671849,9.407990591,13.40255741,10.61215264,10.74445149,BRCA
6.497696684,9.78889699433,4.565547983,9.089230266,10.179820315,13.104967985,9.303164917,13.14132294,9.8452116845,10.24052337,BRCA
7.270204498,8.61758522733,4.851263383,9.5572930835,9.084737844,13.09890984,9.586554187,13.028609155,9.9373209245,10.86373739,Control
6.539008037,9.68873284933,4.961867826,9.0996435285,10.30333782,13.79174456,9.678679853,13.555153355,10.08567151,10.11530417,BRCA
6.69797923,8.76846916333,4.963718308,9.013759983,10.508658115,13.645184875,8.104744359,13.60911878,10.554185905,10.63888864,BRCA
6.361071425,8.418201138,5.072332275,8.6343563875,9.6073954125,12.91617066,9.527448232,12.305927545,10.266256292,11.25022455,BRCA
6.08693831,9.77823477233,4.783733416,8.5778568495,9.845217114,13.284951405,8.362887493,13.75047901,10.932619925,10.76123148,Control
6.640032041,10.213135914,4.435721265,9.076509823,10.3013856,14.251632585,8.723440065,13.530944225,9.8712755735,10.31926034,BRCA
6.95239509,9.401956753,4.476070854,8.909532721,10.10400826,13.036925645,9.42321632,13.272265755,9.9908152835,10.6279946,BRCA
6.316422399,9.26705535167,4.756771821,9.257837879,9.5168692105,13.99568036,9.070551089,13.518945185,10.33356066,11.16338255,BRCA
6.431878337,9.69184985067,4.472233581,8.9872279575,10.19841748,13.610250215,8.800771414,13.557786165,10.89679642,10.74490974,Control
6.63379854,9.28684863667,4.84450022,8.753653774,10.024973187,13.593208165,8.733134941,13.670150835,10.68847001,11.24631027,Control
7.373781141,9.33566540233,4.537176254,8.6211251185,10.391341055,13.781224835,9.511051455,12.81564983,9.9893415805,10.29486801,BRCA
7.092337284,9.00847069033,5.133205159,8.8722285685,10.328791413,13.433996985,8.660897184,13.30181616,10.547288835,10.9316131,BRCA
7.36527506,9.42551392833,5.13566953,8.6234186075,9.9920795695,13.626376885,8.972320105,12.56634018,10.004387079,10.35399067,BRCA
7.666474566,9.53980030333,4.246268135,8.4299409675,10.2517578225,13.695659585,9.491818594,12.144835935,9.535486731,10.18746996,BRCA
7.234963788,9.72918895967,4.969831133,8.78501656,9.982431016,13.715587005,9.122000391,12.588316835,9.9858277755,10.50080233,BRCA
7.661780101,9.978300195,5.22439848,8.794173399,10.259069865,13.47010462,9.987875473,12.15051721,9.725842908,9.995463717,BRCA
6.989880165,9.693328964,5.222467693,9.109970228,9.9030958315,11.559473305,9.001704532,10.699221435,8.875494207,12.15241487,BRCA
