@relation thedata

@attribute 10053 real
@attribute 10197 real
@attribute 10213 real
@attribute 1025 real
@attribute 10762 real
@attribute 11097 real
@attribute 11168 real
@attribute 1173 real
@attribute 1174 real
@attribute 1175 real
@attribute 129401 real
@attribute 130340 real
@attribute 160 real
@attribute 161 real
@attribute 162 real
@attribute 163 real
@attribute 164 real
@attribute 1794 real
@attribute 23165 real
@attribute 23225 real
@attribute 23279 real
@attribute 23511 real
@attribute 23636 real
@attribute 2534 real
@attribute 291 real
@attribute 292 real
@attribute 3055 real
@attribute 3105 real
@attribute 3159 real
@attribute 348995 real
@attribute 375 real
@attribute 3836 real
@attribute 3837 real
@attribute 3932 real
@attribute 4869 real
@attribute 4927 real
@attribute 4928 real
@attribute 5062 real
@attribute 51606 real
@attribute 53371 real
@attribute 5478 real
@attribute 55690 real
@attribute 55746 real
@attribute 567 real
@attribute 5682 real
@attribute 5683 real
@attribute 5684 real
@attribute 5685 real
@attribute 5686 real
@attribute 5687 real
@attribute 5688 real
@attribute 5689 real
@attribute 5690 real
@attribute 5691 real
@attribute 5692 real
@attribute 5693 real
@attribute 5694 real
@attribute 5695 real
@attribute 5696 real
@attribute 5698 real
@attribute 5699 real
@attribute 5700 real
@attribute 5701 real
@attribute 5702 real
@attribute 5704 real
@attribute 5705 real
@attribute 5706 real
@attribute 5707 real
@attribute 5708 real
@attribute 5709 real
@attribute 5710 real
@attribute 5711 real
@attribute 57122 real
@attribute 5713 real
@attribute 5714 real
@attribute 5715 real
@attribute 5716 real
@attribute 5717 real
@attribute 5718 real
@attribute 5719 real
@attribute 5720 real
@attribute 5721 real
@attribute 5879 real
@attribute 5901 real
@attribute 5902 real
@attribute 5903 real
@attribute 5905 real
@attribute 60489 real
@attribute 6500 real
@attribute 6921 real
@attribute 6923 real
@attribute 7175 real
@attribute 7314 real
@attribute 7514 real
@attribute 79023 real
@attribute 79902 real
@attribute 8021 real
@attribute 8065 real
@attribute 8086 real
@attribute 81929 real
@attribute 8480 real
@attribute 8815 real
@attribute 8905 real
@attribute 8907 real
@attribute 8945 real
@attribute 904 real
@attribute 919 real
@attribute 920 real
@attribute 926 real
@attribute 940 real
@attribute 9491 real
@attribute 9631 real
@attribute 9688 real
@attribute 9818 real
@attribute 9844 real
@attribute 9861 real
@attribute 9883 real
@attribute 9972 real
@attribute 9978 real
@attribute DependentVariable {BRCA,Control}

@data
6.388969257,9.5130720155,9.389707223,10.30035288,6.28022878033,9.6648727675,7.1936943155,11.2613104,9.30100447133,12.243005895,7.2678836785,4.949548063,6.55015525567,8.768731126,8.592222961,10.066436801,9.8003749615,9.728567279,10.53897001,6.645049976,9.944646595,8.948514067,9.4780677085,9.2289642325,11.25663286,12.88542666,8.046293407,13.37563667,6.22128216925,8.3668938445,9.435961159,8.398531146,11.46908991,5.69019779725,9.4976708915,10.65747949,6.766641794,8.225782395,8.0493835815,8.4982454305,7.340653781,8.787544391,10.70099474,13.51420146,8.68690091133,8.849890707,9.0509661315,10.773474255,11.45443311,12.01088989,6.854560258,13.16916718,12.00076422,12.5173582,12.3793121,11.63501532,12.8865864,12.69883927,8.79769619475,7.8586641855,12.26010515,13.19976669,11.75625619,11.29749826,9.52802259133,10.76621026,8.2415367635,10.75119697,10.88129775,8.320869495,9.99408498,9.139564862,9.872136606,11.29559693,11.16207045,8.474680533,9.08037601133,7.502913581,7.6478096268,7.1263324395,9.3046709605,10.57043948,8.85850435833,10.31245505,10.0236002615,5.945099216,10.70560671,8.136824079,8.3326087685,10.4289609365,10.7153314145,10.73458709,14.001314075,11.18170219,10.87230572,10.73828676,10.56852647,10.40879176,7.158562039,8.61174871767,7.571167906,10.1769854865,10.928763925,11.19411678,6.7640108625,8.433503159,8.7285712195,7.587142037,5.546288211,6.411176756,8.2518409835,7.400200831,10.32181006,6.03436478667,7.25074100175,10.66538909,9.1153257685,9.744439113,10.96486087,Control
6.59182572,9.4460828095,8.918073954,10.56172258,6.28489948567,9.4416045875,6.870012812,10.94792585,8.733876752,12.07866152,7.1869489675,4.845755052,6.33747983233,8.850844048,9.2814931165,9.799591711,10.226900679,9.330749483,10.4051391,7.623298306,10.06496539,9.07757757,9.602807458,8.8907159655,11.10593342,12.91025583,8.028929788,13.47671849,6.55093580175,8.921735544,9.02931504067,8.011564299,11.81218745,5.74326863275,9.941470837,9.904401726,6.824600342,8.658878356,7.751518458,8.242744387,6.648325671,9.407990591,10.79163118,13.40255741,8.564460088,8.687945234,8.663920189,10.448362625,11.70800194,12.096668015,6.785227259,13.26600764,11.8759414,12.82483353,12.13981521,11.39179686,12.81758135,12.80741335,8.9447929715,8.003615916,12.49390804,13.22888561,11.4706641,11.41436827,8.66293534567,11.05745385,7.999641059,10.11183374,10.53048708,8.224437221,9.75457026633,8.317719126,10.16400217,11.49325267,10.64810838,7.798165773,8.49440965167,7.829676956,7.6935621724,7.061510218,9.371998932,10.25218676,9.23532012167,9.706824548,9.670697232,5.044843524,10.62072869,7.9109298915,8.2971822775,10.312101354,10.392543967,10.82235197,13.81882705,11.36961249,10.78405837,10.96132689,10.58008449,10.40449794,6.991610063,7.884970577,7.305644941,9.7768108235,10.61215264,10.74445149,6.8141713125,9.433126963,9.701700705,7.564704211,5.33270027975,5.313618859,8.6470158575,7.6631158415,10.48239483,5.56283592867,7.162161681,10.285160686,9.331495089,9.026662535,10.89468537,BRCA
6.497696684,10.021838884,8.923536316,10.31397736,6.48209168833,9.7955411235,6.9074574945,11.162174555,9.78889699433,12.3965886,7.5858335005,4.565547983,6.42725820467,8.769293322,9.089230266,10.195515158,10.179820315,9.593774448,10.93899899,7.919118257,10.10125057,9.349613594,9.9134145385,8.275073194,11.037256945,13.44200721,7.876150279,13.104967985,6.56381717275,9.1231107235,8.92200073633,8.031551137,11.93520936,5.8326297955,9.401333778,10.74842792,6.87867607,7.83784169,7.7668571805,8.419646614,7.649240232,9.303164917,10.97348951,13.14132294,8.90620358967,9.15137249,8.7410247875,10.50004144,11.79340834,12.02999728,6.345720697,13.02126635,12.08449626,12.78740681,12.29328779,11.56454026,12.81545941,13.11183912,9.05267110725,7.9306158695,12.68497545,13.26600764,11.44340995,11.41436827,9.13019918967,10.82365605,8.1305872305,9.852580664,10.68183161,8.504323566,10.049331671,8.895644291,10.14873431,11.34727825,10.9447818,8.203655262,8.73865177933,7.058590127,7.6312576694,7.367369481,9.657715067,10.74375964,9.280236709,10.34072947,10.317806515,5.90202005,11.18028854,8.6756090465,8.6127798505,10.168662834,10.539595686,10.77184043,13.884698385,11.3442156,11.02156667,10.8492802,10.85124954,10.22215524,7.628593402,8.57418991167,7.90182937733,10.584815644,9.8452116845,10.24052337,6.8509701385,8.897861429,10.17915014,7.27775495,6.05847101475,6.037388399,8.6963432705,7.834746884,10.63133194,5.945402415,6.81914663275,10.525857853,9.184940914,9.755547386,11.00293473,BRCA
7.270204498,9.9727633615,9.204339515,10.11489441,6.13564318433,8.725553334,6.7982293745,11.27700269,8.61758522733,12.07110544,6.0686045945,4.851263383,6.79699623533,8.891161787,9.5572930835,9.818157181,9.084737844,9.253345896,10.4760984,8.215849806,9.560920839,9.614162807,9.7641065265,8.08464112175,10.099114738,13.03973478,7.67065824,13.09890984,6.3860322555,8.954544083,9.036098299,8.030034094,11.55940591,6.064440107,9.8343895265,10.67862239,6.97341843633,7.70770520067,7.9660870325,8.422447157,6.934991518,9.586554187,10.74842792,13.028609155,8.06062747867,9.228182036,8.2768542615,10.45335816,12.05836733,11.55921065,5.846751073,13.30543127,11.77387079,12.79764436,12.28120423,11.41998139,13.13613647,12.80568549,8.8475481605,7.136446259,12.81400365,13.52332736,11.21903252,11.84795592,6.501491522,11.3345919,7.5951142215,10.1206141,10.97310559,8.773914859,9.861676143,8.699078855,10.51689201,11.25835125,10.95004389,7.961624956,7.931835366,7.779327238,7.8421414368,7.3093172695,9.7106639285,10.40029272,9.422761191,9.043848309,9.690091307,5.082373945,11.51729675,7.1261846485,8.522296209,10.050980994,10.7255934155,10.82887651,13.10949585,11.04568478,10.77639419,10.67254493,10.75691093,9.90843808,7.810926842,7.144783444,7.11799945933,9.7730367005,9.9373209245,10.86373739,6.6247603795,9.092513451,10.0511208,7.757275197,5.40892901975,5.706538322,8.687436261,7.5634028845,10.62174996,5.71183285833,6.61347864425,9.7075407315,9.5489799265,8.789559014,11.11718547,Control
6.539008037,9.670002224,9.125523977,10.36619136,6.61995662867,9.273737981,6.8013036125,11.397832345,9.68873284933,12.28154315,7.5611171875,4.961867826,7.262440087,8.282904386,9.0996435285,9.7827240025,10.30333782,9.459309233,10.45025788,7.766050346,9.716228343,8.571526197,9.8283234625,8.34620788925,10.80982341,13.08977243,7.799736743,13.79174456,6.674462318,8.713297444,9.30135474967,8.005120816,11.89363345,5.91669616975,9.221838159,10.38135939,6.60734282267,8.07563913267,8.271959177,8.644246817,7.31944887,9.678679853,10.51270618,13.555153355,8.484101233,9.234303192,9.400933638,10.78654813,11.70232867,12.108842315,6.117700885,13.09561052,11.8407859,12.83066776,12.07828769,11.45657274,12.99332148,13.06098469,9.56101011525,8.101565847,12.58797677,13.05669872,11.83572685,11.30008097,8.92179205133,11.59208337,8.129256569,9.671351374,10.89071479,8.821105186,9.89827133933,8.485629214,9.863230401,11.22756798,10.76553912,7.495377629,8.806992301,8.209881145,7.9014979902,7.0417430505,9.527273459,10.51648826,9.29741101033,10.46214465,10.472084425,6.183690582,10.86373739,8.100690815,8.478964386,10.4151315645,10.3104713005,10.12116474,13.92393915,11.24345683,10.58989012,10.55491043,10.44585319,10.60627128,7.41187347,8.52278816767,7.382879181,10.6883639485,10.08567151,10.11530417,6.936615278,9.376755481,9.3494460205,7.922110302,5.6253656705,5.593959684,8.7242702675,7.9042128665,10.26227726,5.86548072367,7.17483227425,10.5959512115,8.7499691525,9.278322331,11.46239505,BRCA
6.69797923,9.9087425115,8.95814749,10.67791364,6.74734580867,9.6473876935,7.0610143795,11.12104221,8.76846916333,11.928151635,8.0406116585,4.963718308,6.667704523,8.762399584,9.013759983,9.9980316435,10.508658115,10.02677279,10.89604874,7.441390364,10.68029603,8.935534242,9.647092859,8.716652398,11.26759678,12.96853095,8.255714484,13.645184875,6.30019221625,8.490716209,9.44563937567,8.795107094,11.72223985,5.66966000725,9.5368003965,10.79163118,7.501134809,8.35808952433,8.42511122,9.349364842,7.950324238,8.104744359,11.02951865,13.60911878,8.26577764633,9.000521984,8.8631824515,10.42774834,11.41892796,12.005052055,6.573651447,12.5801856,11.19443078,12.17902899,11.73846187,10.96486087,12.26689494,12.48456748,8.584152548,7.2109038415,11.77234975,13.24583793,11.8734596,11.24631027,9.583846924,10.94250372,8.3982787515,9.965402326,11.24345683,8.70989467,9.731642715,8.698601474,10.58354379,11.64123906,10.52858624,7.914237304,8.989253179,7.178518271,7.7061769544,6.9303711535,9.187016555,9.789085739,9.14697742367,11.35299256,10.116185412,6.835359227,11.45168263,8.2850983015,8.648627771,9.588315391,9.581731624,10.79624673,13.72048402,11.78440594,10.38787223,10.93414071,10.38522909,10.21839405,6.875169162,9.264684213,7.42526526267,9.6624061835,10.554185905,10.63888864,6.691972956,8.602996767,8.381411497,7.239410274,5.40351558975,6.062214149,8.4071374385,7.9929258645,11.03904603,6.181169694,7.12253736675,10.848082905,9.0253311545,10.41359385,10.11198692,BRCA
6.361071425,9.738500574,8.944917819,9.739662964,6.971693019,7.963427229,6.699965616,11.202937405,8.418201138,12.367794435,6.0253561645,5.072332275,6.39423566067,8.058737407,8.6343563875,9.5811370385,9.6073954125,8.944917819,10.09113158,7.649114461,10.5411695,9.235907197,9.597454927,8.39165280725,8.896508464,11.88017861,7.649114461,12.91617066,6.2255400635,9.0898110315,8.593332009,8.742360915,11.26783731,5.862304229,9.9614698065,10.10297665,6.583680554,8.02893851733,7.6763489385,7.9662791415,6.757593772,9.527448232,10.09962433,12.305927545,7.627110972,9.48265729,7.3785163565,10.644018325,11.62934992,11.7354617665,5.765011707,13.15586736,11.15733448,13.1007987,11.31322333,10.89071479,13.20290364,12.56435203,8.5786057585,6.83554656,12.88210333,13.63630348,11.13455645,11.96287081,6.90693820733,11.56978693,7.4298346275,9.622015717,10.65680049,7.511675823,8.73350074767,8.039907589,10.09372163,10.82348291,10.5206165,7.950470054,7.89073473833,8.323506447,7.875467798,6.686317724,9.300249878,9.808852038,9.62804284167,9.805502513,9.4176405165,5.28356184,11.4461297,6.899819455,8.47178547,9.6829248285,10.68291734,10.55979796,13.157660585,10.95483991,10.55491043,10.12172813,10.19220376,9.956354783,7.580354917,7.412940477,6.680431951,8.8883560625,10.266256292,11.25022455,6.403455599,10.2758862,9.811707063,7.114005486,5.13661079325,6.314112464,8.4601267675,8.244454268,10.74125232,5.96643391133,6.35585610125,8.8728375605,10.0248169055,8.090034492,11.10530635,BRCA
6.08693831,9.2760823915,9.321866737,10.24684186,6.54759325767,10.2476641185,7.1287178665,11.388759195,9.77823477233,12.456368675,8.0799720185,4.783733416,6.734569732,8.695994791,8.5778568495,9.7220428385,9.845217114,9.873479151,10.49296002,7.04734514,10.05901354,8.527976511,9.7110048545,8.80415305075,11.20927755,13.11037161,7.823369031,13.284951405,6.1147661175,8.391776024,9.138314752,8.204963705,11.54144891,5.88068915225,9.408141107,10.71990666,6.84616120133,7.68379282967,8.2414775895,8.654195741,7.417897071,8.362887493,10.71490255,13.75047901,8.898296117,9.291090747,9.1253842295,10.769831575,11.64258438,12.028265245,6.573196985,13.21631242,12.15122597,12.69358176,12.50318977,11.82808501,13.09426251,13.11366653,8.783384793,8.2246126895,12.21574693,13.00161496,11.70725139,11.45279735,9.79916599967,11.0497977,8.211239684,10.03091577,10.69844447,8.336351598,9.853346974,9.248106134,10.10831572,11.40859261,11.11113911,7.468178286,9.42022077033,7.77748732,7.6144880158,7.234214257,9.5777333365,10.40712464,8.82865486733,10.51975691,10.3406692055,5.455829609,10.59585913,9.188179311,8.7601337405,10.350985893,10.9364970335,10.63068602,14.498215135,10.88698849,11.19977372,10.87818911,10.23748518,10.22638544,6.930592839,8.57418226267,7.88850129767,10.4853944925,10.932619925,10.76123148,6.8512917035,7.901456932,9.1744218995,7.840024324,5.53000073225,5.651777341,8.620017522,7.847019682,10.09936791,5.60097907267,6.89327482975,10.79613101,8.5971275445,9.660094472,11.15845524,Control
6.640032041,9.7701113155,9.43457148,10.28488803,6.375129507,9.6269068455,6.960321426,11.31699387,10.213135914,12.5301635,8.1950312805,4.435721265,6.84260002933,8.773379189,9.076509823,10.274861495,10.3013856,9.312021348,10.94214079,7.909294774,9.760949066,8.757432619,10.2074034015,8.0162301535,10.857770605,13.62077142,7.743439441,14.251632585,6.59270803075,8.726991346,9.39829013367,7.864714094,12.03029651,5.81485113325,9.9946590405,10.92822987,6.846979965,7.77701585767,8.4099228125,9.104528772,7.944069439,8.723440065,11.14957584,13.530944225,8.88636976267,9.326081763,9.5892770755,11.171571995,11.79600727,12.202062635,6.4876838,13.25798962,12.05268701,12.70613234,12.32769025,12.04345466,12.64414927,13.2409799,9.38378296975,8.2093419145,12.7295762,13.12983363,11.69149721,11.52775569,9.37684093033,11.46641824,8.18494516,9.475936612,10.77621939,8.72948575,10.185042339,8.543090924,10.40557791,11.32669367,10.87349431,7.617451165,8.972024704,7.904907218,7.5683183254,7.654837992,9.713952053,11.33112984,9.29235500067,10.97507253,11.02304684,6.048874401,11.09993968,8.280267364,8.403286026,10.3065809345,10.318720793,10.65349026,14.242274775,11.39833769,11.04774441,10.81621191,10.45696041,10.29527565,7.685311433,8.92060182067,7.356748726,10.6850101165,9.8712755735,10.31926034,6.6180162235,8.77081346,8.5153541335,7.470071357,5.65565885325,5.802975918,9.0434887545,7.605598727,10.39839664,6.13996439133,6.702793454,10.937703845,8.651042911,9.775001605,11.16113206,BRCA
6.95239509,9.6858681675,9.153799716,10.52792683,6.488023506,9.087620074,6.6625938955,11.225414225,9.401956753,12.278551005,7.0389208815,4.476070854,6.688774195,9.0923747,8.909532721,10.43837603,10.10400826,8.844094608,10.5220521,8.020912072,9.226822258,8.968033945,9.5666536195,8.42904151725,10.844403885,12.51068142,7.59784981,13.036925645,6.39620049775,8.9027815345,8.762425327,8.267560523,11.46007714,6.225327925,9.446882726,10.43232295,6.389484251,7.95022355167,8.0991276115,8.7062533825,7.103736613,9.42321632,10.73828676,13.272265755,8.19283079433,9.010990369,8.8337158815,10.75364457,11.47931054,11.91235316,5.980660139,13.283571,12.03287579,12.93429355,12.25199131,11.70928645,12.97797754,13.04382794,8.625664425,7.317170943,12.50251243,13.33363132,11.50843622,11.5798723,8.551578614,11.10029786,8.0296321255,10.32115896,10.99939073,8.330638085,9.840100938,8.590662948,9.923803275,11.35860878,11.21306793,8.383500319,8.73795495033,8.023866778,7.5810767716,7.3863176745,9.4034636305,10.61404749,9.23513699733,9.562147541,10.41180642,6.021041727,10.93590557,8.167628933,8.7247164775,10.0572264215,10.3885563575,10.50407936,13.80215118,10.84633682,10.64603237,10.59585913,10.56852647,10.11346907,7.582877963,7.88713234333,7.65162541167,10.09158393,9.9908152835,10.6279946,6.6715821615,9.602588049,11.141348535,6.98547517,5.500899641,5.909779853,8.7916525815,7.505618187,10.25455658,6.20494726733,6.749519492,10.2426533225,9.284031921,8.632641862,11.1379023,BRCA
