ID	3126	3127	3111	3125	3112	3562	7124	6356	2207	8288	2206	2205	3109	3108	3578	959	3113	958	3115	3596	3117	3118	3119	5553	6037	3565	3567	3586	3123	3122	DependentVariable
Instance1	10.872628553	4.927435762	8.653437275	8.455307825	6.986698549	5.089382945	8.519696323	4.757305356	10.42552569	6.18239994	6.774659006	8.491293067	11.71707458	12.53699151	5.03756193	5.703219255	12.55918115	7.8256296225	7.781935242	5.014814152	11.54630621	5.298302041	9.05221557	7.232999148	4.532839823	5.0072306655	5.421372531	8.621509826	5.209464331	13.17461947	Control
Instance2	11.272491057	4.805564985	9.739840141	10.05747773	7.281144442	5.541105329	7.177920594	5.456322582	10.02820346	5.402083668	6.491216266	11.32350252	12.24572955	12.64414927	5.2627891075	5.355449107	13.34981755	7.1910294905	8.649032592	5.076613872	11.98934847	5.536838744	10.20167708	8.127763684	4.696429422	4.7333277815	5.340579688	9.0225626735	6.166218956	13.80159564	BRCA
Instance3	11.203772912	5.616777635	10.36525103	9.645289663	7.608404767	5.29242402	8.414834386	5.321216715	10.46214465	5.575623385	5.929560972	10.09936791	12.12389031	12.41967063	4.988913529	6.511322251	13.42453443	7.2054038215	8.937801287	5.241660263	12.03603115	6.236545833	10.70468636	7.180956218	4.725757479	5.313506773	5.7194123975	8.5481499285	6.220528877	13.830710045	BRCA
Instance4	10.460565705	5.99820185	9.910005977	9.452334495	7.829676956	4.893861206	8.370459788	4.475747249	10.02390718	5.734852697	5.455665247	10.27256013	12.44264168	12.73729283	5.362714252	6.235732444	12.65253473	6.308850296	8.826152109	5.402254249	10.73799536	6.235732444	10.52975779	7.748278612	5.264171629	5.4457486575	5.472305765	8.7223001635	5.78869305	13.10958531	Control
Instance5	9.409379341	5.56971228	9.620316579	11.12211636	7.554207264	4.885099957	6.675961001	4.846005888	10.2658146	6.256449903	6.691119292	10.7044551	11.97837451	12.54078076	5.185809559	6.303968491	13.40746897	7.0635894335	8.252229158	5.759829109	11.62550351	5.561716584	9.840864894	6.989340921	4.703782956	4.9685946665	5.0515537875	8.63491322	12.58150432	13.67035693	BRCA
Instance6	9.4130184875	13.23175973	9.126537434	10.51325413	7.231847873	5.421064416	6.320264091	5.249266367	10.17570583	5.778347403	6.455126318	9.923424476	11.80634431	12.60891324	4.996475113	5.453691444	12.82188064	7.223262653	7.960568361	5.148742216	11.3294966	5.78110476	6.358348455	8.737501821	4.877267261	4.916242232	5.1215765945	8.5984358945	12.50251243	13.80707185	BRCA
Instance7	8.787562717	11.67464041	9.037218243	9.4537342	8.219678124	5.516024013	6.423120638	4.942762263	9.478952156	5.410418489	5.709711946	9.121676695	12.38541089	13.03029388	5.136192569	5.665201768	11.51045032	6.3213830765	8.154072682	4.541660082	9.519577839	5.920240442	7.503032882	7.791799626	4.748745084	5.173542303	5.2625027255	9.1479749325	10.54658128	12.56767587	BRCA
Instance8	10.614422057	5.464350722	9.091403071	9.770623066	7.56483756	4.626327643	6.14308278	4.571162912	10.95407835	5.929442617	6.013133512	9.802112873	12.15504123	12.60023009	4.933053994	6.597423627	13.04549694	7.3111102725	7.851001152	5.007208117	12.09119909	5.651777341	8.982538116	6.058647282	4.703782956	5.2313828535	5.5434679	8.2346108605	11.59208337	13.646442645	Control
Instance9	9.5314758395	12.95548196	9.779514641	10.89786457	7.754087662	5.476714818	8.252974189	5.112086282	10.48162315	5.48205062	5.873820117	9.946665485	11.79378019	12.23971048	4.9698303565	5.849756153	13.32090986	7.191795379	7.884523325	5.032113243	12.05538931	5.841225451	9.306774385	7.211063618	5.092557633	4.865162184	5.272333773	8.326192676	12.10466109	13.92629211	BRCA
