@relation thedata

@attribute 25830 real
@attribute 27233 real
@attribute 27284 real
@attribute 445329 real
@attribute 6783 real
@attribute 6799 real
@attribute 6817 real
@attribute 6818 real
@attribute 6819 real
@attribute 6820 real
@attribute 6822 real
@attribute DependentVariable {BRCA,Control}

@data
4.645456687,6.482328491,5.069542407,8.55400719933,5.468103682,6.57051373067,7.761315719,7.36902425767,6.2491733745,7.39423259233,4.498041621,Control
5.19572876,6.25432535,4.893618555,8.255737209,5.335400404,6.346233907,8.01730706425,7.27219891,5.242577926,7.080219934,4.647773112,BRCA
4.834946498,5.403788568,5.10686257,7.98791965567,5.823119603,6.31160857567,7.76401764125,6.80139266567,5.141600171,7.235542349,5.266984428,BRCA
5.185653058,5.182703468,4.962562035,8.05259039833,5.402254249,6.15933275767,8.0871423745,6.96062749167,4.817295469,7.10305779833,5.093191733,Control
4.9680202805,6.036399617,5.224591417,8.06139164967,5.524354632,6.20647360333,7.7930791,7.13136447667,5.7914633605,7.49678391567,5.170937787,BRCA
5.155076683,6.68159377,5.305798424,7.86967123767,5.268482349,6.14109141167,7.64131427575,6.92461777967,5.8938609465,7.102286024,5.167128322,BRCA
5.476261189,6.452575359,4.817637677,7.352526977,5.744303238,6.36554223567,7.678685539,7.18674540633,4.4402173155,7.35432209967,4.993460669,BRCA
5.4817885845,6.761953818,4.607083101,8.68347414867,5.585722157,6.57682243167,7.77221540475,7.117289081,5.5726279985,7.32141161633,5.238893118,Control
5.60990917,5.963249407,4.549200114,8.64551980267,5.596496342,6.71209357033,7.601365321,7.302592862,5.143397438,7.47034702767,5.30196368,BRCA
5.602928487,6.184285874,4.656520763,8.40881755533,5.476390801,7.041175849,7.9731510195,7.253013729,4.8195338345,7.61152564367,4.963487128,BRCA
5.0127916305,5.903768142,4.998433881,8.71537194633,5.970630084,7.086838185,7.9559975965,7.53720145267,5.1600765315,7.50228760633,4.823254203,BRCA
5.6258638325,7.191826946,5.325000691,8.41862105633,5.2278674,6.95888902467,7.85371247775,7.02358832333,5.0781787605,7.062655843,5.401230463,Control
5.1957510885,6.073504957,5.40889121,8.566932673,5.766072507,6.480751101,7.70837711775,6.976932941,5.264970674,7.13481121533,4.575400801,Control
5.6852649325,6.469727786,5.237842121,9.204187112,5.250403832,7.01550425067,7.65146644325,7.48594332,5.1202581855,7.792488139,4.458724733,BRCA
5.156449848,6.116037843,4.765152047,8.55305233133,6.263556184,6.44551372833,7.449749694,6.96931573333,5.3273617815,6.95653344,4.966374225,BRCA
5.0663358715,6.311798825,4.746865786,9.03355868167,5.719191142,6.834109617,7.50932805175,7.35390966233,5.697137268,7.865568211,5.21345543,BRCA
5.3949497095,6.044290968,5.10140977,9.04650824133,5.666764579,6.88892877167,7.62432826375,7.429589798,5.6295357165,7.81995743933,5.272033689,BRCA
5.5391614205,6.266557588,4.903774919,8.37943734467,5.238415487,6.51962538067,7.24740079825,7.018227367,4.9727600325,7.62520270833,4.969831133,BRCA
5.4927428835,6.484142663,4.667062321,9.20984599367,5.671018204,7.42520616533,7.551923558,7.45664258033,5.618557643,8.06640516067,5.460587974,BRCA
5.741312808,5.781235931,5.255700175,9.61214131467,5.64689077,6.718773334,7.46087186925,8.25389984667,5.0197579355,7.67737799,4.671880991,BRCA
