ID	23658	9343	10291	144983	10992	27339	11017	220988	11157	10713	11325	4686	23451	4116	51362	23450	8683	22985	10907	10915	11338	84991	55119	9984	5356	151903	55110	3312	51690	10523	51691	10084	27316	25804	10946	9775	9879	58517	84321	4809	25766	57819	10929	8175	10285	10286	22916	10594	10189	7919	51503	9416	8559	988	83443	9410	26121	22938	1665	51729	3192	56259	3190	29896	23020	3305	3304	55696	3306	3303	153527	24148	8449	7307	84950	3183	1655	1659	3310	9785	57461	56949	6637	6635	6636	6633	6634	9092	25949	51340	23350	3178	9129	9716	9128	27258	10262	653884	10465	10569	84844	8896	10772	6626	6431	6627	6432	9939	6628	4670	6629	6434	22827	6625	6430	5093	51645	51639	6429	6428	6632	57187	6631	10450	6427	6426	DependentVariable
Instance1	8.738046965	10.68420973	7.5104493705	5.87116174667	11.56819616	10.10757709	10.07069158	8.773107158	5.629364816	10.62352057	8.8979969365	8.059859689	8.71371147033	9.727453002	10.3428528	9.977545082	12.74918966	10.41903875	6.594104823	7.63275905433	9.244195928	10.93447616	7.034967084	9.075466531	10.79075191	11.56193958	6.563925064	13.00739367	11.51777531	8.359223688	8.624595461	8.17620393	11.49594259	11.10294695	11.90213211	12.09587508	9.248396743	10.14892175	8.171176798	10.472464237	6.243108266	11.61175117	11.13050478	10.60335306	8.615483544	5.6210092325	7.88145338567	11.30927755	7.68568542933	8.02146517	11.28561334	10.35310853	7.511833926	7.92517035	11.39527989	10.7780979	10.95206435	7.00045394	11.23221474	8.003681664	9.933718217	10.48697102	10.4538011685	10.40972005	9.056692662	7.934930906	12.99983714	12.48307013	8.4230014675	11.35464901	11.55717781	8.608339038	10.77070542	8.7822184145	7.9551080095	9.16382806	13.78618183	7.386640955	9.573941152	8.301085877	9.14515669325	10.22941402	12.88816775	5.657219288	12.209047005	10.055954609	8.814022522	5.63902319	9.44044817167	8.317549556	9.526837194	7.6541985255	10.07684937	8.432261876	10.35987613	11.104946715	11.06871466	5.37574431	9.535810516	9.505479678	9.2675352255	11.24081833	6.948128342	10.0879405	12.88068749	11.00452968	11.23443143	6.253994582	11.684749985	10.05895235	11.312531745	11.26141051	12.46187723	9.615035827	13.848465345	13.08056861	8.327486542	10.3676143405	12.58929307	7.627945878	6.720624337	8.123895386	9.2976380235	9.02742903875	12.73346456	11.09170663	Control
Instance2	8.5241310705	10.63096808	7.741537788	5.90145523233	12.10466109	10.00589157	9.824123869	9.040674063	5.558429323	10.63789302	8.990103303	8.25492364	8.59949718867	9.831165155	10.11313043	10.5460193	12.70613234	10.56521899	7.214200409	7.51040617633	9.1768267945	10.88347212	7.141854563	9.576229762	10.95648527	11.54582134	7.099981891	12.993883495	11.28124924	8.379921036	8.515543267	8.10049081067	11.24026381	10.95031916	12.09119909	11.99675603	9.356689167	11.06986277	8.0272802282	10.2482605687	5.8453634	12.09022832	10.89941001	10.76975545	9.191306713	5.404382974	7.51004890567	11.55455062	7.68395159167	8.08183988167	11.35833542	10.5789154	7.348885525	8.302708744	11.39766944	10.86259883	11.10893295	7.224100886	11.487361345	8.5805925265	10.920940165	10.16171172	9.915113774	10.13846417	9.423032438	8.219968468	12.82863739	12.54078076	9.002942803	11.57740772	11.39699552	7.643587688	10.69998038	8.915199928	7.7990083435	8.7772779435	13.55973441	7.914536308	10.16800173	8.93858068	9.12128700025	11.47305897	13.01183005	6.25432535	12.264173295	10.175424864	9.640606977	6.40190827	9.63147898433	8.319504051	9.352584818	7.328956711	10.71101325	8.4158022085	10.46181223	10.858463785	10.91587586	5.110416751	9.450345815	9.414051539	9.2817093215	11.18913904	7.3456354296	10.31926034	13.23568448	11.31701417	11.50067275	6.615927983	11.82023805	9.909672939	11.377581225	11.73309279	12.5439804	10.050827472	13.59674589	13.00468928	8.595985756	10.247903306	12.87483063	8.057792791	7.177920594	8.2598331225	9.150016457	8.79888271325	12.8619748	11.25593456	BRCA
Instance3	8.863269607	11.02909413	7.7421408185	6.04381856867	12.06169868	10.52528127	9.908978409	9.016746404	5.841225451	10.97842288	9.110881418	8.146621018	8.555595752	10.11027486	10.43095979	10.78161608	13.14374197	10.69680263	7.334275799	7.625674318	9.5030130075	10.96383915	6.943192075	9.527448232	11.19715849	11.71972476	7.16277178	13.12928165	12.10791023	8.86916284	8.722244962	8.71583564667	12.03914706	11.50810934	12.40276968	12.25537394	9.398968695	10.64514978	8.667852416	10.6149577627	6.1155587925	12.23798527	11.38730129	11.04525817	8.780622706	5.2427211675	7.94825784867	11.78440594	8.10018244867	8.462695802	11.53607976	10.80325148	7.115254705	8.263293998	11.74226323	10.95930669	11.09488611	6.671085011	11.391694545	8.434248371	10.571985255	10.35004996	10.437397366	9.382548986	9.686960543	7.942780038	13.57553219	12.77666852	8.9238215915	12.42106423	11.71890753	8.555357117	10.75119697	8.906940563	7.9455300375	9.596504489	13.34674991	7.613902012	9.391867114	8.881474302	8.99236224725	11.36143133	13.18602605	5.730783436	12.74662417	10.417757521	9.846936382	5.832137623	9.490063212	9.112401142	9.374426115	7.966801593	10.04584194	8.3007643885	10.70238075	11.21174503	11.28858078	5.047245267	10.03551433	9.787507202	9.3629165545	11.34672441	7.0844574284	10.67652155	13.32947056	11.48747845	11.64933041	6.58267313	12.218859	10.2361186405	11.498187145	11.50889917	12.99550798	9.82032991733	13.470225715	13.11366653	8.954364367	10.5417774585	12.30758799	7.937337889	7.594476004	8.264176152	9.1812629675	9.20366955825	12.74633592	11.37562067	BRCA
Instance4	8.7045782935	10.8503707	7.315065312	5.70928025967	11.99297383	10.79412363	9.942089671	8.440932608	5.637937129	10.6577385	8.4227646	8.803470139	8.01473776067	9.921722365	9.975966561	11.12462557	12.25336009	10.99592277	6.671191186	7.30727536467	9.4116827515	10.8703264	5.903768142	9.460420635	10.46054833	11.62513246	7.679024567	12.94444888	11.9611296	8.814351043	8.275485668	7.90566492433	10.84615266	11.56532836	12.70456839	12.25102085	9.382657054	10.65887222	7.9364525028	10.3658083907	5.8385960695	12.69546762	10.39039231	11.36612562	8.891161787	4.913620114	7.58612819967	11.63638911	6.61701775967	8.00043084733	11.40394419	10.73380366	7.089903611	8.297307361	11.93079102	9.784152691	11.21556957	6.876459007	11.248224875	8.5790305335	10.95568489	10.01984475	9.1678496	8.895061065	9.691124582	8.593784309	12.30526243	12.72627038	7.414661847	11.27393851	11.86752597	6.539938605	10.61911518	8.4785009665	7.954428106	9.6737107325	13.02515173	8.247323644	8.937668895	9.308186063	8.32852122875	12.36769602	13.42453443	5.888141239	12.1206107	10.4879662705	9.370829667	6.122575015	9.30564670967	8.545757142	8.982138771	6.678237972	10.89528011	8.1568431635	10.50792373	11.01264222	11.51507901	5.077041333	10.52692981	9.551372359	9.221095317	11.6627575	6.645229959	10.93329621	13.45429804	11.15503025	11.74892461	5.664988526	12.086046165	9.221468358	11.18568877	11.88149458	13.00956452	10.546148852	13.56614457	12.66269848	8.453909646	10.0353304235	12.44389288	6.8495687005	7.774014657	9.331473502	9.1547706235	8.489951652	12.28299001	11.4318764	Control
Instance5	8.8770737435	10.98552909	7.5146543	6.04343864167	11.94862832	10.57043948	10.20043922	8.387221565	6.064156003	10.503672	9.096854336	8.173353743	8.52861131367	10.03996125	10.15068061	10.22441209	12.9851927	10.53746137	7.165462596	7.82812580233	9.2509596	10.72139426	7.362647683	9.226485123	11.16642377	11.5412565	7.240507832	13.346918195	11.65291678	8.507002848	8.08727868	8.628654554	11.84033352	11.49848788	11.91937371	11.9611296	8.787544391	10.68519142	8.6026996762	10.6190486503	6.024704722	12.10354363	11.08602027	10.98687328	9.194320487	5.3277585135	7.93509094333	11.66204091	8.20578410567	8.346503279	11.49170796	10.53897001	7.693384371	8.569372533	11.63413504	10.78457782	11.21785793	7.347712434	11.400107595	8.4408412935	10.57602591	10.60154822	10.4516996545	9.691682951	9.494236145	7.459720794	12.21264541	12.66269848	8.26847119	11.18505522	11.69988051	9.021654005	10.43516787	9.342502189	8.4000370695	9.396733224	13.32090986	7.316057755	9.104429135	8.660014728	9.35218072925	11.45168263	12.65463721	6.370125583	12.374878825	9.874231894	9.998054828	6.20496783	9.53616145567	8.340708157	9.219066321	7.5685987755	10.26174268	8.485640328	10.84878354	11.46584281	11.61377578	5.053775224	9.727801838	9.76887123	9.4061511555	11.48278541	7.3516759668	10.55221305	12.7295762	11.4675955	11.32802988	6.268757774	11.749004515	10.143806634	11.235108145	11.51195041	12.46187723	9.63375109167	13.129297275	13.591191	8.838022945	10.593959679	12.58278655	8.158823234	7.643930351	8.5968144445	9.1918219095	9.09876393625	12.24154982	11.27871096	BRCA
Instance6	8.1571852935	11.47305897	7.655560274	6.267197668	12.22401684	10.50744312	10.3594479	8.704406115	4.980495207	10.77226531	8.4682236525	8.315298042	9.038483705	9.265615706	10.37102002	9.957893248	12.81153531	10.10676612	7.111008157	7.82002856633	9.088103637	10.98733883	7.968884369	9.580259098	11.27014362	10.57466711	7.281051685	14.0346627	10.18581735	8.20645413	8.745490404	8.096712503	12.44521413	10.3081004	12.07463999	12.5708958	9.110431842	10.93447616	8.5528444284	9.76488583567	5.7936406095	11.23824666	11.2456925	10.31880295	9.436467494	5.5348569825	8.084937371	11.91142767	7.83899154967	8.37482626667	10.63834113	11.1256332	7.768004183	9.204235572	10.61251863	10.82290958	11.30008097	7.52642319	12.00934002	8.3204148685	10.059155286	10.96605136	11.032620788	10.51539952	9.785085055	7.494777849	13.53768073	12.86518429	9.5837922405	12.41355925	10.85945735	10.07463693	10.82887651	8.702197063	8.5860496735	9.527826126	14.57543497	7.739191811	8.691116347	9.239217295	9.3792219655	10.44344636	11.93396179	5.880692411	11.00569676	9.615219629	9.46837006	6.296508456	9.11826291567	8.466087808	10.13179303	7.4831627795	10.08912308	8.5612270685	11.03059147	10.1380347195	11.36999819	5.364232071	8.716786137	9.348673457	8.6878652355	10.62450788	7.1796525776	9.730232835	13.75481291	10.64948099	11.980959	7.302047389	11.405244945	11.1529247775	9.966168261	12.07353083	12.87187546	10.2114507887	14.01322491	13.86388477	9.085698921	9.5075484285	12.84430567	8.4547314975	7.912531798	8.283767317	8.430599153	8.956414977	13.09561052	11.59105257	BRCA
Instance7	8.913758485	10.62985317	6.784561973	5.51712540533	11.60457421	11.05704424	9.810254755	9.791114496	6.049582442	10.17748218	8.431889554	9.040817876	8.18045364967	9.632550476	9.468797688	10.73727294	11.92604216	10.82076955	6.504863171	7.36567541233	9.2549460155	10.24834304	6.016591727	9.107923944	10.51088557	11.73097541	7.970653989	12.701373425	11.35036618	8.302457433	8.152856641	7.259941774	10.57360012	10.96190926	12.76570158	12.14165544	9.20272449	10.45388564	7.0675963694	9.85925576533	5.22784555	12.60734656	9.612500464	11.38730129	9.875242947	4.641600257	7.31864934033	10.93133239	6.63745606467	8.21606717533	10.82536054	10.1635211	7.146291501	8.582331246	11.52400552	9.616976592	10.49812646	5.93517168	10.896156205	8.7778453255	11.07724954	9.587004462	8.806797898	10.1781672	9.007014035	8.1487195	11.21413864	12.51448113	7.7559959895	10.45145612	12.05711016	5.768721099	9.895825602	8.802359285	7.2700416075	9.918015884	12.68497545	9.050175926	7.954852246	8.533476842	8.557706581	13.06629278	13.82037647	5.354038858	11.490214785	10.2713731135	9.915409278	6.24317934	8.848091428	8.157095673	8.770202293	6.443112263	10.4101071	7.8170687605	10.12324558	10.26955115	11.31537336	4.682592971	10.05577764	9.551857774	9.0521768925	11.15442592	7.107536407	10.30479083	13.50703833	10.90796116	10.80184598	7.141854563	11.57380198	8.924865526	11.08440101	12.16391545	12.74323457	10.1790262163	13.01406235	12.16931758	7.880687247	9.7391806555	12.46600514	6.3765728385	6.769246515	9.855868157	8.4685930605	8.036073166	11.62135377	10.50969117	BRCA
Instance8	8.655846687	10.45921159	7.4877586145	6.040809355	11.71081731	10.09063551	10.20458677	8.983991943	5.96947934	10.72139426	8.6306224855	8.714478327	8.60185009133	10.21330509	10.39785406	10.12039378	13.12983363	10.40879176	6.824039465	7.38772983733	9.58057121	10.64533445	7.021149678	8.997758931	11.04675588	11.71789713	6.761953818	12.980359775	11.94781234	8.509627684	8.831846471	8.20641651333	12.05027391	11.19221592	11.91473092	12.07956321	9.396830118	10.42665293	8.714465447	10.9124025893	5.6829975915	12.22616388	11.42477793	10.4760984	8.87920118	4.9957388435	8.28694858433	11.33246195	8.09826930367	8.24244967567	11.49325267	10.08207289	7.650694786	8.078592657	11.74274112	11.04724001	10.50605987	7.412106427	11.363516805	8.325651919	9.4484851555	10.41061594	10.788866333	10.0065544	8.722654824	7.516174992	12.81545941	12.41833894	8.825478429	11.62774602	11.41291396	8.633005304	10.43012873	8.955194463	7.849929137	9.8357123485	13.57316849	7.130367529	9.782425408	8.56474124	8.84114913375	10.3940878	13.09148337	5.893733061	12.562482875	9.8227303195	9.019494215	5.659219053	9.65121871967	7.977596373	9.692598558	8.3947789025	10.07257517	7.7390767255	10.59491265	11.55287232	11.0768258	5.125580074	9.720834695	9.585704849	9.282369391	11.17614527	7.2319018	10.31612343	13.074006	11.2546007	11.29816872	6.187357641	11.90487657	10.1627362205	11.50833728	11.53391627	12.6048903	9.93714048033	13.52447045	13.20290364	9.058425498	10.6956513145	12.47764072	7.905385112	7.087386262	8.0784174825	9.4925222445	9.39380897625	12.68199828	11.20049729	Control
Instance9	9.0837551905	10.94344908	7.395103657	6.06450918367	11.63680824	10.66888523	10.23882301	9.131690517	5.499217061	10.7538521	8.999316271	8.472326439	8.62817260833	10.18746996	10.35235277	10.26803932	13.02126635	10.52975779	6.828171797	7.70956467867	9.47220228	10.73333763	7.294186784	9.278438496	11.2641671	11.58069917	7.173030276	13.484557835	12.14165544	8.65922987	8.850976841	8.87100675467	12.34682957	11.58695951	12.08918571	12.10791023	9.075894332	10.81429428	8.7632397942	11.0825050907	6.1699337195	12.31194418	11.53262879	10.52807828	9.021785849	5.0370533345	8.102910264	11.63779329	8.44827411533	8.41246886433	11.45582051	10.45361046	7.904907218	8.744498452	11.5852209	10.75166563	11.40976762	7.676452764	11.644222845	8.327260315	9.970714033	10.70238075	10.6186966275	9.99314401	9.443296418	7.423202332	12.88816775	12.67483341	8.7674989085	11.58210918	11.5225547	9.127130976	10.47331538	9.199840675	8.292314344	9.8518476785	13.40233131	7.588566845	8.26375173	8.593410849	9.19653985975	10.65887222	12.70456839	6.448203566	12.5355618	10.1831160975	9.731989781	6.098564439	9.45398817967	8.165310429	9.413501595	8.336190862	10.27665401	8.3449142045	10.83272413	11.47924692	11.2498099	5.455665247	10.13755512	9.469917065	9.3326912865	11.524772	6.9757972086	10.59770368	13.34320241	11.20603466	11.72497433	6.638729582	11.970529085	10.4825918695	11.259487165	11.92978186	12.68694261	10.4526935857	13.63707531	13.42453443	8.937153923	10.747892033	12.25336009	8.074104295	7.848311718	8.501899967	9.425247273	9.30100484525	12.77284039	11.9866439	BRCA
