@relation thedata

@attribute 1027 real
@attribute 207 real
@attribute 2309 real
@attribute 2885 real
@attribute 356 real
@attribute 3611 real
@attribute 3688 real
@attribute 5164 real
@attribute 5170 real
@attribute 5290 real
@attribute 5295 real
@attribute 5594 real
@attribute 5595 real
@attribute 5728 real
@attribute 5747 real
@attribute 6464 real
@attribute 6654 real
@attribute 9564 real
@attribute DependentVariable {BRCA,Control}

@data
9.994983337,9.746089281,8.65713445933,9.4954151895,5.714184545,8.706811056,9.30169669467,8.058886194,7.1007852408,6.685313404,7.0703331436,8.27215776867,11.634256725,10.48283344,9.55016911,9.15105029633,8.001564595,8.887952536,Control
9.7467670155,9.68028616833,8.61943654367,9.5539178325,6.1044474,8.56643237367,8.828078384,7.765768643,7.4312568682,7.098719371,7.6111323212,7.85669691467,11.27623323,10.32512022,9.45642471,8.42779587067,7.481398095,8.931846371,BRCA
9.760065891,9.69256516467,8.11911474133,9.480270588,6.144867877,8.49808310333,8.9042892375,7.82918539,7.2445861642,6.212526175,7.448654099,8.11094053067,11.198356615,10.4297627,8.9981409465,8.45925672733,7.228580927,9.151968584,BRCA
9.344181055,9.98949733167,7.89001782067,9.432546201,6.331145921,8.39571149633,8.75186424133,8.226570092,6.9971733014,5.584068992,7.6522265588,7.98209816267,11.274247985,10.18190731,9.0133211855,7.73867912133,6.648325671,8.943878208,Control
10.049946495,9.506100771,8.43841214667,9.66718229,6.16425895,8.774503078,9.13491446,7.822700078,7.3395574808,7.405441727,7.950268865,7.82991936767,11.21839075,10.27256013,9.0250253645,8.10318445333,7.634958261,8.86238252,BRCA
9.5007422985,9.688092646,8.37121987433,9.9164802245,5.609260937,8.73156550233,9.489530799,7.408162266,7.3955993004,7.460253403,7.4183463498,8.18650002,11.07534033,10.16250498,9.420287121,8.70127661067,8.19601328,9.615648544,BRCA
9.015559992,10.0480993307,8.43731510867,9.167523377,5.032113243,8.62679562667,9.251714595,7.933839821,7.3536038904,6.662423158,8.3350079456,8.451561107,11.151396135,10.31455241,8.8796586,8.36198243367,7.292025067,9.176011741,BRCA
10.6232973005,9.436876068,8.18545797233,9.1611827995,5.582112807,8.74415936267,9.23773095817,7.4513783,7.0445753338,6.020263967,7.757716558,8.171538624,11.40345044,10.71573921,9.585335464,8.53051419067,7.787382059,8.83089633,Control
10.059640231,9.58057105933,8.21589430233,9.3657406255,6.069858551,8.66388044333,9.05065703483,7.72431112,7.1591884674,7.205282841,7.6719006758,7.91861634733,10.99057863,10.36365325,9.2675642675,8.16926655967,6.878728789,8.641980482,BRCA
9.9202580165,9.75364579767,8.183937528,9.70078824,5.434637608,8.554638965,9.06946628383,7.754388358,7.3339069032,7.606018576,7.3060563712,7.74245236133,11.551814785,9.653830832,8.984597332,8.39504068233,7.4960371,8.799282532,BRCA
10.1640382545,9.592833039,7.53120278467,9.153599552,6.110410879,9.40332627233,8.5429645305,7.718860121,6.4696508394,6.657000843,6.9076540764,8.06297051567,11.573459625,9.658595819,8.7160245685,8.62624266567,6.507481989,9.630226677,BRCA
10.0441681905,9.66262953467,8.066354955,9.5256586835,5.613687265,8.60858406967,9.18007328783,7.599952116,7.150559257,6.822223857,7.509195938,8.197304519,11.32136754,10.53537772,9.5799510855,8.601359139,8.512524314,8.536335742,Control
9.813364775,9.935713008,8.55696415067,9.597360232,5.647898183,8.520584948,9.52376826383,7.878788361,7.2121520398,6.672535396,7.3656981534,8.151507585,11.488573795,10.73844933,9.807955308,8.523978557,8.640083234,8.699521377,Control
8.716991196,10.2127518167,8.37001555233,9.06038523,5.601853411,8.21723165,9.15082053767,7.414814438,6.5523992454,4.904979261,7.1534205814,8.08129530567,11.695521545,9.656380672,9.6749751715,9.16094315833,7.7584583,9.481880707,BRCA
8.4863279555,10.3303371883,8.055316251,9.5800955565,5.964982644,8.042345746,9.44121959,7.647100631,6.8318493608,5.472171943,7.0222287176,7.95451796533,11.206231375,10.45510657,9.2641454985,8.789516499,7.8511886,9.246806572,BRCA
8.9933055285,10.0295226957,8.15187039433,9.0393998015,6.072969298,8.22753304633,8.933464829,7.810926842,6.9033787788,4.944168843,6.9209080238,8.00665617633,11.49634678,9.799419701,9.278094081,8.419142242,7.192690117,9.273365013,BRCA
8.896381156,10.1231177773,8.307619148,8.9731778835,5.974650478,8.19772229467,9.05192720867,7.680255999,6.5092008916,5.538546893,6.8965544166,7.86577453733,11.796022585,9.411691645,9.5786882385,8.58330978467,7.688986551,9.479871756,BRCA
8.753016755,10.182290716,8.00178394967,8.9213733295,5.963191597,8.017382097,9.04214245483,7.295863332,6.667640262,5.070616072,6.895239566,8.01917131267,11.46459896,9.922525358,9.21652246,8.49027171233,7.192172276,9.229474442,BRCA
9.089847459,10.3257906717,8.114935638,9.111304808,6.180213143,8.237219623,9.0875921835,7.299393782,6.6051129444,5.353156751,7.0040046146,7.890844983,11.5411915,9.905613067,9.337026401,8.95843216133,7.574595656,9.510275173,BRCA
8.921795507,10.2867156497,7.80541527933,10.2970447,5.606894664,7.945908924,8.1006439875,8.926163377,6.5489813434,5.027033758,7.4112322548,8.742530249,12.52079595,9.850777208,9.6546657745,8.67313689733,8.480033951,10.04737654,BRCA
