@relation thedata

@attribute 10005 real
@attribute 10478 real
@attribute 11001 real
@attribute 1384 real
@attribute 215 real
@attribute 23600 real
@attribute 26061 real
@attribute 30 real
@attribute 3295 real
@attribute 3417 real
@attribute 51 real
@attribute 5264 real
@attribute 54677 real
@attribute 55711 real
@attribute 6342 real
@attribute 8309 real
@attribute 8310 real
@attribute 84188 real
@attribute 8443 real
@attribute 8540 real
@attribute DependentVariable {BRCA,Control}

@data
7.184878131,8.257342021,6.963246156,6.6027365055,7.790610985,6.93423366833,11.40523204,10.72999053,11.09730811,11.019667085,7.088856485,9.82420848167,8.67536707,7.0141421335,7.2964269455,10.04737654,9.62089845,10.09482363,10.38104028,9.249416378,Control
6.722504021,8.286605263,6.033319063,6.4177160345,7.025142677,6.402667179,11.04675588,10.59929946,10.91180038,10.2259511465,6.27776847133,8.554551381,9.290572499,6.0942299005,7.1981423495,10.33515616,9.006046297,10.20970043,10.40696526,8.601288997,BRCA
7.383663527,8.083334552,6.053334703,6.33679859,6.786534696,7.403785913,11.08987103,10.75166563,11.12068843,9.924167319,6.260049093,8.24923663867,9.62228117,5.7607280805,6.9330807505,9.571573066,9.783317959,10.34145242,10.26387982,8.44984106,BRCA
7.59548338,8.398338745,5.504788206,6.872572651,7.287761142,6.13048027067,11.26465094,10.7601172,10.55438287,9.0684602725,6.11308810333,7.74073492933,9.316802576,5.950739866,6.8103280455,9.638010974,9.887921655,10.82171841,10.54095891,8.71258815,Control
7.197317764,7.962839807,7.801322174,6.738280066,7.41187347,6.97442544467,11.10846093,10.35399067,10.87758344,10.596267702,6.33714486733,9.000331811,8.527663806,6.01088294,7.8570900495,9.562147541,9.848568613,9.717642636,10.39134057,9.557291911,BRCA
6.738737864,8.439354191,6.354474751,6.6163148365,6.859289787,7.389363753,10.9783031,10.55582601,11.02017803,11.076686035,7.16167000633,9.22903318367,9.256055991,7.005903224,8.003273693,10.19564323,9.563330297,10.05145066,10.44311479,9.453981066,BRCA
6.00034443,8.24541143,5.857863615,6.857974453,6.579810423,5.992893276,10.33896506,9.768523916,10.02722219,8.4049364745,6.096097165,7.68469672367,11.27393851,6.2382911185,7.3238721285,10.0436019,9.701311282,10.93024227,9.822443813,9.522974333,BRCA
7.218444873,7.537453572,6.539938605,6.82658296,6.811667297,7.81210927067,10.93699877,10.30642947,11.38105635,10.760653466,6.80441426667,9.33942584567,9.243971962,6.7129235545,7.7267805215,10.15840177,9.693199925,9.243971962,10.30909577,9.236840051,Control
7.478610125,8.105412415,6.196730592,6.4747107535,7.029952853,7.17517287233,11.19443078,10.30105061,11.10564356,10.171859162,6.705124989,8.70917423533,9.153704732,6.180573567,7.2983490845,9.238668129,9.765178804,9.571942743,10.51709631,8.709412238,BRCA
7.31211405,8.324631881,6.560107813,6.498880504,7.160832288,6.94116491067,11.18913904,10.87119702,10.93055646,10.0849120045,6.54412221033,8.90833815467,10.19994869,6.1635652645,6.892680553,9.636706687,10.05069253,10.88264708,10.02803075,8.214053297,BRCA
7.686537513,7.88932314,6.227958227,6.7629465605,7.94040335,6.57899015267,10.98249473,11.23443143,10.94417051,9.825005875,6.50628927267,9.066850893,9.633676921,6.930232099,6.1855141455,10.2712474,9.733261595,9.979171906,10.58546987,8.160162778,BRCA
6.954723045,8.655871568,10.01166444,6.6800809935,7.323440159,7.72611715267,11.34287486,10.79163118,11.25727898,11.284900865,6.98107631233,9.22422851467,9.424891195,7.8928532945,8.2746413025,10.13811214,9.91481157,9.680491885,10.50744312,8.841423708,Control
6.984051329,8.117021121,7.693802512,6.933023639,7.938816713,7.31500335067,11.05050869,10.72360146,11.3989816,11.5160328,6.84816379133,9.73584219233,8.944376143,6.36682336,7.187060127,10.62352057,9.444332211,9.861979055,10.35884378,8.949703533,Control
6.935197837,8.306290867,6.738636546,6.891937221,7.756474804,7.316624831,10.62822705,11.3345919,11.71363365,10.622085571,6.65011322267,8.245686433,9.716982805,5.999618456,7.3284529625,9.77458988,10.22411057,9.841761329,10.09410116,8.744658219,BRCA
6.951521137,8.323461411,6.930918032,6.931669968,6.907795377,7.72856936133,10.77656897,10.92649636,11.47374394,10.885403125,6.513235533,8.83401937833,10.01669727,6.3189005815,6.7016055775,10.38826519,10.31705674,10.53205419,10.16341103,9.157436075,BRCA
7.289606548,8.44605057,7.220840508,7.01534359,7.453087713,7.64084558367,10.80162574,11.38446015,11.33051934,10.8016164685,6.27521312633,8.163300333,10.06056798,6.2214108215,7.098526773,10.20855784,10.22118263,9.988053059,9.947264757,8.535684722,BRCA
7.41208525,8.797613807,8.262201898,6.736934115,7.827566793,7.60587163467,10.94976857,11.49170796,11.49113672,10.76343432,6.68017163467,8.12189785167,10.06266044,5.638110549,7.272190563,9.854642896,10.21981018,9.827664684,10.06332804,8.311181937,BRCA
7.560621583,8.58662508,7.847622917,6.840371121,7.484583516,7.580803739,11.12462557,11.17208697,11.55940591,10.819271146,6.42639375067,8.40873511133,9.525129802,5.997020395,6.793055989,9.733261595,10.24134003,9.765178804,10.05680742,8.613551105,BRCA
7.489448856,8.656086161,7.581616992,6.929548323,7.808161583,7.885073374,10.72173602,11.11317258,11.56371361,11.365658795,6.316915038,8.33206383067,8.46734177,6.302189782,7.2507504755,9.524248408,9.969768236,9.696285616,10.15470456,8.727649179,BRCA
6.482691508,6.089482923,5.666764579,6.9639051555,6.256213996,6.394622927,11.4521693,10.63147746,11.08484843,10.67711418,5.81274333933,9.31114707767,5.878732237,6.576875134,7.1556732325,9.590793393,10.15739466,9.697567565,9.987875473,8.635646596,BRCA
