ID	5330	805	3628	23236	5333	5579	5578	5331	801	5332	8525	3632	3633	8526	8527	3631	3636	5582	160851	3635	8396	8871	3710	113026	55361	200576	3612	3613	8394	8395	27124	1040	51763	8867	84812	3706	23533	3707	3705	10423	3708	3709	1609	8760	8821	1607	1608	1606	51196	9162	51806	5289	23396	5287	5288	5305	5286	55300	5728	8503	79837	64768	810	5290	5291	5293	5335	5336	89869	5298	808	5294	56623	5295	5296	4952	5297	163688	DependentVariable
Instance1	7.476788978	13.59313376	10.98871684	6.8772890085	9.078098174	6.21136540967	8.688181342	5.876585242	13.11037161	6.9141724395	5.38074834667	6.97220491467	8.588753161	5.291135005	5.54763819667	5.943118613	11.24851188	5.313256056	5.6252008215	7.745155171	8.97737175833	7.915881059	11.35799469	7.637931018	7.254464427	5.654434804	8.312317023	10.44673727	6.736879227	5.72824240233	6.576441185	9.598634638	6.094875369	6.02006370333	6.260125068	5.817758343	6.033979735	10.2343328	9.745191577	6.697618026	10.99802289	9.844635599	8.641980482	10.09834176	8.327486542	5.411191863	5.564691589	6.0352272464	6.134945417	5.458292792	9.095911979	6.066633462	10.17096442	9.196922425	7.44476877	6.638222752	8.178255417	7.1556133955	10.48283344	6.660285205	7.795457098	7.380982906	7.680836167	6.685313404	7.339184439	8.467616885	7.6745180755	10.98014335	5.232287804	10.14206911	12.33572539	6.299304767	8.343664452	7.0703331436	11.7240492	9.292087988	6.990059838	5.118745153	Control
Instance2	7.453231788	13.5121695	11.42163372	6.8906417385	9.169130251	6.479820979	9.433471275	6.036839159	12.75620088	7.100683958	5.62081497	6.912450532	8.747254058	5.786342332	5.65289454733	5.680190919	11.64681981	5.115003321	5.265845043	7.742126034	9.147836869	9.591550922	12.08864757	7.252336945	7.16854959	5.51315991167	8.413195399	10.18537138	6.923182243	5.74831115833	7.3751715	11.15652889	6.615155557	6.27118750533	6.425850025	5.309804873	6.539395847	9.714503602	9.24955267	6.735509184	10.75503384	9.525335383	8.681362402	9.81064438	7.588379451	5.25789780133	6.609256782	5.730737281	6.936817896	5.831124321	6.451092084	5.492262803	10.56803712	9.460062212	8.180905107	7.204916188	7.91055448	6.9240660275	10.32512022	6.249592888	8.278880489	6.713184145	7.335080175	7.098719371	6.741201091	8.699078855	7.862876923	10.64134532	5.609778043	10.40879176	12.47764072	7.09127967	9.264947528	7.6111323212	12.12504541	9.2225408525	7.32843593867	5.98658799	BRCA
Instance3	7.462177348	13.47944813	10.70754056	6.771545835	9.194154246	5.889051372	8.48506563	5.98687237	12.13760287	6.8982166245	5.519236166	6.69008006567	8.5896522	5.773740066	5.62946028433	5.82970608033	11.729846	5.434470814	5.6248083605	8.060129988	9.01699984267	9.546605663	12.01135666	7.867496711	7.189975552	5.23154770667	7.357994257	10.66287331	7.067383603	6.00801800533	7.450295376	10.66204549	6.257770271	6.21993466967	6.981998527	5.379561399	5.844744204	9.488011381	8.759339892	6.560412966	11.137683	10.74066222	8.912867729	9.638590278	8.437919657	5.184621497	5.572595075	6.0777578554	6.651414562	5.451055498	8.606850376	6.394124489	10.27665401	8.194672069	8.132681099	6.599805472	7.379120836	7.6855195315	10.4297627	6.638439986	8.477749287	7.377733548	10.35235277	6.212526175	6.813047234	9.063247518	7.7021225845	10.4984955	5.844744204	10.3594479	12.54827894	6.323194968	8.092124337	7.448654099	12.67203307	9.354770974	7.26790038967	5.757030749	BRCA
Instance4	7.601141445	13.35270561	10.95503978	7.226006717	9.138144503	6.312672729	9.211511834	6.1476177	12.20536419	7.2768077175	5.21928892267	6.46750171467	8.547088405	5.30196368	5.86809408267	5.48480009067	11.81694975	5.36790503	6.192002068	8.06060289	9.36342608	8.823479598	11.97218475	7.131191071	7.633596724	5.60656728133	7.59548338	10.42784213	6.947903173	5.625614538	7.0381009935	11.19715849	5.97637008	6.02656795	7.131191071	5.59291388	5.341462114	9.831893516	9.235015638	6.711311119	10.00164081	9.439182162	9.395331225	9.169130251	8.317549556	5.03743930567	5.182703468	5.652132278	6.715073541	5.259471408	9.664661106	5.161495975	10.63491565	8.883155791	8.324001746	5.78869305	5.568952692	6.6261368665	10.18190731	7.411068419	8.54156239	6.360369215	9.938977155	5.584068992	6.506054132	8.649598507	8.054801422	10.35580562	5.833276737	10.6537276	12.76004735	6.299945779	7.149216488	7.6522265588	12.52623397	9.140894251	7.38531619533	6.492979261	Control
Instance5	6.773076963	13.37889296	10.79624673	6.848015995	9.015206735	7.50900425433	8.977409535	5.887775801	12.34682957	6.6548276045	5.21101725667	7.442951447	8.157727298	5.256266489	5.83837805333	5.537458181	11.05745385	5.333791561	5.7650190345	7.919118257	8.91998789733	9.302679545	11.58766984	7.084997347	6.361422401	5.330964596	8.104626434	10.22159048	7.383209901	6.19243917733	6.7053531	11.00344784	6.322293794	6.29909846867	6.174132356	5.283839608	6.042212717	9.455944203	8.829493729	6.6297046065	10.864964	9.689574849	8.443721766	9.080731686	7.126965437	5.518605122	5.497142287	5.8944335644	6.879157806	5.961687712	6.345898074	6.385047554	10.32819838	8.230382115	8.367328607	6.1022441	8.107637037	7.1546883565	10.27256013	6.561483187	8.516429993	7.616550911	7.089109133	7.405441727	6.944393257	8.565760069	7.930765467	10.43232295	5.0188247	10.44156469	12.45248586	7.300126299	8.8794769	7.950268865	11.96427598	9.1723230225	7.40632798567	4.93618003	BRCA
Instance6	7.658927519	13.71343219	11.19882886	6.727722821	9.121838552	6.98490046733	8.467749328	5.94872421	13.11510467	6.9752829565	5.14049316067	6.80815089733	8.181302763	5.859479655	5.76107451967	5.59223763967	11.4706641	4.940884687	5.6614879675	7.186711317	8.88917607867	9.196486021	12.06588572	7.561290093	7.278707598	5.656708921	9.084915407	10.05847247	7.378145538	6.03175384867	7.0425830005	11.45906284	6.131451225	6.446163647	6.751614769	5.694818396	5.759695977	9.831165155	8.858455953	6.9453708935	11.45443311	9.814991395	8.878435012	9.963792397	8.193933255	5.290232188	6.030011153	6.2829369016	6.906984142	5.880692411	5.930448326	6.534735237	9.844219734	9.029419152	8.878894761	7.08544889	8.49584616	7.9130772635	10.16250498	6.446881172	8.924753967	8.538180321	5.996451597	7.460253403	7.80732453	8.146264608	7.6687152575	10.6767992	4.505933891	10.70852807	12.66384721	6.725540512	7.8759814	7.4183463498	12.02694363	9.53489369	7.18556701633	5.660645761	BRCA
Instance7	6.111350232	13.29267684	11.04491678	7.4861886795	8.624156769	6.81582852467	9.024558716	5.48205062	12.34260121	6.945356743	5.22354249033	7.343184124	7.316057755	5.72962839	5.76618988233	5.60634192233	11.5568558	5.832707292	5.905607431	8.082270314	9.364328595	9.728286664	12.23463043	7.114005486	7.747456426	5.52035682533	8.84036183	8.987037374	6.302735442	6.111855276	7.553904757	11.8734596	5.80774855	6.47309346533	7.868145216	5.771893004	5.942169184	9.464617794	9.247975637	6.7664428015	9.557684409	7.511675823	10.11448127	9.357239199	8.931292376	5.81435631733	5.598879718	5.7755126904	6.169329391	6.552903924	9.276724119	5.69405225	10.93816836	8.791131238	7.322741917	6.952074702	5.38008113	6.3477796105	10.31455241	6.282259665	7.887679287	5.949599858	10.40794251	6.662423158	5.996847001	8.302457433	8.590203577	10.27409306	5.968327676	11.137683	12.61750082	7.476910459	8.718773555	8.3350079456	13.11366653	8.331241242	7.12307460233	5.548136995	BRCA
Instance8	6.898937271	13.44200721	11.2091047	6.719520862	8.781049111	6.87117032933	8.419813926	6.202570157	12.57155186	6.5861642735	5.161530509	6.94695499467	8.381198053	5.317422789	5.49137738567	5.50954200167	10.87563823	5.495064524	5.6207895165	7.46131803	8.66226687033	8.005289273	11.37383049	7.173505064	7.056478197	5.18511875833	7.843734423	10.33398861	7.347180908	5.401308988	7.412093857	10.01863178	6.677300776	6.19480142733	6.616552979	6.04385369	6.015923042	9.582283668	8.335369278	6.6197091875	10.66388964	9.583290187	8.757715954	9.710647662	8.522935664	5.576171569	5.42266296	5.9750980308	6.677300776	5.297935366	9.164543144	6.172283106	9.805502513	8.402224533	8.077831971	6.555820468	7.509302192	7.051757822	10.71573921	6.094030827	8.318860377	7.481115503	9.572823899	6.020263967	7.162847292	8.452633655	7.7549264415	10.75653988	5.167931151	9.762972088	12.74796537	6.726903149	8.027271741	7.757716558	12.07897478	9.379068303	7.40548013	5.655646098	Control
Instance9	7.321975714	13.70458133	10.77919838	6.995146243	8.780376645	6.13414385767	8.419971893	5.352274105	12.3148028	7.024481502	5.320665346	6.77010269067	8.701619337	5.375570566	5.70817384433	5.61155395367	11.06986277	5.606746643	5.8556534775	7.57557919	8.95332462367	9.002520488	11.74966846	7.109990256	6.956321338	5.343914422	8.411183776	10.22411057	6.920445533	5.57949983333	6.560089238	10.78864516	6.08007734	6.22314866	5.789736585	5.688817657	5.978888461	9.544781489	8.463423345	6.9552949485	10.78521972	10.67301333	8.334319242	9.351768065	7.787692219	5.243950046	5.659076304	6.3322296596	6.74167301	5.329851264	9.148261195	6.387246745	9.827843283	8.430798678	8.94185541	5.739855695	7.410580934	7.4214208065	10.36365325	6.225020007	8.551113303	7.628283535	8.367000914	7.205282841	7.428655643	8.407417683	8.1175343725	10.57213676	5.101619875	9.939822015	12.4865699	6.426437217	8.080286077	7.6719006758	12.20624983	9.3056963645	7.32404938267	5.375570566	BRCA
