ID	64805	1432	2769	2788	2787	10672	2767	59345	2784	2783	2786	2785	2770	2790	2771	2791	2792	2793	54331	55970	94235	9630	6714	5321	10681	2776	2773	5028	2782	51764	6915	DependentVariable
Instance1	8.180905107	7.09994864525	8.935666829	8.735353884	8.440434347	8.4534541335	12.11539657	7.4230773135	5.893611729	8.698011038	5.516024013	5.692518737	7.1915641815	9.885094283	11.95442182	12.98372673	5.028139516	6.38362276	9.177283189	10.1038422	5.641987591	6.639670365	6.75911734333	5.689167221	6.888464479	9.668318219	8.056110832	5.40889121	13.02719506	5.232287804	5.45627725533	Control
Instance2	4.795210185	6.60639379225	9.171240063	9.217703977	8.487841164	8.420983873	12.64178371	8.3643319965	6.113748025	8.720142595	5.853378958	5.195063332	6.0573658185	8.481901451	11.95691889	12.07225833	5.682862067	6.120295558	7.381134364	9.681370693	5.277995204	5.605858198	6.586005659	5.663779561	7.24025073833	8.930930318	8.621833133	5.492262803	13.00956452	5.31868854	5.34176664833	BRCA
Instance3	6.121642945	6.58493097	9.060122471	10.16381668	8.83146649	8.355686187	12.18094263	7.196995946	6.074361597	8.686203838	5.92077637	5.30807618	5.457103785	8.913937397	11.84327345	10.57663577	4.963487128	6.323194968	6.36768175	9.362086899	5.72110688	5.95414468	7.22912163867	5.682862067	6.84021840933	9.213384421	8.38961104	5.832137623	12.9979954	5.206732344	5.05988235767	BRCA
Instance4	5.470383322	6.0589973865	9.612320761	10.21758854	8.646667718	8.470632059	12.07926902	6.7231615275	5.455665247	9.066695429	5.504788206	5.693773551	5.725019338	6.563810693	11.56304622	9.832676886	5.29683478	6.198794315	4.851263383	7.986995525	5.842043069	5.391983545	6.91032494133	5.460424154	6.610917172	7.435526765	8.480952861	4.71357532	13.11510467	4.790526167	5.27411230067	Control
Instance5	6.750007239	6.730522711	9.312021348	9.669660678	9.506942805	9.0143276255	12.56435203	9.010303599	5.954086504	8.97289446	5.228252321	5.349976695	6.8901006515	9.337042659	12.12850358	11.68740205	5.536217098	6.63172683	7.573687183	9.546605663	5.615159695	6.316965376	6.72839437467	5.599028548	6.84786461333	9.924501194	7.944479462	5.572595075	12.87743566	4.850263431	5.33256408333	BRCA
Instance6	7.258898404	6.87151716925	9.80023708	9.433805075	8.217135121	9.5554462935	12.03287579	7.9243325035	6.143337929	8.838889641	5.268482349	6.086619917	6.5536864175	9.258413586	11.63993091	11.15310882	5.717272857	6.186714102	8.547261958	11.06412655	5.093825554	6.506966537	6.38912935567	6.376000002	6.695170111	10.54993411	8.556449653	5.759695977	12.98372673	5.178725843	5.480868779	BRCA
Instance7	4.73770262	6.362735412	9.550891589	9.675551824	8.678425073	8.505339801	12.83993603	8.7523926965	5.821334729	7.985772397	5.66903474	5.86196234	5.366277458	6.875906358	11.48011881	10.10831572	5.442621133	7.026996771	6.049582442	9.132211242	5.486079796	5.583918611	7.54701473933	5.333433796	7.252915346	7.39744174	8.162543804	5.032113243	12.64120964	4.959319531	6.24835161833	BRCA
Instance8	8.117774412	7.0975611175	9.068624547	8.751335778	9.414337005	8.291126504	11.35299256	7.0132000305	6.338875075	8.510330132	5.967463325	5.380600673	6.2928801065	10.49178825	11.95442182	12.76004735	5.865554662	6.403016818	8.11035427	10.18190731	5.42266296	6.749873197	7.00963552967	5.891304496	6.439102376	9.665460782	8.2669635	5.655646098	12.98945487	5.229406468	5.52508715367	Control
Instance9	6.293246892	6.41978303225	9.270663911	9.919504381	8.843419494	8.848894832	12.07015459	7.2793614545	6.092128797	9.04011237	5.496742949	5.789736585	6.2675959045	9.495266002	11.46383867	11.3442156	5.659076304	5.886008211	6.738839176	9.085353696	5.104977394	6.020263967	6.85674479767	5.847816088	6.907508702	9.303998235	8.546914832	5.375570566	12.96993872	5.411944154	5.74249156433	BRCA
Instance10	6.730983353	6.2012063225	8.89464433	9.681765982	8.872952717	8.389578647	12.53965448	7.9356885615	6.563963185	8.934008606	5.619861398	6.135253322	6.489380715	8.717951507	11.67867508	11.6604752	4.958159726	6.083910741	7.211063618	8.350852048	5.034976365	5.69321599	6.973025285	5.838328613	6.995387545	8.352640608	8.628081972	5.880692411	13.02126635	4.607083101	5.11583337933	BRCA
Instance11	5.851693612	5.5612686795	9.246622521	9.226485123	8.442664802	8.5717472095	11.36612562	7.5026355755	6.530878866	9.350724377	6.298205225	5.346435058	6.097670028	8.286304921	11.98415862	12.94317143	5.704879743	5.994246645	7.365471921	7.23239964	5.091711732	6.563429392	6.89592443067	6.313976471	6.97244898767	6.808774778	8.276218788	4.87013196	13.00161496	5.452703528	5.17689135433	BRCA
Instance12	6.805296083	6.791169903	8.878435012	9.260367468	9.163298157	8.5570198115	11.23978961	7.2400353085	6.225261069	8.378404463	6.055397005	5.478819157	6.6687748565	9.92562903	12.06588572	12.82636383	5.291135005	6.187456621	8.135274649	10.07238089	5.551986008	6.288640599	6.98144085767	5.476714818	6.389883566	9.546605663	8.495976037	5.555211263	13.04989878	5.285412622	5.525142298	Control
