@relation thedata

@attribute 10454 real
@attribute 1147 real
@attribute 3551 real
@attribute 3552 real
@attribute 3554 real
@attribute 3654 real
@attribute 4214 real
@attribute 4615 real
@attribute 4790 real
@attribute 4792 real
@attribute 5970 real
@attribute 6885 real
@attribute 7099 real
@attribute 7124 real
@attribute 7128 real
@attribute 7132 real
@attribute 7133 real
@attribute 7189 real
@attribute 8517 real
@attribute 8717 real
@attribute 8737 real
@attribute 8772 real
@attribute 9020 real
@attribute DependentVariable {BRCA,Control}

@data
6.76556701167,9.004698798,7.1307406325,5.428620839,6.981713185,9.677464692,10.46146439,9.4642502,12.34771002,15.00532806,8.69026092,9.487800372,8.456252884,8.519696323,10.89735788,12.08918571,8.084942721,7.37822060033,10.2072374,8.13891188267,9.943694688,9.964760013,7.12458953,Control
6.67949367567,8.974945912,7.787354885,5.19062597,6.464101029,10.14535302,11.6627575,9.905361101,12.34109771,13.91249272,8.669346719,9.4310771815,6.966306806,7.177920594,9.536461479,12.001308,7.532124306,7.05787236967,10.39985497,7.57672874133,10.07879165,10.15158143,7.618204007,BRCA
7.13302304567,8.986710369,7.4532495275,5.173838258,5.697600956,10.42139193,11.77105209,9.70697128,12.51631937,14.51605303,9.073024297,8.9013859115,6.90941648,8.414834386,10.07659888,11.63162057,7.074920481,7.01943370733,10.04121461,7.91175192233,9.929872764,10.64474883,7.363480204,BRCA
7.27747024367,8.742495656,7.4011955135,5.28559757,6.135766351,10.56828182,12.00382718,9.766156644,12.26985874,14.35403309,7.67194989,8.417672848,6.225261069,8.370459788,9.301536849,11.41027128,8.059386544,6.46814411567,10.50969117,7.18497456933,10.01119619,10.26616024,7.782574222,Control
6.68095800667,8.684828488,7.5245616955,5.488491912,6.5434229,10.67791364,11.72645885,9.855452948,12.37603319,13.73047547,9.268495874,9.2133861525,7.753252064,6.675961001,8.967688197,11.76197512,7.497654525,7.059741909,9.78258103,7.786651762,9.484878832,10.77308997,7.444230413,BRCA
6.273083892,9.33884841,7.5689740425,5.388199225,6.777719287,9.548258938,11.51112271,10.48083592,12.87483063,13.77694807,9.673230059,9.9163703245,8.209345068,6.320264091,10.31472516,11.96720294,8.260238737,7.331943975,10.54285319,8.01981551,10.12499078,10.34100757,8.197856947,BRCA
6.779059113,8.17437786,7.550193916,4.765549899,5.672857555,9.834609753,12.26224618,9.530631222,12.52075501,15.02279519,7.262755244,8.575344218,5.606746643,6.423120638,9.257317784,11.42772678,7.800739973,6.42166024533,10.10111594,6.84780819533,9.601752743,9.911339974,6.740661566,BRCA
7.020737198,8.824657385,7.4520617975,5.193979903,6.218786615,9.860714986,10.99477083,9.695555047,12.20475003,14.22362506,9.194320487,8.9471097785,7.833192323,6.14308278,10.35735437,11.92850738,7.711014946,7.018808194,10.4077487,8.008015864,9.671351374,10.36365325,7.797176966,Control
6.649348596,8.659854224,7.530604743,5.872096916,6.279801496,10.66204549,11.9611296,9.573046472,12.42766909,14.37348409,9.012625324,9.204869818,6.888990144,8.252974189,10.15313434,11.36056745,7.59152445,7.05702786333,9.861979055,7.927182045,9.108531726,10.67652155,7.392491577,BRCA
7.04562845567,8.645245129,7.6541093245,5.376786337,6.854778406,10.47490271,11.43790563,9.269361142,12.09766027,13.54172225,8.33670864,8.9430429875,6.819352447,6.105390642,8.773379189,11.57911804,7.286837552,6.71155131933,10.22738163,7.73106613,9.863923404,10.1525514,7.396307489,BRCA
6.73906535867,8.670710349,7.53597724,5.038053386,6.969677549,10.78985172,11.22161448,9.630713575,12.2590489,13.43573605,8.687254178,8.596587527,8.121094588,6.992205122,9.453435848,11.97837451,7.427399015,6.56440695667,10.6073352,8.26798057567,9.933705821,10.44646331,8.101189293,BRCA
6.67560015067,8.807082076,7.4402145165,5.557051033,6.570163571,9.975214277,11.05015324,9.909466033,12.38541089,14.39776555,8.875473781,9.0816140535,7.757525229,7.871691396,10.33092839,11.79193625,8.409445169,6.78874329567,10.68519142,7.74767978867,9.477151683,10.4522647,7.320667722,Control
6.53137599367,9.155780297,7.3412959795,5.524354632,6.289378595,10.19377825,10.77967445,9.531343017,12.24889125,14.10537413,8.978067698,9.1999885685,8.261532137,6.162699096,9.956354783,11.70928645,8.577788631,7.02586490967,10.55664043,7.976421966,9.882639658,10.26227726,7.585039752,Control
7.05252053933,9.260861404,7.5914915015,5.292792099,6.299991555,10.19073248,9.313711317,10.01320441,12.29388695,14.13459319,9.226388785,8.733092931,7.008823908,5.841225451,9.396830118,12.32501877,8.171178205,7.215576291,10.78787423,8.60516057033,10.43762494,9.334318613,7.964616852,BRCA
7.01209387333,9.241179451,7.946295334,5.03365563,6.457877938,10.56573071,9.683047729,9.847089115,12.41257918,13.98232431,8.761435816,9.2660120735,7.52642319,5.923868951,9.887921655,12.15610687,8.792953849,6.78915135733,10.64411791,7.70289810533,10.76657469,9.828898548,7.194562656,BRCA
7.22201205233,9.022833232,7.791459439,5.65607532,5.971837379,10.20419243,9.206422917,9.757607158,12.40655986,13.70909946,8.629266563,8.692934023,7.096928908,7.264445239,9.222928376,12.03603115,7.964515778,7.091595276,10.70804518,7.81029065433,10.39270411,10.02000108,8.287667511,BRCA
