ID	2053	1571	240	1579	1573	2678	50487	8644	5740	242	8529	1562	80142	247	246	8681	30814	8398	8399	5320	5321	5743	5322	5742	84647	57834	64600	239	1559	2882	257202	1557	1558	873	1555	874	113612	5319	4048	9536	2880	151056	2876	284541	2877	2878	4051	123745	4056	124975	2686	2687	5730	391013	27306	26279	81579	6916	DependentVariable
Instance1	9.361132921	6.68951277	6.95411503633	6.328365825	8.877100909	6.065205944	5.790192895	13.78053775	11.21989318	5.846751073	5.183252225	5.831251023	9.93817343	6.05725996	5.37412784925	9.970178212	5.346435058	5.9973155525	5.934641074	9.972804328	5.689167221	9.3930229045	6.31084507	6.9407233715	5.901658111	6.461565904	5.516024013	5.50383468	5.45451419	9.449448466	5.808521004	5.011016147	6.137611747	8.801402107	4.8997521625	10.30597654	8.0242798075	5.368428976	11.65143532	10.82536054	5.28549753467	6.013356873	9.7740910645	4.828740173	7.731456717	14.48484431	5.4682021915	5.2037195755	7.423676151	8.722953607	6.33411121033	8.344163978	8.926667463	5.110416751	5.40889121	7.445801364	6.001133	9.338959802	Control
Instance2	9.233116997	8.113873832	7.516489036	6.033319063	8.259591602	6.659648238	5.821079567	12.8554292	10.1567155	5.039150733	5.643108953	4.888269882	9.645779545	6.03687685833	5.577022994	10.89604874	4.937593039	6.074195938	6.353195907	6.6596432	5.663779561	8.8139773665	5.804719114	7.140230465	5.899424146	7.421057314	5.714802736	5.483179924	5.214524337	9.013797997	5.686648465	4.771900633	5.899424146	8.332127343	5.2804050785	10.83822324	7.3399386995	5.473633714	11.87463956	10.83486626	5.05472753633	6.225646687	9.0955924715	5.3503236695	9.537097584	13.36355512	5.2680027985	5.420625092	7.722174812	8.756123553	7.13401517067	8.730589968	11.2007149	5.398154738	5.959776674	8.180387697	5.644873832	8.92187152	BRCA
Instance3	9.807850411	7.258945501	7.52469168767	5.539167536	9.02903948	6.97372434233	6.193580184	10.86064494	7.940168402	5.492342928	5.516672551	5.135874705	10.20447499	6.355787915	5.614205901	10.58594865	4.838713892	6.225222865	6.403868968	5.760494586	5.682862067	8.056837029	5.173838258	7.072765053	6.376000002	7.760505606	5.329313116	5.329313116	5.112503363	10.18422484	5.363969359	4.525994391	5.960124324	8.508677352	5.2980693585	10.61835593	7.2006711255	6.004058206	12.43207997	10.58027768	4.822590159	6.783656769	9.7320719145	5.179648122	8.616788775	11.68974045	4.9984634065	5.4820486345	7.1396241895	9.899670779	7.03097167033	7.53621054	9.293081393	5.515393331	5.568952692	7.6220252555	6.257770271	9.407427708	BRCA
Instance4	9.955468697	7.334946144	7.21264682	5.549369797	9.036723879	7.15247666833	5.759562832	12.50103733	8.20904039	6.217042247	5.3384361325	5.460424154	9.815153352	8.568459196	5.96373969625	11.09339134	4.904979261	6.512188232	6.816507311	6.594776658	5.460424154	7.8889224205	5.108536217	6.9325116935	5.863140121	8.722244962	5.193979903	5.341462114	5.144669712	9.454947551	6.105076296	4.92244912	5.633294061	8.663630259	5.437870183	10.96701386	6.834846364	5.432467779	12.19704319	9.878603173	4.92101386	6.183293584	9.3939382355	4.4477078555	7.652345095	12.02214941	5.29068023	5.275502987	6.886749857	9.720834695	6.72793375733	7.716855678	9.752130192	5.499695432	5.545127619	8.477277703	5.574564199	8.769293322	Control
Instance5	9.54766629	6.64810992	7.17533249833	5.780579955	8.962217233	7.202306624	9.731989781	11.91738897	8.695994791	5.839462851	5.446280443	4.714811949	10.011968345	5.69477246667	5.51572054725	9.802112873	5.541492575	6.518443469	5.925412759	8.905673654	5.599028548	7.9471266005	5.902080364	7.0536377325	5.504788206	7.457013745	5.182107523	5.421401099	5.494584616	9.022964969	5.527485802	5.200272115	6.060539901	8.624960936	5.543792467	10.41540934	7.2320908965	5.83744581	12.29943565	10.70189146	4.96221485	6.391506215	8.8306549555	5.08966918	9.15231091	13.51771248	5.0091304025	5.416694716	7.285822694	9.808622811	6.58913345567	7.695960982	10.62715107	5.228252321	4.862465343	7.8127938485	5.989826604	9.12926442	BRCA
Instance6	9.37470323	7.022259953	7.26909411033	6.153405728	9.238041109	7.31318461633	5.353244986	12.57220763	9.927193184	5.182306199	5.1112105055	5.377480603	9.969725828	7.890046698	5.4809338375	10.25398074	5.156043878	6.07383167	6.064587171	7.21972788	6.376000002	8.852128455	6.024591871	7.37406127	5.093825554	5.665201768	5.334685584	5.214330049	4.519748404	9.12101613	5.800130634	5.861342069	5.679488016	7.945240623	5.113218362	9.467045646	7.6315761935	5.14017664	12.43390104	10.67145286	5.07263055967	6.20653151	9.474784696	4.8692463625	8.015193578	12.44726543	5.375395078	5.506526572	6.70871126	7.687832523	6.71845632	7.551018227	9.638010974	4.985513237	5.413806667	6.8315434305	6.394896188	9.457525103	BRCA
Instance7	8.668176866	8.564912682	7.13829554067	8.643748998	8.813172827	6.448658398	7.230263367	12.89900003	9.274833037	5.319230665	5.298557779	4.342031665	9.556402486	8.309217636	5.674207278	10.63491565	5.438302209	6.0879165975	7.988231821	6.139659422	5.333433796	7.978764199	4.77796061	6.1559204335	5.626739362	8.123579715	5.201056716	5.787387568	5.219373048	10.09216287	5.989826604	4.904497645	6.488889022	8.893423741	4.864967766	9.799071567	5.9946841285	5.014814152	11.90894245	10.20167708	5.01661663467	5.205168882	9.592628378	5.0592133425	8.195102869	10.76077007	4.754459499	5.7231049945	6.0320806245	7.875228881	7.024168189	7.636409152	10.40733977	5.014814152	5.164113728	8.4336189565	6.165867356	7.40164993	BRCA
Instance8	8.622345752	7.459003511	6.82093143667	5.956063188	9.291090747	6.61667624833	6.068354407	12.34859823	11.29154789	5.401401144	5.609278123	5.506693372	10.120978408	6.07103507	5.72015854525	10.04775483	5.023045997	5.8864404035	6.918538669	7.542337622	5.891304496	7.884541234	5.887897624	7.1148430665	6.001358226	5.483018649	5.354038858	5.321757891	4.607083101	9.850476412	5.401401144	6.007201809	6.190817922	9.207063828	5.1632701255	9.444694564	7.4208706425	5.517599514	12.00568429	10.44673727	4.966301893	6.389055329	9.554096283	5.0838818895	7.766961362	13.283571	5.05252071	5.852605391	7.8069242375	8.86916284	6.503359333	8.068417055	10.12880025	4.867045482	5.167931151	7.178770695	5.392842236	9.777124244	Control
Instance9	10.36260717	6.695997726	6.92672964933	6.507997257	11.09023172	7.12504087833	5.563776856	10.89668076	8.713129681	5.305251227	5.8506081515	4.948613986	10.307922265	9.47738444467	5.40560073425	10.06457475	4.742156708	5.700402949	6.077249008	5.818908863	5.847816088	9.7271422725	5.781235931	6.969180441	5.956585975	8.097822936	5.39361462	4.636656248	5.352274105	9.567718992	5.889723735	5.287261033	6.337091664	8.602217384	5.0189983305	11.19611661	7.355927097	5.801553978	12.78312415	11.25955219	4.66198269067	6.383147516	9.6248298825	4.9423577225	8.299094802	11.14402105	5.0853477355	5.0692057385	7.5650069595	9.807017204	6.790811062	7.561385569	10.9278115	5.05203679	5.167931151	7.320817348	6.058214335	8.946263807	BRCA
