@relation thedata

@attribute 3350 real
@attribute 3351 real
@attribute 3352 real
@attribute 3354 real
@attribute 3355 real
@attribute 3356 real
@attribute 3357 real
@attribute 3358 real
@attribute 3360 real
@attribute 3361 real
@attribute 3362 real
@attribute 3363 real
@attribute DependentVariable {BRCA,Control}

@data
5.144465785,5.011016147,5.821079567,6.576601968,5.485757876,9.720655169,6.832577159,5.044843524,5.517744806,4.927435762,6.037717843,5.7408122665,Control
5.442455259,5.745244896,5.69321599,6.055613918,5.313618859,10.01043059,6.639091494,4.398221634,5.6261392035,5.110416751,5.415666779,5.828487187,BRCA
4.354981714,4.919591852,5.79507289,6.026308336,5.473633714,9.824513745,5.816734888,4.602937164,5.22489559925,4.795989381,5.442952823,5.6753024435,BRCA
5.611623335,5.574564199,6.519955124,6.097511381,4.910026549,10.06652016,5.66903474,4.95653443,5.54435013675,4.984374307,6.16330311,5.932110032,Control
5.006422862,5.041999937,5.976026323,6.798475446,4.880699299,9.999936995,5.905694616,5.301780818,5.21082737075,5.412113573,5.744774144,5.7835111805,BRCA
4.872596397,5.098043929,5.853877943,6.40676252,5.032554093,10.52692981,6.505895394,5.159277237,5.3928922505,5.527329405,5.825856367,5.977993517,BRCA
5.178725843,4.77796061,6.405103693,7.096059205,4.508458671,10.30533535,5.219373048,4.987447357,5.3604199755,4.759703782,5.79064906,5.406306323,BRCA
4.77796061,4.908346081,5.655646098,6.631035599,5.777032522,10.01097599,7.384699851,5.634891802,5.31528533125,5.392842236,5.47558044,5.7481800845,Control
5.329851264,4.283319532,6.29655434,6.445433415,4.879597034,10.18933693,6.009387065,4.353022021,5.55741854525,5.011910695,5.931571523,5.631009671,BRCA
5.275576309,4.842490216,6.023594275,7.019315853,5.300134022,10.02058454,6.097511381,5.582714993,5.5135838255,5.320314304,5.831251023,5.54148106,BRCA
4.924350826,5.445769113,5.911818141,6.537921615,5.186868206,9.881695635,7.187973374,4.771636575,5.32695371625,4.781374597,5.704879743,5.680315012,BRCA
5.097833303,4.581125805,6.155633507,6.670058247,5.954086504,10.29060673,6.714524154,5.079816751,5.41595944875,5.057679059,5.696419023,5.9733128625,Control
5.047354342,5.047354342,6.075752553,6.703561455,5.48205062,9.940020302,7.317731701,5.15826759,5.30547931875,5.148742216,5.553369143,5.6243905265,Control
4.911225686,5.404810541,5.934641074,6.517949338,5.562403668,9.705624234,6.045055885,4.92221123,5.37734122925,4.976720197,6.003496127,5.769083918,BRCA
5.281523233,5.257964097,6.124592437,6.43650803,5.114899242,10.32860793,7.309115066,5.102250005,5.57223381375,4.889487232,6.032327486,5.7390993535,BRCA
4.838209635,4.255630578,5.895672973,6.31542641,4.505933891,9.571573066,6.213741562,5.310713879,5.692223569,4.662228793,6.043088135,5.930473414,BRCA
5.091288596,4.884855828,6.139198949,6.451133307,5.057462456,9.586061538,5.619861398,5.169936271,5.31228048425,4.613574062,6.039254253,5.94932948,BRCA
4.880699299,5.36790503,5.678784095,6.462793134,5.371568663,9.566906045,6.314293769,5.259471408,5.50317888525,4.693923387,6.003664774,5.892081777,BRCA
5.234013847,5.095725349,5.476714818,6.709914803,5.639529738,9.672500978,5.89561239,5.214135735,5.48460081425,4.667062321,6.372304084,5.8063699115,BRCA
4.953976689,4.941119518,5.944279407,6.998819226,5.178725843,5.886130184,6.360983667,5.113545539,5.273499673,4.397891434,5.312983894,6.121609466,BRCA
