@relation thedata

@attribute 10747 real
@attribute 1675 real
@attribute 1828 real
@attribute 2204 real
@attribute 2209 real
@attribute 2212 real
@attribute 2213 real
@attribute 2214 real
@attribute 2215 real
@attribute 2266 real
@attribute 2357 real
@attribute 2358 real
@attribute 2359 real
@attribute 3075 real
@attribute 3108 real
@attribute 3109 real
@attribute 3111 real
@attribute 3112 real
@attribute 3113 real
@attribute 3115 real
@attribute 3117 real
@attribute 3118 real
@attribute 3119 real
@attribute 3122 real
@attribute 3123 real
@attribute 3125 real
@attribute 3126 real
@attribute 3127 real
@attribute 3383 real
@attribute 3426 real
@attribute 3586 real
@attribute 3683 real
@attribute 3684 real
@attribute 3689 real
@attribute 3858 real
@attribute 4153 real
@attribute 5340 real
@attribute 5648 real
@attribute 5724 real
@attribute 629 real
@attribute 6403 real
@attribute 6404 real
@attribute 712 real
@attribute 713 real
@attribute 714 real
@attribute 715 real
@attribute 716 real
@attribute 717 real
@attribute 718 real
@attribute 719 real
@attribute 720 real
@attribute 721 real
@attribute 727 real
@attribute 728 real
@attribute 9103 real
@attribute DependentVariable {BRCA,Control}

@data
4.91435600033,14.5197155,6.618352922,6.89116555667,5.801622311,7.22509133975,6.512039405,5.498515035,6.129473518,5.61663289,8.114030058,5.475077151,7.765851503,8.8025943585,12.53699151,11.71707458,8.653437275,6.986698549,12.55918115,7.781935242,11.54630621,5.298302041,9.05221557,13.17461947,5.209464331,8.455307825,10.872628553,4.927435762,5.250214317,7.075909955,8.621509826,6.893001507,7.99361935,11.423270155,11.41577096,5.217435519,5.742552812,5.702474374,7.055502416,11.12137181,7.545024544,4.82618143,9.493065415,11.58695951,12.10196099,8.4275444275,11.452979635,8.673575084,9.984080577,7.81161733,6.548787718,6.173532859,9.118734206,8.537326283,5.182504847,Control
5.186951856,13.57316849,5.181511332,7.58714441433,5.8698563925,7.2482562735,6.218007435,5.5359696935,6.441791117,5.08042485533,6.350767395,5.150113394,7.931344923,8.16933350175,12.64414927,12.24572955,9.739840141,7.281144442,13.34981755,8.649032592,11.98934847,5.536838744,10.20167708,13.80159564,6.166218956,10.05747773,11.272491057,4.805564985,5.652207716,7.261721494,9.0225626735,7.712339773,7.61467511,11.4456095,11.12425722,4.863209057,5.013251478,5.2974858328,7.078900987,10.98871684,6.458780312,6.239603899,9.107570921,11.52103369,11.70094695,8.1681794175,10.281570014,7.328004187,8.261532137,6.702834562,5.7109519,5.621180996,9.091660914,5.779267108,4.937593039,BRCA
4.95899230267,11.8267889,6.117025506,7.61501212267,5.9364032425,7.21481773975,5.654806936,5.65446729,6.208711893,5.12813079533,7.183985468,5.215486648,7.501680221,6.82396327025,12.41967063,12.12389031,10.36525103,7.608404767,13.42453443,8.937801287,12.03603115,6.236545833,10.70468636,13.830710045,6.220528877,9.645289663,11.203772912,5.616777635,5.724112195,6.988318641,8.5481499285,7.905749702,7.849031477,11.82795379,11.44094715,5.014814152,5.038053386,5.2469885464,6.482691508,11.52829551,6.451215749,5.451055498,9.137228846,11.76843466,11.93859466,7.66975539825,9.0656610875,6.421228033,9.077998072,7.555530756,7.321975714,6.531307861,9.298968193,6.641875182,4.742291468,BRCA
5.222893164,13.13820464,5.871850577,7.82582833267,5.703920468,6.670983197,5.74940585733,5.8400894345,6.5427937845,5.394216664,5.535750687,4.750761579,6.985560555,6.8710843585,12.73729283,12.44264168,9.910005977,7.829676956,12.65253473,8.826152109,10.73799536,6.235732444,10.52975779,13.10958531,5.78869305,9.452334495,10.460565705,5.99820185,6.125832527,6.056697995,8.7223001635,8.08212392,8.17437786,11.954544835,10.32749963,5.144669712,5.307438771,5.1420860782,6.056697995,10.90796116,6.015142517,5.73024,9.128942349,11.63953303,11.41529827,6.4755983955,8.3691132825,7.084173582,7.478529234,7.42067845,5.59724157,5.182703468,9.796177999,6.381331506,5.238988625,Control
5.08995010033,14.01689273,6.434299309,7.457676743,6.255067907,6.89687530375,5.98301973567,5.6339076525,6.2006426915,5.16471474267,6.592162207,5.058239688,7.309888128,8.29577815375,12.54078076,11.97837451,9.620316579,7.554207264,13.40746897,8.252229158,11.62550351,5.561716584,9.840864894,13.67035693,12.58150432,11.12211636,9.409379341,5.56971228,5.190230876,7.013716621,8.63491322,7.843106264,7.090221279,11.664734205,10.99298809,5.115211455,5.073618089,5.2296592122,6.971431827,10.82104072,7.347712434,5.852630158,9.096030618,11.58929079,11.27819405,8.47468736675,9.912890601,7.578374814,10.22558136,7.307818121,6.559649064,6.05474607,8.630058784,6.186714102,5.283839608,BRCA
4.806993404,13.80179072,5.976599205,6.65995974067,5.8559405745,7.541032529,6.31612803667,5.190440571,6.5984499465,4.86237598533,7.626933929,5.309775381,8.705564246,8.70144262175,12.60891324,11.80634431,9.126537434,7.231847873,12.82188064,7.960568361,11.3294966,5.78110476,6.358348455,13.80707185,12.50251243,10.51325413,9.4130184875,13.23175973,5.923750128,7.079914395,8.5984358945,6.814297663,9.003996476,13.379465115,10.04625132,4.989151782,5.460260315,5.6137205426,6.860593901,11.01901053,7.45762943,5.508912889,7.73643766,10.7357001,10.66068255,8.7833907645,11.0768842915,7.709361509,10.27605783,7.565047083,6.449648548,6.120295558,8.584211958,8.371843197,4.292184127,BRCA
5.17394369333,10.37947886,5.828587949,8.05946300033,5.8137488125,6.69929235425,5.49544892467,5.6035564115,6.7376724395,5.183358411,6.475900081,5.287947517,6.288871263,7.460641548,13.03029388,12.38541089,9.037218243,8.219678124,11.51045032,8.154072682,9.519577839,5.920240442,7.503032882,12.56767587,10.54658128,9.4537342,8.787562717,11.67464041,5.229406468,6.341012262,9.1479749325,7.851001152,7.49197557,11.636086735,9.596479163,5.349799819,5.572140279,5.3934476678,6.575997225,10.50280226,6.452575359,6.082580853,8.355902877,10.93590557,10.36292765,6.93556862625,9.5784932405,7.186711317,5.442621133,7.486435083,5.361953639,5.887288406,9.778964625,5.751283781,4.93712219,BRCA
4.99305370267,14.09890062,5.682019293,6.82774846533,5.5469070515,7.71369658525,7.22104467367,5.677099914,6.3709421115,5.73127573267,7.682943904,5.30051881,7.997519822,8.79748846425,12.60023009,12.15504123,9.091403071,7.56483756,13.04549694,7.851001152,12.09119909,5.651777341,8.982538116,13.646442645,11.59208337,9.770623066,10.614422057,5.464350722,4.759970032,6.591937891,8.2346108605,6.876858011,8.280192097,11.69409393,11.71186495,4.709583584,5.725748823,5.572613708,6.529434946,11.49745034,6.809675295,5.632130956,10.24459905,12.00461736,12.21264541,8.784989627,11.64558419,8.913054791,10.32139858,8.033341951,6.167122676,7.209456107,8.838747853,7.948704685,4.801431976,Control
5.243037915,12.96419289,5.305251227,6.79865882933,6.1451870755,7.555325194,5.95571488033,5.8288154675,5.946229943,4.90385191767,6.470907435,4.999212871,7.882063906,8.405597623,12.23971048,11.79378019,9.779514641,7.754087662,13.32090986,7.884523325,12.05538931,5.841225451,9.306774385,13.92629211,12.10466109,10.89786457,9.5314758395,12.95548196,5.659076304,6.763315709,8.326192676,6.901292687,7.748010194,11.5577866,11.32350252,4.820703945,5.244897759,5.3250683426,6.904788516,10.57043948,6.575921614,5.749206573,8.92274875,11.21413864,11.43208526,8.102397265,9.6121607825,7.160580214,9.687682355,7.325532861,6.104919098,5.771232765,8.902421187,5.821079567,5.071045314,BRCA
5.488490067,13.96600025,6.107798352,7.56242597833,5.983491492,6.841040654,5.913804198,5.269484953,6.1008998075,5.373245961,6.444771098,5.0372040865,6.917524621,7.47656521825,12.08864757,11.68597092,9.513254412,7.082364963,12.38431166,7.134300849,10.29950601,5.241850906,8.930486858,12.911595045,11.29724747,9.397268784,9.642308618,6.698430771,5.391983545,7.029483599,8.946522269,7.699539704,7.162394161,10.97266949,11.13950677,4.889243844,5.336114869,5.4176929334,6.962234136,11.47663498,6.894093582,5.894885198,9.128046616,11.25995523,11.17484162,7.452973135,9.2963027245,7.170979399,7.986440979,7.27123219,6.112705996,5.524354632,9.801199537,6.29866347,4.821979637,BRCA
