@relation thedata

@attribute 10720 real
@attribute 10941 real
@attribute 1109 real
@attribute 1312 real
@attribute 1543 real
@attribute 1545 real
@attribute 1551 real
@attribute 1576 real
@attribute 1577 real
@attribute 1581 real
@attribute 1583 real
@attribute 1584 real
@attribute 1585 real
@attribute 1586 real
@attribute 1588 real
@attribute 1589 real
@attribute 1645 real
@attribute 1646 real
@attribute 3283 real
@attribute 3284 real
@attribute 3290 real
@attribute 3291 real
@attribute 3292 real
@attribute 3293 real
@attribute 3294 real
@attribute 412 real
@attribute 51144 real
@attribute 51478 real
@attribute 54490 real
@attribute 54575 real
@attribute 54576 real
@attribute 54577 real
@attribute 54578 real
@attribute 54579 real
@attribute 54600 real
@attribute 54657 real
@attribute 54658 real
@attribute 54659 real
@attribute 64816 real
@attribute 6715 real
@attribute 6716 real
@attribute 6718 real
@attribute 6783 real
@attribute 6820 real
@attribute 7363 real
@attribute 7364 real
@attribute 7365 real
@attribute 7366 real
@attribute 7367 real
@attribute 7923 real
@attribute 79644 real
@attribute 79799 real
@attribute 8630 real
@attribute 8644 real
@attribute 9420 real
@attribute DependentVariable {BRCA,Control}

@data
8.0997323895,5.56971228,5.648042042,10.152498349,8.159670966,10.39480059,4.990967619,5.083225336,6.427778475,6.086619917,9.177744123,4.9864844825,6.264916969,5.263890047,5.56133875533,6.520348088,4.979352307,7.163065772,5.305068782,5.398069207,8.04748584467,8.104338134,7.787839114,5.947438964,8.022452603,7.392491577,10.794201555,12.86854581,7.725027274,4.313881619,5.259471408,5.099517451,4.61709260833,5.312711681,5.099517451,4.399365004,4.924350826,5.868150426,4.942571063,7.825199103,5.784969309,9.717226957,5.970630084,7.50228760633,5.729465955,8.639412074,5.71081418,5.5690297595,5.7598949785,10.65113269,5.182703468,4.727758549,5.545359333,13.49469877,5.944279407,BRCA
13.45875072,5.236886004,6.018929689,10.3382031205,5.535906174,10.23019795,5.432467779,4.32324994,5.532793245,5.451879748,7.408841599,5.3912241155,5.981059894,5.664419727,5.494171808,6.475656937,5.361953639,7.7055501842,6.598615041,5.241088186,7.52307281167,8.304922952,6.802196852,6.000457109,8.713129681,6.508314253,11.474245225,12.41355925,13.34055118,5.30707441,5.527642182,5.229790979,4.99146069233,5.531078267,5.028139516,4.915773338,4.461934912,5.425938643,5.330975331,10.44646331,5.62600922,11.7979114495,5.2278674,7.062655843,5.7741947575,11.7220646317,9.701844069,5.3504690505,5.67693137575,10.00315284,6.252765353,4.622356738,6.638729582,13.18229429,5.406852318,Control
6.606693953,5.15826759,5.992094983,10.34488444,5.702942321,9.374290255,5.968097233,5.346257748,5.939585825,5.457225929,8.031385719,5.477321663,6.289378595,5.485435883,5.51675636433,6.140477679,4.497410098,7.2812160208,5.175436026,5.337364334,8.794511906,6.785652306,7.958293333,6.132068463,8.36716477,7.521111852,11.556144305,12.04345466,5.914690831,4.79482043,5.242898987,5.32446073,4.887923041,5.59052062,5.164817697,5.321757891,4.827579315,5.795397636,4.572181593,7.542531093,5.564234295,9.663585797,5.766072507,7.13481121533,5.5181136965,7.44836663133,5.043313058,5.655860989,5.75778513,10.04312339,6.167423791,5.184895689,6.108059818,13.25089354,5.788040457,Control
6.6699357665,5.18190882,5.7012796,10.510039684,6.167423791,8.657212253,5.831124321,5.172738766,5.652064272,5.507962085,7.804520085,4.674861496,5.619861398,5.545359333,5.425696196,7.349106756,4.693784032,6.2759618544,5.349976695,5.729288494,6.503350174,8.219678124,6.139198949,6.942283201,8.351249698,6.056481245,10.80632001,11.97488965,5.731598207,4.680625393,4.202081312,5.078643187,4.93610003867,5.206341637,5.196047562,5.401230463,4.854508448,5.815070224,5.115486711,8.361528363,5.966252363,9.8470855375,5.250403832,7.792488139,5.5523504485,7.00704151733,4.847259412,5.323490159,5.35621693575,9.93067493,5.737491574,5.3291006545,6.485431355,10.44599799,5.317422789,BRCA
9.0691229195,5.760760691,6.043635001,9.906874891,5.718232318,10.02857645,5.537460123,4.981066318,5.297201735,5.461570507,8.260238737,4.800635275,5.666480557,5.179522246,5.48049904433,7.162394161,5.318146211,6.6335222358,5.12102706,5.603041174,6.509952234,9.174302247,6.227958227,6.300952509,8.556449653,7.164230976,11.016489595,10.87078104,7.702901859,4.819682582,5.149758548,5.109163334,5.20830034733,5.064162066,5.083225336,5.179522246,4.917683858,5.456979618,5.082368334,8.66705043,5.909299837,9.757492651,6.263556184,6.95653344,5.384625629,9.01621344367,5.44808429,6.1461996255,6.2902303295,9.192268846,5.224784328,4.9109703175,6.43650803,12.1006805,5.203016352,BRCA
11.32870583,5.573807162,6.078850631,10.673181142,5.401571806,8.874183054,5.829222461,4.816870089,4.816870089,5.579701547,8.323506447,5.3730539435,5.738235001,5.352627229,5.57420269633,6.805457319,4.879474508,6.7254362962,5.65306808,5.589622123,6.91971665333,7.518970032,6.262569987,6.661710859,10.01751175,6.097511381,10.898516955,11.72191743,11.65369613,5.205559906,4.713162871,4.742021934,5.09290961133,5.619861398,4.618426738,4.959899085,5.178327476,5.217435519,5.5729777865,9.333972157,5.997919695,10.498127208,5.719191142,7.865568211,5.256080676,10.7580498313,6.332936692,5.533068037,6.0592160015,10.02914955,5.859106883,5.001851644,7.142160998,11.29699664,5.398154738,BRCA
10.0298261845,5.86196234,5.773740066,10.3810840935,5.357737827,7.670764447,5.249456007,5.666764579,5.603041174,5.744774144,7.756141175,4.817268527,5.785165535,5.122477305,5.16198559333,7.054091788,5.156650685,6.2172933592,5.376612718,5.460260315,6.394154058,7.592533888,6.115985842,7.145578432,9.444694564,5.797020275,10.71192918,11.87820241,7.10972914,4.739053821,5.027254978,5.088323162,5.14548719033,5.895551805,4.894103816,5.677234257,4.898705674,5.559423936,5.153023985,8.024850336,5.850631456,9.6026864805,5.666764579,7.81995743933,5.555276293,9.43377691133,5.179920282,6.105862067,6.04835388725,10.55250607,5.603041174,5.1740683305,6.314973461,10.63082706,5.559423936,BRCA
7.8302061435,5.547365958,5.442621133,10.658958812,5.897368259,9.933580429,5.666480557,5.391639926,5.50716927,5.334685584,8.568812243,5.1865139995,5.810900139,5.123512303,5.743690292,6.076287179,4.96464266,6.612634301,5.50716927,5.817118769,7.705209556,8.729128822,6.923033642,6.390302791,9.13363103,6.591900502,11.092929385,11.01352875,6.421480524,5.109581261,5.36790503,5.070616072,4.78111573167,5.687348561,4.91887665,4.492329381,4.673294659,5.636777762,4.7671928475,9.286604614,5.726293954,9.335142456,5.238415487,7.62520270833,5.0699161965,7.891347881,5.541027867,5.095472868,5.605852588,10.53480407,5.217920145,5.486255987,6.571150131,11.88931963,5.651777341,BRCA
8.6318400445,5.818908863,5.67822071,10.6134680925,5.737829543,8.976679481,5.402254249,5.499376536,5.597539553,5.888750097,7.962261434,5.133775527,6.116193835,5.335221732,5.583055926,6.225020007,5.082267485,6.263877934,5.553138713,5.639529738,6.22160426733,8.559856117,6.147515948,6.476872244,8.988515078,6.009443054,10.689885565,11.28654637,6.667328462,4.505933891,5.003390009,5.041123858,4.899158506,5.440131024,5.379907907,5.31307462,4.558695017,5.975682485,4.7936445115,8.158661595,5.928021599,9.3504105795,5.671018204,8.06640516067,5.380945835,8.42737447133,5.404129306,6.0923372425,5.66121578,10.70238075,5.383886777,5.0997240195,6.169930636,10.71219619,5.406001929,BRCA
5.236568653,5.870494956,6.256213996,11.1827494435,6.130936659,7.19165425,4.953976689,5.377654117,5.088959125,4.941119518,8.920026109,5.234068039,5.666764579,5.113545539,5.49712143033,7.100665295,5.636777762,6.7782331156,5.244707519,5.636777762,7.87564522033,8.320689015,6.877625017,6.174082407,7.493457452,6.436841129,9.298626965,11.49594259,5.167730486,5.356153716,5.19062597,5.870494956,4.78205714967,5.301415026,4.415681682,4.616223203,5.26763996,4.379943219,4.8861924,8.329326713,5.823692844,8.8998082855,5.64689077,7.67737799,5.675354702,5.502132457,5.015037253,4.99195193,5.23868839375,10.56613044,4.766875281,5.180509672,5.666764579,9.009885376,5.052688948,BRCA
