@relation thedata

@attribute 3002 real
@attribute 3105 real
@attribute 3383 real
@attribute 355 real
@attribute 356 real
@attribute 3683 real
@attribute 3689 real
@attribute 5551 real
@attribute 567 real
@attribute 915 real
@attribute 916 real
@attribute 917 real
@attribute 919 real
@attribute DependentVariable {BRCA,Control}

@data
7.102871006,13.37563667,5.250214317,6.109057762,5.714184545,6.893001507,11.423270155,7.168850407,13.51420146,7.280935014,6.11956952,6.720624337,8.7285712195,Control
6.93387098,13.47671849,5.652207716,5.4568451785,6.1044474,7.712339773,11.4456095,7.806889715,13.40255741,8.193154688,6.912593359,7.355551793,9.701700705,BRCA
5.829159022,13.104967985,5.724112195,5.8381822935,6.144867877,7.905749702,11.82795379,7.415237106,13.14132294,8.37636907067,7.731643389,8.04094875,10.17915014,BRCA
6.431711224,13.09890984,6.125832527,5.9473627115,6.331145921,8.08212392,11.954544835,7.699192644,13.028609155,8.21299733433,7.627900667,7.285266093,10.0511208,Control
6.758893179,13.79174456,5.190230876,6.4964374115,6.16425895,7.843106264,11.664734205,7.469827229,13.555153355,8.28606754333,7.904094356,7.74183962,9.3494460205,BRCA
6.172733142,13.645184875,5.923750128,6.60785894,5.609260937,6.814297663,13.379465115,7.152236984,13.60911878,6.930751522,6.389657687,6.529942434,8.381411497,BRCA
6.853313064,12.91617066,5.229406468,5.6801733885,5.032113243,7.851001152,11.636086735,7.574141491,12.305927545,8.51372939333,7.380766509,7.791799626,9.811707063,BRCA
6.796724685,13.284951405,4.759970032,6.0495207925,5.582112807,6.876858011,11.69409393,6.635867278,13.75047901,7.87859624933,6.876858011,6.566324756,9.1744218995,Control
6.011904408,14.251632585,5.659076304,6.337979385,6.069858551,6.901292687,11.5577866,6.731764076,13.530944225,7.83390275633,6.663348622,6.735255184,8.5153541335,BRCA
7.254464427,13.036925645,5.391983545,5.7598219305,5.434637608,7.699539704,10.97266949,7.678267594,13.272265755,8.282150397,7.296207587,7.591674041,11.141348535,BRCA
6.887163104,13.99568036,6.278129404,6.208641296,6.110410879,8.083640375,11.530394835,7.593430574,13.518945185,8.51785897267,7.570768631,6.995713808,9.612806537,BRCA
7.184357478,13.610250215,5.65306808,6.375481896,5.613687265,7.288638004,12.19832114,7.310797082,13.557786165,7.581881758,6.88402128,6.472573571,9.0080471655,Control
8.137709878,13.593208165,6.003552345,5.903314583,5.647898183,6.995431166,11.42839688,7.902708426,13.670150835,7.36965209267,6.499212576,6.042212717,9.0364114565,Control
6.439544705,13.781224835,5.726293954,5.6600815695,5.601853411,8.137837934,11.88734111,7.698810782,12.81564983,7.90980533,7.678848562,6.149448008,9.450971204,BRCA
7.655961991,13.433996985,6.147312423,6.0033585645,5.964982644,7.298133898,12.562740285,8.417157497,13.30181616,6.772887585,6.107798352,6.777686415,9.327483072,BRCA
6.506966537,13.626376885,5.870618247,5.5939594105,6.072969298,7.850469917,11.681747475,7.473910928,12.56634018,7.87435355567,7.259487003,7.154213379,10.315147335,BRCA
6.115985842,13.695659585,6.067010094,5.620415832,5.974650478,7.978912229,11.055174395,7.379705698,12.144835935,7.794650782,7.444975776,6.514442352,11.79381229,BRCA
6.309026649,13.715587005,6.381807349,5.7709950315,5.963191597,7.88932314,11.80706946,7.572133883,12.588316835,8.18961236433,7.680572483,6.785946496,8.947881972,BRCA
6.935197837,13.47010462,6.298892537,5.7781471465,6.180213143,7.960988197,11.67906498,7.538152306,12.15051721,7.67099175533,7.868808861,6.114789302,8.294422198,BRCA
5.886130184,11.559473305,6.482691508,5.81841107,5.606894664,8.527849483,11.705440355,7.360322846,10.699221435,6.22075007433,6.848156962,7.653850253,7.8549590105,BRCA
