@relation thedata

@attribute 1022 real
@attribute 4331 real
@attribute 5347 real
@attribute 7465 real
@attribute 7514 real
@attribute 890 real
@attribute 8900 real
@attribute 891 real
@attribute 902 real
@attribute 9088 real
@attribute 9133 real
@attribute 983 real
@attribute 993 real
@attribute 994 real
@attribute 995 real
@attribute DependentVariable {BRCA,Control}

@data
9.361681261,6.69676284,6.390259793,10.19591385,11.18170219,5.739045575,6.796886882,5.331285345,8.45525079,5.3626984355,6.31084507,5.5594032075,5.7113333935,8.3734885345,6.05282587733,Control
9.155780297,7.086882265,6.340211188,10.02692145,11.36961249,5.943517738,6.077889871,5.309804873,7.832012647,5.263013187,6.183690582,5.1000844475,5.580948299,8.122874722,5.53860894767,BRCA
9.394656215,6.839081327,6.592573364,9.985543523,11.3442156,6.874400849,6.720350724,5.932280461,7.667131787,6.1549794165,7.982781325,6.018363896,6.1523191905,7.833169232,6.16595704,BRCA
9.99050151,7.265055029,6.635867278,9.827049342,11.04568478,6.979113971,6.183293584,6.555360353,7.517316273,5.930757587,9.036723879,6.0392399955,5.697363916,8.242668288,6.33171556533,Control
9.627078354,6.867961695,6.97831327,9.868004973,11.24345683,6.370125583,6.125780878,6.520190915,8.195898639,5.468054894,7.335214194,6.028693113,5.9046360085,7.873025333,5.87454446767,BRCA
9.01498366,6.499332184,6.794094554,11.87540007,11.78440594,6.893577983,6.672712173,6.429495141,8.0884774495,5.7600269985,7.468056067,6.0648074825,6.113079114,8.1285894485,6.046122072,BRCA
9.547121611,5.895672973,7.728874776,9.557684409,10.95483991,6.18408747,6.268944869,7.168173481,7.0980443305,5.2084648135,7.52958892,5.427401159,5.5721428055,8.1527838655,6.046563588,BRCA
9.825825817,6.573196985,7.277940882,9.923803275,10.88698849,6.544273338,6.986072764,5.149148835,8.2150115435,5.5252777585,6.802002929,5.6375433755,5.5654738825,8.2289934185,6.03208651933,Control
10.15470456,7.327824597,6.718296974,9.902390614,11.39833769,7.745155171,6.059891283,6.342257494,8.2231503775,6.419452647,8.70009385,6.505547144,6.648397732,8.048147446,6.367015667,BRCA
9.154553037,6.996504912,6.810382449,9.707877238,10.84633682,5.748737112,5.906897358,5.2209212,8.1149854775,4.9784955605,6.438214347,5.4053195205,5.7118445555,8.3509543715,5.60768941067,BRCA
9.6014742,7.173305173,6.99712619,8.911093174,10.74006345,6.573727177,6.413717301,5.842357415,8.174296834,5.3611749525,7.043905282,5.220752803,5.91779079,8.7201886955,5.583748739,BRCA
9.65659519,7.443588263,6.457795876,9.561431694,11.19671294,6.718399731,6.364446037,5.585571947,8.4740299995,5.336694119,6.913371526,6.0055657725,5.432572281,8.106706942,5.671657771,Control
9.597587563,7.108370574,6.760856726,10.47980075,11.01182496,6.409395709,6.086619917,5.639963781,8.5940360615,5.226714592,6.734171472,6.0129300215,5.930654322,7.942992206,5.43353183633,Control
9.617614907,5.771628945,6.775581064,10.95004389,11.16381336,6.688743801,7.790741294,5.135464327,7.1655308455,5.3747567165,6.434049052,5.5090344575,6.061094089,8.4020917,5.426185367,BRCA
10.07000053,5.902683368,6.88194331,9.669284207,11.20355006,7.494097795,6.853469023,5.666480557,7.126664761,5.827506811,8.02048154,5.6287591775,5.864740453,8.491969698,6.32321535,BRCA
10.12919321,6.196042028,6.65885814,9.773922635,10.83660293,6.97688234,6.723391747,5.51460459,7.207971487,5.6743774335,7.738600872,5.441586912,6.176494816,8.6300583405,5.691872746,BRCA
10.19591385,6.101719008,6.489210244,10.22215524,10.88216751,6.599024363,6.401567006,5.524354632,7.3753302775,5.464654244,6.918359771,5.6210469815,6.0364801365,8.4242110135,5.40567726667,BRCA
10.21780056,5.913853554,6.855868653,9.596921694,11.01303318,7.526344936,6.604779761,5.588273328,7.5514060975,6.2275892365,8.777617896,5.8102462945,6.3640118835,8.149254864,6.22955396533,BRCA
10.13564553,5.669530862,6.653780629,9.584314798,10.84878354,6.776041872,6.284297232,5.759562832,7.2303432025,5.5808388775,7.331121003,5.34095673,5.8370662645,8.6019966815,5.78953268333,BRCA
8.777182254,5.781235931,7.570673773,10.10111594,10.00966108,6.51033347,7.03100122,5.101619875,7.3442798615,5.530822762,7.282372907,5.46625573,6.025769593,9.1796482685,5.91656898567,BRCA
