@relation thedata

@attribute 10053 real
@attribute 1174 real
@attribute 1211 real
@attribute 1213 real
@attribute 130340 real
@attribute 1522 real
@attribute 162 real
@attribute 164 real
@attribute 1777 real
@attribute 1785 real
@attribute 2647 real
@attribute 2799 real
@attribute 3312 real
@attribute 375 real
@attribute 4074 real
@attribute 408 real
@attribute 6456 real
@attribute 6844 real
@attribute 6845 real
@attribute 81567 real
@attribute 8673 real
@attribute 8905 real
@attribute 8907 real
@attribute 9829 real
@attribute DependentVariable {BRCA,Control}

@data
6.388969257,9.30100447133,9.38372377367,6.414182583,4.949548063,11.75935364,8.592222961,9.8003749615,11.08036472,8.5364472205,9.407703867,13.8269571,13.00739367,9.435961159,10.5183387,9.851239619,5.899182429,10.05577764,10.55403266,8.0608451716,12.26795863,10.928763925,11.19411678,5.0427179075,Control
6.59182572,8.733876752,9.53175688367,6.386384717,4.845755052,10.593284,9.2814931165,10.226900679,10.83920007,9.195826915,9.991727722,13.24583793,12.993883495,9.02931504067,10.6857083,9.618220979,6.168126147,10.58383522,10.09301842,7.8368116948,12.94623653,10.61215264,10.74445149,5.769536799,BRCA
6.497696684,9.78889699433,9.71986458233,6.314475052,4.565547983,11.10487081,9.089230266,10.179820315,10.8933738,8.9856132425,10.15718937,13.03029388,13.12928165,8.92200073633,10.70325065,9.7593120705,5.956992456,10.30762238,10.19721704,7.7754893768,13.2433667,9.8452116845,10.24052337,5.4216702075,BRCA
7.270204498,8.61758522733,9.798891922,6.015142517,4.851263383,11.01557728,9.5572930835,9.084737844,10.94111386,9.120304698,10.98982397,13.20549015,12.94444888,9.036098299,10.12513612,9.832294359,6.183293584,10.51475871,9.926592927,6.8990220706,13.57316849,9.9373209245,10.86373739,5.792439414,Control
6.539008037,9.68873284933,9.756818775,6.41397111,4.961867826,11.10122084,9.0996435285,10.30333782,10.64114433,8.683910162,10.85195222,12.8619748,13.346918195,9.30135474967,10.96296126,9.575311034,5.577890454,10.6829685,10.23494347,8.418363274,12.9597684,10.08567151,10.11530417,5.289119573,BRCA
6.69797923,8.76846916333,9.413046261,7.03100122,4.963718308,11.48188533,9.013759983,10.508658115,10.05335613,8.5819029505,9.108629731,13.78998546,14.0346627,9.44563937567,11.35725248,9.761911373,5.413806667,9.907754874,10.97151861,8.6855046804,11.94707994,10.554185905,10.63888864,5.2501297105,BRCA
6.361071425,8.418201138,9.730725188,5.952340119,5.072332275,10.7975726,8.6343563875,9.6073954125,10.71141341,9.112055634,10.83660293,12.74633592,12.701373425,8.593332009,10.64717983,9.6377944955,5.259377247,9.785085055,9.823694088,7.4557653406,13.07564465,10.266256292,11.25022455,5.5062913435,BRCA
6.08693831,9.77823477233,9.89617905533,6.394296014,4.783733416,11.76992885,8.5778568495,9.845217114,11.19124141,8.241658674,10.45090222,13.22427159,12.980359775,9.138314752,10.95483991,9.620566341,5.502721434,10.28801852,10.60154822,8.5111991308,13.17297049,10.932619925,10.76123148,5.5793787675,Control
6.640032041,10.213135914,10.0363647903,6.61574411,4.435721265,11.57959421,9.076509823,10.3013856,10.69485433,8.4047203115,10.47070999,12.94623653,13.484557835,9.39829013367,10.57425791,9.651217869,6.041117697,10.82820416,10.39442548,7.968945044,12.91499054,9.8712755735,10.31926034,5.276403948,BRCA
6.95239509,9.401956753,9.884582852,6.052030675,4.476070854,11.34028702,8.909532721,10.10400826,10.99562604,8.9795770955,10.66888523,13.58717103,12.892541355,8.762425327,10.69048718,10.120159067,5.696975347,10.65531183,9.612141036,7.4509333574,13.45429804,9.9908152835,10.6279946,5.015015778,BRCA
6.316422399,9.26705535167,9.85483690933,6.419459359,4.756771821,11.68448358,9.257837879,9.5168692105,10.96031353,9.1949958385,10.97903948,13.17957018,13.60992767,9.06733291667,9.860280449,10.109849668,5.06782288,10.98552909,9.636443876,7.921488241,12.89271362,10.33356066,11.16338255,5.0758588525,BRCA
6.431878337,9.69184985067,9.569893126,6.409565428,4.472233581,11.81532136,8.9872279575,10.19841748,10.98367433,8.5476373445,10.51584792,13.48222565,13.09917276,9.15885341667,10.70937274,9.640584923,5.687768455,10.45871961,10.54580458,8.3476764898,12.79374357,10.89679642,10.74490974,5.2943137015,Control
6.63379854,9.28684863667,9.627951807,6.279569377,4.84450022,11.84476863,8.753653774,10.024973187,11.03275882,8.3848366715,10.55979796,13.79334119,12.982725195,9.02863103533,10.35134816,9.901873931,5.890331925,10.57581366,10.27876338,8.1657876912,12.87602003,10.68847001,11.24631027,5.6127336765,Control
