@relation thedata

@attribute 10302 real
@attribute 10621 real
@attribute 11128 real
@attribute 11178 real
@attribute 171568 real
@attribute 5435 real
@attribute 5437 real
@attribute 5440 real
@attribute 5441 real
@attribute 5451 real
@attribute 55290 real
@attribute 55703 real
@attribute 55814 real
@attribute 661 real
@attribute 6617 real
@attribute 6618 real
@attribute 6619 real
@attribute 6621 real
@attribute 6908 real
@attribute 7702 real
@attribute DependentVariable {BRCA,Control}

@data
6.354210255,7.249542819,9.8043528365,8.048542898,7.18041707467,12.07353083,10.33896506,6.365977347,9.950818724,7.526344936,9.705835873,9.364594933,7.166266353,6.894093582,7.830351826,9.588143592,6.758890306,10.80972013,9.808393548,8.8040351,Control
5.968327676,7.575484648,10.498619,8.324226826,7.50315837667,12.14356347,11.03103278,6.504704302,8.536044277,8.428131004,9.322694957,9.290140483,8.584681754,6.900809838,8.391956765,9.955032716,6.9730312335,11.34028702,10.0579109,8.416228701,BRCA
6.309299558,7.152236984,10.405535215,9.517187651,7.97371610967,12.38193096,11.02625388,6.401780305,8.618450775,8.225485975,9.846936382,9.591859431,7.359795947,6.986414135,8.1250787025,9.994474054,6.8526256135,11.33166731,10.09283678,8.94313831,BRCA
6.212477538,7.831847361,10.250042477,9.167669733,7.510065876,12.34948589,11.73846187,6.648325671,8.674016666,8.648007989,9.901093579,10.23508114,8.229877631,7.782574222,8.0741542715,10.16400217,6.8346491185,11.58420751,9.728779829,8.186771816,Control
6.377952839,7.400753782,10.208315995,8.380851855,7.962433783,12.13760287,10.79386361,6.908516092,7.919118257,7.688427138,9.203152892,9.122466386,7.33624126,7.464221286,7.5598793545,9.687087433,6.929788091,10.69048718,9.633676921,8.7216983,BRCA
6.544273338,7.40164993,9.945088254,7.283507727,7.87121052,10.92233559,9.875964751,5.738505243,7.686957644,6.28281565,8.903747151,9.056692662,7.261721494,7.002424408,7.635373995,9.565916578,7.132126297,11.38289162,9.121838552,8.442778825,BRCA
5.660788354,7.827423888,10.7566257285,10.33515616,7.182888171,12.15346979,11.62683849,6.973327498,8.661565351,9.420113456,9.401370811,10.36118197,8.523190576,6.992431746,8.562396638,10.18277954,7.415079649,12.00644716,9.568545732,7.237356075,BRCA
5.911578492,6.932040865,9.119467449,8.106564412,6.99379720133,12.42339047,11.02111204,7.098982487,8.961436038,7.237642883,9.442757511,9.30874921,6.486236204,7.064530251,7.476281923,9.879453495,7.325212193,10.52997735,10.09936791,8.695237972,Control
6.678428044,7.828646059,9.9593763655,8.217813694,7.78974217033,12.19349773,11.34089896,6.517673816,8.771812245,7.600286714,9.174913904,9.392951213,6.900568353,7.398275809,7.838067938,9.766537656,6.698244539,11.11027794,10.068557,8.78216373,BRCA
6.444771098,7.766597025,10.267476237,8.492254916,7.77215312133,12.31595909,11.14633337,6.645878602,9.146391192,8.845098843,9.536660595,9.308419312,7.978740664,6.747357606,8.2817956955,9.936947469,7.187241445,11.05704424,9.813452991,8.361528363,BRCA
7.227811157,8.446464186,9.7997208475,7.363480204,7.722346902,12.18094263,11.13855038,6.755291951,9.66947024,7.128126143,9.645469809,9.409094477,6.360281414,7.94040335,8.3309963405,10.1723466,6.8100585525,11.26765739,9.676966886,8.487841164,BRCA
6.508314253,7.066307529,9.5382640275,8.38961104,7.330861195,12.08367055,11.28537059,6.326074949,8.91062109,7.236973576,8.97289446,9.407990591,7.137147737,6.76042431,7.4802312675,9.423032438,6.9832696555,10.67301333,9.878403925,8.734380341,Control
6.56544914,6.957917862,9.570559114,7.635901506,7.472307713,12.19128143,10.97608812,6.547978484,9.180550154,7.466833308,9.667227381,9.302502487,6.563429392,7.353303715,7.7476943415,9.714864166,7.284517841,10.91021194,9.64691917,8.710471653,Control
5.868520868,6.41304026,9.711409994,8.799930061,7.62766303,12.38074251,11.73219511,6.114268757,9.410849402,7.941753554,9.531693909,9.363686411,6.693908988,7.190271935,7.6089198205,10.47900747,6.545646509,11.19478472,10.21839405,9.363303128,BRCA
5.631549051,7.032489697,9.3314084195,9.14693845,7.61842720033,11.50362218,11.25995523,6.092128797,8.426475613,7.959395068,9.420834547,9.605924446,6.663028337,7.770583167,7.574063618,9.995046727,7.3714070015,11.68668229,9.772562477,8.916223677,BRCA
5.930625731,6.626516252,9.6882536075,9.948907821,7.577433657,12.54548466,11.67585684,6.016480301,9.227195422,8.550055208,10.02026505,9.544095621,7.509302192,7.011174481,7.6034758595,10.51648826,6.831979564,11.17150852,10.26730203,9.164851081,BRCA
5.549831826,6.338607704,9.7609210625,8.957966184,7.87828070533,12.57220763,11.58990637,6.083857569,9.319763063,8.568052181,10.0322459,9.361450983,6.557621173,7.218856528,7.4984698615,10.50202152,6.862000309,11.24731951,10.29166028,9.534634151,BRCA
5.784903894,6.665624161,9.604040251,9.405897257,7.73119283,12.69228318,11.66436963,6.67359573,9.38991153,8.112857951,9.661938889,10.03976938,6.531931626,7.685521692,7.592630633,10.2800983,6.801980999,10.88922276,10.09627409,9.092810729,BRCA
6.046584505,6.43304759,9.2983458215,8.921179767,7.886893522,12.51339458,11.62683849,6.104132849,9.598481115,7.817720976,9.713610388,9.607700708,6.152189124,7.489448856,7.21206631,10.73313846,6.6826531905,10.97395222,10.30144507,9.475125996,BRCA
5.244707519,7.880044356,9.332634508,9.424439853,7.24501045767,12.94317143,11.67585684,7.371212794,9.391867114,8.85164062,10.04737654,10.34632843,8.657381985,7.934385467,6.9542046565,11.11942121,7.094412382,12.11321645,8.402085935,9.591550922,BRCA
