@relation thedata

@attribute 1742 real
@attribute 2902 real
@attribute 2903 real
@attribute 2904 real
@attribute 2905 real
@attribute 2906 real
@attribute 4842 real
@attribute 5530 real
@attribute 5532 real
@attribute 5533 real
@attribute 5567 real
@attribute 5568 real
@attribute 5573 real
@attribute 5575 real
@attribute 5576 real
@attribute 5577 real
@attribute 5578 real
@attribute 5579 real
@attribute 801 real
@attribute 805 real
@attribute 808 real
@attribute DependentVariable {BRCA,Control}

@data
8.85288926,6.288309337,5.73309076,5.765475903,5.84424205,5.451055498,5.166124157,7.181967161,11.8054921,9.584314798,5.4829326402,5.48205062,9.78527191267,7.409181146,8.786482932,4.767140212,8.688181342,6.21136540967,13.11037161,13.59313376,12.33572539,Control
8.71258815,6.079541724,5.420053896,5.287261033,5.934994833,5.066101302,5.323740468,7.328338472,11.54241539,9.028818534,5.5428379012,5.804719114,9.789873514,7.391761545,8.66542575,5.442455259,9.433471275,6.479820979,12.75620088,13.5121695,12.47764072,BRCA
8.943878208,6.23418041267,6.089429956,5.469732364,5.79507289,5.387682411,4.795989381,7.238491368,11.24175993,8.789730168,5.4641368762,5.527329405,9.801472324,7.677704008,8.815320146,5.112503363,8.48506563,5.889051372,12.13760287,13.47944813,12.54827894,BRCA
8.818774784,6.45691638667,5.327517838,4.645326303,6.340211188,4.736756024,4.71357532,6.422323287,11.56978693,8.74769044,5.1156792046,5.655216748,9.34823014567,6.105076296,8.115695415,5.7109519,9.211511834,6.312672729,12.20536419,13.35270561,12.76004735,Control
8.419687541,6.003456948,5.588723066,5.518229233,5.778741634,5.206341637,5.336650487,7.7125980515,11.00452968,9.157246578,5.466218321,6.407145055,7.772929909,7.418993406,9.518791383,5.377654117,8.977409535,7.50900425433,12.34682957,13.37889296,12.45248586,BRCA
7.431102924,6.12810835567,5.70895367,4.569953748,6.064587171,4.512547026,5.377480603,7.745704965,11.73619062,9.836169177,5.6759717936,5.625863148,9.84054935,7.890402801,9.231287868,5.316879984,8.467749328,6.98490046733,13.11510467,13.71343219,12.66384721,BRCA
9.772562477,6.32230220733,5.832707292,5.188253784,5.472984221,5.072332275,4.85650179,6.5896621115,11.41213066,7.747456426,5.5322651396,6.430289978,9.55785931,7.572418149,8.344585666,4.904497645,9.024558716,6.81582852467,12.34260121,13.29267684,12.61750082,BRCA
8.983991943,6.325284749,5.54798282,5.185481295,6.498295252,4.93252334,4.759970032,7.480559564,11.39154181,9.508320259,5.3094441946,5.233822166,7.854087509,7.90344675,8.118825763,5.023045997,8.419813926,6.87117032933,12.57155186,13.44200721,12.74796537,Control
8.939638805,6.57114183333,6.068139401,5.511603435,6.179665925,5.172938736,4.88668579,7.5245411315,10.77439198,9.212004536,5.291675395,5.844493149,9.60954968233,7.548207573,9.026662535,5.398154738,8.419971893,6.13414385767,12.3148028,13.70458133,12.4865699,BRCA
9.017365988,6.591071042,5.538702079,5.190230876,6.031666056,4.049108953,5.468103682,7.3344224225,11.36752411,9.015945424,5.3589494338,5.913135501,9.492243668,7.121070136,8.794173061,5.778347403,8.01888328,6.39658479233,12.71572616,13.30755735,12.57561022,BRCA
8.91139283,6.37665759367,6.065341406,5.735529792,5.659219053,4.924350826,5.35386248,7.1793537375,11.41782366,9.789998625,5.0578073466,6.287994543,9.08887684467,7.988004536,8.176760488,5.492182674,8.202296649,6.39932068633,12.72208073,13.38150649,12.59449147,BRCA
8.491693915,6.09051144533,6.024591871,4.932877618,6.199285243,4.553801017,5.343062431,7.4303730355,11.31639767,9.291228915,5.3421536938,5.822227442,7.99293009967,7.5453142,8.94526175,5.564539174,8.474558864,6.68769140167,12.77087865,13.60583775,12.7232493,Control
8.626522298,6.40003173433,5.582263377,5.790388412,6.000006339,5.510179653,5.212774804,7.50153016,11.73097541,9.562295439,5.4913025734,5.416511492,9.194411155,7.626842693,9.004516227,5.301049141,8.584390499,6.24070564267,12.97797754,13.47298527,12.52742331,Control
9.406067387,6.431251972,5.715352018,5.818269799,5.932280461,4.877021802,5.115003321,6.8933171905,11.62683849,10.13925432,5.4387987878,5.237842121,8.633415693,7.240984771,7.750842834,5.268482349,7.646632733,6.35314852433,12.99135537,12.16391545,13.2860567,BRCA
9.826628375,6.06765298567,6.307980018,5.917259434,6.073504957,5.805041697,4.693784032,7.408146448,12.04715639,9.726252704,5.8117429202,5.913135501,8.41487604833,7.292669322,8.335480939,5.287261033,7.883225397,6.73899581333,13.22427159,12.44601199,13.16228672,BRCA
9.589941868,6.69733073267,5.976599205,5.710400941,5.61707161,4.936651187,5.106757903,7.1208014865,11.78825759,9.678499404,5.3283454926,5.754627826,8.30846996767,7.370450116,7.540595216,5.765409598,8.420129842,6.39469361333,12.53522562,12.2076581,13.15138292,BRCA
9.255879016,6.463463362,5.773740066,5.738640345,6.60526143,5.015929312,5.274831217,6.752537335,11.72922572,10.00443156,5.4065428568,5.634165776,8.24833877567,7.801516189,7.582482852,5.66903474,7.621284726,6.135427533,12.56790862,12.15610687,13.15138292,BRCA
9.489206292,6.33787006533,5.872835683,6.20007038,6.015700078,5.255511354,4.948613986,7.0698721725,11.42322901,9.577046919,5.5295343186,5.620154746,8.653406271,7.587367101,7.646560735,5.325990094,7.779918143,6.82794277033,12.61931219,12.43207997,13.08540943,BRCA
9.71030757,6.217912006,6.126297286,6.252954533,6.426353347,5.057462456,5.198898037,6.9466844905,11.4712435,9.812915765,5.4814391052,5.341284192,7.64956818833,8.135646608,7.576259705,5.707781006,7.098719371,6.69079792733,12.52524557,12.39881323,13.04201932,BRCA
10.15138482,7.094015865,5.408721412,5.64689077,5.606894664,4.632300425,4.879597034,7.9529606385,12.28769659,10.43684194,5.1210123436,6.445516183,8.42010759833,7.493457452,7.632470217,5.002940155,7.791197286,6.127634878,12.50816376,8.929717871,10.82365605,BRCA
