@relation thedata

@attribute 2534 real
@attribute 3635 real
@attribute 3685 real
@attribute 3690 real
@attribute 3932 real
@attribute 4067 real
@attribute 5175 real
@attribute 5335 real
@attribute 5777 real
@attribute 5781 real
@attribute 6714 real
@attribute 7525 real
@attribute DependentVariable {BRCA,Control}

@data
9.2289642325,7.745155171,10.67951553,6.147515948,5.69019779725,10.63456176,12.12241722,7.6745180755,6.80465488733,11.64123906,6.75911734333,8.956696408,Control
8.8907159655,7.742126034,9.752932999,5.52873637,5.74326863275,11.67867508,11.52829551,7.862876923,6.92689952033,11.64123906,6.586005659,9.025562565,BRCA
8.275073194,8.060129988,10.08758255,5.194176951,5.8326297955,11.59799678,10.40487575,7.7021225845,6.94614165833,11.37070935,7.22912163867,8.927023183,BRCA
8.08464112175,8.06060289,9.271638758,5.254944744,6.064440107,11.00452968,9.922525358,8.054801422,6.773314497,11.77608148,6.91032494133,8.724992221,Control
8.34620788925,7.919118257,9.935467529,5.476714818,5.91669616975,12.12951334,10.6953025,7.930765467,6.95957036867,11.54684638,6.72839437467,9.180823621,BRCA
8.716652398,7.186711317,10.94344908,6.672712173,5.66966000725,11.79461296,11.90810746,7.6687152575,7.329467798,11.95147243,6.38912935567,9.552621611,BRCA
8.39165280725,8.082270314,9.545409111,5.418536788,5.862304229,11.980959,9.176011741,8.590203577,7.417935019,12.03524768,7.54701473933,8.18992476,BRCA
8.80415305075,7.46131803,10.75503384,5.838328613,5.88068915225,10.68348837,11.48554018,7.7549264415,7.27179105267,11.28411575,7.00963552967,8.84840474,Control
8.0162301535,7.57557919,10.365683,5.40668228,5.81485113325,11.06871466,10.8590069,8.1175343725,6.87905191167,11.64347756,6.85674479767,9.527448232,BRCA
8.42904151725,8.076790383,9.93833767,5.411944154,6.225327925,11.11942121,10.25957296,8.2287174245,6.98522982867,11.52775569,6.973025285,8.558077339,BRCA
8.9502413505,8.631178079,10.03888509,5.576228285,5.790786971,10.71430158,10.85352421,8.709822916,6.812437156,11.67803681,6.89592443067,9.18487604,BRCA
8.477755757,7.791425228,10.62352057,5.887897624,5.852877388,11.07740677,11.85099365,7.877739246,7.04071315267,11.69692854,6.98144085767,9.330659861,Control
8.5293685075,7.924992273,10.72951477,5.582263377,5.8050524925,10.59403555,12.01909212,7.919144247,6.803089398,11.86292605,6.75905554167,8.442550769,Control
8.5706565075,8.194979796,10.42071848,4.840980873,5.77734798875,9.744102689,11.31701417,7.988942668,7.516461694,11.0249286,6.82951290367,6.361948707,BRCA
8.93480514275,8.236482005,11.15310882,4.788047896,5.62585714825,11.47931054,11.25022455,7.9147536295,7.13020930867,11.92126273,6.91208436433,6.196140414,BRCA
8.1157153055,8.360837347,10.33270825,5.364932404,5.6869878525,10.74565776,10.0970317,7.7272309565,7.417477812,10.85319669,7.22720437133,6.201051201,BRCA
7.9997957695,7.506587513,10.458089,5.229790979,5.8591069415,9.93170563,10.56535468,7.5975884795,7.881687676,10.89823124,7.35444662233,6.627246137,BRCA
8.34669283075,8.303724962,10.36934682,5.69000583,5.8570988385,10.28924692,10.32215382,7.531468856,7.267388056,11.4871292,7.03736704367,6.785161856,BRCA
8.21665827025,8.375496855,10.2072374,5.50954641,5.677996665,9.513950163,11.22396264,7.8558007155,7.79308931833,10.89528011,7.07743364033,6.567123767,BRCA
7.74146486825,8.848717702,7.62607609,4.766875281,5.6576825155,9.580042347,11.51195041,7.6793168875,6.99649640933,7.418614,6.94510312533,5.734852697,BRCA
