@relation thedata

@attribute 1445 real
@attribute 1495 real
@attribute 1496 real
@attribute 1499 real
@attribute 29119 real
@attribute 5175 real
@attribute 5747 real
@attribute 5829 real
@attribute 6714 real
@attribute 7414 real
@attribute 87 real
@attribute 88 real
@attribute 89 real
@attribute 9564 real
@attribute DependentVariable {BRCA,Control}

@data
10.35004996,12.970346955,5.603041174,6.94578590514,5.116659172,12.12241722,9.55016911,7.441203595,6.75911734333,9.67691596567,13.43392773,6.68951277,5.69544494,8.887952536,Control
10.84346202,12.9002596,5.545359333,6.96887473943,5.037056875,11.52829551,9.45642471,7.229350286,6.586005659,9.12675963167,13.88775422,6.68426165,5.483179924,8.931846371,BRCA
11.26946293,13.044669795,5.942638389,7.126093946,4.8317607205,10.40487575,8.9981409465,7.347468842,7.22912163867,9.01275273233,13.69550076,6.570846646,5.014814152,9.151968584,BRCA
11.31701417,12.98230153,5.941641146,6.25068708814,5.186514179,9.922525358,9.0133211855,7.84508404,6.91032494133,8.737483073,14.12961268,7.162091995,5.346612346,8.943878208,Control
11.32409911,12.901448725,5.841099622,7.18244667671,5.282046476,10.6953025,9.0250253645,7.615006311,6.72839437467,8.90807702667,13.52549699,6.308617188,5.468103682,8.86238252,BRCA
11.07168041,13.345227255,5.989145395,7.271366378,5.136521652,11.90810746,9.420287121,7.335951076,6.38912935567,9.82544504333,13.39262134,6.448203566,5.694818396,9.615648544,BRCA
11.3382407,12.567749395,5.899484569,6.587592285,5.162107613,9.176011741,8.8796586,7.91692611,7.54701473933,9.11190392067,14.57543497,6.401567006,6.038980014,9.176011741,BRCA
10.5789154,12.832913565,6.084708086,7.12159637657,5.3039740435,11.48554018,9.585335464,7.737283051,7.00963552967,9.380750741,12.86342169,6.884418198,5.853628472,8.83089633,Control
11.11718547,12.876117185,5.789736585,7.27824373014,5.084708589,10.8590069,9.2675642675,7.766232595,6.85674479767,9.253283331,13.11510467,6.341457111,5.529517425,8.641980482,BRCA
11.00749006,12.710907205,5.69321599,6.66799436186,5.596049021,10.25957296,8.984597332,7.647892114,6.973025285,8.70731128767,13.75810714,6.908516092,5.524354632,8.799282532,BRCA
11.20477915,12.88540901,5.947438964,6.27534299943,4.8359390755,10.85352421,8.7160245685,8.041222615,6.89592443067,8.53835121633,13.03513077,6.631326684,6.025201173,9.630226677,BRCA
10.56738599,12.92565307,5.991981649,7.131665281,5.4467755465,11.85099365,9.5799510855,6.876459007,6.98144085767,9.27988523833,12.83735302,6.454961876,6.015030979,8.536335742,Control
10.51810261,13.040661435,6.010058786,7.29151062114,5.219545711,12.01909212,9.807955308,7.126500894,6.75905554167,9.66705962233,13.26600764,6.8430452,5.633148724,8.699521377,Control
11.10704394,12.745583265,5.97637008,6.59111954886,4.7867784305,11.31701417,9.6749751715,7.476667486,6.82951290367,9.297521207,12.95175557,6.722606479,5.65836235,9.481880707,BRCA
11.19715849,13.224572915,5.853877943,6.82356085529,5.103904832,11.25022455,9.2641454985,7.061023135,6.91208436433,9.499998977,14.01689273,6.837126844,5.923868951,9.246806572,BRCA
11.16642377,12.746818115,5.5828655,6.36337954043,5.103896392,10.0970317,9.278094081,7.18631515,7.22720437133,9.31806579233,14.08845827,6.741740415,5.579701547,9.273365013,BRCA
10.99617883,12.704256735,5.702942321,6.422985035,4.934468485,10.56535468,9.5786882385,7.089003169,7.35444662233,9.088854201,12.37349196,6.544698369,5.919942619,9.479871756,BRCA
11.05496734,12.88292634,5.330389211,6.66300284714,5.1370986735,10.32215382,9.21652246,6.949625755,7.03736704367,9.11794216067,12.98137289,6.651845045,5.617365526,9.229474442,BRCA
11.23824666,12.62871138,5.781760497,6.42648938771,5.0727564045,11.22396264,9.337026401,6.913790365,7.07743364033,8.755771008,12.46971692,6.556203785,5.839462851,9.510275173,BRCA
11.61491238,12.12427343,7.514519035,6.69586688229,4.9598345345,11.51195041,9.6546657745,7.767226277,6.94510312533,9.11742445167,14.46865842,6.264447878,6.279290785,10.04737654,BRCA
