ID	3597	6655	6464	3561	7297	1154	5267	3635	5266	6714	3716	3376	207	23368	208	3718	3717	5290	6198	10000	2885	8431	3565	3566	6778	6654	DependentVariable
Instance1	12.43921023	7.867620258	9.15105029633	5.474931823	11.21515091	8.069115572	5.379041481	7.745155171	7.630669612	6.75911734333	11.04382723	7.5649494475	9.746089281	10.66888523	7.466690585	4.963024656	8.378404463	6.685313404	10.80480483	6.02664600925	9.4954151895	5.011016147	5.0072306655	7.9598688595	9.701471572	8.001564595	Control
Instance2	12.26420808	7.609956448	8.42779587067	5.808134829	11.36612562	7.667965061	5.682862067	7.742126034	10.12116474	6.586005659	9.540845393	7.891835239	9.68028616833	10.98935922	6.43012268	5.442455259	7.325982508	7.098719371	10.83272413	5.94776533325	9.5539178325	4.708480413	4.7333277815	7.5780798575	10.00164081	7.481398095	BRCA
Instance3	12.01701203	7.575257723	8.45925672733	5.90202005	11.54144891	7.904606211	5.332718001	8.060129988	9.215752072	7.22912163867	10.145837	8.165733327	9.69256516467	11.22308177	6.416760061	5.531000265	7.458490947	6.212526175	10.9243451	5.52044016575	9.480270588	5.249645622	5.313506773	7.6972575105	10.53976977	7.228580927	BRCA
Instance4	11.94205636	6.838009842	7.73867912133	5.702180478	11.88081762	9.707333731	5.407702206	8.06060289	8.367503347	6.91032494133	7.64196344	7.4345854795	9.98949733167	11.51613105	5.863140121	5.259471408	6.114997467	5.584068992	11.19937192	5.58777326775	9.432546201	4.978894894	5.4457486575	8.2079323255	10.64202486	6.648325671	Control
Instance5	11.89117053	7.652900753	8.10318445333	6.125780878	10.88698849	9.580758442	5.31832701	7.919118257	11.71457622	6.72839437467	10.16184396	7.859556644	9.506100771	11.09139921	6.860966288	5.426609659	7.364180901	7.405441727	10.47933595	5.87271996825	9.66718229	5.291135005	4.9685946665	7.8440426925	10.10887108	7.634958261	BRCA
Instance6	12.66269848	8.522033306	8.70127661067	5.857863615	11.4712435	9.275729428	5.388199225	7.186711317	9.742208842	6.38912935567	11.74013292	8.312147156	9.688092646	10.66999253	7.477052175	5.36773034	8.052107626	7.460253403	11.22643043	6.0241266485	9.9164802245	5.294814856	4.916242232	8.179923014	10.45090222	8.19601328	BRCA
Instance7	11.30524968	6.760091594	8.36198243367	6.480390855	12.03158587	9.766537656	5.814301269	8.082270314	8.547551166	7.54701473933	8.66980731	7.2989102995	10.0480993307	11.69149721	6.742953157	5.891547537	6.705498046	6.662423158	11.68974045	5.88751933675	9.167523377	5.046808884	5.173542303	8.4037176925	10.14295619	7.292025067	BRCA
Instance8	12.20355304	7.907583411	8.53051419067	5.052688948	11.23283777	7.846792788	5.793122872	7.46131803	9.795139114	7.00963552967	10.70365297	7.8993448145	9.436876068	10.33398861	6.689303092	4.806596392	8.158535374	6.020263967	10.38915837	5.55851851825	9.1611827995	5.30196368	5.2313828535	7.667921317	10.54158093	7.787382059	Control
Instance9	11.9729763	7.65031782	8.16926655967	5.463860485	10.99013608	9.912874791	5.733497552	7.57557919	7.972134198	6.85674479767	10.41875948	7.927072787	9.58057105933	11.15889068	6.500527718	5.157459364	7.011789475	7.205282841	10.83540327	5.650041658	9.3657406255	4.984374307	4.865162184	7.6272357545	10.145837	6.878728789	BRCA
Instance10	12.07584355	6.965931792	8.39504068233	5.903768142	11.51681803	8.207967411	5.332718001	8.076790383	9.340818779	6.973025285	9.172928193	7.452412626	9.75364579767	11.04825205	6.827314517	5.735326697	7.088605737	7.606018576	10.84783275	5.56331123875	9.70078824	5.396956849	5.2729194505	8.3888894545	10.21491439	7.4960371	BRCA
Instance11	11.77322176	7.055014278	8.62624266567	5.954668163	11.57353372	8.59931884	5.746387512	8.631178079	10.24134003	6.89592443067	8.551815066	7.4854985945	9.592833039	10.65416187	5.479142629	5.372961888	7.660782339	6.657000843	10.51995589	5.4786784915	9.153599552	4.649498512	5.4767379555	7.573889673	9.880571175	6.507481989	BRCA
Instance12	12.29564706	7.958945778	8.601359139	5.584068992	11.18554156	8.721869154	5.695027274	7.791425228	9.328529711	6.98144085767	10.93235154	8.2352696815	9.66262953467	10.7998525	6.97372929	5.313437469	7.948076801	6.822223857	10.94695398	5.7708818765	9.5256586835	5.321036278	4.9594614325	7.829537058	9.486775264	8.512524314	Control
Instance13	12.39294532	8.326250965	8.523978557	5.131148296	11.45329393	8.354404912	5.428285837	7.924992273	9.551728025	6.75905554167	11.03036559	7.9993884385	9.935713008	10.67254493	7.400262798	4.716458988	7.573687183	6.672535396	10.51147622	5.8854976	9.597360232	5.316336975	5.0479553105	7.343454662	10.12558819	8.640083234	Control
Instance14	12.21133327	7.997872605	9.16094315833	5.831124321	12.30980751	6.475494819	5.532169853	8.194979796	9.282845833	6.82951290367	10.52922583	7.8896963735	10.2127518167	10.99212422	6.998819226	5.186075849	8.115591386	4.904979261	10.31178269	5.6707063705	9.06038523	5.438302209	5.1469376925	8.2605585175	10.54330281	7.7584583	BRCA
Instance15	11.92740031	8.051101686	8.789516499	5.790388412	12.32769025	8.916656615	5.822864756	8.236482005	8.743270176	6.91208436433	10.46394351	8.2344835435	10.3303371883	11.86989657	6.457877938	5.421737703	8.41854957	5.472171943	10.97955044	5.6644220515	9.5800955565	4.693784032	5.1417521165	7.5265620785	10.22614155	7.8511886	BRCA
Instance16	12.35101106	7.815353072	8.419142242	5.967520965	12.03792277	7.825374032	5.492022402	8.360837347	9.395331225	7.22720437133	9.622015717	7.740725834	10.0295226957	10.79624673	6.272541727	5.43205013	7.821265561	4.944168843	10.24904266	5.4935537865	9.0393998015	5.01168711	4.942154083	8.0140964065	9.612141036	7.192690117	BRCA
Instance17	11.91937371	7.672568764	8.58330978467	5.159680898	12.05450776	7.754388358	5.428620839	7.506587513	9.933019721	7.35444662233	10.1691111	8.2116940625	10.1231177773	10.78864516	7.39763426	5.476876799	8.145615208	5.538546893	10.35443153	5.65532370625	8.9731778835	5.31868854	4.8414910265	7.9397725765	10.13755512	7.688986551	BRCA
Instance18	11.81929108	7.588473151	8.49027171233	5.488491912	11.744773	9.037520272	5.35439155	8.303724962	8.016392025	7.03736704367	9.546605663	8.159683056	10.182290716	10.86989475	6.554209422	5.35439155	7.912322211	5.070616072	10.70897201	5.5028216445	8.9213733295	4.795729695	5.141070657	7.982761652	10.09760788	7.192172276	BRCA
Instance19	11.95442182	7.816841466	8.95843216133	5.551524668	11.59290561	8.849390342	5.525764499	8.375496855	7.858231463	7.07743364033	10.84149381	8.275306213	10.3257906717	10.87885198	7.681310676	5.16642548	8.111841355	5.353156751	10.08429722	5.267785966	9.111304808	4.971786376	4.993426328	7.9352348665	10.19263222	7.574595656	BRCA
Instance20	12.31729538	8.635646596	8.67313689733	5.027033758	12.55486108	8.3077144	4.755170033	8.848717702	11.77183206	6.94510312533	9.58528234	8.2040992425	10.2867156497	11.58252909	5.687628504	4.953976689	6.034420016	5.027033758	10.88129775	5.47877633725	10.2970447	5.027033758	4.634263323	7.958005403	10.74747575	8.480033951	BRCA
