ID	7867	842	596	58	317	7124	9261	3552	836	3315	3316	1616	355	54205	356	DependentVariable
Instance1	10.72737618	7.924560768	8.4944607845	6.569556123	7.460673902	8.519696323	7.3429582785	5.428620839	7.931813168	13.18452521	10.71269919	9.030281671	6.109057762	8.464342681	5.714184545	Control
Instance2	11.28922369	7.7506065195	7.97569312475	5.19062597	7.8219347	7.177920594	7.508147197	5.19062597	8.1988449165	12.74140174	9.812141649	9.473939649	5.4568451785	8.779925425	6.1044474	BRCA
Instance3	11.524772	8.1061247785	7.84053328475	5.283469238	7.4969355985	8.414834386	7.067906808	5.173838258	8.03923302	11.85473021	9.188663714	9.369221698	5.8381822935	8.42928237	6.144867877	BRCA
Instance4	11.77058762	7.389583129	7.5957045875	6.563810693	7.949551686	8.370459788	7.5757878185	5.28559757	8.049352819	12.10651723	9.506942805	9.851765094	5.9473627115	8.584211958	6.331145921	Control
Instance5	11.29922535	7.637528126	7.8450723755	5.301780818	7.4088003525	6.675961001	7.645516256	5.488491912	8.040914571	12.65578567	9.256055991	9.396953172	6.4964374115	8.435838088	6.16425895	BRCA
Instance6	11.31140223	8.5459358775	7.89616385625	5.802329755	7.755466278	6.320264091	7.5964459115	5.388199225	8.276164252	12.15735176	8.550151431	8.235417282	6.60785894	9.008765532	5.609260937	BRCA
Instance7	11.77105209	6.9179834015	7.264331835	5.472984221	7.5815822955	6.423120638	7.3846532985	4.765549899	8.3070644095	12.66081938	9.969631552	9.700778298	5.6801733885	6.998198677	5.032113243	BRCA
Instance8	11.03612228	8.3320404855	8.05261194825	5.551370856	7.645327129	6.14308278	7.097562405	5.193979903	8.3666695385	12.89900003	10.48635768	8.817432296	6.0495207925	8.819732939	5.582112807	Control
Instance9	11.27393851	7.7930385845	7.87109163775	5.771232765	7.8288732835	8.252974189	7.4254276565	5.872096916	8.288078818	12.28769659	8.989523027	9.320067806	6.337979385	8.738583034	6.069858551	BRCA
Instance10	11.09393927	7.6247556515	8.23267903825	5.608965365	7.5688881555	6.105390642	7.581342169	5.376786337	7.806017873	13.22888561	10.06406609	9.83968846	5.7598219305	8.85611511	5.434637608	BRCA
Instance11	10.84003064	8.198860636	7.66150020625	5.541492575	7.7410235595	6.992205122	7.82250581	5.038053386	8.021098551	13.23568448	10.76808942	10.1781672	6.208641296	9.025071112	6.110410879	BRCA
Instance12	11.04264453	7.692121379	7.69919135975	6.167122676	7.693481461	7.871691396	7.457900782	5.557051033	8.158617651	12.45678569	9.621191587	8.637042439	6.375481896	8.530173307	5.613687265	Control
Instance13	11.0724812	7.8122716905	8.09596774125	6.079490783	7.5169319435	6.162699096	7.747843835	5.524354632	8.264536249	12.74140174	10.44585319	8.718842038	5.903314583	8.84381204	5.647898183	Control
Instance14	10.76712945	8.7262881565	8.2876995905	6.848689049	7.2583026115	5.841225451	8.0739560435	5.292792099	7.961727034	12.76703924	9.46858389	9.243103231	5.6600815695	9.447156147	5.601853411	BRCA
Instance15	11.83915468	8.6813768815	7.76711974975	5.812184526	7.491349902	5.923868951	7.467041959	5.03365563	8.3844099225	11.76666981	8.426475613	9.088689621	6.0033585645	8.66705043	5.964982644	BRCA
Instance16	11.10921707	8.248373031	7.94296329425	7.824005841	7.314781926	7.264445239	7.7812287505	5.65607532	8.1522695415	13.00770101	9.448529911	9.463954014	5.5939594105	9.108133102	6.072969298	BRCA
Instance17	11.01508764	8.6068554675	8.49738614725	7.461993252	7.439190284	6.665268844	7.8494133085	6.161591078	8.071465941	12.28213433	9.204950795	9.329651235	5.620415832	9.377341303	5.974650478	BRCA
Instance18	11.49963678	8.073461174	8.0343733815	6.011233546	7.49765713	7.183985468	8.0462685015	5.213649836	8.4046207015	12.3749363	9.700778298	9.24711525	5.7709950315	9.400581223	5.963191597	BRCA
Instance19	11.05606207	8.5559423875	8.36146716375	5.243755943	7.365638144	6.778573689	8.1239601125	5.214135735	8.161427938	12.73839215	9.406960242	9.549178746	5.7781471465	9.046251708	6.180213143	BRCA
Instance20	12.34771002	8.6535305615	6.96857569025	5.290397907	7.0492517595	5.97155002	7.935994932	4.817893448	9.1174736295	12.78312415	10.42647473	9.867028148	5.81841107	9.54766629	5.606894664	BRCA
