ID	843	4796	5783	841	22974	8771	6416	8772	8737	578	2048	3576	5601	4217	6093	5602	4214	7284	581	5609	23542	85365	3552	23162	836	1616	6609	162989	10725	4791	4790	4793	4792	4795	5216	5594	5217	4794	5599	1452	1956	924	3315	9191	56616	7186	23017	9479	4233	9994	695	10928	7157	790	1676	8431	51283	11124	DependentVariable
Instance1	6.7438981715	5.201056716	7.888961835	5.6639776582	6.438380709	6.90314630133	8.585478725	9.964760013	9.943694688	7.353546324	6.0460148965	9.6189422155	7.621649748	9.636896969	8.331209336	6.7523535558	10.46146439	11.52829551	7.63009585267	7.887344199	5.272687206	6.6609137425	5.428620839	7.6558645925	7.931813168	9.030281671	7.33348393	9.576569907	7.12731409333	6.613275006	12.34771002	6.709066159	15.00532806	6.192791506	12.94594262	8.27215776867	7.4054811825	6.748330821	5.939777752	8.30671666533	7.05035509475	6.973097852	13.18452521	8.70649170533	9.66376865267	7.722570406	5.945099216	6.622019321	5.899182429	5.478900032	7.342077169	9.377872676	8.333402628	8.449314912	9.322972846	5.011016147	9.249416378	9.6501180135	Control
Instance2	6.1455111885	5.648473532	6.898926286	5.8528914586	6.2659953	7.31942498567	8.106593131	10.15158143	10.07879165	7.709154696	6.1752464015	6.7790147065	7.563421716	9.908805826	8.399610251	6.347242776	11.6627575	11.61638815	7.28221449733	7.798165773	5.30256690525	6.315972619	5.19062597	7.835585289	8.1988449165	9.473939649	7.2032596455	10.16250498	7.57036449267	6.847355026	12.34109771	6.373840507	13.91249272	6.22776574	12.79419988	7.85669691467	7.572406141	7.391761545	5.0886580415	7.80192216633	6.79791370075	7.61467511	12.74140174	8.722910065	9.67173453233	8.156008632	6.534851936	6.94063991	6.1044474	5.124960054	7.365668755	9.253115391	8.508984299	8.559186941	9.80430441433	4.708480413	9.673075436	9.391343042	BRCA
Instance3	5.9215713865	6.234487549	7.1697375685	5.7897319854	7.117178468	7.29646838267	8.6701660175	10.64474883	9.929872764	7.285959595	5.6572200255	7.352992936	7.8060539105	9.513535713	7.854652002	5.84197348	11.77105209	11.89968368	7.63291516533	8.166013814	5.74908091175	6.42056107	5.173838258	7.720110902	8.03923302	9.369221698	7.109604814	10.12152741	7.19399695267	6.882157689	12.51631937	6.74855168667	14.51605303	6.053334703	13.181245845	8.11094053067	7.2571828075	7.403653582	5.6701097255	8.00283101967	6.80402066425	8.855352154	11.85473021	8.598296579	10.061280153	8.551997661	5.870864797	7.466547848	6.482691508	5.241660263	7.320667722	9.361132921	9.660905593	9.537820753	9.66722047133	5.249645622	9.6849244	9.875529074	BRCA
Instance4	5.9373595855	6.056697995	6.075817827	5.6257131728	6.797081494	6.877593977	8.231806127	10.26616024	10.01119619	7.706567029	5.8033952395	6.039562885	6.9189611885	10.2853274	7.179165475	6.4393043462	12.00382718	12.18459653	7.33493823133	8.473463378	5.911395507	5.890025248	5.28559757	7.6219394855	8.049352819	9.851765094	6.977965415	10.39664254	7.11520144833	7.43686989633	12.26985874	6.91424652367	14.35403309	6.605705905	12.7802358	7.98209816267	7.253927011	8.142746712	5.7758281875	7.198746738	6.3257817405	8.618937076	12.10651723	8.65007949333	8.947098931	9.141437341	6.931745467	7.763745393	5.838328613	5.114378737	7.813125618	9.850210723	8.338826757	9.358629843	9.39768029933	4.978894894	9.276427528	9.247830517	Control
Instance5	6.4972158175	5.699476154	6.8815244055	5.7767472574	6.425598298	6.44094098933	8.6043275615	10.77308997	9.484878832	7.072805548	5.974060652	6.0044384665	8.1880407455	9.842350785	7.894031227	6.3743216144	11.72645885	12.09587508	6.91556020333	8.264326623	5.57238100075	6.1120633665	5.488491912	7.371165726	8.040914571	9.396953172	6.984410969	10.34871187	7.250688443	6.867992672	12.37603319	6.52162721267	13.73047547	6.823052312	13.28927478	7.82991936767	7.6057427725	7.427105645	5.704258658	8.15957440267	6.78190965925	8.37126603	12.65578567	8.63433518167	9.598480897	8.106250323	5.833150213	7.225475281	5.978202066	5.694748763	7.547899223	9.356210469	9.701150974	8.493376264	9.67330697167	5.291135005	10.07904508	9.7780994275	BRCA
Instance6	6.8031073515	6.068676855	8.082290432	6.1557894346	6.579810423	7.72945775433	8.9337864765	10.34100757	10.12499078	7.171104536	5.8945122075	8.452055235	8.3174977465	9.445998278	9.001704532	6.511764621	11.51112271	11.8407859	6.71227636133	7.443878302	5.8076052875	6.66009373	5.388199225	7.5912355975	8.276164252	8.235417282	7.241088136	9.349856823	7.35928076267	6.82836121733	12.87483063	6.160625593	13.77694807	6.248027763	12.77346919	8.18650002	7.3399733255	7.759191003	6.517858181	9.10636748233	7.10041818325	6.938671367	12.15735176	8.38302522233	9.764654264	7.922110302	6.5421076	7.295863332	6.638801971	5.342529189	8.067624097	9.291666361	8.868576523	8.155856887	8.89733260433	5.294814856	9.193464451	10.10054752	BRCA
Instance7	6.137935364	5.654644083	6.208672852	5.645039366	6.159574317	6.45290575633	8.457614913	9.911339974	9.601752743	8.025390316	6.698930436	6.8963072275	6.747341416	10.88558411	8.073955593	5.495877927	12.26224618	11.63993091	7.38616007233	8.963388234	5.67586018225	5.8264570295	4.765549899	8.1337188695	8.3070644095	9.700778298	6.9806107165	9.488342842	7.43595589267	7.129972705	12.52075501	6.344653246	15.02279519	6.003271234	12.884686225	8.451561107	7.5062755425	7.435068318	5.6011167705	8.10197230767	6.9842760015	8.591897347	12.66081938	8.42512445433	9.62734478367	8.283761058	9.295608889	7.09798239	6.272028439	5.606746643	6.816347305	9.991267129	8.315445233	9.011158142	9.97309623267	5.046808884	9.308419312	9.507672213	BRCA
Instance8	6.421709888	6.220915761	7.9728783995	6.1264922834	5.856370278	6.70589396567	8.519260169	10.36365325	9.671351374	7.224100886	5.924917202	7.9782570685	7.762308173	8.478204487	7.856831861	6.3190254744	10.99477083	11.83572685	7.43240197667	8.267911597	5.87366306175	6.415427246	5.193979903	7.1382352555	8.3666695385	8.817432296	6.649467034	9.903219502	6.67244497167	6.370347138	12.20475003	6.20271008933	14.22362506	6.744434014	13.27590732	8.171538624	7.5667344455	6.971661738	5.401013329	8.555092425	6.998917209	7.593542621	12.89900003	8.59490187667	9.90484931533	7.748127633	6.915404749	6.807551749	5.651777341	5.600664669	7.356058229	8.685494426	8.92056956	8.488313278	9.03718650233	5.30196368	8.916537197	9.7826965895	Control
Instance9	6.147858132	5.950124992	7.5345023925	5.8838277246	7.385735431	7.09391885667	8.505661469	10.67652155	9.108531726	7.662634777	5.902567425	8.04737784	8.3694050275	9.024350935	7.307431087	6.1710283688	11.9611296	12.18459653	7.18054352333	8.382668468	5.45727825775	6.3133217085	5.872096916	7.4450950475	8.288078818	9.320067806	6.9476114635	10.13087976	6.96379490667	7.15645079333	12.42766909	6.496869675	14.37348409	6.729828466	13.49181197	7.91861634733	7.704928784	7.718706032	5.8779809975	8.41138566833	6.85070537275	7.479378365	12.28769659	8.392220977	10.1125553033	8.550151431	7.445513855	7.478124711	5.995038554	5.843237218	7.635901506	9.697254787	9.680166591	8.867071067	9.358422347	4.984374307	9.42208113	10.0602882265	BRCA
