@relation thedata

@attribute 10203 real
@attribute 10266 real
@attribute 10267 real
@attribute 10268 real
@attribute 10681 real
@attribute 11211 real
@attribute 113091 real
@attribute 116 real
@attribute 117 real
@attribute 133 real
@attribute 1392 real
@attribute 1394 real
@attribute 1395 real
@attribute 2535 real
@attribute 2641 real
@attribute 2642 real
@attribute 2691 real
@attribute 2692 real
@attribute 2695 real
@attribute 2696 real
@attribute 2740 real
@attribute 2778 real
@attribute 2782 real
@attribute 2783 real
@attribute 2784 real
@attribute 2785 real
@attribute 2786 real
@attribute 2787 real
@attribute 2788 real
@attribute 2790 real
@attribute 2791 real
@attribute 2792 real
@attribute 2793 real
@attribute 3375 real
@attribute 3549 real
@attribute 50846 real
@attribute 51384 real
@attribute 51764 real
@attribute 54331 real
@attribute 54361 real
@attribute 55970 real
@attribute 5727 real
@attribute 5741 real
@attribute 5744 real
@attribute 5745 real
@attribute 5746 real
@attribute 59345 real
@attribute 6343 real
@attribute 6344 real
@attribute 6469 real
@attribute 6608 real
@attribute 7432 real
@attribute 7433 real
@attribute 7434 real
@attribute 7471 real
@attribute 7472 real
@attribute 7473 real
@attribute 7474 real
@attribute 7475 real
@attribute 7476 real
@attribute 7477 real
@attribute 7478 real
@attribute 7479 real
@attribute 7480 real
@attribute 7481 real
@attribute 7482 real
@attribute 7483 real
@attribute 7484 real
@attribute 7855 real
@attribute 796 real
@attribute 797 real
@attribute 7976 real
@attribute 799 real
@attribute 79924 real
@attribute 80326 real
@attribute 8321 real
@attribute 8322 real
@attribute 8323 real
@attribute 8324 real
@attribute 8325 real
@attribute 8326 real
@attribute 8643 real
@attribute 89780 real
@attribute 9340 real
@attribute 94235 real
@attribute DependentVariable {BRCA,Control}

@data
7.609328588,8.8189721535,7.25903969,9.7124632,6.97244898767,6.336020558,5.696140781,6.678498469,4.911345545,12.83574159,6.690979665,6.533462095,4.34910143,9.25541878,5.057245821,4.771636575,5.361251859,5.38440635467,5.229406468,5.190823476,5.713978422,8.86041017833,13.00161496,9.350724377,6.530878866,5.346435058,6.298205225,8.442664802,9.226485123,8.286304921,12.94317143,5.704879743,5.994246645,5.622499388,5.079816751,5.954668163,6.2087691455,5.452703528,7.365471921,6.816347305,7.23239964,7.57716656,4.8844678225,6.972543838,9.766347163,9.080298653,7.5026355755,5.38371401,6.528419434,5.507882823,9.140606848,6.2337409765,9.920282552,6.547978484,4.502465777,7.378774139,6.746249355,6.600809135,6.568682467,5.39078052,5.876340674,5.474794685,4.842238769,6.484948231,7.192591495,6.529762925,6.034309958,5.03343539,6.505419075,5.46800579033,5.541492575,7.696934717,5.283376631,7.886307978,6.13976173,7.80882705,11.94030819,6.885272729,9.6950491915,8.108081551,8.631178079,6.459190295,5.830490646,5.338612717,5.091711732,BRCA
8.872952717,8.6063282075,6.479703985,9.4301634735,6.389883566,6.282259665,5.266984428,6.200413743,5.094670216,12.77497238,6.669385144,6.4527275255,5.309441109,8.453765639,5.706538322,5.603189575,4.776382186,5.015082524,5.213358218,4.409958821,5.084076226,9.172881566,13.04989878,8.378404463,6.225261069,5.478819157,6.055397005,9.163298157,9.260367468,9.92562903,12.82636383,5.291135005,6.187456621,5.76368461,4.963024656,6.065341406,6.017396045,5.285412622,8.135274649,7.420867895,10.07238089,6.880719575,4.913737132,10.679159345,9.087722135,8.887800262,7.2400353085,5.545359333,5.873820117,5.905935245,7.765768643,6.1668621095,10.47812272,6.467284066,5.123305363,6.340389243,6.746114963,7.454383868,6.064641058,5.029465308,5.823256252,5.3393295195,5.458456855,5.698920794,6.312797321,6.4818257435,5.778675937,5.487045126,6.719187291,5.388055475,5.731598207,9.056218477,5.936880085,7.73525328,5.890331925,8.782406804,12.26909023,6.979742782,10.0016043095,8.466587485,7.626222141,5.655073603,5.245278163,5.338612717,5.551986008,Control
9.560390696,9.299821296,6.376000002,9.722421078,6.757115983,6.216945275,5.006310647,6.78372224,5.375918034,13.09870741,5.862210374,6.6010203405,4.542585892,8.214150462,5.687208569,5.440131024,4.63055563,5.25013491767,5.49154148,5.795397636,5.109999067,8.796592193,13.26893746,8.616586634,6.362562487,5.550447635,5.650485447,9.04801075,8.825389039,10.33248729,13.11366653,5.465820435,6.122264392,5.346257748,5.144669712,6.393009085,6.1293165415,5.293711886,8.384871286,7.395536545,10.16363116,7.47163686,4.8360013055,9.5147569585,9.777469494,9.488011381,7.055096439,6.194565426,5.937527571,6.263509238,7.786353156,6.390145857,10.81594784,6.491216266,5.48205062,6.262194115,6.619013562,8.084544168,5.886800847,4.947562426,5.918965218,5.418171094,4.913979924,5.479789356,7.852281561,6.5398413255,5.521373712,4.47767756,7.56254987,5.63961411833,5.422074229,9.609179258,5.15826759,7.593299842,5.908159158,7.9823760225,12.7003986,7.160832288,9.8129005215,8.573941684,7.560621583,5.645017992,5.372613708,4.678655626,5.238988625,Control
8.024060772,9.3889143075,5.961629839,10.1337083375,6.61616787567,5.88722747,5.078643187,6.419543631,5.037614213,10.27454155,6.16330311,6.684517697,5.083650844,7.742243953,5.706676451,5.057462456,4.178201433,5.19347989533,5.201056716,5.004514032,5.521530756,8.711268495,13.29995283,9.333972157,6.798118982,5.149758548,6.389270486,9.210939846,10.09517319,10.07411507,11.61680165,5.973617732,6.768981971,5.815070224,5.057462456,6.276641472,5.843950442,5.119782831,6.997860083,6.963766347,9.560920839,7.196776997,5.311005192,8.1122040365,9.651886349,7.540808289,5.9799251475,6.086089107,5.641698649,6.077622879,8.459924515,7.2280064045,12.3398473,7.402929178,5.325000691,6.615155557,6.81214882,7.744835729,6.929468878,5.376091736,5.4491986755,5.2254965945,4.783733416,6.24317934,6.908275894,6.481848172,5.669814283,5.507962085,6.348821638,5.541393225,5.66449084,9.559434991,5.82324701,7.860716295,6.328500469,8.0231768845,11.7369009,5.139972076,9.7692839355,8.262613,6.878728789,6.056481245,5.532169853,5.159277237,5.827953159,BRCA
8.434181095,7.240537659,7.042811547,8.9561743435,6.60558999133,5.873451033,8.684363901,6.552366023,5.403021612,12.18670552,6.113122898,6.242426304,5.027807878,10.24318622,5.23994335,4.974312765,4.657664267,5.385449224,5.431214469,5.268856586,5.649336125,9.207844615,13.17700839,8.807251164,7.068028862,6.121642945,5.614423668,7.763878152,9.531343017,10.34356359,11.8968755,6.049636893,5.93841004,5.644945914,5.219566658,6.083219352,6.025797328,5.44062939,9.073024297,7.45762943,9.949207023,7.867620258,5.070355988,10.63523442,10.34045131,9.483967456,6.9163256205,6.221302541,6.248312457,6.514126699,8.707498153,6.7799206515,11.7646924,7.587779625,4.750622,8.502256127,7.763014999,8.457258896,6.683560055,5.281523233,5.7634367085,5.064237359,5.069757204,6.137919084,6.719358443,7.134710379,5.234397132,6.248312457,6.260313286,5.34735588267,4.889487232,9.670085752,6.353945711,7.899766447,5.920954969,8.5428355785,11.91473092,5.207903829,10.2987612425,7.947726236,7.680255999,6.166771297,4.702259784,4.835685705,5.706262025,BRCA
6.738839176,8.5115667375,7.199405188,9.04580086,6.784302337,6.070771017,5.650485447,6.576601968,5.166124157,11.2942375,6.246413431,6.2840146775,4.638105195,9.233320757,5.716175548,4.959899085,5.149148835,5.375289599,5.445769113,4.984374307,5.804654588,8.61201467833,13.33363132,9.157436075,6.86950478,5.995773509,6.663917843,8.979483163,10.26174268,9.641921287,11.32190853,5.732683853,6.655642073,5.844744204,5.439300032,5.784249584,5.8842297615,5.110625549,6.821203566,7.278150027,8.788074828,7.690523822,5.158306048,7.6114858145,9.362086899,8.48631327,6.976093136,6.233864698,5.647898183,6.097511381,8.432177657,6.187551011,11.57537865,7.30286993,5.371568663,6.040679456,7.784227701,7.772976173,6.497337423,5.264922245,6.313245427,5.4406478095,5.03519637,6.382066833,6.672358598,6.301954408,5.76235629,5.799094593,6.093502736,4.989409484,5.029465308,9.458212357,5.893308357,8.144723398,7.064395519,8.131757636,11.4035182,5.445769113,10.1522327235,9.641465253,7.150689453,5.925768788,6.169479726,4.757572049,5.641409649,BRCA
7.318861647,9.2776302105,6.885577796,9.426147642,6.51405773367,5.595899883,5.030569205,6.176777159,4.726575091,10.08081124,6.082580853,6.694981382,4.941002108,8.549747253,5.595899883,4.837705203,5.740935147,5.42120692967,5.305251227,4.837705203,5.868520868,8.82288182267,13.36856584,9.539954171,7.120059311,5.836183727,6.132685436,9.24482828,9.81791145,9.90199107,11.52829551,5.542111953,6.354827336,5.357737827,4.813795654,5.972699115,6.0276079115,5.023045997,6.808678261,6.756893607,8.870851027,7.330359238,5.1878001705,8.3377880755,9.343419551,7.565846802,5.6412905805,5.726293954,6.115985842,6.015923042,8.584569017,6.6018821065,12.0199261,6.684401928,5.45517205,6.152087694,7.79623616,7.569572974,6.818521864,5.321938238,6.0800210445,5.639177679,4.462587481,6.220383769,7.154719711,6.362537976,5.922204539,5.825665599,5.984140004,5.27891300867,5.589247584,9.68543261,5.549831826,8.161952064,6.635722201,8.32681881,11.33051934,5.9893725,9.680304742,8.145615208,7.143998237,6.397636666,6.314973461,4.790265497,5.59381033,BRCA
7.511142096,8.311566145,6.712049318,9.147207638,6.433898499,6.156442756,6.750811228,6.516728771,5.177929,11.6188926,6.460788118,6.697668821,5.013474821,9.399502844,5.406342144,5.388026974,5.191218407,5.31079164467,5.701972633,5.50716927,5.617365526,9.12620744833,13.36355512,9.306620611,6.63161771,5.527642182,6.202227307,9.252961701,10.64035818,10.08386525,11.49170796,5.655216748,6.385522173,6.38888318,5.338790969,5.882711056,6.213713265,5.24660879,8.086854242,9.578693995,8.673027334,7.431708874,4.988596543,11.850260915,9.446194768,9.10355083,6.3980360365,6.432630108,5.929797653,6.317327248,8.788074828,6.098218396,11.38561723,6.845932592,5.334685584,7.523956144,7.295863332,7.240984771,6.847624679,5.534350549,5.3777796455,5.435751762,4.129898917,6.054908832,7.086696537,6.627591379,5.895672973,5.880692411,6.793834528,5.275439687,5.358089615,9.31409667,6.643499529,8.473138629,6.60674248,8.796076253,11.90213211,5.500970312,9.986661721,8.54352597,8.177096982,6.223814087,5.636777762,4.975688932,6.083006551,BRCA
7.344964109,8.946251593,7.021149678,10.056297462,6.36224381667,6.166419831,5.308258245,6.468384252,5.631403539,10.91337959,6.675961001,6.5786043865,5.182107523,8.712992169,5.878793533,5.063730771,5.276693226,5.364565193,5.292608072,5.465657207,4.783471516,9.14021016267,13.29267684,9.583727381,7.036891003,5.981059894,6.371171674,9.485326755,10.08672709,10.49650957,11.7674087,6.118635505,6.586919049,5.890939859,5.505979229,6.438796529,6.1696709125,4.808142121,7.432878264,7.99421358,9.538005127,7.318454968,5.054849673,11.06940057,9.078511853,7.698359359,5.8819921345,5.925175358,6.33289195,6.114789302,8.990360083,6.809488443,11.85055617,7.45024444,5.522472662,7.605148206,6.943455835,7.713319706,6.981399243,5.292608072,5.5270008575,5.4141436195,4.878003385,6.716240295,6.247980308,6.5209414985,5.764547362,6.140170887,6.172133063,5.41034709233,5.503198645,9.376527597,6.412616948,8.718773555,6.536834375,9.042138984,11.28700256,5.43213367,9.995823897,7.537570051,7.293727115,6.17877003,5.520745364,5.124960054,5.938762876,BRCA
5.113545539,8.915064634,6.674372814,10.394308245,6.073822667,5.771893004,5.233438728,6.026750963,4.916728914,9.745191577,7.087465825,7.160870996,5.334149236,8.687437909,5.441376616,5.771893004,5.20184089,5.03048919967,5.244707519,4.586234078,5.156448444,8.17602958933,13.38150649,9.930146364,6.360983667,5.052688948,5.59724157,9.799800123,8.329326713,7.075401932,12.75033439,5.537615426,5.687628504,5.657076342,4.867663307,6.378429797,6.5917279505,5.077041333,6.412997934,9.382548986,9.576399845,8.493075988,5.2522691715,10.457769765,10.22849739,7.366302814,5.8308617525,6.264447878,6.420007038,5.36773034,8.594083007,6.3510928925,11.71789713,5.953737396,5.696558124,6.600325977,9.320829383,7.608238417,6.618095924,5.178725843,6.950277433,5.465695403,4.299415583,5.244707519,7.542337622,6.273903983,6.232090496,5.636777762,6.207019812,5.41392261067,6.319586888,9.657792328,5.657076342,6.58304938,6.319586888,8.96173673,12.46861139,5.19062597,9.4762495195,9.962509666,7.586916939,5.989031828,5.980260273,5.233438728,6.034420016,BRCA
