@relation thedata

@attribute 2 real
@attribute 2157 real
@attribute 2158 real
@attribute 2159 real
@attribute 2160 real
@attribute 2161 real
@attribute 2811 real
@attribute 2812 real
@attribute 2814 real
@attribute 2815 real
@attribute 3818 real
@attribute 3827 real
@attribute 5547 real
@attribute 708 real
@attribute 710 real
@attribute 7450 real
@attribute DependentVariable {BRCA,Control}

@data
10.82735881,6.7050653335,5.443947436,8.701749275,5.7619906325,7.190568257,7.021260744,10.13904003,5.415835761,5.319953181,5.983342088,5.6227922,11.96094624,11.17659722,9.6511123165,14.70026172,Control
10.62424969,5.870139424,5.956411734,7.877531272,5.346055261,8.301794677,7.493057094,10.26859496,5.726293954,5.44742319,5.887288406,5.313618859,11.920197625,11.2302278,9.1528763845,14.48484431,BRCA
10.57075254,6.17879070775,5.503993644,6.401780305,5.6687672635,8.66705043,7.306383297,11.01586123,5.816734888,5.093191733,6.059188284,4.98710623,11.721645875,11.77681146,8.8817688625,13.62992806,BRCA
10.69680263,5.7388006725,5.243946308,5.763551833,5.7971553895,9.287147382,8.094910493,11.07439256,6.139659422,4.419761481,6.311526388,5.494744603,11.72252904,11.16040108,8.821092343,13.98232431,Control
11.11355354,6.43636971125,5.391468086,6.53056679,5.189254443,8.465740992,7.828646059,9.779383313,4.948613986,4.902810721,6.219416008,4.968564562,11.8319426,11.57959421,9.1025596075,13.44200721,BRCA
11.29285667,6.644667242,5.226326687,7.484220974,5.4087702635,7.543536723,7.181502947,10.62776211,6.222896914,5.040904755,6.244178877,4.846131289,12.02811081,11.25620001,8.9754783835,14.1393823,BRCA
11.54241539,6.11671554125,5.418536788,8.609253665,6.005685044,9.362470505,8.021647846,11.04774441,5.751283781,5.349799819,6.64810992,4.846005888,12.06711405,10.66888523,8.925445463,13.74350963,BRCA
11.04352823,6.62473679025,5.212093857,9.342497592,5.607798524,8.197119763,7.069640749,10.44517037,5.777032522,5.047681518,6.24289363,5.110625549,11.877403125,11.60575973,9.438031278,13.93643461,Control
11.15565329,6.382479944,5.522472662,6.982426435,5.601511002,9.013574704,7.272865647,10.84822018,5.338434442,4.745656394,6.172933113,5.057570761,11.73436444,12.01512763,8.7430805635,13.56248158,BRCA
10.83188538,6.1460391455,5.34483848,6.842950948,5.272661299,7.871814585,7.006413395,10.81808704,5.159075364,4.948380372,6.268944869,4.753833848,11.63178413,10.91092396,9.031066788,13.90066922,BRCA
10.43600385,6.31647721525,5.418705435,9.362086899,5.588446105,8.566416689,7.394872347,11.22756798,5.773740066,5.083225336,6.298205225,6.157150477,12.10985452,11.05830992,9.721075938,13.93264756,BRCA
11.40257259,6.85286268525,5.37574431,7.774854787,5.6995932365,7.718363553,7.061914211,10.50561834,5.795397636,4.586084011,6.274732813,5.298668624,11.925266225,11.58069917,9.2349913925,14.84397331,Control
10.96622084,7.106402131,5.346257748,8.226967397,5.61522276,7.978740664,6.839522295,10.20430554,5.485435883,4.210342597,5.897247233,4.699347423,11.709007145,11.30184213,9.5884618825,14.65913186,Control
8.501599494,6.641701621,5.592016873,7.566817294,5.343361147,7.97625067,7.12275327,11.66763062,5.532169853,4.828595108,6.836117042,5.387510099,10.565898519,11.6923846,9.58490841,14.26763347,BRCA
8.361407734,6.77862712175,4.939004665,7.69122204,5.342631537,7.60485179,6.556357083,11.19478472,5.934641074,5.156043878,6.785194558,5.149758548,11.2033955655,11.15245616,9.13890811,14.45371146,BRCA
8.5296659,6.47275380575,5.933933296,8.14949453,5.5567976915,8.254711101,7.179887014,11.54446475,5.748737112,5.015706349,6.993281271,5.383541223,10.678696671,11.73774813,9.3611948655,13.37610779,BRCA
8.104482291,6.6991321735,5.644152813,7.591767528,5.601395624,7.812114918,6.818521864,11.55455062,5.631985502,4.957695542,6.552750258,5.476876799,10.5605025815,11.58766984,9.236799559,13.42739342,BRCA
8.211512518,6.347915835,5.051166787,8.503151056,5.5548539,8.86916284,7.011342233,11.16600002,6.067010094,4.991874681,6.152087694,4.844249122,10.872195429,12.07288802,9.432426335,13.31846094,BRCA
8.414432742,6.47213226875,5.22439848,7.846792788,5.5538148785,8.693731851,7.416419918,11.29749826,5.623084953,5.087262599,6.497537023,5.250593322,10.675366136,11.93792927,9.5801693595,13.50983997,BRCA
8.879798508,6.19780927525,6.049201232,7.9096848,5.618950243,9.317424556,8.561709067,11.88017861,5.323740468,4.879597034,7.802485871,5.323740468,10.8065390845,11.71129928,9.5691352575,14.52512866,BRCA
