@relation thedata

@attribute 1017 real
@attribute 1019 real
@attribute 1026 real
@attribute 1647 real
@attribute 1869 real
@attribute 317 real
@attribute 4193 real
@attribute 472 real
@attribute 5111 real
@attribute 581 real
@attribute 5925 real
@attribute 595 real
@attribute 596 real
@attribute 7078 real
@attribute 7157 real
@attribute 898 real
@attribute DependentVariable {BRCA,Control}

@data
9.26596478,10.36475876,11.459753229,10.62754363,5.763286242,7.460673902,5.4774530015,7.15912118675,7.30666968733,7.63009585267,8.976299993,13.0689563,8.4944607845,13.29757193,8.333402628,5.7706733955,Control
8.958604237,10.22717101,8.288611166,9.28877759,6.058322584,7.8219347,5.63969746625,7.09089637525,7.18042006333,7.28221449733,7.958452847,12.87039849,7.97569312475,12.63422915,8.508984299,5.8681879535,BRCA
9.1433668585,11.04936549,8.320702773,10.689909005,6.031886566,7.4969355985,5.8602843415,7.165383526,7.63223048933,7.63291516533,8.409052632,13.5121695,7.84053328475,11.7240492,9.660905593,6.213232041,BRCA
7.7178678995,10.81911353,8.2000896335,8.5101240955,5.460424154,7.949551686,5.5016593965,6.962212015,6.55166353833,7.33493823133,6.610216975,13.61588998,7.5957045875,10.78521972,8.338826757,5.99736739975,Control
9.123941273,10.92385505,7.875076566,8.93817669,6.053008806,7.4088003525,5.80954885825,7.2431584955,7.35432909133,6.91556020333,8.022008655,13.04549694,7.8450723755,12.17937662,9.701150974,6.29992863125,BRCA
9.3759597995,10.4760984,10.112371314,10.2133474445,5.770572224,7.755466278,5.889292139,7.08122523275,7.408697217,6.71227636133,9.286795183,13.37610779,7.89616385625,13.22219118,8.868576523,5.7160804985,BRCA
7.9728052855,10.77554879,7.8281740715,10.24418129,6.146803484,7.5815822955,5.78129302475,6.392001616,6.44602920733,7.38616007233,8.555107826,13.46367638,7.264331835,10.41990782,8.315445233,6.32124444525,BRCA
9.321425499,10.6537276,9.436657679,11.003760265,5.920180882,7.645327129,5.3501390665,7.21389689,8.02092389867,7.43240197667,9.023671978,12.73729283,8.05261194825,12.82061982,8.92056956,5.7012189585,Control
9.1526830635,11.33166731,8.6840196725,9.09608678,5.598879718,7.8288732835,5.591806779,7.14878397875,7.82590120133,7.18054352333,8.717951507,13.81715158,7.87109163775,12.48307013,9.680166591,6.42728370275,BRCA
8.766958367,10.5411695,8.5305745065,8.880544262,5.672857555,7.5688881555,5.8421495495,6.89333590125,7.315615812,7.481413311,7.473200667,13.40233131,8.23267903825,12.19704319,7.766597025,5.859119673,BRCA
8.5614408535,11.20375193,8.836754421,8.873106035,6.357820835,7.7410235595,5.125223824,7.27735742025,7.19178534067,7.20416888733,6.142419181,13.46367638,7.66150020625,12.54078076,8.06060289,6.179762227,BRCA
8.893995041,10.68360899,9.0515115425,10.33052152,5.853877943,7.693481461,5.5617899825,7.3263622655,7.66789353567,6.94434709133,9.062316786,12.99332148,7.69919135975,13.02343475,9.069960645,6.16318161475,Control
9.195934583,10.23700709,9.93093261,10.3523372185,5.687208569,7.5169319435,5.7278366545,7.01677338075,7.32601425833,7.12759723067,8.997758931,13.31043176,8.09596774125,13.43914135,8.376018051,5.667146432,Control
9.7479615385,10.96383915,9.024549301,10.288105725,6.099827094,7.2583026115,5.53215868525,6.9924584855,6.97591235933,7.73389730333,9.187897079,13.18898907,8.2876995905,12.92825655,8.641980482,6.11855449125,BRCA
9.3160147545,10.80365511,8.423284332,9.747476713,5.927310565,7.491349902,5.59239170375,7.02110039825,6.763530312,6.94164396633,9.308988054,14.23655206,7.76711974975,13.14975193,7.522171761,6.4922561955,BRCA
9.532128788,11.19882886,8.254945825,8.883844879,6.0664182,7.314781926,5.290656016,7.00400791525,7.03874911367,7.79771900533,8.652093075,13.61588998,7.94296329425,12.63872105,8.151525421,6.27371824275,BRCA
9.817272827,10.83893427,9.9223698205,9.2531399105,6.240701309,7.439190284,5.601343453,6.79451584725,7.10016706667,7.605231151,8.567082519,13.2267238,8.49738614725,12.35733627,8.650083401,6.19627768275,BRCA
9.1966010805,11.23443143,8.2659789275,9.264019416,6.12918576,7.49765713,5.51402988,6.9124972055,7.13735669233,7.74259440933,8.774162024,14.16199356,8.0343733815,12.56435203,8.873068105,6.47813675725,BRCA
9.742178486,11.16747477,8.414155895,9.097803495,6.065072081,7.365638144,5.597352566,6.99788344375,7.301571066,7.86039151,8.989423683,14.14434519,8.36146716375,12.6218253,9.477151683,6.1333137935,BRCA
9.453635543,10.8875331,8.570169323,8.805566555,5.901899413,7.0492517595,5.2990189695,6.815099268,6.78827803233,7.466076476,9.119292054,13.03513077,6.96857569025,13.12816518,7.632470217,5.9634582625,BRCA
