@relation thedata

@attribute 1729 real
@attribute 2534 real
@attribute 2934 real
@attribute 3265 real
@attribute 3672 real
@attribute 3688 real
@attribute 387 real
@attribute 394 real
@attribute 4633 real
@attribute 4638 real
@attribute 5216 real
@attribute 5290 real
@attribute 5294 real
@attribute 5295 real
@attribute 5594 real
@attribute 5595 real
@attribute 5604 real
@attribute 5747 real
@attribute 5829 real
@attribute 5894 real
@attribute 6093 real
@attribute 6464 real
@attribute 6714 real
@attribute 7094 real
@attribute DependentVariable {BRCA,Control}

@data
9.7532516605,9.2289642325,12.56555645,7.4423513115,9.101017795,9.30169669467,12.37603319,6.360325315,5.711516483,9.50331156833,12.94594262,6.685313404,6.299304767,7.0703331436,8.27215776867,11.634256725,10.49127719,9.55016911,7.441203595,10.11570732,8.331209336,9.15105029633,6.75911734333,10.9484368,Control
10.287020445,8.8907159655,10.8456057065,7.8897640555,7.86511636,8.828078384,12.57624761,5.609778043,5.8271941275,9.09094023867,12.79419988,7.098719371,7.09127967,7.6111323212,7.85669691467,11.27623323,9.559434991,9.45642471,7.229350286,10.34726733,8.399610251,8.42779587067,6.586005659,10.35004996,BRCA
10.2421571675,8.275073194,9.765254005,7.856102429,7.148936963,8.9042892375,12.07257321,6.086195285,5.407860596,9.01551201767,13.181245845,6.212526175,6.323194968,7.448654099,8.11094053067,11.198356615,9.65317699,8.9981409465,7.347468842,10.45388564,7.854652002,8.45925672733,7.22912163867,10.20981921,BRCA
10.191063992,8.08464112175,8.6877288325,8.398114105,6.516492413,8.75186424133,12.17972416,6.369340517,5.8881516615,8.53219426233,12.7802358,5.584068992,6.299945779,7.6522265588,7.98209816267,11.274247985,9.580847928,9.0133211855,7.84508404,10.09500831,7.179165475,7.73867912133,6.91032494133,10.43742988,Control
10.0664483445,8.34620788925,11.3981144845,7.697637374,7.441058314,9.13491446,12.74633592,6.195107022,5.573662743,9.705586173,13.28927478,7.405441727,7.300126299,7.950268865,7.82991936767,11.21839075,9.966174165,9.0250253645,7.615006311,10.22872886,7.894031227,8.10318445333,6.72839437467,9.987545106,BRCA
10.5044251965,8.716652398,12.730337715,7.3388634815,7.98845907,9.489530799,13.08540943,6.291866548,5.8595748445,9.68830932967,12.77346919,7.460253403,6.725540512,7.4183463498,8.18650002,11.07534033,10.23164154,9.420287121,7.335951076,10.624983,9.001704532,8.70127661067,6.38912935567,10.55627639,BRCA
10.080701669,8.39165280725,8.8330062305,7.9742866725,7.580354917,9.251714595,12.27941189,6.234822818,6.2923220485,9.12043218767,12.884686225,6.662423158,7.476910459,8.3350079456,8.451561107,11.151396135,8.977681421,8.8796586,7.91692611,9.961088297,8.073955593,8.36198243367,7.54701473933,10.32302692,BRCA
9.8375875095,8.80415305075,12.251012705,7.7095138065,7.865827785,9.23773095817,11.89259415,6.255128327,5.3157706865,9.486682492,13.27590732,6.020263967,6.726903149,7.757716558,8.171538624,11.40345044,10.00443156,9.585335464,7.737283051,10.12277013,7.856831861,8.53051419067,7.00963552967,10.49035982,Control
10.0531784175,8.0162301535,11.001280424,7.94496816,7.418993406,9.05065703483,12.60350703,6.351695128,5.5998750555,9.58901573033,13.49181197,7.205282841,6.426437217,7.6719006758,7.91861634733,10.99057863,9.452231522,9.2675642675,7.766232595,9.9831294,7.307431087,8.16926655967,6.85674479767,9.984080577,BRCA
10.126245276,8.42904151725,10.801586248,8.148239231,7.512564929,9.06946628383,12.28213433,6.465734233,5.354306944,9.227921381,13.018593535,7.606018576,6.76752611,7.3060563712,7.74245236133,11.551814785,9.69476318,8.984597332,7.647892114,10.28660429,7.897680799,8.39504068233,6.973025285,10.50808719,BRCA
10.4367991855,8.9502413505,11.272471942,8.198599078,7.438794191,8.5429645305,12.64120964,5.952514852,5.6062123695,7.787443455,12.90809638,6.657000843,6.847562044,6.9076540764,8.06297051567,11.573459625,9.736317839,8.7160245685,8.041222615,10.23292486,6.841316277,8.62624266567,6.89592443067,10.87277127,BRCA
