@relation thedata

@attribute 2175 real
@attribute 2176 real
@attribute 2177 real
@attribute 2178 real
@attribute 2187 real
@attribute 2188 real
@attribute 2189 real
@attribute 29089 real
@attribute 55120 real
@attribute 55215 real
@attribute 57697 real
@attribute 672 real
@attribute 675 real
@attribute 7314 real
@attribute 79728 real
@attribute 80233 real
@attribute 91442 real
@attribute DependentVariable {BRCA,Control}

@data
5.77242274767,5.105815554,6.22349787733,9.226111776,6.0393824645,5.250214317,8.692703652,6.661782105,6.73117087,5.539477758,4.767140212,5.98817485275,4.757305356,14.001314075,7.937699144,11.37148006,7.197317764,Control
5.32341271633,5.176333993,6.79805654467,8.971091653,6.0179414665,5.376786337,9.392012066,6.549750501,6.8856854245,5.563242994,4.600264016,5.98222220675,5.415666779,13.81882705,7.972923979,11.2551704,7.71507161,BRCA
5.83623147567,5.503993644,6.99468810567,8.918789554,6.8120436455,6.158463896,9.956354783,7.892711475,7.277530094,6.082900138,6.023760589,5.7519684745,5.679910204,13.884698385,8.245078613,11.75693374,7.73048903,BRCA
5.98783850833,5.525294697,7.06370593833,9.543109718,6.711037711,5.854439094,10.02554833,7.381285806,6.813241995,6.105076296,5.04506203,6.35824610575,5.377480603,13.10949585,8.198299076,11.94707994,8.706030693,Control
5.84275699833,5.883749862,6.86306344467,8.374019108,6.879715694,5.799353673,9.139564862,7.081033649,7.2177793145,6.377041844,5.263044971,5.846463069,5.60541377,13.92393915,7.972923979,10.75166563,7.5453142,BRCA
5.58979814333,5.862954219,6.583851982,8.448953719,6.4085392105,5.849568518,8.953622554,6.509185635,6.8694877505,6.129494897,5.433553102,5.8408213995,5.006983802,13.72048402,7.228508778,11.76903417,6.602369002,BRCA
6.073600243,4.95444207,7.072047259,8.754203667,6.6177754715,5.491381137,9.777124244,6.374696641,5.8008289045,5.401230463,5.315069158,5.961989724,5.46859248,13.157660585,7.392233961,12.2590489,9.286985727,BRCA
5.58709052567,5.451879748,6.45005063967,8.817432296,5.93786969,5.777032522,9.106144874,7.30417133,7.4490315075,5.532793245,5.083438106,5.8897078505,5.018602184,14.498215135,8.044026739,11.14107911,7.43837837,Control
5.99262977467,6.099511534,6.775828829,8.785216325,6.63947822,5.833276737,9.603014797,8.299094802,6.8969961515,6.726903149,5.758164072,6.432318605,4.897254041,14.242274775,8.144506733,11.38319952,7.539858901,BRCA
5.62483719967,5.163308771,6.58651719133,8.758823761,6.64863413,5.838328613,9.2928284,6.698430771,6.7874974715,5.672857555,5.647898183,6.30739354225,5.185877691,13.80215118,7.223135616,11.58069917,7.350543933,BRCA
5.470318178,4.832651143,6.51173375933,9.137228846,6.150532932,5.06782288,9.891073998,7.174529074,7.2050094205,5.931453333,6.031996809,5.86365203,5.244707519,14.083072915,7.767623558,11.6020262,7.573990071,BRCA
5.81888540867,5.755963277,6.66721942133,8.686361438,6.1350427535,5.61707161,9.264196925,7.176774354,6.977949684,6.07393334,5.581359721,6.07698827325,5.403618168,14.491124715,7.444396082,11.3300599,7.390665805,Control
5.60232309133,5.272407006,6.47287323033,9.122738147,6.218007856,5.011016147,8.979483163,6.914567887,6.719538163,5.316336975,5.051601854,6.113923111,5.135259094,14.375350355,7.750105877,11.45792732,7.007843371,Control
5.81427868433,5.532169853,6.54170031567,9.230429477,6.316687588,5.734581769,9.169775417,6.526777481,7.317722149,4.450633198,5.812762128,5.954637597,5.528892615,14.38538722,7.594998435,12.15122597,7.114786375,BRCA
5.77056858233,6.095402957,6.48841190067,9.023353173,6.388945595,5.268856586,9.579033559,7.151831235,7.0311477235,5.297201735,6.070180664,6.0130931845,5.358529231,14.256090485,8.820451138,12.75033439,6.996646135,BRCA
5.72575875267,5.673211007,6.53167029667,9.416323125,6.450830538,5.46091556,8.908303388,7.521602648,6.997154769,5.65306808,6.272541727,6.07672616175,5.002490161,14.371791605,8.481356592,11.77183206,7.348708516,BRCA
5.840558395,5.717684133,6.439802718,9.371407008,6.3165049095,5.354567863,8.808080213,7.011454056,7.42205801,4.988243006,6.136996877,6.2494944275,5.411944154,14.532993875,8.609567645,12.04072818,7.489328426,BRCA
5.624585973,5.562403668,6.39954263367,9.192157864,6.588040793,5.796241636,8.923402608,7.806293644,6.863866708,5.4095702,5.934641074,5.8834702945,5.119367849,14.528822965,8.611947979,11.88601099,7.721921367,BRCA
5.50589735467,5.22439848,6.45527428933,8.805003092,6.3098762775,5.505979229,8.743615208,7.366412106,7.4213396705,5.538857248,5.863945417,6.10202210975,5.739045575,14.343984755,8.388922588,11.81218745,7.381372337,BRCA
5.81842037133,5.26763996,6.71185194633,9.841965701,6.7318075935,4.299415583,6.949129628,6.877625017,7.181091902,4.879597034,5.861404108,5.64060950825,4.879597034,14.572620915,9.485528024,12.30980751,7.455781587,BRCA
