@relation thedata

@attribute 1859 real
@attribute 2735 real
@attribute 2736 real
@attribute 2737 real
@attribute 2932 real
@attribute 51684 real
@attribute 5567 real
@attribute 5568 real
@attribute 5573 real
@attribute 5575 real
@attribute 5576 real
@attribute 5577 real
@attribute 5727 real
@attribute 6469 real
@attribute 6608 real
@attribute 9149 real
@attribute DependentVariable {BRCA,Control}

@data
7.97282671625,7.232999148,7.431374588,9.83034927,10.00381342,5.422410676,5.4829326402,5.48205062,9.78527191267,7.409181146,8.786482932,4.767140212,7.71697568,5.768456458,7.53572469,7.1760019905,Control
8.01037145225,7.277522502,7.931344923,10.72311933,10.79867858,5.874189107,5.5428379012,5.804719114,9.789873514,7.391761545,8.66542575,5.442455259,8.485226676,5.61353994,8.178840509,7.3321325775,BRCA
8.01002833825,7.091808574,7.247787805,10.70667324,10.42204403,6.666405549,5.4641368762,5.527329405,9.801472324,7.677704008,8.815320146,5.112503363,8.548167949,6.18913825,8.941760064,7.3445647205,BRCA
7.333711095,6.848156962,6.943573046,10.25669849,11.11828268,5.863140121,5.1156792046,5.655216748,9.34823014567,6.105076296,8.115695415,5.7109519,8.9807973,5.129088497,8.976493329,8.0951461445,Control
7.891825754,6.837442263,8.012179127,10.24783886,10.40311354,6.042212717,5.466218321,6.407145055,7.772929909,7.418993406,9.518791383,5.377654117,7.782082724,6.009890885,7.892711475,7.2035254665,BRCA
8.281917054,7.539955806,7.619194955,9.644000959,9.953578497,6.314610999,5.6759717936,5.625863148,9.84054935,7.890402801,9.231287868,5.316879984,7.808161583,6.26810275,7.968884369,6.406954055,BRCA
7.284704125,7.900989228,9.683889902,10.87489706,12.02630394,5.69405225,5.5322651396,6.430289978,9.55785931,7.572418149,8.344585666,4.904497645,9.382883972,6.101508918,9.00775693,7.8381765825,BRCA
7.98282733275,7.606499831,7.688427138,9.495266002,9.584981814,5.709505183,5.3094441946,5.233822166,7.854087509,7.90344675,8.118825763,5.023045997,6.919939268,6.082846929,8.200139826,6.9863249485,Control
8.09039857225,7.120059311,7.229254138,9.445501764,9.460251675,6.11956952,5.291675395,5.844493149,9.60954968233,7.548207573,9.026662535,5.398154738,7.892544524,6.40165233,8.523063126,6.9844299705,BRCA
7.84192999825,7.207456398,7.346604868,10.83762027,11.10846093,5.946971318,5.3589494338,5.913135501,9.492243668,7.121070136,8.794173061,5.778347403,8.144506733,5.495064524,8.371037278,7.4160954265,BRCA
7.65008501375,7.88859277,7.383922678,9.107570921,9.583290187,6.283556631,5.0578073466,6.287994543,9.08887684467,7.988004536,8.176760488,5.492182674,7.57716656,5.507882823,9.140606848,7.1826886045,BRCA
8.08198269575,7.2512957,7.002424408,8.652944547,9.857779317,5.725271665,5.3421536938,5.822227442,7.99293009967,7.5453142,8.94526175,5.564539174,6.880719575,5.905935245,7.765768643,6.8591645955,Control
7.9566751275,7.613699466,6.930119699,9.119869136,9.894916689,5.854002662,5.4913025734,5.416511492,9.194411155,7.626842693,9.004516227,5.301049141,7.47163686,6.263509238,7.786353156,6.9328336035,Control
7.92528274875,7.577959591,6.935197837,9.910485759,9.243632862,6.083219352,5.4387987878,5.237842121,8.633415693,7.240984771,7.750842834,5.268482349,7.196776997,6.077622879,8.459924515,7.8083054,BRCA
7.95826896325,7.30193311,8.756632312,9.455286695,10.71182636,6.26697916,5.8117429202,5.913135501,8.41487604833,7.292669322,8.335480939,5.287261033,7.867620258,6.514126699,8.707498153,7.2118585145,BRCA
7.530104766,7.480590542,7.806293644,10.31535936,9.940739781,6.282537684,5.3283454926,5.754627826,8.30846996767,7.370450116,7.540595216,5.765409598,7.690523822,6.097511381,8.432177657,8.0650565785,BRCA
7.7146288815,7.562015554,6.986215012,10.04101607,9.388491534,5.582263377,5.4065428568,5.634165776,8.24833877567,7.801516189,7.582482852,5.66903474,7.330359238,6.015923042,8.584569017,8.1753416845,BRCA
7.58223928825,7.608404767,7.400369547,9.266740358,9.946226836,6.500687047,5.5295343186,5.620154746,8.653406271,7.587367101,7.646560735,5.325990094,7.431708874,6.317327248,8.788074828,7.736266013,BRCA
7.69326303725,7.684540221,6.921011149,8.653938789,9.355059844,6.339855012,5.4814391052,5.341284192,7.64956818833,8.135646608,7.576259705,5.707781006,7.318454968,6.114789302,8.990360083,8.45386807,BRCA
7.059693285,8.387340056,7.992500966,9.925235871,10.72853303,5.636777762,5.1210123436,6.445516183,8.42010759833,7.493457452,7.632470217,5.002940155,8.493075988,5.36773034,8.594083007,7.873076663,BRCA
