@relation thedata

@attribute 1432 real
@attribute 1605 real
@attribute 1956 real
@attribute 207 real
@attribute 2767 real
@attribute 2769 real
@attribute 2770 real
@attribute 2776 real
@attribute 324 real
@attribute 367 real
@attribute 3706 real
@attribute 3707 real
@attribute 3708 real
@attribute 3709 real
@attribute 3710 real
@attribute 3760 real
@attribute 3762 real
@attribute 3765 real
@attribute 427 real
@attribute 5256 real
@attribute 5290 real
@attribute 5293 real
@attribute 5295 real
@attribute 5308 real
@attribute 5594 real
@attribute 5602 real
@attribute 5806 real
@attribute 5894 real
@attribute 6357 real
@attribute 6359 real
@attribute 6360 real
@attribute 6714 real
@attribute 673 real
@attribute 820 real
@attribute DependentVariable {BRCA,Control}

@data
5.5612686795,11.33767223,6.71360662325,9.592833039,11.36612562,9.246622521,6.097670028,6.808774778,5.8736971,6.10123016767,5.279388878,10.00748325,9.330368553,8.417642766,11.5968724,4.378950559,6.17911422,5.442289366,6.2469583145,10.41875948,6.657000843,9.15686751,6.9076540764,5.64485219675,8.06297051567,6.3734932246,5.146911012,10.23292486,8.710471653,5.43114547733,6.124127129,6.89592443067,6.461320332,5.764215595,BRCA
6.791169903,11.43475867,6.904091352,9.66262953467,11.23978961,8.878435012,6.6687748565,9.546605663,5.697670451,6.81788073467,5.545359333,9.471543702,10.4353997,9.772677934,11.78113439,5.182504847,5.982493978,5.313437469,7.0901609175,10.73333763,6.822223857,8.195422808,7.509195938,5.463018786,8.197304519,6.7192971842,5.285412622,10.11618835,8.326610515,5.34603047333,6.374131486,6.98144085767,6.276408844,5.76209048,Control
6.935865955,11.66148208,6.94855824675,9.935713008,11.54241539,8.70989467,7.184102984,9.998851701,5.394901009,6.82303113133,4.880699299,9.730436649,10.86238187,9.630713575,11.47029296,5.047354342,6.260171995,5.781629373,7.5313944615,10.95861817,6.672535396,8.126576876,7.3656981534,5.562381639,8.151507585,7.4496009772,5.269043668,10.13087976,8.066965207,5.336942234,6.158160906,6.75905554167,6.674054967,6.162699096,Control
6.23780006725,11.9128857,6.51319229175,10.2127518167,11.88448737,8.919415413,5.4787995935,9.061277435,5.915766617,6.87769503533,5.784773056,10.69117233,11.40394419,9.432772131,12.30526243,5.073403866,5.959015807,4.822489599,7.293064907,10.91699926,4.904979261,8.437316311,7.1534205814,5.68802750875,8.08129530567,6.4529665452,5.009225385,10.76657469,7.438960486,5.408259338,5.636197729,6.82951290367,6.855868653,5.36790503,BRCA
6.155251749,12.34260121,6.77269984975,10.3303371883,11.6188926,9.589230319,6.159811817,9.803614982,6.201639374,6.77691842667,6.68067994,9.809000815,10.55627639,10.64514978,12.12065594,5.23994335,5.943325517,5.416680376,6.9529632565,10.52730133,5.472171943,8.637277967,7.0222287176,5.8392476045,7.95451796533,6.5996740378,5.12102706,10.37973064,7.952247829,5.20201453633,5.895551805,6.91208436433,6.771559209,5.673988298,BRCA
6.273689165,12.20475003,6.93725355825,10.0295226957,12.24637996,9.006446093,5.6032236615,8.90929393,5.650485447,7.14666915833,6.405912077,9.948696154,11.43117909,10.02677279,11.98934847,5.03519637,6.0199753005,5.079390111,7.193921471,10.74637599,4.944168843,9.107714755,6.9209080238,5.3248844975,8.00665617633,6.4103000694,4.95444207,10.55366796,6.610770643,5.24539130067,6.357908785,7.22720437133,6.67359573,5.507962085,BRCA
6.46315116575,12.29067992,6.51560473275,10.1231177773,12.05836733,9.226822258,5.6081323905,8.5896522,5.742822246,7.02022383733,5.86431694,10.16746241,11.63501532,10.62223972,11.82192354,4.957695542,5.5465558395,4.884855828,7.5129273615,10.7538521,5.538546893,8.783359349,6.8965544166,5.3208293635,7.86577453733,6.3663407464,5.125786688,10.73881029,7.197219458,5.24963380033,5.603041174,7.35444662233,6.936287895,5.132588408,BRCA
6.3805448535,12.17175704,6.4814821935,10.182290716,11.74635698,9.710479778,5.800661023,8.886520521,5.127954352,6.63520465067,5.549831826,9.854946719,10.51995589,10.68629503,11.43832419,4.385153631,6.017597645,4.700735,7.022755699,10.41061594,5.070616072,8.641727659,6.895239566,5.76908530825,8.01917131267,6.4518559062,5.488491912,10.51457134,7.580750611,5.01453557067,6.162799782,7.03736704367,6.811538864,6.920237092,BRCA
6.522968526,12.49713337,6.70888373325,10.3257906717,11.79550409,9.810861239,5.52926424,8.45292188,5.838328613,6.83982913833,5.556131441,10.07805442,10.92093732,9.595686927,11.71457622,5.371045856,5.9404242305,4.881923051,7.538302833,10.25287861,5.353156751,8.719338441,7.0040046146,5.362467035,7.890844983,6.2563490298,4.826562806,10.54450111,7.581108527,5.34607492367,6.220335396,7.07743364033,6.9630149,5.43213367,BRCA
6.65967948325,12.09425678,7.023639895,10.2867156497,11.7820728,10.57174817,5.47662364,9.284894137,5.461734198,6.439209887,6.565182543,10.04563037,10.58930965,10.11297736,8.747421913,5.408721412,6.044070361,5.052688948,7.2229527565,10.83615712,5.027033758,8.95253824,7.4112322548,5.33919772525,8.742530249,6.6932167248,5.356153716,5.97155002,8.305048399,5.49046417867,6.057131398,6.94510312533,5.771893004,6.279290785,BRCA
