@relation thedata

@attribute 1432 real
@attribute 1605 real
@attribute 1956 real
@attribute 207 real
@attribute 2767 real
@attribute 2769 real
@attribute 2770 real
@attribute 2776 real
@attribute 324 real
@attribute 367 real
@attribute 3706 real
@attribute 3707 real
@attribute 3708 real
@attribute 3709 real
@attribute 3710 real
@attribute 3760 real
@attribute 3762 real
@attribute 3765 real
@attribute 427 real
@attribute 5256 real
@attribute 5290 real
@attribute 5293 real
@attribute 5295 real
@attribute 5308 real
@attribute 5594 real
@attribute 5602 real
@attribute 5806 real
@attribute 5894 real
@attribute 6357 real
@attribute 6359 real
@attribute 6360 real
@attribute 6714 real
@attribute 673 real
@attribute 820 real
@attribute DependentVariable {BRCA,Control}

@data
7.09994864525,11.37070935,7.05035509475,9.746089281,12.11539657,8.935666829,7.1915641815,9.668318219,4.172021977,6.61492678233,5.817758343,10.2343328,10.99802289,9.844635599,11.35799469,4.782423438,6.3781015845,4.858492381,7.0964976515,10.76657469,6.685313404,8.467616885,7.0703331436,5.746189633,8.27215776867,6.7523535558,5.06588596,10.11570732,8.906771211,5.51998772033,5.720012484,6.75911734333,6.513534664,5.66449084,Control
6.60639379225,11.95147243,6.79791370075,9.68028616833,12.64178371,9.171240063,6.0573658185,8.930930318,5.814301269,6.781465032,5.309804873,9.714503602,10.75503384,9.525335383,12.08864757,4.888269882,5.998901844,4.948847562,6.6682528355,11.09418346,7.098719371,8.699078855,7.6111323212,5.28956229125,7.85669691467,6.347242776,5.478414715,10.34726733,7.71173773,5.30880098667,5.902442197,6.586005659,5.99820185,5.501288856,BRCA
6.58493097,12.10871075,6.80402066425,9.69256516467,12.18094263,9.060122471,5.457103785,9.213384421,5.788040457,6.53028510667,5.379561399,9.488011381,11.137683,10.74066222,12.01135666,4.795989381,5.8216816615,4.768993337,6.509385796,11.09221886,6.212526175,9.063247518,7.448654099,5.53171569775,8.11094053067,5.84197348,5.455336468,10.45388564,6.358260532,5.24492942933,6.042322173,7.22912163867,6.84843868,5.375570566,BRCA
6.0589973865,12.23392978,6.3257817405,9.98949733167,12.07926902,9.612320761,5.725019338,7.435526765,5.072117861,6.33136576933,5.59291388,9.831893516,10.00164081,9.439182162,11.97218475,5.011910695,6.0082229855,4.725212151,6.174467902,11.67358746,5.584068992,8.649598507,7.6522265588,5.2600632335,7.98209816267,6.4393043462,5.312711681,10.09500831,6.28540742,5.08330526133,5.114378737,6.91032494133,6.723630657,5.312711681,Control
6.730522711,11.96551025,6.78190965925,9.506100771,12.56435203,9.312021348,6.8901006515,9.924501194,5.687908393,6.34890178367,5.283839608,9.455944203,10.864964,9.689574849,11.58766984,5.245087973,5.854346637,5.368603583,6.6870181055,10.82382918,7.405441727,8.565760069,7.950268865,5.3791823495,7.82991936767,6.3743216144,5.726293954,10.22872886,6.606631454,5.116808337,5.591119307,6.72839437467,6.818713579,5.166927545,BRCA
6.87151716925,11.84561169,7.10041818325,9.688092646,12.03287579,9.80023708,6.5536864175,10.54993411,5.770572224,6.45232417833,5.694818396,9.831165155,11.45443311,9.814991395,12.06588572,5.202134845,6.403952625,5.700170054,7.253156792,10.7998525,7.460253403,8.146264608,7.4183463498,5.613667902,8.18650002,6.511764621,5.268482349,10.624983,6.592012667,4.92780797067,6.100931012,6.38912935567,6.520033725,5.651849079,BRCA
6.362735412,12.01701203,6.9842760015,10.0480993307,12.83993603,9.550891589,5.366277458,7.39744174,5.801553978,6.66193385767,5.771893004,9.464617794,9.557684409,7.511675823,12.23463043,6.200609914,6.3830593105,5.337721125,6.4765995115,11.81348272,6.662423158,8.302457433,8.3350079456,5.22611515975,8.451561107,5.495877927,5.205168882,9.961088297,6.913221911,5.13628604767,5.717889727,7.54701473933,6.949071249,7.161134718,BRCA
7.0975611175,11.17361954,6.998917209,9.436876068,11.35299256,9.068624547,6.2928801065,9.665460782,6.180461809,6.64458013767,6.04385369,9.582283668,10.66388964,9.583290187,11.37383049,5.672008915,6.0041707925,5.069327579,7.3763370605,10.20523766,6.020263967,8.452633655,7.757716558,5.444090161,8.171538624,6.3190254744,5.853628472,10.12277013,8.5296659,5.06118429133,5.443615974,7.00963552967,6.880413479,5.655646098,Control
6.41978303225,12.04072818,6.85070537275,9.58057105933,12.07015459,9.270663911,6.2675959045,9.303998235,5.838328613,6.714158992,5.688817657,9.544781489,10.78521972,10.67301333,11.74966846,5.274272145,6.2282131725,6.099511534,7.118253504,10.58546987,7.205282841,8.407417683,7.6719006758,5.386029074,7.91861634733,6.1710283688,5.065239741,9.9831294,6.435966582,5.38820040567,5.991301456,6.85674479767,6.894518054,5.536838744,BRCA
6.2012063225,11.58294888,6.30061577025,9.75364579767,12.53965448,8.89464433,6.489380715,8.352640608,4.883390185,7.43355643367,5.508516797,10.08234238,11.44285036,9.67905828,11.77144213,5.488652576,6.0161178895,5.312893162,6.8930044005,11.29816872,7.606018576,8.72987657,7.3060563712,5.6711398605,7.74245236133,6.6645194764,5.534506187,10.28660429,6.890419712,5.32702210833,5.372961888,6.973025285,6.877072814,5.764746385,BRCA
