@relation thedata

@attribute 10454 real
@attribute 148022 real
@attribute 23118 real
@attribute 257397 real
@attribute 5599 real
@attribute 5601 real
@attribute 5602 real
@attribute 5609 real
@attribute 6416 real
@attribute 6885 real
@attribute 7098 real
@attribute 7189 real
@attribute DependentVariable {BRCA,Control}

@data
6.76556701167,8.990502651,6.0750662075,5.7827021795,5.939777752,7.621649748,6.7523535558,7.887344199,8.585478725,9.487800372,6.277029476,7.37822060033,Control
6.67949367567,8.8269228395,6.2352424805,6.0886892785,5.0886580415,7.563421716,6.347242776,7.798165773,8.106593131,9.4310771815,6.1753908245,7.05787236967,BRCA
7.13302304567,8.854112445,6.077757674,5.6822479045,5.6701097255,7.8060539105,5.84197348,8.166013814,8.6701660175,8.9013859115,5.9744687035,7.01943370733,BRCA
7.27747024367,9.374046924,6.211699109,5.8913697235,5.7758281875,6.9189611885,6.4393043462,8.473463378,8.231806127,8.417672848,5.0089445615,6.46814411567,Control
6.68095800667,9.049980109,6.0872080685,5.7240857145,5.704258658,8.1880407455,6.3743216144,8.264326623,8.6043275615,9.2133861525,6.298171367,7.059741909,BRCA
6.273083892,8.959527725,6.15580083,6.029552273,6.517858181,8.3174977465,6.511764621,7.443878302,8.9337864765,9.9163703245,6.4009452435,7.331943975,BRCA
6.779059113,8.833378894,6.572961414,6.236986736,5.6011167705,6.747341416,5.495877927,8.963388234,8.457614913,8.575344218,5.345123689,6.42166024533,BRCA
7.020737198,8.588742572,6.095394251,5.7126180115,5.401013329,7.762308173,6.3190254744,8.267911597,8.519260169,8.9471097785,6.1474658955,7.018808194,Control
6.649348596,9.2449642545,6.3311955985,5.505202515,5.8779809975,8.3694050275,6.1710283688,8.382668468,8.505661469,9.204869818,6.4335405075,7.05702786333,BRCA
7.04562845567,8.4216094845,6.2017657865,6.0411300525,5.5839936855,7.524249938,6.6645194764,8.896605722,8.616861979,8.9430429875,5.4338499695,6.71155131933,BRCA
6.73906535867,8.644467415,6.506414513,5.0222848205,5.9065229025,7.597317289,6.3734932246,8.324744376,7.974032126,8.596587527,5.561571382,6.56440695667,BRCA
6.67560015067,8.9410095965,6.132729324,5.6053692185,5.767601547,8.0098633265,6.7192971842,8.037891629,8.704684954,9.0816140535,6.2340896,6.78874329567,Control
6.53137599367,9.0956836405,6.0027082745,5.678623081,6.1670985755,7.822857961,7.4496009772,7.957045617,8.3498677015,9.1999885685,6.237572491,7.02586490967,Control
7.05252053933,8.889311524,5.9528423095,5.949517696,5.967633391,7.8440908905,6.4529665452,8.007981913,8.5569316505,8.733092931,6.4373989235,7.215576291,BRCA
7.01209387333,8.573754578,6.2009150755,5.5721343885,5.329465727,7.5531159175,6.5996740378,7.711014946,8.5497894345,9.2660120735,6.249303584,6.78915135733,BRCA
7.22201205233,8.781924287,6.024113024,5.9976789215,5.656097949,7.5935132445,6.4103000694,7.832100626,8.480919728,8.692934023,6.370558042,7.091595276,BRCA
7.39735229933,9.2561154625,5.8797644155,5.8526834815,6.071716146,7.244024888,6.3663407464,8.014301064,8.4390426745,8.4734774435,6.2183765775,7.36477082733,BRCA
7.19601476967,8.9141647275,6.013518634,5.852284372,6.259376137,7.5582124195,6.4518559062,7.922348208,8.551370553,8.580432115,6.0887305845,7.06833791633,BRCA
7.43260419933,9.0777368,6.1177243565,5.9427897325,6.1648761405,8.134159504,6.2563490298,8.115760429,8.655247477,8.5357374825,6.184436099,6.99678506233,BRCA
7.189092449,9.1051538585,6.0495366965,5.560376996,5.593235253,7.835265585,6.6932167248,9.015708527,8.821488149,7.348718546,6.7063430695,7.079701867,BRCA
