ID	805	800	801	1579	10203	5739	94274	6093	8681	10335	30814	8398	8399	673	3710	140465	64600	1909	2768	2767	10672	5613	2977	4638	51806	4637	109	108	107	123745	27094	5566	5567	2776	5568	2778	810	26279	185	81579	4629	808	5330	114	10242	4660	115	23236	112	113	5579	5894	5331	5578	111	5332	10398	9826	3779	3778	387	50487	4659	5582	5583	5580	5581	5320	5605	776	5321	5588	5322	84647	5604	775	23365	85366	778	779	196883	5501	5499	5500	2983	5595	2982	72	5592	5319	5594	135	10268	10267	59	10266	136	3708	3709	369	284541	552	4882	553	4881	9475	146	147	148	27345	391013	9138	91807	163688	DependentVariable
Instance1	13.59313376	11.2450586233	13.11037161	6.328365825	8.742226161	5.890331925	11.93696372	8.331209336	9.970178212	7.140196043	5.346435058	5.9973155525	5.934641074	6.513534664	11.35799469	11.32080071	5.516024013	9.788408852	8.214096299	12.11539657	8.4534541335	8.2742311235	6.934372381	9.50331156833	9.095911979	14.868615505	12.63069834	7.149597572	8.2081635635	5.2037195755	6.14374720667	6.36946717	5.4829326402	9.668318219	5.48205062	8.533866741	7.680836167	7.445801364	9.5608717535	6.001133	11.859787502	12.33572539	7.476788978	5.645450388	5.69147449475	7.3213517445	8.748277668	6.8772890085	10.327292123	7.377212971	6.21136540967	10.11570732	5.876585242	8.688181342	6.614529956	6.9141724395	10.72822025	7.02290830967	11.82146819	7.20587596833	12.37603319	5.790192895	6.899843656	5.313256056	10.73900867	8.7068629295	8.455307825	9.972804328	11.44994835	5.857677033	5.689167221	9.112401142	6.31084507	5.901658111	10.49127719	7.11619091	8.942471345	6.059945345	5.536217098	5.682300273	10.97207892	12.32080063	9.5855365545	8.643298361	7.789959259	11.634256725	10.1476658045	14.38765928	5.0951850405	5.368428976	8.27215776867	7.131191071	10.083847385	6.2950853	15.02279519	8.925557862	8.611947979	10.99802289	9.844635599	10.17550624	4.828740173	4.736079505	7.535528457	5.84925574	5.261729425	12.232557025	6.314610999	8.65664038	5.8613367554	7.258945501	5.110416751	6.62915280967	5.158974417	5.118745153	Control
Instance2	13.5121695	11.403229736	12.75620088	6.033319063	8.130108627	5.956411734	11.03869289	8.399610251	10.89604874	7.368791894	4.937593039	6.074195938	6.353195907	5.99820185	12.08864757	11.56193958	5.714802736	10.34356359	7.532532906	12.64178371	8.420983873	8.137035193	6.86647878	9.09094023867	6.451092084	14.59427939	13.03258307	6.461320332	6.3425008425	5.420625092	5.86981139433	6.0929297895	5.5428379012	8.930930318	5.804719114	8.84345400733	7.335080175	8.180387697	7.7910460485	5.644873832	11.7927582935	12.47764072	7.453231788	5.65593226	5.124455364	8.550400766	8.080472632	6.8906417385	10.2384186075	7.013074525	6.479820979	10.34726733	6.036839159	9.433471275	5.841225451	7.100683958	9.548582816	7.21726232233	11.10430408	6.97755124467	12.57624761	5.821079567	7.207676014	5.115003321	10.38018536	8.2777883015	8.589483673	6.6596432	11.52169626	6.190817922	5.663779561	8.486142286	5.804719114	5.899424146	9.559434991	6.780445033	8.967342365	5.301232095	5.545359333	5.571533663	10.9073904	12.28120423	9.3156588355	8.8289253025	7.029069425	11.27623323	11.1310814055	14.0020375	5.0237059215	5.473633714	7.85669691467	7.63001429	9.4417166025	5.718917257	14.94179249	8.6325233155	8.030503169	10.75503384	9.525335383	10.06599536	5.3503236695	5.605858198	7.5095538315	5.398154738	5.492262803	12.3160764435	6.491216266	7.520129761	5.8814497486	7.160580214	5.398154738	7.065017645	5.601779143	5.98658799	BRCA
Instance3	13.47944813	10.47620303	12.13760287	5.539167536	6.69676284	5.075116758	10.57229074	7.854652002	10.58594865	6.5725214775	4.838713892	6.225222865	6.403868968	6.84843868	12.01135666	12.00748646	5.329313116	9.604794643	7.5482059275	12.18094263	8.355686187	9.1235010805	5.42627419	9.01551201767	8.606850376	14.413290725	12.19349773	6.767195028	7.5711783515	5.4820486345	6.09113750667	5.9034588485	5.4641368762	9.213384421	5.527329405	9.29076107	10.35235277	7.6220252555	7.459546681	6.257770271	11.4736056545	12.54827894	7.462177348	6.0290173	5.62370498275	7.1923046205	8.026856932	6.771545835	9.769915947	7.338293201	5.889051372	10.45388564	5.98687237	8.48506563	6.323194968	6.8982166245	9.435315409	7.14763954633	11.28585604	7.11850523933	12.07257321	6.193580184	6.986414135	5.434470814	10.50605987	7.9762072145	7.907388127	5.760494586	11.72288448	6.360369215	5.682862067	8.525326145	5.173838258	6.376000002	9.65317699	6.671085011	8.842775487	5.641120592	6.225935832	5.135874705	9.496554786	12.38431166	9.882436552	8.7021055945	6.509304419	11.198356615	10.892111464	13.29267684	5.39240058	6.004058206	8.11094053067	7.213617336	7.9017104695	5.883261105	14.89141327	7.742845697	8.62477821	11.137683	10.74066222	10.30533535	5.179648122	5.465820435	6.922992811	4.648779865	6.294120428	11.8573344895	6.466305418	5.807877321	5.5415652904	6.78934168	5.515393331	6.82586201267	5.391639926	5.757030749	BRCA
Instance4	13.35270561	10.5142211923	12.20536419	5.549369797	5.776111392	5.36300567	11.222457	7.179165475	11.09339134	6.2672605515	4.904979261	6.512188232	6.816507311	6.723630657	11.97218475	12.05268701	5.193979903	10.47331538	7.534292972	12.07926902	8.470632059	9.2078924525	5.470383322	8.53219426233	9.664661106	14.56683268	12.23565236	6.763813641	7.0913602235	5.275502987	5.78602222133	6.323322532	5.1156792046	7.435526765	5.655216748	8.629147321	9.938977155	8.477277703	6.598545502	5.574564199	11.1017827755	12.76004735	7.601141445	5.876032641	5.37399476525	7.739516337	8.120096744	7.226006717	10.3820872935	7.478529234	6.312672729	10.09500831	6.1476177	9.211511834	6.331145921	7.2768077175	9.043272158	8.05055294367	11.34672441	7.26137170967	12.17972416	5.759562832	6.777620669	5.36790503	9.994474054	7.9530049585	7.458860011	6.594776658	11.42772678	6.966479856	5.460424154	8.832068081	5.108536217	5.863140121	9.580847928	6.621982704	9.400581223	5.377480603	5.515077886	5.397812585	10.39270411	11.76334944	9.0515971275	8.09322379	6.97286817	11.274247985	10.3944951825	13.51771248	5.5176624715	5.432467779	7.98209816267	7.033260895	9.0655112035	5.985392981	14.70323068	8.502443557	8.354404912	10.00164081	9.439182162	10.35265071	4.4477078555	5.29683478	6.6133986755	5.919585149	5.182703468	11.581178851	6.212477538	7.468178286	5.4566664038	7.354560426	5.499695432	7.033690337	5.150368004	6.492979261	Control
Instance5	13.37889296	10.6963708347	12.34682957	5.780579955	8.058155641	5.628636003	10.59732658	7.894031227	9.802112873	6.94819573	5.541492575	6.518443469	5.925412759	6.818713579	11.58766984	11.66436963	5.182107523	9.897747581	7.521638948	12.56435203	9.0143276255	8.5157239865	5.804912672	9.705586173	6.345898074	14.451392145	12.7347446	6.854560258	7.084991265	5.416694716	5.54186759767	6.52394041	5.466218321	9.924501194	6.407145055	9.35589447533	7.089109133	7.8127938485	8.3965491395	5.989826604	11.680388844	12.45248586	6.773076963	5.824138541	5.3048230635	7.6832427075	8.28785217	6.848015995	9.671974648	7.297193996	7.50900425433	10.22872886	5.887775801	8.977409535	5.680472929	6.6548276045	10.0568683025	7.28998991667	11.084503	6.58289058467	12.74633592	9.731989781	7.487842294	5.333791561	10.31313278	8.133774626	8.634049691	8.905673654	11.8471671	6.091970181	5.599028548	9.001704532	5.902080364	5.504788206	9.966174165	6.262194115	8.361144506	5.572595075	5.375136114	5.60541377	9.358629843	12.25537394	9.717115444	8.772392971	6.980399882	11.21839075	10.9859950995	13.17957018	5.633358346	5.83744581	7.82991936767	7.419983608	8.296105902	5.835046906	14.95604237	8.4627555425	7.643136691	10.864964	9.689574849	10.14697308	5.08966918	5.280873981	7.016823757	5.218210843	5.607338636	12.51727103	6.606631454	7.17213025	5.4062698658	7.101873602	5.228252321	6.81636221267	6.198401453	4.93618003	BRCA
Instance6	13.71343219	11.428301141	13.11510467	6.153405728	8.429543916	5.447257868	9.460712428	9.001704532	10.25398074	7.2036452785	5.156043878	6.07383167	6.064587171	6.520033725	12.06588572	10.29885335	5.334685584	10.43012873	8.378260395	12.03287579	9.5554462935	8.0343196725	6.500607385	9.68830932967	5.930448326	14.462546585	12.65857307	6.543500233	6.50402659	5.506526572	5.72619051667	5.9174340255	5.6759717936	10.54993411	5.625863148	9.078168623	5.996451597	6.8315434305	7.6616966005	6.394896188	12.2208822595	12.66384721	7.658927519	6.352798794	5.21885589625	8.156859977	8.529822044	6.727722821	9.753034207	7.806535324	6.98490046733	10.624983	5.94872421	8.467749328	6.872247394	6.9752829565	9.557260625	7.03831259267	11.15442592	7.14062221833	13.08540943	5.353244986	8.005541922	4.940884687	10.73945599	8.614206568	8.090352132	7.21972788	11.5852209	5.840847932	6.376000002	8.982823296	6.024591871	5.093825554	10.23164154	6.244178877	8.091899625	5.930448326	5.895309438	6.156543881	10.16002932	12.55486108	10.080564477	8.845409366	7.353634535	11.07534033	10.6791897425	14.31938813	5.3156313315	5.14017664	8.18650002	6.748397915	8.7132275515	6.246603446	14.89547873	7.5522545465	8.643875238	11.45443311	9.814991395	10.77106872	4.8692463625	5.328415757	7.1818287995	5.73607124	5.252865266	12.441328291	6.208922614	7.07087531	5.5970322896	7.30834159	4.985513237	6.943744339	5.612213331	5.660645761	BRCA
Instance7	13.29267684	11.57135522	12.34260121	8.643748998	7.275475337	5.209854193	11.41706941	8.073955593	10.63491565	8.075985187	5.438302209	6.0879165975	7.988231821	6.949071249	12.23463043	12.36769602	5.201056716	10.95576997	7.2729672355	12.83993603	8.505339801	8.079817226	8.282047205	9.12043218767	9.276724119	14.708214475	13.34505663	6.456482249	6.201503818	5.7231049945	5.31913572267	6.330484187	5.5322651396	7.39744174	6.430289978	8.46320594233	10.40794251	8.4336189565	6.130768332	6.165867356	10.8769208985	12.61750082	6.111350232	5.779661087	5.62090042675	8.917446952	8.167494826	7.4861886795	9.1297731835	7.967285529	6.81582852467	9.961088297	5.48205062	9.024558716	5.057462456	6.945356743	9.327601013	8.002113911	11.65847718	7.69304503333	12.27941189	7.230263367	6.393867165	5.832707292	9.264056144	8.747651318	8.626385404	6.139659422	11.16076662	7.11691865	5.333433796	8.596218763	4.77796061	5.626739362	8.977681421	6.679695168	10.10617723	6.172733142	5.48205062	5.579701547	9.341019005	11.42710081	8.7738660505	7.6550504095	6.952074702	11.151396135	10.7570298015	14.34873163	5.746568874	5.014814152	8.451561107	6.384356921	7.759543745	8.582331246	15.15765011	8.592360747	7.758624856	9.557684409	7.511675823	10.66411416	5.0592133425	5.268482349	6.911607909	5.046808884	5.472984221	12.1160117875	6.314112464	6.986215012	5.3866778896	9.534133176	5.014814152	6.66013393767	5.810964386	5.548136995	BRCA
Instance8	13.44200721	10.8162912597	12.57155186	5.956063188	8.299953361	6.056264462	11.64987825	7.856831861	10.04775483	6.608904007	5.023045997	5.8864404035	6.918538669	6.880413479	11.37383049	11.72569442	5.354038858	9.948696154	7.7170366325	11.35299256	8.291126504	8.116304847	6.554209422	9.486682492	9.164543144	14.759152975	12.39966386	7.109938036	7.6188571805	5.852605391	6.20173331133	5.9718598575	5.3094441946	9.665460782	5.233822166	8.875123686	9.572823899	7.178770695	9.289329186	5.392842236	11.915951494	12.74796537	6.898937271	5.862458365	5.3862354685	7.4539681055	8.80888466	6.719520862	9.643814388	7.667823176	6.87117032933	10.12277013	6.202570157	8.419813926	6.091811548	6.5861642735	10.733250805	6.58638857667	11.84476863	7.39987593767	11.89259415	6.068354407	7.472185401	5.495064524	10.36808656	7.602215851	8.12621548	7.542337622	11.28922369	6.444274162	5.891304496	8.793913049	5.887897624	6.001358226	10.00443156	6.842353879	8.742748263	6.040898593	5.435637968	5.088959125	9.812386363	12.22401684	9.8100499835	8.1397640245	8.003660031	11.40345044	10.670447779	13.94623879	5.1029923355	5.517599514	8.171538624	7.239171564	8.662827402	6.776831487	14.9176553	8.940444787	8.815768437	10.66388964	9.583290187	10.26119615	5.0838818895	5.305616048	7.581444365	5.097833303	5.334149236	11.963258885	6.929261738	8.211646355	5.3795134584	7.252195001	4.867045482	6.94678504233	5.224977213	5.655646098	Control
Instance9	13.70458133	10.5621855343	12.3148028	6.507997257	7.437109373	5.54798282	10.71219619	7.307431087	10.06457475	5.988354382	4.742156708	5.700402949	6.077249008	6.894518054	11.74966846	11.64987825	5.39361462	9.36270062	7.3061893255	12.07015459	8.848894832	9.095386554	5.891790536	9.58901573033	9.148261195	14.71451116	12.05932765	6.816347305	8.092918242	5.0692057385	6.07876927167	6.3825279205	5.291675395	9.303998235	5.844493149	9.29028807333	8.367000914	7.320817348	7.2542447435	6.058214335	11.5757785155	12.4865699	7.321975714	5.813403636	5.435945632	7.2074709075	8.17986074	6.995146243	9.557649091	7.357466507	6.13414385767	9.9831294	5.352274105	8.419971893	6.099511534	7.024481502	9.845799635	6.90880436167	11.68222884	7.22534794767	12.60350703	5.563776856	7.28012379	5.606746643	10.75607697	7.906098313	8.222772115	5.818908863	11.82274022	6.015254046	5.847816088	8.98794691	5.781235931	5.956585975	9.452231522	6.535201976	8.532863482	6.299945779	5.915706872	5.264922245	9.898586698	12.63995684	10.06551331	8.4208763975	6.948545732	10.99057863	11.101606195	14.00655359	5.0556268035	5.801553978	7.91861634733	6.927633167	9.0856134675	6.354959533	14.65508011	7.852648975	8.168949256	10.78521972	10.67301333	10.30631839	4.9423577225	5.637647374	6.966235396	5.123512303	5.936526788	12.3255748965	6.431585876	6.462956685	5.5267731374	7.001242451	5.05203679	6.84858083833	5.416680376	5.375570566	BRCA
