@relation thedata

@attribute 10134 real
@attribute 118 real
@attribute 1499 real
@attribute 1828 real
@attribute 1829 real
@attribute 1830 real
@attribute 1832 real
@attribute 22985 real
@attribute 2339 real
@attribute 2620 real
@attribute 28988 real
@attribute 2934 real
@attribute 324 real
@attribute 329 real
@attribute 4000 real
@attribute 4001 real
@attribute 4137 real
@attribute 4950 real
@attribute 51765 real
@attribute 5317 real
@attribute 5339 real
@attribute 5580 real
@attribute 5588 real
@attribute 5747 real
@attribute 6093 real
@attribute 63967 real
@attribute 660 real
@attribute 6709 real
@attribute 7082 real
@attribute 7431 real
@attribute 836 real
@attribute 839 real
@attribute 840 real
@attribute 841 real
@attribute 8428 real
@attribute 9414 real
@attribute 999 real
@attribute DependentVariable {BRCA,Control}

@data
12.93836212,10.3596624205,6.94578590514,6.618352922,10.77621939,7.725640838,8.53575537967,10.41903875,9.22165296433,5.1194814635,10.843877404,12.56555645,4.172021977,10.1203149015,12.31771434,6.882035048,6.8173136115,5.06812332625,8.302417546,7.6454068795,5.89825637587,8.7068629295,9.112401142,9.55016911,8.331209336,5.081735071,6.18026305233,11.51681803,10.712634375,14.27152555,7.931813168,6.92345301633,7.083131785,5.6639776582,8.03625397033,8.87840715033,12.00989343,Control
12.57793866,10.302522398,6.96887473943,5.181511332,10.90604899,9.887301022,8.40594313567,10.56521899,8.74649689833,6.39872103,10.782654152,10.8456057065,5.814301269,9.6275956935,12.217337305,6.871477523,7.21451483,5.0207250725,8.093608048,7.3180789435,6.10000896713,8.2777883015,8.486142286,9.45642471,8.399610251,5.205755379,6.172635728,11.61680165,10.4216436375,13.911069145,8.1988449165,7.07794042367,6.56812056767,5.8528914586,7.98963260433,8.263880723,12.20475003,BRCA
12.47196608,10.520596481,7.126093946,6.117025506,11.17080781,9.717377026,8.95399971267,10.69680263,9.021431409,6.020967657,10.8352742835,9.765254005,5.788040457,9.7717912665,11.331478295,8.311181937,7.15698446525,5.17524123025,8.496810529,7.335806611,5.94837966612,7.9762072145,8.525326145,8.9981409465,7.854652002,5.813403636,5.48279315633,11.15088665,9.7908854805,13.19500043,8.03923302,7.46918469167,6.742243195,5.7897319854,7.98385229833,8.48114554367,12.80365393,BRCA
12.78039731,10.272889492,6.25068708814,5.871850577,8.780622706,7.3524653,8.71945055867,10.99592277,8.35630820767,5.8337752175,10.963229795,8.6877288325,5.072117861,9.477837206,11.69631911,7.009719816,7.49441041925,5.28455863825,8.1117982455,7.4198166175,5.91921941975,7.9530049585,8.832068081,9.0133211855,7.179165475,5.460424154,5.54611235833,11.40622376,8.76925178,12.61892804,8.049352819,6.32634649467,6.02132500833,5.6257131728,7.80080270367,7.81726175033,12.55838012,Control
12.41355925,10.220117326,7.18244667671,6.434299309,11.40194094,10.00201369,8.588727254,10.53746137,9.041797449,6.78053107,10.4271510985,11.3981144845,5.687908393,9.3861165135,11.649666395,7.701481697,7.351626188,5.2071634425,8.405180949,7.3474623085,5.96818562475,8.133774626,9.001704532,9.0250253645,7.894031227,5.415666779,5.84391697033,11.3294966,10.1686366885,13.744225285,8.040914571,7.89692416633,6.82370193433,5.7767472574,8.11497393867,8.834616236,12.44726543,BRCA
12.65381248,10.683370823,7.271366378,5.976599205,11.19715849,9.866514374,8.755850344,10.10676612,9.212375671,6.2123879175,10.8843715715,12.730337715,5.770572224,10.3317089185,13.55168753,8.182134999,6.67599706925,5.271321113,8.580075946,6.6938526005,6.187770026,8.614206568,8.982823296,9.420287121,9.001704532,5.427783188,6.072301762,11.64258438,10.65238272,14.57597155,8.276164252,7.233656492,7.27989135267,6.1557894346,8.36208398333,9.071143099,13.02343475,BRCA
12.57220763,9.668803044,6.587592285,5.828587949,9.005653406,9.319317118,8.25545181933,10.82076955,8.33437355967,5.8072389255,11.073261856,8.8330062305,5.801553978,10.214895946,11.981065665,6.263978634,7.564407717,5.259758242,8.258108714,7.8351880125,5.94305593,8.747651318,8.596218763,8.8796586,8.073955593,4.993460669,4.91363070533,12.25692522,8.692626511,12.90032729,8.3070644095,6.84991378233,5.90453458933,5.645039366,7.78008164533,6.31494243133,11.40859261,BRCA
12.25199131,10.0510962065,7.12159637657,5.682019293,10.50042393,8.760662675,8.52803081233,10.40879176,9.337090287,5.8022335305,10.577333375,12.251012705,6.180461809,10.0771995225,11.76167965,7.289814009,6.99225089775,5.6739400935,8.2579811455,6.836169705,6.03652720775,7.602215851,8.793913049,9.585335464,7.856831861,5.54798282,6.599831516,11.0691579,10.38864548,13.88231902,8.3666695385,7.61202263967,6.55264887533,6.1264922834,8.375720782,8.23166125933,12.40979539,Control
12.4899797,10.3256182905,7.27824373014,5.305251227,10.74565776,9.257706712,9.0636929,10.52975779,8.95406918467,5.872488934,10.718444419,11.001280424,5.838328613,9.6996756995,11.84304893,8.453076263,7.636424019,5.4688584855,8.442324135,7.477622778,5.91428705325,7.906098313,8.98794691,9.2675642675,7.307431087,5.39361462,5.81135855833,11.08036472,9.931861128,13.5754893,8.288078818,7.38519951367,6.74719066733,5.8838277246,7.95923007567,8.55536386133,12.47414328,BRCA
13.2433667,10.5300871465,6.66799436186,6.107798352,10.39480059,7.941137313,8.865114026,10.73177959,8.73026059467,6.196285729,10.8724023345,10.801586248,4.883390185,9.526270562,11.98689852,6.789276463,7.318270244,5.190712451,8.242128714,7.054767508,5.95820727225,8.1813016325,8.796235248,8.984597332,7.897680799,5.312893162,5.58815686233,11.3345919,9.574496847,13.63179775,7.806017873,7.39794265367,6.62840186333,5.7581840748,7.45451222,8.30001431733,12.68293541,BRCA
