# Order in which each feature was ranked by the feature-selection algorithm. When cross-validation was used, the values represent average ranks across the folds. Note that these values are calculated on the assumption that all features received a rank, whereas some feature-selection algorithms do not assign ranks to all.
Feature	Rank
672	1.9444444444444444
55869	2.1666666666666665
2071	7.111111111111111
595	7.833333333333333
9759	8.5
10011	8.61111111111111
10013	9.833333333333334
5430	9.833333333333334
2962	11.555555555555555
8841	11.833333333333334
6908	12.0
10891	12.666666666666666
8204	13.277777777777779
190	13.5
9612	13.61111111111111
10014	15.88888888888889
2960	17.833333333333332
27043	18.22222222222222
2957	18.944444444444443
51564	20.22222222222222
23426	20.5
3066	20.5
2033	23.0
9734	23.77777777777778
10498	25.61111111111111
83933	25.61111111111111
4208	25.944444444444443
5469	25.944444444444443
1387	26.055555555555557
2099	26.555555555555557
23013	26.61111111111111
79885	27.11111111111111
11331	28.38888888888889
