	AUC	Accuracy	Baseline error rate	Baseline improvement	Best Num Features	Error rate	Kappa statistic	Mean absolute error	Number instances predicted as dependent variable class BRCACancer	Number instances predicted as dependent variable class BRCACancer correctly	Number instances predicted as dependent variable class BRCACancer incorrectly	Number instances predicted as dependent variable class Control	Number instances predicted as dependent variable class Control correctly	Number instances predicted as dependent variable class Control incorrectly	Number instances with dependent variable class BRCACancer	Number instances with dependent variable class BRCACancer predicted correctly	Number instances with dependent variable class BRCACancer predicted incorrectly	Number instances with dependent variable class Control	Number instances with dependent variable class Control predicted correctly	Number instances with dependent variable class Control predicted incorrectly	Proportion instances predicted as dependent variable class BRCACancer	Proportion instances predicted as dependent variable class BRCACancer correctly	Proportion instances predicted as dependent variable class BRCACancer incorrectly	Proportion instances predicted as dependent variable class Control	Proportion instances predicted as dependent variable class Control correctly	Proportion instances predicted as dependent variable class Control incorrectly	Proportion instances with dependent variable class BRCACancer	Proportion instances with dependent variable class BRCACancer predicted correctly	Proportion instances with dependent variable class BRCACancer predicted incorrectly	Proportion instances with dependent variable class Control	Proportion instances with dependent variable class Control predicted correctly	Proportion instances with dependent variable class Control predicted incorrectly	Relative absolute error	Root mean squared error	Root relative squared error	Total number correct	Total number incorrect	Youden Index
utahontario1_BIOCARTA_MAPK_PATHWAY_weka_svm_weights_r_svm_rbf	0.4882943143812709	0.6111111111111112	0.36111111111111116	-0.02777777777777768	50	0.38888888888888884	-0.022727272727272554	0.46434824241596434	5.0	2.0	3.0	31.0	20.0	11.0	13.0	2.0	11.0	23.0	20.0	3.0	0.1388888888888889	0.4	0.6	0.8611111111111112	0.6451612903225806	0.3548387096774194	0.3611111111111111	0.15384615384615385	0.8461538461538461	0.6388888888888888	0.8695652173913043	0.13043478260869565	100.19375325316076	0.4949039455401583	103.02379287611868	22	14	0.02341137123745818
utahontario1_BIOCARTA_MAPK_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.730920060331825	0.7258064516129032	0.3145161290322581	0.040322580645161366	75	0.27419354838709675	0.24955500177999293	0.3779994522291735	17.0	11.0	6.0	107.0	79.0	28.0	39.0	11.0	28.0	85.0	79.0	6.0	0.13709677419354838	0.6470588235294118	0.35294117647058826	0.8629032258064516	0.7383177570093458	0.2616822429906542	0.31451612903225806	0.28205128205128205	0.717948717948718	0.6854838709677419	0.9294117647058824	0.07058823529411765	87.44245545793027	0.4322206260256889	93.0843512689789	90	34	0.21146304675716454
utahontario1_BIOCARTA_MCALPAIN_PATHWAY_weka_svm_weights_r_svm_rbf	0.6086956521739131	0.6388888888888888	0.36111111111111116	0.0	NA	0.36111111111111116	0.040983606557376935	0.4332408603447201	2.0	1.0	1.0	34.0	22.0	12.0	13.0	1.0	12.0	23.0	22.0	1.0	0.05555555555555555	0.5	0.5	0.9444444444444444	0.6470588235294118	0.35294117647058826	0.3611111111111111	0.07692307692307693	0.9230769230769231	0.6388888888888888	0.9565217391304348	0.043478260869565216	93.48162412485443	0.47531234192058264	98.94542305990876	23	13	0.03344481605351168
utahontario1_BIOCARTA_MCALPAIN_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.6892911010558069	0.6612903225806451	0.3145161290322581	-0.024193548387096753	NA	0.33870967741935487	0.05754614549402809	0.40557411797882414	15.0	6.0	9.0	109.0	76.0	33.0	39.0	6.0	33.0	85.0	76.0	9.0	0.12096774193548387	0.4	0.6	0.8790322580645161	0.6972477064220184	0.30275229357798167	0.31451612903225806	0.15384615384615385	0.8461538461538461	0.6854838709677419	0.8941176470588236	0.10588235294117647	93.82129137253705	0.4586646993505874	98.77942749195209	82	42	0.04796380090497743
utahontario1_BIOCARTA_MCM_PATHWAY_weka_svm_weights_r_svm_rbf	0.41471571906354515	0.6388888888888888	0.36111111111111116	0.0	NA	0.36111111111111116	0.0	0.44890322080344514	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	96.86113660238375	0.4840418372002012	100.76263571643527	23	13	0.0
utahontario1_BIOCARTA_MCM_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.38099547511312215	0.6854838709677419	0.3145161290322581	0.0	NA	0.3145161290322581	0.0	0.4370266086012972	0.0	0.0	0.0	124.0	85.0	39.0	39.0	0.0	39.0	85.0	85.0	0.0	0.0	NaN	NaN	1.0	0.6854838709677419	0.31451612903225806	0.31451612903225806	0.0	1.0	0.6854838709677419	1.0	0.0	101.09718289586425	0.47017876485857446	101.2591317303514	85	39	0.0
utahontario1_BIOCARTA_MEF2D_PATHWAY_weka_svm_weights_r_svm_rbf	0.5050167224080268	0.6388888888888888	0.36111111111111116	0.0	NA	0.36111111111111116	0.0	0.45146884022408834	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	97.4147276698033	0.489001362048847	101.79505638184979	23	13	0.0
utahontario1_BIOCARTA_MEF2D_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.5978883861236802	0.7016129032258065	0.3145161290322581	0.016129032258064613	NA	0.2983870967741935	0.10250391236306737	0.41329453325863713	6.0	4.0	2.0	118.0	83.0	35.0	39.0	4.0	35.0	85.0	83.0	2.0	0.04838709677419355	0.6666666666666666	0.3333333333333333	0.9516129032258065	0.7033898305084746	0.2966101694915254	0.31451612903225806	0.10256410256410256	0.8974358974358975	0.6854838709677419	0.9764705882352941	0.023529411764705882	95.60725181570847	0.4564272619570597	98.29756615600303	87	37	0.07903469079939662
utahontario1_BIOCARTA_MET_PATHWAY_weka_svm_weights_r_svm_rbf	0.49163879598662213	0.6111111111111112	0.36111111111111116	-0.02777777777777768	NA	0.38888888888888884	-0.03225806451612891	0.4780086384483928	7.0	3.0	4.0	29.0	19.0	10.0	13.0	3.0	10.0	23.0	19.0	4.0	0.19444444444444445	0.42857142857142855	0.5714285714285714	0.8055555555555556	0.6551724137931034	0.3448275862068966	0.3611111111111111	0.23076923076923078	0.7692307692307693	0.6388888888888888	0.8260869565217391	0.17391304347826086	103.14129611946396	0.49202913702448997	102.42534608710903	22	14	0.05685618729096986
utahontario1_BIOCARTA_MET_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.62473604826546	0.7258064516129032	0.3145161290322581	0.040322580645161366	NA	0.27419354838709675	0.16602613374327446	0.40294249211703437	7.0	6.0	1.0	117.0	84.0	33.0	39.0	6.0	33.0	85.0	84.0	1.0	0.056451612903225805	0.8571428571428571	0.14285714285714285	0.9435483870967742	0.717948717948718	0.28205128205128205	0.31451612903225806	0.15384615384615385	0.8461538461538461	0.6854838709677419	0.9882352941176471	0.011764705882352941	93.21251846071289	0.44984035062041317	96.87898885608124	90	34	0.14208144796380084
utahontario1_BIOCARTA_MITOCHONDRIA_PATHWAY_weka_svm_weights_r_svm_rbf	0.47826086956521746	0.6388888888888888	0.36111111111111116	0.0	NA	0.36111111111111116	0.0	0.44884940905188103	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	96.8495254862734	0.4834732332556671	100.64426984859745	23	13	0.0
utahontario1_BIOCARTA_MITOCHONDRIA_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.40361990950226245	0.6854838709677419	0.3145161290322581	0.0	NA	0.3145161290322581	0.0	0.43746386617176575	0.0	0.0	0.0	124.0	85.0	39.0	39.0	0.0	39.0	85.0	85.0	0.0	0.0	NaN	NaN	1.0	0.6854838709677419	0.31451612903225806	0.31451612903225806	0.0	1.0	0.6854838709677419	1.0	0.0	101.19833350707243	0.47068779831965535	101.36875872787489	85	39	0.0
utahontario1_BIOCARTA_MONOCYTE_PATHWAY_weka_svm_weights_r_svm_rbf	0.6187290969899666	0.6388888888888888	0.36111111111111116	0.0	NA	0.36111111111111116	0.0	0.44015706515424863	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	94.97395349069592	0.4767702040551302	99.24890515566703	23	13	0.0
utahontario1_BIOCARTA_MONOCYTE_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.4856711915535445	0.6854838709677419	0.3145161290322581	0.0	NA	0.3145161290322581	0.0	0.4289049392403136	0.0	0.0	0.0	124.0	85.0	39.0	39.0	0.0	39.0	85.0	85.0	0.0	0.0	NaN	NaN	1.0	0.6854838709677419	0.31451612903225806	0.31451612903225806	0.0	1.0	0.6854838709677419	1.0	0.0	99.21840051363138	0.46819889372723394	100.83274064959336	85	39	0.0
utahontario1_BIOCARTA_MPR_PATHWAY_weka_svm_weights_r_svm_rbf	0.5150501672240803	0.5277777777777778	0.36111111111111116	-0.11111111111111105	NA	0.4722222222222222	-0.15909090909090898	0.4536603055013384	6.0	1.0	5.0	30.0	18.0	12.0	13.0	1.0	12.0	23.0	18.0	5.0	0.16666666666666666	0.16666666666666666	0.8333333333333334	0.8333333333333334	0.6	0.4	0.3611111111111111	0.07692307692307693	0.9230769230769231	0.6388888888888888	0.782608695652174	0.21739130434782608	97.88758642363265	0.517531353058668	107.73412377268521	19	17	-0.14046822742474907
utahontario1_BIOCARTA_MPR_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.6395173453996984	0.6774193548387096	0.3145161290322581	-0.008064516129032251	NA	0.32258064516129037	0.08722856091277123	0.4018711789835831	13.0	6.0	7.0	111.0	78.0	33.0	39.0	6.0	33.0	85.0	78.0	7.0	0.10483870967741936	0.46153846153846156	0.5384615384615384	0.8951612903225806	0.7027027027027027	0.2972972972972973	0.31451612903225806	0.15384615384615385	0.8461538461538461	0.6854838709677419	0.9176470588235294	0.08235294117647059	92.96469204085736	0.45250301962788736	97.452429368358	84	40	0.07149321266968323
utahontario1_BIOCARTA_MTA3_PATHWAY_weka_svm_weights_r_svm_rbf	0.6220735785953178	0.6388888888888888	0.36111111111111116	0.0	NA	0.36111111111111116	0.0	0.44821543282476944	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	96.71273061581778	0.4823543094535824	100.41134429795484	23	13	0.0
utahontario1_BIOCARTA_MTA3_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.4093514328808447	0.6854838709677419	0.3145161290322581	0.0	NA	0.3145161290322581	0.0	0.4381826779145988	0.0	0.0	0.0	124.0	85.0	39.0	39.0	0.0	39.0	85.0	85.0	0.0	0.0	NaN	NaN	1.0	0.6854838709677419	0.31451612903225806	0.31451612903225806	0.0	1.0	0.6854838709677419	1.0	0.0	101.36461592741628	0.47258756355627335	101.77789795901245	85	39	0.0
utahontario1_BIOCARTA_MTOR_PATHWAY_weka_svm_weights_r_svm_rbf	0.4013377926421405	0.6388888888888888	0.36111111111111116	0.0	NA	0.36111111111111116	0.0	0.4583147134666434	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	98.89188139154072	0.48862635117069236	101.71699064124407	23	13	0.0
utahontario1_BIOCARTA_MTOR_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.5695324283559579	0.6451612903225806	0.3145161290322581	-0.040322580645161255	NA	0.3548387096774194	-0.006797583081571053	0.42961064655405445	7.0	1.0	6.0	117.0	79.0	38.0	39.0	1.0	38.0	85.0	79.0	6.0	0.056451612903225805	0.14285714285714285	0.8571428571428571	0.9435483870967742	0.6752136752136753	0.3247863247863248	0.31451612903225806	0.02564102564102564	0.9743589743589743	0.6854838709677419	0.9294117647058824	0.07058823529411765	99.38165149186483	0.4684969317466092	100.8969270257553	80	44	-0.04494720965309196
utahontario1_BIOCARTA_MYOSIN_PATHWAY_weka_svm_weights_r_svm_rbf	0.5451505016722408	0.6111111111111112	0.36111111111111116	-0.02777777777777768	NA	0.38888888888888884	0.06319702602230486	0.43683234200853566	7.0	3.0	4.0	29.0	19.0	10.0	13.0	3.0	10.0	23.0	19.0	4.0	0.19444444444444445	0.42857142857142855	0.5714285714285714	0.8055555555555556	0.6551724137931034	0.3448275862068966	0.3611111111111111	0.23076923076923078	0.7692307692307693	0.6388888888888888	0.8260869565217391	0.17391304347826086	94.25656843338751	0.49621417851325206	103.29654311716222	22	14	0.05685618729096986
utahontario1_BIOCARTA_MYOSIN_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.5883861236802413	0.717741935483871	0.3145161290322581	0.032258064516129115	NA	0.282258064516129	0.18051359516616325	0.4111498996744438	8.0	6.0	2.0	116.0	83.0	33.0	39.0	6.0	33.0	85.0	83.0	2.0	0.06451612903225806	0.75	0.25	0.9354838709677419	0.7155172413793104	0.28448275862068967	0.31451612903225806	0.15384615384615385	0.8461538461538461	0.6854838709677419	0.9764705882352941	0.023529411764705882	95.11113462412665	0.4558692937113926	98.177400414136	89	35	0.13031674208144794
utahontario1_BIOCARTA_NDKDYNAMIN_PATHWAY_weka_svm_weights_r_svm_rbf	0.5484949832775919	0.6388888888888888	0.36111111111111116	0.0	NA	0.36111111111111116	0.0	0.447916023489326	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	96.64812620400599	0.4808186918999887	100.09167591340459	23	13	0.0
utahontario1_BIOCARTA_NDKDYNAMIN_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.4597285067873303	0.6854838709677419	0.3145161290322581	0.0	NA	0.3145161290322581	-0.012749003984063966	0.4332602833633682	2.0	1.0	1.0	122.0	84.0	38.0	39.0	1.0	38.0	85.0	84.0	1.0	0.016129032258064516	0.5	0.5	0.9838709677419355	0.6885245901639344	0.3114754098360656	0.31451612903225806	0.02564102564102564	0.9743589743589743	0.6854838709677419	0.9882352941176471	0.011764705882352941	100.22592045112923	0.4736810165420125	102.01338732646019	85	39	0.01387631975867265
utahontario1_BIOCARTA_NEUROTRANSMITTERS_PATHWAY_weka_svm_weights_r_svm_rbf	0.36789297658862874	0.6388888888888888	0.36111111111111116	0.0	NA	0.36111111111111116	0.0	0.454967923048517	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	98.16973481551598	0.48997869083701867	101.998506201864	23	13	0.0
utahontario1_BIOCARTA_NEUROTRANSMITTERS_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.5206636500754149	0.6774193548387096	0.3145161290322581	-0.008064516129032251	NA	0.32258064516129037	-0.01597705858254827	0.4301544694356145	1.0	0.0	1.0	123.0	84.0	39.0	39.0	0.0	39.0	85.0	84.0	1.0	0.008064516129032258	0.0	1.0	0.9919354838709677	0.6829268292682927	0.3170731707317073	0.31451612903225806	0.0	1.0	0.6854838709677419	0.9882352941176471	0.011764705882352941	99.50745381199356	0.4668454588164766	100.54126078244526	84	40	-0.0117647058823529
utahontario1_BIOCARTA_NFAT_PATHWAY_weka_svm_weights_r_svm_rbf	0.5250836120401338	0.6388888888888888	0.36111111111111116	0.0	25	0.36111111111111116	0.06319702602230486	0.45467517809356095	6.0	3.0	3.0	30.0	20.0	10.0	13.0	3.0	10.0	23.0	20.0	3.0	0.16666666666666666	0.5	0.5	0.8333333333333334	0.6666666666666666	0.3333333333333333	0.3611111111111111	0.23076923076923078	0.7692307692307693	0.6388888888888888	0.8695652173913043	0.13043478260869565	98.10656839621316	0.486251055298251	101.2225270343419	23	13	0.10033444816053505
utahontario1_BIOCARTA_NFAT_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.6220211161387633	0.7016129032258065	0.3145161290322581	0.016129032258064613	50	0.2983870967741935	0.05399061032863828	0.4189880229735318	4.0	3.0	1.0	120.0	84.0	36.0	39.0	3.0	36.0	85.0	84.0	1.0	0.03225806451612903	0.75	0.25	0.967741935483871	0.7	0.3	0.31451612903225806	0.07692307692307693	0.9230769230769231	0.6854838709677419	0.9882352941176471	0.011764705882352941	96.92432441425031	0.4577859001585148	98.59016661969349	87	37	0.06515837104072397
utahontario1_BIOCARTA_NFKB_PATHWAY_weka_svm_weights_r_svm_rbf	0.6622073578595318	0.6388888888888888	0.36111111111111116	0.0	NA	0.36111111111111116	0.040983606557376935	0.44998042309950137	2.0	1.0	1.0	34.0	22.0	12.0	13.0	1.0	12.0	23.0	22.0	1.0	0.05555555555555555	0.5	0.5	0.9444444444444444	0.6470588235294118	0.35294117647058826	0.3611111111111111	0.07692307692307693	0.9230769230769231	0.6388888888888888	0.9565217391304348	0.043478260869565216	97.093567634088	0.46823524607195327	97.472189186055	23	13	0.03344481605351168
utahontario1_BIOCARTA_NFKB_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.624132730015083	0.6935483870967742	0.3145161290322581	0.008064516129032362	NA	0.30645161290322576	0.10247619047619076	0.416629841253832	9.0	5.0	4.0	115.0	81.0	34.0	39.0	5.0	34.0	85.0	81.0	4.0	0.07258064516129033	0.5555555555555556	0.4444444444444444	0.9274193548387096	0.7043478260869566	0.2956521739130435	0.31451612903225806	0.1282051282051282	0.8717948717948718	0.6854838709677419	0.9529411764705882	0.047058823529411764	96.37880722164459	0.45986472112168864	99.03786783779753	86	38	0.08114630467571637
utahontario1_BIOCARTA_NGF_PATHWAY_weka_svm_weights_r_svm_rbf	0.48494983277591974	0.5833333333333334	0.36111111111111116	-0.05555555555555547	NA	0.41666666666666663	0.014598540145985467	0.4641344054464553	8.0	3.0	5.0	28.0	18.0	10.0	13.0	3.0	10.0	23.0	18.0	5.0	0.2222222222222222	0.375	0.625	0.7777777777777778	0.6428571428571429	0.35714285714285715	0.3611111111111111	0.23076923076923078	0.7692307692307693	0.6388888888888888	0.782608695652174	0.21739130434782608	100.14761303639605	0.4940591177548643	102.8479256930977	21	15	0.013377926421404673
utahontario1_BIOCARTA_NGF_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.6256410256410257	0.6854838709677419	0.3145161290322581	0.0	NA	0.3145161290322581	0.0383869716944552	0.4074013494609831	6.0	3.0	3.0	118.0	82.0	36.0	39.0	3.0	36.0	85.0	82.0	3.0	0.04838709677419355	0.5	0.5	0.9516129032258065	0.6949152542372882	0.3050847457627119	0.31451612903225806	0.07692307692307693	0.9230769230769231	0.6854838709677419	0.9647058823529412	0.03529411764705882	94.24398406838027	0.4542499607675382	97.82865593622158	85	39	0.041628959276018174
utahontario1_BIOCARTA_NKCELLS_PATHWAY_weka_svm_weights_r_svm_rbf	0.6655518394648829	0.6388888888888888	0.36111111111111116	0.0	NA	0.36111111111111116	0.0	0.43768905178592016	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	94.44142316137837	0.4717741260461779	98.20887524556913	23	13	0.0
utahontario1_BIOCARTA_NKCELLS_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.5607843137254902	0.6854838709677419	0.3145161290322581	0.0	NA	0.3145161290322581	0.018668831168830863	0.42205757118626397	2.0	1.0	1.0	122.0	84.0	38.0	39.0	1.0	38.0	85.0	84.0	1.0	0.016129032258064516	0.5	0.5	0.9838709677419355	0.6885245901639344	0.3114754098360656	0.31451612903225806	0.02564102564102564	0.9743589743589743	0.6854838709677419	0.9882352941176471	0.011764705882352941	97.63440172067207	0.45908730766129036	98.8704417056984	85	39	0.01387631975867265
utahontario1_BIOCARTA_NKT_PATHWAY_weka_svm_weights_r_svm_rbf	0.5785953177257525	0.6111111111111112	0.36111111111111116	-0.02777777777777768	NA	0.38888888888888884	0.027027027027027146	0.4399617513665834	5.0	2.0	3.0	31.0	20.0	11.0	13.0	2.0	11.0	23.0	20.0	3.0	0.1388888888888889	0.4	0.6	0.8611111111111112	0.6451612903225806	0.3548387096774194	0.3611111111111111	0.15384615384615385	0.8461538461538461	0.6388888888888888	0.8695652173913043	0.13043478260869565	94.93181007405144	0.484056239687509	100.76563387169888	22	14	0.02341137123745818
utahontario1_BIOCARTA_NKT_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.6120663650075415	0.6451612903225806	0.3145161290322581	-0.040322580645161255	NA	0.3548387096774194	-0.03923809523809512	0.4165002289472284	9.0	2.0	7.0	115.0	78.0	37.0	39.0	2.0	37.0	85.0	78.0	7.0	0.07258064516129033	0.2222222222222222	0.7777777777777778	0.9274193548387096	0.6782608695652174	0.3217391304347826	0.31451612903225806	0.05128205128205128	0.9487179487179487	0.6854838709677419	0.9176470588235294	0.08235294117647059	96.34882406087503	0.46212719566230637	99.52512125004785	80	44	-0.031070889894419307
utahontario1_BIOCARTA_NO1_PATHWAY_weka_svm_weights_r_svm_rbf	0.5986622073578596	0.6388888888888888	0.36111111111111116	0.0	NA	0.36111111111111116	0.0	0.44180015515286136	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	95.32848773645337	0.4761920431589828	99.12854982419205	23	13	0.0
utahontario1_BIOCARTA_NO1_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.5915535444947211	0.6612903225806451	0.3145161290322581	-0.024193548387096753	NA	0.33870967741935487	0.008000000000000064	0.4172414640908222	9.0	3.0	6.0	115.0	79.0	36.0	39.0	3.0	36.0	85.0	79.0	6.0	0.07258064516129033	0.3333333333333333	0.6666666666666666	0.9274193548387096	0.6869565217391305	0.3130434782608696	0.31451612903225806	0.07692307692307693	0.9230769230769231	0.6854838709677419	0.9294117647058824	0.07058823529411765	96.52029367715441	0.46250043391669354	99.60550297800437	82	42	0.0063348416289592535
utahontario1_BIOCARTA_NO2IL12_PATHWAY_weka_svm_weights_r_svm_rbf	0.6287625418060201	0.6388888888888888	0.36111111111111116	0.0	NA	0.36111111111111116	0.0	0.4426673968627226	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	95.51561496974836	0.4737123527482773	98.61235448250692	23	13	0.0
utahontario1_BIOCARTA_NO2IL12_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.6057315233785822	0.6854838709677419	0.3145161290322581	0.0	NA	0.3145161290322581	0.018668831168830863	0.42136386044236596	2.0	1.0	1.0	122.0	84.0	38.0	39.0	1.0	38.0	85.0	84.0	1.0	0.016129032258064516	0.5	0.5	0.9838709677419355	0.6885245901639344	0.3114754098360656	0.31451612903225806	0.02564102564102564	0.9743589743589743	0.6854838709677419	0.9882352941176471	0.011764705882352941	97.47392590393144	0.4605884815852318	99.19373909697953	85	39	0.01387631975867265
utahontario1_BIOCARTA_NOS1_PATHWAY_weka_svm_weights_r_svm_rbf	0.5719063545150501	0.5	0.36111111111111116	-0.13888888888888884	NA	0.5	-0.048543689320388335	0.44881288062194524	15.0	5.0	10.0	21.0	13.0	8.0	13.0	5.0	8.0	23.0	13.0	10.0	0.4166666666666667	0.3333333333333333	0.6666666666666666	0.5833333333333334	0.6190476190476191	0.38095238095238093	0.3611111111111111	0.38461538461538464	0.6153846153846154	0.6388888888888888	0.5652173913043478	0.43478260869565216	96.84164364208534	0.5169783446424968	107.61900441459603	18	18	-0.050167224080267525
utahontario1_BIOCARTA_NOS1_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.6060331825037708	0.6935483870967742	0.3145161290322581	0.008064516129032362	NA	0.30645161290322576	0.06987761547572073	0.4228724808005979	5.0	3.0	2.0	119.0	83.0	36.0	39.0	3.0	36.0	85.0	83.0	2.0	0.04032258064516129	0.6	0.4	0.9596774193548387	0.6974789915966386	0.3025210084033613	0.31451612903225806	0.07692307692307693	0.9230769230769231	0.6854838709677419	0.9764705882352941	0.023529411764705882	97.82291442150644	0.46184560667641184	99.46447738786686	86	38	0.05339366515837107
utahontario1_BIOCARTA_NTHI_PATHWAY_weka_svm_weights_r_svm_rbf	0.5518394648829431	0.5555555555555556	0.36111111111111116	-0.08333333333333326	NA	0.4444444444444444	-0.15909090909090898	0.4634858135378055	5.0	1.0	4.0	31.0	19.0	12.0	13.0	1.0	12.0	23.0	19.0	4.0	0.1388888888888889	0.2	0.8	0.8611111111111112	0.6129032258064516	0.3870967741935484	0.3611111111111111	0.07692307692307693	0.9230769230769231	0.6388888888888888	0.8260869565217391	0.17391304347826086	100.00766449837822	0.4814412676048296	100.22127704316568	20	16	-0.09698996655518388
utahontario1_BIOCARTA_NTHI_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.6826546003016591	0.7258064516129032	0.3145161290322581	0.040322580645161366	NA	0.27419354838709675	0.19450631031922805	0.39179633679176284	11.0	8.0	3.0	113.0	82.0	31.0	39.0	8.0	31.0	85.0	82.0	3.0	0.08870967741935484	0.7272727272727273	0.2727272727272727	0.9112903225806451	0.7256637168141593	0.2743362831858407	0.31451612903225806	0.20512820512820512	0.7948717948717948	0.6854838709677419	0.9647058823529412	0.03529411764705882	90.63408300317599	0.4375868093837023	94.24002887109636	90	34	0.16983408748114637
